timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Пыльная (песчаная) буря, слабая или умеренная, ослабела","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,12.0,,,,,,,,,10,750,,,10.5,,66.4,,,юго-западный,4.0,,,4
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,,10,750,,,11.3,,72.3,,,юго-западный,6.0,,,4
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,,10,748,,,11.1,,76.9,,,юго-западный,7.0,,,4
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,,,,,,,,,,10,748,,,11.3,,78.0,10.1,,юго-западный,10.0,,,6
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,True,,,10,747,,,11.6,,84.1,,,западный,9.0,,,3
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,,,,,,True,,,4,746,,,11.0,,89.9,,,юго-западный,10.0,,,4
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,,,,,,,,,,10,746,,,11.6,,85.8,,True,западный,10.0,,,5
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,,,,,,,,,,,10,745,,,14.2,,74.8,,,западный,7.0,,14.5,5
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,,,,,,,,,10,745,,,10.9,,92.9,,,юго-западный,7.0,,,4
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,11.0,,,,,,True,,,4,745,,,10.1,,92.3,,,северо-западный,9.0,,,7
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,11.0,,,,,,,,,10,744,,,9.2,,96.0,,True,юго-западный,7.0,,,5
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,13.0,,,,,,,,,10,745,,,8.5,,86.6,8.4,,северо-западный,5.0,,,10
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,14.0,,,,,,,,,10,746,,,10.7,,61.0,8.2,,северо-западный,5.0,,,10
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,16.0,,,,,,,,,10,747,,,14.2,,43.3,,,северо-западный,7.0,,,11
1589889600,"Вторник, 19 мая
12:00 (UTC)",,,16.0,,,,,,,,,10,748,,,16.2,,33.4,,,северо-западный,7.0,,,11
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,17.0,,,,,,,,,10,748,,,14.5,,29.7,,,северо-западный,7.0,,16.2,8
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,17.0,,,,,,,,,10,748,,,9.1,,58.1,,,юго-западный,5.0,,,2
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,10,747,,,7.7,,68.6,,,юго-западный,7.0,,,3
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,10,746,,,10.7,,68.3,,,юго-западный,7.0,,,6
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,,,,,,,,10,745,,,10.3,,85.6,6.9,,юго-западный,9.0,,,5
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,True,,,10,744,,,11.5,,93.6,,,юго-западный,10.0,,,5
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,True,,,4,743,,,12.1,,94.2,,,южный,10.0,,,5
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,True,,,10,742,,,14.0,,88.9,,,юго-западный,10.0,,,6
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,,,,True,,,4,741,,,14.4,,93.7,,,западный,9.0,,14.9,5
1589997600,"Среда, 20 мая
18:00 (UTC)",,,10.0,,,,,,,,,10,742,,,13.6,,90.6,,True,западный,7.0,,,5
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,10,742,,,11.9,,94.2,,,западный,7.0,,,4
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,True,,4,742,,,10.2,,98.0,,,северо-западный,9.0,,,5
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,,,,,,10,742,,,10.9,,92.9,9.9,,северо-западный,9.0,,,3
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,10,742,,,12.3,,83.6,,,северо-западный,7.0,,,3
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,10,743,,,17.1,,60.5,,,западный,7.0,,,4
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,,,10,743,,,17.3,,60.9,,,юго-западный,7.0,,,5
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,,,,True,,,10,744,,,14.4,,88.9,,,западный,9.0,,18.3,3
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,True,,,,,4,744,,,13.4,,97.4,,,юго-западный,9.0,,,2
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,10,744,,,12.1,,94.2,,,северный,9.0,,,2
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,10,744,,,12.0,,88.7,,,северо-восточный,9.0,,,2
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,,,True,,,10,744,,,11.6,,91.1,11.3,,восточный,9.0,,,4
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,True,,,10,744,,,12.0,,91.8,,,восточный,10.0,,,6
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,10.0,,,,,,,,,10,744,,,12.4,,83.0,,True,восточный,9.0,,,7
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,10.0,,,,True,,,,,10,744,,,11.5,,92.3,,,северо-восточный,10.0,,,5
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,,,,,,10,743,,,10.4,,88.6,,True,северо-восточный,9.0,,12.6,5
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,True,,,,,10,744,,,9.9,,84.4,,,северный,9.0,,,3
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,10,744,,,9.8,,89.2,,True,северный,9.0,,,6
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,True,,,10,743,,,9.7,,92.2,,,северный,9.0,,,6
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,10.0,,,,,,,,,10,743,,,9.9,,89.8,9.4,True,северный,9.0,,,7
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,11.0,,,,,,True,,,4,744,,,9.2,,96.0,9.0,,северный,10.0,,,7
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,14.0,,,,,,True,,,4,745,,,8.5,,94.7,,,северный,9.0,,,8
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,14.0,,,,,,True,,,10,745,,,9.1,,91.6,,,северный,10.0,,,9
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,13.0,,,,True,,,,,10,747,,,9.2,,90.3,,,северо-западный,7.0,,10.2,7
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,13.0,,,,,True,,,,10,748,,,7.4,,97.3,,,западный,4.0,,,4
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,10,749,,,5.7,,97.9,,,западный,0.0,,,3
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,10,750,,,3.5,,98.6,,True,западный,0.0,,,2
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,,,10,751,,,7.5,,98.0,2.4,,южный,4.0,,,2
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,10,752,,,13.5,,73.2,,,западный,6.0,,,3
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,10,753,,,16.0,,41.4,,,западный,6.0,,,5
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,10,753,,,17.3,,32.8,,,юго-западный,7.0,,,4
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,,,10,753,,,15.8,,50.7,,,юго-западный,9.0,,18.0,3
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,10,754,,,11.8,,78.6,,,юго-западный,9.0,,,3
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,10,755,,,8.4,,85.4,,,южный,5.0,,,2
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,10,755,,,4.9,,93.2,,,,0.0,,,0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,,,10,755,,,10.5,,84.5,3.6,,,4.0,,,0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,10,756,,,16.9,,42.6,,,восточный,5.0,,,2
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,10,755,,,18.7,,33.7,,,восточный,9.0,,,5
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,10,754,,,20.1,,36.3,,,восточный,6.0,,,6
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,12.0,,,,,,,,,10,753,,,19.3,,46.3,,,восточный,9.0,,21.2,2
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,12.0,,,,,,,,,10,752,,,16.9,,53.1,,,северо-восточный,9.0,,,7
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,11.0,,,,,,,,,10,751,,,15.5,,60.1,,,северо-восточный,9.0,,,7
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,11.0,,,,,,True,,,10,752,,,13.2,,77.7,,,северо-восточный,7.0,,,4
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,10.0,,,,,,True,,,10,751,,,12.2,,87.0,12.2,,северо-восточный,9.0,,,7
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,10.0,,,,,,True,,,10,751,,,12.0,,92.4,11.8,,северный,9.0,,,3
1590483600,"Вторник, 26 мая
09:00 (UTC)",,True,10.0,,,,,,,,,10,750,,,11.5,,95.5,,,северный,9.0,,,4
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,10.0,,,,,,,,,10,750,,,14.9,,81.7,,True,северо-западный,5.0,,,7
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,,,,,,10,750,,,16.3,,69.9,,,северо-западный,5.0,,16.6,6
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,10,751,,,11.5,,92.3,,,северо-западный,0.0,,,5
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,10,751,,,10.1,,96.1,,,западный,0.0,,,5
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,1,751,True,,9.1,,98.7,,,западный,,,,3
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,,,,,,10,753,,,10.4,,96.7,8.5,,северо-западный,10.0,,,5
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,10,753,,,13.7,,81.5,,,западный,7.0,,,5
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,10,753,,,18.7,,59.3,,,северо-западный,2.0,,,3
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,10,753,,,21.6,,49.5,,,северный,2.0,,,3
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,,,,,,10,753,,,21.4,,50.8,,,северо-восточный,4.0,,22.1,4
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,10,753,,,15.3,,78.1,,,северо-восточный,0.0,,,4
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,10,753,,,14.1,,81.1,,,северо-восточный,0.0,,,5
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,10,753,,,11.7,,89.3,,,северо-восточный,0.0,,,4
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,,,,,,10,752,,,14.9,,78.0,11.5,,восточный,0.0,,,7
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,10,752,,,19.2,,63.0,,,восточный,0.0,,,5
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,10,751,,,24.0,,47.9,,,восточный,0.0,,,6
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,10.0,,,,,,,,,10,750,,,26.2,,37.8,,,восточный,0.0,,,7
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,10.0,,,,,,,,,10,749,,,27.0,,37.8,,,восточный,0.0,,27.5,4
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,10.0,,,,,,,,,10,749,,,18.8,,69.0,,,северо-восточный,0.0,,,3
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,10,749,,,18.4,,68.0,,,восточный,0.0,,,6
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,10,748,,,18.4,,57.6,,,восточный,0.0,,,7
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,11.0,,,,,,,,,10,748,,,18.0,,58.7,16.7,,восточный,4.0,,,8
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,12.0,,,,,,,,,10,748,,,23.3,,45.3,,,восточный,4.0,,,8
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,12.0,,,,,,,,,10,747,,,28.4,,35.5,,,восточный,5.0,,,9
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,14.0,,,,,,,,,10,744,,,30.4,,26.4,,,восточный,4.0,,,10
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,14.0,,,,,,,,,10,743,,,28.4,,27.0,,,восточный,5.0,,30.9,7
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,14.0,,,,,,,,,10,742,,,24.0,,33.8,,,восточный,4.0,,,7
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,10.0,,,,,,,,,10,742,,,21.6,,35.3,,,восточный,2.0,,,7
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,10.0,,,,,,,,,10,742,,,17.9,,49.9,,,восточный,6.0,,,5
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,,,,,,10,742,,,17.6,,71.1,16.3,,западный,9.0,,,5
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,17.0,,,,,,True,,,4,744,,,15.8,,95.6,15.7,,северо-западный,9.0,,,5
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,12.0,,,,,,,,,10,745,,,20.0,,57.3,,True,западный,7.0,,,9
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,13.0,,,,,,,,,10,746,,,21.7,,54.7,,True,западный,6.0,,,7
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,13.0,,,,,,,,,10,747,,,21.6,,49.9,,,западный,5.0,,22.5,7
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,13.0,,,,,,,,,10,747,,,14.8,,81.7,,,юго-западный,0.0,,,4
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,10,748,,,13.4,,87.7,,,юго-западный,0.0,,,4
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,10,748,,,12.2,,88.2,,,западный,0.0,,,4
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,,,10,748,,,13.5,,84.3,10.6,,юго-западный,5.0,,,3
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,,10,748,,,18.8,,62.1,,,юго-западный,5.0,,,6
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,12.0,,,,,,,,,10,748,,,20.4,,50.9,,,западный,6.0,,,8
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,13.0,,,,,,,,,10,747,,,22.5,,41.8,,,юго-западный,7.0,,,8
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,13.0,,,,,,,,,10,747,,,21.9,,40.3,,,юго-западный,4.0,,23.0,8
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,13.0,,,,,,,,,10,747,,,15.3,,70.2,,,юго-западный,2.0,,,4
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,10,747,,,13.1,,79.8,,,южный,2.0,,,4
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,10,746,,,13.0,,78.2,,,юго-западный,0.0,,,3
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,,,10,747,,,14.8,,76.4,10.8,,южный,6.0,,,3
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,10,747,,,21.8,,47.6,,,юго-восточный,6.0,,,4
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,10,746,,,23.7,,43.0,,,юго-восточный,9.0,,,5
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,10.0,,,,,,True,,,10,747,,,18.2,,76.0,,,западный,9.0,,,4
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,True,,,,,,,,,,10,746,,,16.3,,87.9,,,юго-восточный,9.0,,24.5,5
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,,10,746,,,14.9,,95.6,,True,восточный,7.0,,,5
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,True,,,4,746,,,14.9,,97.5,,,южный,9.0,,,3
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,True,,4,745,,,14.7,,97.5,,,восточный,9.0,,,3
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,,,,,,10,745,,,15.2,,98.1,13.8,,юго-восточный,6.0,,,4
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,10,745,,,19.4,,73.3,,,юго-восточный,4.0,,,5
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,10,744,,,22.4,,57.9,,,восточный,6.0,,,5
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,10.0,,,,,,,,,10,743,,,24.9,,50.1,,,восточный,5.0,,,7
1591110000,"Вторник, 2 июня
15:00 (UTC)",,True,11.0,,,,,,,,,10,743,,,22.1,,61.3,,,восточный,9.0,,25.0,4
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,11.0,,,,,,,,,10,743,,,19.3,,74.2,,,северо-восточный,9.0,True,,4
1591131600,"Вторник, 2 июня
21:00 (UTC)",,True,11.0,,,,,,,,,10,742,,,17.1,,85.8,,,северо-западный,6.0,,,5
1591142400,"Среда, 3 июня
00:00 (UTC)",,,11.0,,,,,,,,,10,740,,,17.3,,77.3,,True,северо-восточный,5.0,,,7
1591153200,"Среда, 3 июня
03:00 (UTC)",,,13.0,,,,,,,,,10,739,,,19.1,,66.0,16.6,True,северо-восточный,6.0,,,9
1591164000,"Среда, 3 июня
06:00 (UTC)",,,15.0,,,,,,,,,10,739,,,20.8,,64.2,,True,восточный,7.0,,,8
1591174800,"Среда, 3 июня
09:00 (UTC)",,,11.0,,,,,,,,,10,739,,,23.9,,52.2,,,юго-западный,7.0,,,2
1591185600,"Среда, 3 июня
12:00 (UTC)",,,11.0,,,,,,,,,10,739,,,26.0,,51.4,,,западный,4.0,,,5
1591196400,"Среда, 3 июня
15:00 (UTC)",,,12.0,,,,,,,,,10,740,,,22.5,,63.8,,,западный,6.0,,27.0,9
1591207200,"Среда, 3 июня
18:00 (UTC)",,,12.0,,,,,,,,,10,742,,,18.0,,80.5,,,западный,4.0,,,5
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,10,742,,,16.9,,86.3,,,западный,6.0,,,4
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,10.0,,,,,,,,,10,743,,,14.6,,93.7,,,южный,7.0,,,2
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,,,10,743,,,15.3,,94.4,14.4,,западный,7.0,,,5
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,10,744,,,19.3,,72.3,,,западный,7.0,,,6
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,13.0,,,,,,,,,10,745,,,22.9,,44.3,,,западный,4.0,,,6
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,13.0,,,,,,,,,10,745,,,23.7,,45.4,,,юго-западный,6.0,,,5
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,,,10,746,,,23.7,,41.9,,,юго-западный,5.0,,25.2,3
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,10,747,,,17.6,,69.7,,,западный,6.0,,,3
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,10,747,,,16.0,,79.7,,,западный,6.0,,,3
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,True,,,,,10,748,,,15.8,,82.9,,,западный,7.0,,,1
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,True,,,4,749,,,14.6,,89.0,14.4,,западный,9.0,,,3
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,True,,,10,750,,,15.6,,88.5,14.0,,юго-западный,9.0,,,2
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,10,749,,,19.9,,58.8,,True,юго-западный,7.0,,,3
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,10,749,,,21.7,,53.3,,,западный,5.0,True,,6
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,,,10,749,,,22.3,,49.1,,,западный,6.0,,23.1,4
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,10,750,,,16.7,,70.9,,,юго-западный,5.0,,,4
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,10,750,,,15.1,,80.7,,,юго-западный,0.0,,,3
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,10,751,,,13.2,,87.7,,,западный,2.0,,,3
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,,,10,751,,,14.8,,83.9,12.7,,юго-западный,5.0,,,2
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,10,752,,,21.5,,50.8,,,западный,7.0,,,4
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,10,751,,,25.0,,37.0,,,юго-западный,5.0,,,5
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,10,751,,,26.1,,30.0,,,западный,5.0,,,5
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,,,10,751,,,25.7,,39.5,,,западный,0.0,,26.9,4
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,10,751,,,19.4,,61.4,,,юго-западный,2.0,,,3
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,10,751,,,17.2,,67.8,,,юго-западный,2.0,,,1
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,10,751,,,15.1,,76.5,,,юго-западный,2.0,,,2
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,,,,,,10,751,,,18.3,,70.7,14.0,,западный,7.0,,,2
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,10,751,,,24.8,,48.5,,,западный,7.0,,,1
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,10,751,,,27.2,,41.8,,,южный,4.0,,,2
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,10,750,,,28.1,,35.2,,,юго-западный,4.0,,,3
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,,,,,,10,750,,,28.0,,38.3,,,южный,2.0,,28.8,1
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,10,750,,,20.3,,67.1,,,восточный,0.0,,,1
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,10,749,,,17.3,,76.3,,,восточный,0.0,,,2
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,10,749,,,18.3,,66.2,,,восточный,0.0,,,4
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,,,10,749,,,20.0,,74.8,15.6,,восточный,0.0,,,4
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,10,749,,,27.1,,43.4,,,восточный,0.0,,,5
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,10,749,,,29.5,,35.8,,,восточный,0.0,,,3
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,10,748,,,30.9,,26.9,,,юго-восточный,2.0,,,2
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,,,,,,10,748,,,29.6,,34.7,,,северо-восточный,0.0,,31.3,3
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,10,748,,,21.5,,57.3,,,восточный,0.0,,,4
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,10,748,,,20.5,,65.0,,,восточный,0.0,,,4
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,10,748,,,19.7,,73.8,,,восточный,0.0,,,4
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,,,,,10,748,,,22.7,,66.3,17.9,,восточный,2.0,,,3
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,10,749,,,28.5,,45.2,,,восточный,2.0,,,4
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,10,749,,,30.0,,40.4,,,восточный,2.0,,,4
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,,10,749,,,31.1,,35.6,,,юго-восточный,4.0,,,3
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,,,,,,10,748,,,30.9,,35.5,,,восточный,2.0,,31.8,3
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,10,748,,,23.4,,64.0,,,восточный,4.0,,,6
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,10,749,,,20.5,,70.7,,,восточный,5.0,,,5
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,10,749,,,20.1,,71.1,,,восточный,4.0,,,5
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,,,,,10,749,,,21.7,,65.3,18.4,,юго-восточный,2.0,,,5
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,10,749,,,28.6,,33.1,,,южный,2.0,,,6
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,10,749,,,31.1,,26.1,,,юго-восточный,2.0,,,4
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,10,749,,,32.8,,22.4,,,юго-восточный,2.0,,,3
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,,,,,,10,748,,,31.3,,26.5,,,северо-восточный,2.0,,33.3,5
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,10,748,,,25.8,,34.3,,,восточный,4.0,,,5
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,10,748,,,22.6,,47.9,,,восточный,0.0,,,6
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,10,747,,,18.7,,60.1,,,восточный,0.0,,,5
