timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Изменение количества облаков неизвестно,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег умеренный или сильный,Снежная крупа (возможно с дождем) слабая,Дождь (незамерзающий) слабый с перерывами
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,True,,4,754,,,14.3,,82.2,,,,10,,,,,0,,,,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,True,,4,754,,,13.5,,88.9,,,,10,,,,,0,,,,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,0,,,,3,,,True,,4,755,,,13.6,,82.1,13.0,,западный,10,,,,,1,,,,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,,,,,True,,4,756,,,15.4,,74.0,,,северо-западный,10,,,,,1,,,,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,True,4,756,,,18.2,,63.2,,,северо-западный,10,,,,,1,,,,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,,10,755,,,20.4,,46.9,,,северо-западный,10,,,,,1,,,,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,0,,,,,,,,,10,755,,,19.9,,44.6,,,северо-восточный,10,,,,21.8,1,,,,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,,,,,,,10,756,,,14.8,,85.0,,,восточный,10,,,,,1,,,,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,,,10,756,,,14.6,,86.1,,,южный,10,,,,,1,,,,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,,10,756,,,13.2,,89.4,,,,6,,,,,0,,,,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,0,,,,0,,,True,,4,756,,,13.6,,88.3,12.3,,восточный,0,,,,,1,,,,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,,,,10,757,,,18.2,,65.8,,,,4,,,,,0,,,,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,,,10,756,,,21.9,,34.1,,,восточный,7,,,,,1,,,,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,,10,756,,,22.5,,32.5,,,южный,6,,,,,1,,,,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,0,,,,,,,,,10,756,,,23.3,,28.4,,,юго-восточный,2,,,,24.0,1,,,,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,,,,,,,10,756,,,19.3,,37.9,,,восточный,2,,,,,1,,,,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,,10,756,,,15.8,,53.6,,,восточный,0,,,,,1,,,,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,,10,756,,,14.0,,68.0,,,восточный,2,,,,,1,,,,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,0,,,,0,,,,,10,756,,,15.5,,64.8,13.6,,восточный,10,,,,,1,,,,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,,,,10,756,,,20.6,,47.0,,,юго-западный,10,,,,,2,,,,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,,10,756,,,20.9,,46.8,,,западный,10,,,,,3,,,,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,11.0,,,,,,,,,,,10,755,,,19.0,,57.8,,True,юго-западный,10,,,,,1,,,,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,менее 0.1,,,,,,,,,10,755,,,21.0,,51.4,,True,восточный,10,,,,21.6,1,,,,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,,,,10,756,,,18.8,,60.9,,,,7,,,,,0,,,,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,10,757,,,15.6,,78.1,,,,6,,,,,0,,,,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,10,757,,,13.2,,87.1,,,,6,,,,,0,,,,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,0,,,,менее 0.1,,,True,,4,758,,,13.8,,86.6,12.4,,,7,,,,,0,,,,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,,True,,4,758,,,18.2,,70.7,,,северо-западный,10,,,,,1,,,,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,,4,758,,,18.4,True,73.6,,,северо-восточный,10,,,,,1,,,,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,10,756,,,18.1,,74.5,,True,юго-западный,10,,,,,1,,,,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,6,,,,,,,,,10,754,,,21.8,,67.0,,True,южный,7,,,,21.8,1,,,,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,,,,10,754,,,19.3,,82.3,,,северо-восточный,4,,,,,1,,,,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,,10,754,,,17.1,,88.6,,,,0,,,,,0,,,,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,,10,753,,,16.2,,90.2,,,восточный,0,,,,,1,,,,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,0,,,,6,,,True,,4,751,,,16.7,,89.7,15.7,,юго-восточный,2,,,,,1,,,,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,,,,10,749,,,23.0,,65.5,,,юго-западный,6,,,,,2,,,,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,10.0,,,,,,,,,,,10,745,,,32.6,,27.4,,,западный,6,,,,,3,,,,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,18.0,,,,,,,,,,,10,741,,,33.6,,20.2,,,западный,7,,,,,4,,,,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,18.0,,0,,,,,,,,,10,744,,,23.0,,37.7,,,северо-западный,7,,,,34.4,5,,,,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,15.0,,,,,,,,,,,10,747,,,16.1,,51.5,,,северо-западный,10,,,,,3,,,,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,True,,,4,749,,,11.2,,72.8,,,северо-восточный,10,,,,,2,,,,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,,10,751,,,10.2,,67.7,,True,северо-восточный,9,,,,,1,,,,
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,0.3,,,,0.3,,,,,10,754,,,9.2,,54.5,8.8,True,северо-восточный,0,,,,,1,,,,
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,,,,,,,10,755,,,12.4,,43.7,,,северный,2,,,,,1,,,,
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,,10,755,,,13.4,,38.4,,,северо-западный,7,,,,,3,,,,
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,,10,757,,,12.1,,50.0,,,северный,10,,,,,2,,,,
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,0,,,,,,,,,10,757,,,12.1,,52.6,,,северо-западный,10,,,,15.1,1,,,,
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,,,,,,,10,757,,,10.3,,62.3,,,,2,,,,,0,,,,
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,10,757,,,9.2,,72.4,,,северо-западный,0,,,,,1,,,,
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,10,757,,,5.1,,86.9,,,,6,,,,,0,,,,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,0,,,,0,,,,,10,757,,,7.5,,77.4,4.5,,,7,,,,,0,,,,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,,,,,,,10,757,,,13.4,,47.6,,,северо-западный,10,,,,,2,,,,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,,10,756,,,15.7,,33.8,,,северо-западный,10,,,,,2,,,,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,10,755,,,16.8,,32.0,,,северо-западный,10,,,,,1,,,,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,0,,,,,,,,,10,754,,,17.6,,31.5,,,северо-западный,7,,,,18.8,1,,,,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,,,,,,,10,754,,,14.5,,44.3,,,,2,,,,,0,,,,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,,10,753,,,11.2,,62.9,,,,0,,,,,0,,,,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,10,753,,,9.6,,76.6,,,,0,,,,,0,,,,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,0,,,,0,,,,,10,752,,,13.1,,67.4,9.0,,,4,,,,,0,,,,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,,,,10,752,,,17.9,,46.9,,,юго-западный,7,,,,,2,,,,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,,,10,751,,,18.8,,35.2,,,западный,10,,,,,2,,,,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,,,10,749,,,21.4,,30.2,,,юго-западный,7,,,,,2,,,,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,0,,,,,,,,,10,747,,,21.4,,32.1,,,юго-западный,10,,,,22.0,3,,,,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,,,,10,745,,,19.8,,38.6,,,юго-западный,10,,,,,1,,,,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,10.0,,,,,,,,True,,,4,744,,,14.5,,82.2,,,западный,10,,,,,2,,,,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,10,743,,,14.8,,87.8,,True,западный,10,,,,,2,,,,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,5,,,,5,,,,,10,743,,,14.6,,73.9,13.8,True,северо-западный,6,,,,,2,,,,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,,,,,,,10,744,,,16.8,,54.2,,,северо-западный,1,,,,,3,,,,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,,10,743,,,20.5,,39.3,,,западный,9,,,,,2,,,,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,11.0,,,,,,,,,,,10,742,,,19.3,,40.1,,,западный,10,,,,,3,,,,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,12.0,,менее 0.1,,,True,,,,,,10,744,,,15.3,,54.9,,,северо-западный,9,,,,20.5,3,,,,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,,,,,,,10,746,,,13.7,,58.4,,,северо-западный,9,,,,,2,,,,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,,,10,746,,,11.3,,70.3,,,западный,6,,,,,1,,,,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,,10,746,,,10.6,,71.2,,,,6,,,,,0,,,,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,745,,,11.4,,72.8,10.1,,,10,,,,,0,,,,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,True,,,,,,10,746,,,12.5,,83.6,,,западный,10,,,,,1,,,,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,True,,,4,746,,,14.2,,83.2,,,западный,10,,,,,1,,,,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,,,10,746,,,14.6,,73.4,,True,северо-западный,10,,,,,2,,,,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,4,,,,,,,,,10,746,,,15.2,,60.0,,True,северо-западный,10,,,,15.3,2,,,,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,,,,,,,,,10,746,,,14.3,,65.4,,,северо-западный,10,,,,,1,,,,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,,10,746,,,12.3,,78.1,,,,7,,,,,0,,,,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,True,,,4,745,,,11.7,,84.1,,,,10,,,,,0,,,,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,2,,,True,6,,,,,10,745,,,11.9,,87.0,11.3,,восточный,10,,,,,1,,,,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,,,,10,745,,,15.7,,59.7,,,восточный,6,,,,,1,,,,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,,10,745,,,19.4,,40.1,,,восточный,6,,,,,1,,,,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,,10,746,,,19.8,,39.9,,,юго-западный,7,,,,,1,,,,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,0,,,,,,,,,10,745,,,18.3,,46.0,,,восточный,10,,,,20.4,2,,,,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,,True,,,,,,10,743,,,15.6,,67.0,,,восточный,10,,,,,2,,,,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,,,10,742,,,13.3,,84.8,,,северо-восточный,10,,True,,,1,,,,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,,10,739,,,14.7,,71.5,,,восточный,6,,,,,2,,,,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,3,,,,3,,,,,10,739,,,15.9,,72.7,12.8,,,0,,,,,0,,,,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,,,,,,,10,740,,,18.1,,66.6,,,северо-западный,4,,,,,3,,,,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,10.0,,,,,,,,,,,10,742,,,18.0,,66.2,,,северо-западный,7,,,,,3,,,,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,10.0,,,,,,,,,,,10,743,,,17.6,,59.4,,,северо-западный,7,,,,,3,,,,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,10.0,,0,,,,,,,,,10,743,,,16.2,,55.9,,,северо-западный,9,,,,19.6,3,,,,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,,,,,,,,10,744,,,13.5,,65.2,,,северо-западный,9,,,,,2,,,,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,,10,744,,,12.1,,71.0,,,северо-западный,7,,,,,2,,,,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,10,745,,,10.8,,76.8,,,северо-западный,7,,,,,2,,,,
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,0,,,,0,,,,,10,746,,,10.1,,75.1,10.1,,северо-западный,9,,,,,3,,,,
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,,,,,,,10,748,,,11.9,,59.2,,,северо-западный,9,,,,,3,,,,
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,,10,748,,,14.9,,46.4,,,северо-западный,7,,,,,2,,,,
1591174800,"Среда, 3 июня
09:00 (UTC)",,10.0,,,,,,,,,,,10,748,,,16.1,,37.8,,,северо-западный,6,,,,,3,,,,
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,0,,,,,,,,,10,748,,,15.0,,34.3,,,северо-западный,10,,,,16.2,3,,,,
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,,,,,,,10,748,,,12.1,,41.5,,,северо-западный,10,,,,,1,,,,
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,,,10,748,,,9.8,,54.2,,,северо-западный,10,,,,,1,,,,
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,,10,747,,,7.5,,70.1,,,,10,,,,,0,,,,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,0,,,,0,,,,,10,748,,,8.9,,66.5,5.4,,северо-западный,7,,,,,1,,,,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,,,,10,747,,,12.7,,41.3,,,западный,1,,,,,2,,,,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,,10,746,,,15.1,,32.9,,,северо-западный,6,,,,,2,,,,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,,10,746,,,15.4,,33.9,,,северо-западный,9,,,,,2,,,,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,0,,,,,,,,,10,745,,,14.6,,35.2,,,северо-западный,7,,,,16.3,2,,,,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,,,,10,745,,,12.0,,50.7,,,северо-западный,9,,,,,2,,,,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,,10,744,,,9.7,,61.7,,,северо-западный,7,,,,,1,,,,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,,10,744,,,8.3,,69.7,,,северо-западный,10,,,,,1,,,,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,менее 0.1,,,True,менее 0.1,,,,,10,743,,,7.5,,79.0,7.3,,северный,9,,,,,1,,,,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,True,,,4,743,,,7.0,,85.9,6.6,,северо-западный,10,,,,,1,,,,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,,10,744,,,10.5,,65.4,,True,восточный,10,,,,,1,,,,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,True,,,,,,10,745,,,11.1,,66.5,,,северо-западный,10,,,,,1,,,,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,3,,,,,,,,,10,746,,,12.1,,58.4,,True,северный,10,,,,14.3,1,,,,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,,,,10,747,,,9.6,,75.6,,True,,6,,,,,0,,,,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,,10,748,,,9.6,,78.2,,True,северо-западный,10,,,,,1,,,,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,True,,,4,748,,,9.0,,79.8,,,западный,10,,,,,1,,,,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,0.5,,,,4,,,,,10,748,,,9.2,,75.5,8.0,True,,10,,,,,0,,,,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,,,,10,749,,,11.0,,69.3,,,западный,10,,,,,1,,,,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,,10,750,,,12.6,,65.0,,,западный,10,,,,,1,,,,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,,10,751,,,14.9,,61.2,,,западный,9,,,,,1,,,,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,0,,,,,,,,,10,751,,,16.1,,52.5,,,северо-западный,7,,,,17.6,1,,,,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,,,,10,752,,,15.4,,59.7,,,западный,9,,,,,1,,,,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,,10,752,,,13.2,,79.9,,,северо-западный,6,,,,,1,,,,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,10,752,,,11.0,,88.7,,,западный,6,,,,,1,,,,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,0,,,,0,,,,,10,752,,,13.0,,81.4,11.0,,северо-западный,10,,,,,1,,,,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,,,,,,,10,752,,,18.2,,61.2,,,западный,6,,,,,2,,,,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,,10,752,,,22.0,,39.5,,,северо-западный,7,,,,,3,,,,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,10.0,,,,,,,,,,,10,751,,,23.1,,43.1,,True,северо-западный,9,,,,,2,,,,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,10.0,,менее 0.1,,,,,,,,,10,750,,,24.5,,28.6,,True,северо-западный,10,,,,24.8,2,,,,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,,,,,,,10,750,,,20.8,,43.1,,,северо-западный,10,,,,,2,,,,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,10,751,,,16.1,,48.7,,,,4,,,,,0,,,,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,10,751,,,12.2,,53.4,,,,6,,,,,0,,,,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,0,,,,менее 0.1,,,True,,4,752,,,12.6,,74.5,10.8,,,10,,,,,0,,,,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,,,,10,751,,,19.5,,38.2,,,,7,,,,,0,,,,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,,10,750,,,23.4,,29.5,,,западный,9,,,,,2,,,,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,10.0,,,,,,,,,,,10,748,,,25.5,,32.6,,,северо-западный,10,,,,,2,,,,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,14.0,,0.9,,,True,,,,,,10,747,,,18.0,,71.2,,,западный,10,,,,26.0,1,,,,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",True,10.0,,,,,,,,,,,2,748,,,14.5,,86.6,,,северо-западный,10,,,,,1,,,,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,10,746,,,14.8,,87.8,,True,северо-западный,9,,,,,1,,,,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,10,747,,,12.6,,83.6,,,северный,2,,,,,1,,,,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,7,,,,8,,,,,10,748,,,12.5,,79.2,10.9,,северо-западный,0,,,,,1,,,,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,,,,,,10,749,,,15.4,,53.8,,,северный,6,,,,,1,,,,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,10,750,,,17.7,,39.9,,,северо-западный,6,,,,,1,,,,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,10,750,,,20.1,,30.2,,,северо-западный,6,,,,,2,,,,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,0,,,,,,,,,10,750,,,21.0,,27.8,,,северный,2,,,,21.3,1,,,,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,,,,,,,10,751,,,17.7,,35.9,,,,0,,,,,0,,,,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,,10,751,,,14.5,,52.5,,,северо-западный,0,,,,,1,,,,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,10,751,,,12.9,,59.9,,,северо-западный,6,,,,,1,,,,
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,0,,,,0,,,,,10,751,,,12.8,,61.5,11.0,,северо-западный,10,,,,,1,,,,
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,,,,,,10,751,,,14.9,,57.5,,,северо-западный,10,,,,,1,,,,
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,True,,,4,752,,,16.8,,50.3,,,северный,10,,,,,1,,,,
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,10,752,,,16.6,,62.0,,True,юго-западный,7,,,,,1,,,,
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,1,,,,,,,,,10,752,,,15.7,,64.8,,True,юго-восточный,10,,,,18.4,1,,,,
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,,,,,,,10,752,,,13.4,,76.7,,,,6,,,,,0,,,,
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,10,752,,,11.3,,82.3,,,,4,,,,,0,,,,
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,10,752,,,9.4,,88.5,,,восточный,0,,,,,1,,,,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,0,,,,1,,,True,,4,752,,,12.1,,80.2,8.9,,,4,,,,,0,,,,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,,,,,,10,752,,,16.7,,57.2,,,западный,2,,,,,1,,,,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,10,751,,,20.9,,45.2,,,юго-западный,4,,,,,1,,,,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,True,,,,,,10,749,,,24.6,,41.3,,,юго-западный,6,,,,,1,,,,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,менее 0.1,,,,,,,,,10,749,,,25.9,,42.2,,True,западный,7,,,,26.5,1,,,,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,,,,,,,10,748,,,22.3,,59.7,,,северо-западный,9,,,,,1,,,,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,10,748,,,17.6,,72.0,,,,6,,,,,0,,,,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,10,748,,,14.6,,83.8,,,,7,,,,,0,,,,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,748,,,16.4,,78.2,14.1,,юго-западный,1,,,,,1,,,,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,,,,10,748,,,23.0,,59.5,,,юго-западный,7,,,,,1,,,,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,10,748,,,26.4,,44.6,,,западный,6,,,,,1,,,,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,10,746,,,28.7,,36.1,,,юго-западный,6,,,,,1,,,,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,0,,,,,,,,,10,745,,,28.0,,36.8,,,юго-западный,4,,,,29.2,1,,,,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,,,,,,10,745,,,24.5,,47.7,,,,2,,,,,0,,,,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,10,744,,,21.3,,66.0,,,,0,,,,,0,,,,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,10,743,,,19.6,,68.3,,,,6,,,,,0,,,,
1592006400,"Суббота, 13 июня
00:00 (UTC)",True,,,0.5,,,,0.5,,,,,4,744,,,18.2,,76.5,18.2,,северо-западный,10,,,,,1,,,,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,True,,,,,,10,743,,,18.6,,81.1,16.4,,южный,10,,,,,2,,,,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,10,743,,,25.3,,53.9,,True,южный,6,,,,,2,,,,
