timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),Дождь (незамерзающий) сильный непрерывный,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Дождь (незамерзающий) сильный с перерывами,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,В окрестности станции местами туман,Гроза сильная (возможен град),"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Снег,Изменение количества облаков неизвестно,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Морось с дождем слабая,Дождь (незамерзающий),"Осадки за 12 часов, мм",Ливневой дождь очень сильный,"Высота снежного покрова, см",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Гроза, дождь со снегом слабые","Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Морось (незамерзающая) умеренная с перерывами,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Туман ослабел (небо не видно)
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,13.0,,,,,,,,,,,,,93.7,,,,северный,,,,15.5,3.0,,,40,,,,,,True,,,,10.0,730.0,,,,14.9,,,,,,10.0,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,,,94.4,,,,северный,,,,,1.0,,,,,,,,,,,,,10.0,729.0,,,,15.2,,,,True,,10.0,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,,,,92.6,,,,восточный,,,,,4.0,,,,,,,,,,,,,10.0,729.0,,,,16.4,,,,True,,10.0,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,,,,,,93.7,,,14.7,восточный,,,,,3.0,,,26,,,,,43,,,,,10.0,730.0,,,,14.8,,,,,,10.0,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,,,,80.9,,,14.8,восточный,,,,,6.0,,,2,,,,,,,,,,10.0,730.0,,,,17.2,,,,True,,7.0,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,10.0,,,,,,,,,,,,,73.6,,,,восточный,,,,,5.0,,,,,,,,,,,,,10.0,730.0,,,,18.5,,,,,,9.0,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,,,,,71.9,,,,северо-восточный,,,,,3.0,,,,,,,,,,,,,10.0,731.0,,,,19.3,,,,True,,9.0,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,,,,,,,68.7,,,,юго-восточный,,,,,2.0,,,1,,,,,,,,,,10.0,731.0,,,,19.5,,,,,,4.0,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,,,,87.4,,,,северо-западный,,,,20.2,1.0,,,0.6,,,,,,,,,,10.0,732.0,,,,16.4,,,,,,10.0,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,,,91.4,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,733.0,,,,15.3,,,,,,9.0,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,,,92.5,True,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,734.0,,,,13.9,,,,,,10.0,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,,,,,,93.6,,,12.4,юго-западный,,,,,3.0,,,0.5,,,,True,2,,,,,10.0,734.0,,,,12.5,,,,,,10.0,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,,,93.6,,,12.4,юго-западный,,,,,4.0,,,0.9,,,,True,,,,,,10.0,735.0,,,,12.8,,,,,,10.0,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,,,,88.9,,,,юго-западный,,,,,4.0,,,,,,,True,,,,,,10.0,737.0,,,,13.8,,,,,,10.0,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,северный,,,,,44.0,,,,,,,,,,,,,0.0,738.0,,,,,,,,True,,1.0,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,,,,,,,79.6,,,,западный,,,,,2.0,,,0.7,,,,,,,,,,10.0,738.0,,,,15.4,,,,True,,10.0,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,,,90.1,,,,юго-западный,,,,15.4,1.0,,,0.3,,,,,,,,,,10.0,739.0,,,,14.0,,,,,,10.0,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,,90.1,,,,юго-западный,,,,,2.0,,,,,,,,,,,,,10.0,739.0,,,,13.9,,,,,,9.0,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,,,92.5,,,,западный,,,,,2.0,,True,,,,,,,,,,,10.0,739.0,,,,13.6,,,,,,9.0,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,,,,,91.3,,,13.4,западный,,,,,1.0,,,0.3,,,,,1,,,,,10.0,740.0,,,,13.7,,,,,,10.0,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,,,74.8,,,13.6,юго-западный,,,,,3.0,,,0.3,,,,,,,,,,10.0,741.0,,,,17.0,,,,,,7.0,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,,,64.3,,,,юго-западный,,,,,4.0,,,,,,,,,,,,,10.0,741.0,,,,19.2,,,,,,7.0,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,,,,68.9,,,,западный,,,,,2.0,,,,,,,,,,,,,,741.0,,,,18.4,,,,,,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,,,,,,68.9,,,,северо-западный,,,,,2.0,,,0,,,,,,,,,,10.0,742.0,,,,18.4,,,,,,9.0,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,,,,87.8,,,,,,,,19.6,0.0,,,0,,,,,,,,,,10.0,743.0,,,,15.1,,,,,,7.0,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,,,91.3,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,743.0,,,,14.0,,,,,,7.0,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,,,93.0,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,744.0,,,,12.9,,,,,,1.0,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,,,,,,93.7,,,12.7,,,,,,0.0,,,0,,,,,0,,,,,10.0,744.0,,,,13.2,,,,,,10.0,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,,,76.0,,,12.7,северо-западный,,,,,1.0,,,0,,,,,,,,,,10.0,744.0,,,,18.0,,,,,,9.0,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,,,75.9,,,,северо-восточный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,17.8,,,,,,10.0,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,,,72.6,,,,северо-западный,,,,,1.0,,,,,,,,,True,,,,10.0,745.0,,,,18.2,,,,,,9.0,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,,,,,,72.6,,,,северный,,,,,1.0,,,менее 0.1,,,,,,,,,,10.0,745.0,,,,18.2,,,,,,7.0,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,,,84.0,,,,северо-западный,,,,20.9,1.0,,,менее 0.1,,,,,,,,,,10.0,745.0,,,,16.0,,,,,,9.0,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,,,87.3,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,15.4,,,,,,9.0,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,,,,87.8,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,15.1,,,,,,9.0,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,,,,,,86.7,,,13.8,западный,,,,,2.0,,,0,,,,,менее 0.1,,,,,10.0,744.0,,,,14.8,,,,,,4.0,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,,,63.2,,,13.8,северо-западный,,,,,1.0,,,0,,,,,,,,,,10.0,744.0,,,,19.8,,,,,,2.0,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,,,38.4,,,,северный,,,,,1.0,,,,,,,,,,,,,10.0,743.0,,,,23.8,,,,,,5.0,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,True,,,,,,,,48.6,,,,северный,,,,,1.0,,,,,,,,,,,,,10.0,743.0,,,,22.8,,,,,,6.0,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,,,,,,46.8,,,,северо-западный,,,,,1.0,,,менее 0.1,,,,,,,,,,10.0,742.0,,,,23.2,,,,,,2.0,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,,76.8,,,,северо-западный,,,,25.1,1.0,,,менее 0.1,,,,,,,,,,10.0,742.0,,,,17.1,,,,,,2.0,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,,,82.9,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,742.0,,,,15.6,,,,,,7.0,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,,,91.9,,,,,,,,,0.0,,,,,,,,,,,,,10.0,742.0,,,,13.6,,,,,,0.0,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,,,,,,94.3,,,12.1,западный,,,,,1.0,,,0,,,,,менее 0.1,,,,,10.0,742.0,,,,13.5,,,,,,1.0,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,,,77.5,,,12.1,северо-западный,,,,,1.0,,,0,,,,,,,,,,10.0,742.0,,,,18.2,,,,,,7.0,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,,,55.9,,,,северо-западный,,,,,2.0,,,,,,,,,,,,,10.0,741.0,,,,22.0,,,,,,6.0,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,,,,58.4,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,740.0,,,,21.6,,,,,,7.0,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,,,,,,49.0,,,,западный,,,,,1.0,,,менее 0.1,,,,,,,,,,10.0,740.0,,,,23.4,,,,True,,4.0,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,True,,,,,,,78.8,,,,западный,,,,24.8,1.0,,,менее 0.1,,,,,,,,,,10.0,739.0,,,,17.0,,,,,,2.0,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,,,87.3,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,739.0,,,,15.2,,,,,,0.0,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,,,,90.7,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,738.0,,,,13.9,,,,,,7.0,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,,,,,,91.9,,,12.9,западный,,,,,1.0,,,0,,,,,менее 0.1,,,,,10.0,738.0,,,,14.0,,,,,,7.0,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,12.9,западный,,,,,2.0,,,0,,,,,,,,,,10.0,737.0,,,,14.2,,,,,,4.0,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,,,56.9,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,737.0,,,,22.9,,,,,,6.0,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,,,,,53.6,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,736.0,,,,22.9,,,,,,7.0,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,,,,,,,59.7,,,,западный,,,,,2.0,,,0,,,,,,,,,,10.0,736.0,,,,22.1,,,,,,7.0,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,,,76.4,,,,западный,,,,25.0,1.0,,,менее 0.1,,,,,,,,,,10.0,736.0,,,,17.5,,,,True,,6.0,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,,,86.3,,,,юго-западный,,,,,2.0,,,,,,,,,,,,,10.0,736.0,,,,16.8,,,,,,0.0,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,,,,91.3,,,,юго-западный,,,,,2.0,,,,,,,,,,,,,10.0,736.0,,,,15.1,,,,,,0.0,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,,,,,90.8,,,15.1,юго-западный,,,,,3.0,,,менее 0.1,,,,,менее 0.1,,,,,10.0,736.0,,,,15.5,,,,,,10.0,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,True,,,,,,,,94.4,,,15.1,западный,,,,,2.0,,,3,,,,,,,,,,10.0,736.0,,,,16.0,,,,,,10.0,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,10.0,,,,,,,,,,,,,65.1,,,,юго-западный,,,,,5.0,,,,,,,,,,,,,10.0,736.0,,,,20.9,,,,,,7.0,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,10.0,,,,,,,,,,,,,58.5,,,,западный,,,True,,2.0,,,,,,,,,,,,,10.0,736.0,,,,20.5,,,,,,7.0,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,12.0,,,,,,,,,,,,,70.9,,,,западный,,,,,2.0,,,4,,,,,,,,,,10.0,737.0,,,,16.9,,,,,,10.0,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,True,,,,,,,83.3,,,,юго-западный,,,,21.7,2.0,,,0.8,,,,,,,,,,10.0,737.0,,,,14.6,,,,,,4.0,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,,,76.1,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,737.0,,,,12.6,,,,,,0.0,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,,,84.5,,,,юго-западный,,,,,2.0,,,,,,,,,,,,,10.0,737.0,,,,10.5,,,,,,0.0,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,,,,,,88.6,,,9.4,юго-западный,,,,,2.0,,,0.3,,,,,4,,,,,10.0,738.0,,,,10.4,,,,,,1.0,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,,,84.1,,,9.4,западный,,,,,2.0,,,0,,,,,,,,,,10.0,738.0,,,,11.9,,,,,,10.0,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,True,,,,,,,,63.2,,,,юго-западный,,,,,4.0,,,,,,,,,,,,,10.0,739.0,,,,16.1,,,,,,2.0,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,,,,51.9,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,739.0,,,,17.8,,,,True,,9.0,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,,,,,,,44.7,,,,западный,,,,,3.0,,,менее 0.1,,,,,,,,,,10.0,740.0,,,,18.0,,,,,,2.0,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,,,77.1,,,,юго-западный,,,,18.9,1.0,,,менее 0.1,,,,,,,,,,10.0,740.0,,,,12.5,,,,,,1.0,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,,,85.6,,,,юго-западный,,,,,1.0,,,,,,,,,,,,,10.0,740.0,,,,10.4,,,,,,0.0,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,,,90.3,,,,,,,,,0.0,,,,,,,,,,,,,10.0,740.0,,,,9.2,,,,,,4.0,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,,,,,93.5,,,7.9,восточный,,,,,1.0,,,0,,,,,менее 0.1,,,,,10.0,740.0,,,,9.4,,,,,,6.0,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,,,69.2,,,7.9,юго-западный,,,,,3.0,,,0,,,,,,,,,,10.0,740.0,,,,15.1,,,,,,9.0,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,,,62.3,,,,южный,,,,,3.0,,,,,,,,,,,,,10.0,741.0,,,,17.7,,,,,,7.0,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,,,,49.4,,,,юго-западный,,,,,4.0,,,,,,,,,,,,,10.0,741.0,,,,19.9,,,,True,,7.0,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,,,,,,54.1,,,,северо-западный,,,,,1.0,,,0.6,,,,,,,,,,10.0,741.0,,,,17.8,,,,True,,5.0,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,True,,,,,,,67.8,,,,северо-восточный,,,,20.4,1.0,,,0.6,,,,,,,,,,10.0,742.0,,,,15.1,,,,,,2.0,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,,,86.3,,,,южный,,,,,1.0,,,,,,,,,,,,,10.0,743.0,,,,10.8,,,,,,0.0,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,,,,92.9,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,743.0,,,,9.6,,,,,,0.0,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,,,,,,94.8,,,8.7,восточный,,,,,1.0,,,0,,,,,0.6,,,,,10.0,744.0,,,,9.5,,,,,,7.0,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,,,65.1,,,8.7,южный,,,,,1.0,,,0,,,,,,,,,,10.0,745.0,,,,17.2,,,,,,6.0,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,,,38.4,,,,юго-западный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,20.9,,,,,,4.0,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,,,41.0,,,,южный,,,,,2.0,,,,,,,,,,,,,10.0,745.0,,,,21.5,,,,,,7.0,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,,,,,,37.9,,,,южный,,,,,2.0,,,0,,,,,,,,,,10.0,744.0,,,,22.1,,,,,,4.0,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,,69.9,,,,восточный,,,,22.8,2.0,,,0,,,,,,,,,,10.0,744.0,,,,16.1,,,,,,2.0,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,,,79.8,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,744.0,,,,13.0,,,,,,0.0,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,,,79.8,,,,северо-восточный,,,,,1.0,,,,,,,,,,,,,10.0,744.0,,,,12.6,,,,,,5.0,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,,,,,,79.8,,,12.4,восточный,,,,,1.0,,,0,,,,,0,,,,,10.0,744.0,,,,13.1,,,,,,9.0,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,,,72.2,,,12.4,юго-западный,,,,,1.0,,,0,,,,,,,,,,10.0,745.0,,,,15.9,,,,,,9.0,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,True,,,,,,,,86.2,,,,восточный,,,,,3.0,,,,,,,,,,,,,10.0,745.0,,,,16.2,,,,,,7.0,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,,,,57.5,,,,юго-восточный,,,,,2.0,,,,,,True,,,,,,,10.0,745.0,,,,22.5,,,,,,9.0,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,,,,,,51.2,,,,юго-восточный,,,,,2.0,,,1,,,,,,,,,,10.0,744.0,,,,24.0,,,,,,5.0,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,,,77.6,,,,восточный,,,,25.4,1.0,,,1,,,,,,,,,,10.0,745.0,,,,18.9,,,,,,4.0,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,,,86.3,,,,,,,,,0.0,,,,,,,,,,,,,10.0,745.0,,,,16.8,,,,,,5.0,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,,,89.6,,,,восточный,,,,,2.0,,,,,,,,,,,,,10.0,745.0,,,,15.6,,,,,,7.0,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,,,,,84.0,,,14.8,восточный,,,,,1.0,,,0,,,,,1,,,,,10.0,745.0,,,,16.1,,,,,,9.0,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,,,63.5,,,14.8,южный,,,,,1.0,,,0,,,,,,,,,,10.0,746.0,,,,21.4,,,,,,10.0,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,,,50.8,,,,юго-западный,,,,,2.0,,,,,,,,,,,,,10.0,746.0,,,,24.0,,,,,,10.0,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,True,,,,,,,,68.8,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,746.0,,,,22.1,,,,,,10.0,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,,,,,72.3,,,,,,,,,0.0,,,менее 0.1,,,,,,True,,,,10.0,745.0,,,,21.5,,,,,,10.0,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,,,81.2,,,,северо-восточный,,,,25.2,1.0,,,менее 0.1,,,,,,True,,,,10.0,745.0,,,,19.2,,,,,,10.0,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,True,,,,,,,69.5,,,,восточный,,,,,2.0,,,,,,,,,,,,,10.0,745.0,,,,19.2,,,,,,10.0,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,,,74.5,,,,восточный,,,,,2.0,,,,,,,,,,,,,10.0,745.0,,,,18.3,,,,True,,10.0,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,,,,,77.8,,,15.8,восточный,,,,,2.0,,,менее 0.1,,,,,менее 0.1,,,,,10.0,745.0,,,,17.2,,,,,,7.0,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,,,63.0,,,15.8,юго-восточный,,,,,2.0,,,менее 0.1,,,,,,,,,,10.0,745.0,,,,21.0,,,,,,7.0,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,,,42.9,,,,южный,,,,,3.0,,,,,,,,,,,,,10.0,745.0,,,,26.2,,,,,,0.0,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,,,,38.0,,,,юго-восточный,,,,,3.0,,,,,,,,,,,,,10.0,744.0,,,,27.7,,,,,,1.0,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,,,,,,38.5,,,,юго-восточный,,,,,3.0,,,0,,,,,,,,,,10.0,743.0,,,,27.0,,,,,,0.0,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,,,67.7,,,,восточный,,,,28.1,1.0,,,0,,,,,,,,,,10.0,743.0,,,,20.9,,,,,,7.0,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,,,83.1,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,743.0,,,,17.7,,,,,,9.0,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,,,,78.9,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,743.0,,,,17.8,,,,,,9.0,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,,,,,,78.9,,,16.9,восточный,,,,,1.0,,,0,,,,,0,,,,,10.0,742.0,,,,17.6,,,,,,10.0,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,,,,63.2,,,16.9,юго-восточный,,,,,2.0,,,0,,,,,,,,,,10.0,742.0,,,,21.7,,,,,,4.0,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,,,40.3,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,742.0,,,,27.6,,,,,,5.0,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,,,,34.7,,,,юго-западный,,,,,4.0,,,,,,,,,,,,,10.0,741.0,,,,28.7,,,,,,7.0,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,,,,,,,42.6,,,,юго-западный,,,,,3.0,,,0,,,,,,,,,,10.0,740.0,,,,27.4,,,,,,5.0,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,,,65.4,,,,северо-западный,,,,29.2,1.0,,,0,,,,,,,,,,10.0,740.0,,,,22.6,,,,,,10.0,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,True,,,,,,,,,,,,90.4,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,740.0,,,,18.7,,,,,,10.0,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,True,,,,,,,,,,,,95.0,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,740.0,,,,14.7,,,,,,10.0,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,,,,,,95.0,,,14.7,юго-западный,,,,,3.0,,,13,,,,,13,,,,,10.0,740.0,,,,16.3,,,,,,10.0,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,,,79.6,,,14.7,западный,,,,,2.0,,,13,,,,,,,,,,10.0,741.0,,,,19.1,,,,,,6.0,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,,,55.4,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,741.0,,,,21.5,,,,,,9.0,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,,,84.7,,,,юго-западный,,,,,2.0,,,,,,,,,,,,,10.0,739.0,,,,12.4,,,,,,0.0,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,,,,,84.8,,,12.4,юго-западный,,,,,2.0,,,0,,,,,0,,,,,10.0,739.0,,,,13.0,,,,,,9.0,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,,,66.7,,,11.8,юго-западный,,,,,5.0,,,0,,,,,,,,,,10.0,738.0,,,,16.5,,,,,,7.0,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,10.0,,,,,,,,,,,,,55.9,,,,юго-западный,,,,,4.0,,,,,,,,,,,,,10.0,738.0,,,,19.0,,,,,,7.0,
