timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Ливневый дождь со снегом
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,79.9,,,,,,0,,,,,,,,,,,,10,754,,,17.2,,,,,2.0,,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,,,87.3,,,северо-восточный,,,2,,,,,,,,,,,,10,753,,,15.8,,,,,1.0,,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,91.9,,,северо-восточный,,,2,,,,,,,,,,,,10,753,,,14.8,,,,,1.0,,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,91.4,,13.6,северный,,,3,,,,0,,,,0,,,,10,754,,,16.1,,,,,2.0,,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,69.7,,,северо-восточный,,,6,,,,,,,,,,,,10,754,,,20.2,,,,,5.0,,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,60.6,,,северный,,,4,,,,,,,,,,,,10,753,,,22.7,,,,,6.0,,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,55.1,,,северный,,,5,,,,,,,,,,,,10,752,,,24.4,,,,,7.0,,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,55.7,,,северо-восточный,,24.9,4,,,,0,,,,,,,,10,752,,,24.1,,,,,4.0,,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,71.9,,,северо-восточный,,,3,,,,,,,,,,,,10,752,,,19.6,,,,,5.0,,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,,,88.6,,,северо-западный,,,3,,,,,,,,,,,,10,752,,,17.3,,,,,7.0,,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,89.1,,,северный,,,3,,,,,,,,,,,,10,753,,,16.7,,,,,4.0,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,88.6,,16.2,северо-восточный,,,5,,,,0,,,,0,,,,10,753,,,17.4,,,,,2.0,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,84.9,,,северо-восточный,,,3,,,,,,,,,,,,10,753,,,19.4,,,,,9.0,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,61.1,,,восточный,,,2,,,,,,,,,,,,10,753,,,24.6,,,,,5.0,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,49.3,,,северо-восточный,,,3,,,,,,,,,,,,10,752,,,25.6,,,,,7.0,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,54.7,,,северо-восточный,,26.5,2,,,,0,,,,,,,,10,752,,,25.6,,,,,5.0,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,74.5,,,северо-восточный,,,2,,,,,,,,,,,,10,752,,,21.1,,,,,2.0,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,89.8,,,,,,0,,,,,,,,,,,,10,752,,,18.3,,,,,4.0,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,89.8,,,,,,0,,,,,,,,,,,,10,752,,,17.4,,,,,4.0,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,92.7,,16.5,,,,0,,,,0,,,,0,,,,10,753,,,17.8,,,,,6.0,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,61.6,,,западный,,,2,,,,,,,,,,,,10,752,,,25.2,,,,,2.0,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,56.6,,,северо-западный,,,3,,,,,,,,,,,,10,751,,,26.4,,,,,2.0,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,49.7,,,западный,,,3,,,,,,,,,,,,10,751,,,28.2,,,,,5.0,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,54.6,,,западный,,28.5,4,,,,0,,,,,,,,10,750,,,26.8,,,,,6.0,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,69.1,,,западный,,,2,,,,,,,,,,,,10,750,,,23.5,,,,,9.0,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,87.2,,,юго-западный,,,2,,,,,,,,,,,,10,749,,,20.8,,,,,9.0,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,90.5,,,северо-западный,,,2,,,,,,,,,,,,10,749,,,19.8,,,True,,6.0,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,93.4,,18.5,,,,0,,,,0,True,,,0,,,,1,749,,,19.9,,,,,5.0,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,82.2,,,северо-восточный,,,2,,,,,,,,,,,,10,749,,,23.3,,,,,9.0,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,74.9,,,северо-восточный,,,3,,,,,,,,,,,,10,748,,,26.0,,,,,9.0,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,62.8,,,северо-восточный,,,5,,,,,,,,,,,,10,747,,,27.1,,,,,9.0,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,60.8,,,восточный,,27.5,2,,,,0,,,,,,,,10,747,,,26.7,,,,,9.0,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,81.0,,,северо-западный,,,3,,,,,,,,,,,,10,748,,,21.6,,,,,4.0,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,88.7,,,северо-восточный,,,1,,,,,,,,,,,,10,748,,,18.8,,,,,4.0,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,93.8,,,юго-западный,,,1,,,,,,,,,True,,,1,748,,,17.1,,,,,5.0,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,92.1,,16.8,южный,,,2,,,,0,,,,0,,,,10,748,,,18.0,,,,,4.0,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,68.3,,,юго-западный,,,2,,,,,,,,,,,,10,747,,,24.1,,,,,4.0,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,61.4,,,западный,,,3,,,,,,,,,,,,10,747,,,26.3,,,,,9.0,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,52.8,,,юго-западный,,,4,,,,,,,,,,,,10,745,,,27.6,,,,,7.0,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,56.4,,,западный,,28.2,5,,,,0,,,,,,,,10,745,,,26.8,,,,,9.0,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,75.3,,,юго-западный,,,3,,,,,,,,,,,,10,746,,,23.1,,,,,5.0,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,75.4,,,западный,,,5,,,,,,,,,,,,10,746,,,23.4,,,,,5.0,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,83.1,,,юго-западный,,,3,,,,,,,,,,,,10,745,,,21.6,,,,,5.0,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,87.8,,20.0,южный,,,2,,,,0,,,,0,,,,10,746,,,20.8,,,,,7.0,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,68.4,,,юго-западный,,,3,,,,,,,,,,,,10,746,,,24.7,,,,,9.0,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,67.8,,,юго-западный,,,3,,,,,,,,,,,,10,746,,,26.1,,,,,9.0,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,65.3,,,южный,,,3,,,,,,,,,,,,10,745,,,27.7,,,,,9.0,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,71.4,,,юго-западный,,28.6,4,,,,0,,,,,,,,10,745,,,26.5,,,,,9.0,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,78.5,,,западный,,,1,,,,,,,,,,,,10,746,,,25.0,,,,,9.0,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,77.8,,,юго-западный,,,2,,,,,,,,,,,,10,746,,,23.3,,,,,9.0,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,89.5,,,южный,,,2,,,,,,,,,,,,10,746,,,21.2,,,,,9.0,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,90.0,,20.1,юго-восточный,,,1,,,,0,,,,0,,,,10,747,,,20.4,,,,,9.0,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,79.3,,,,,,0,,,,,,,,,,,,10,748,,,24.0,,,,,9.0,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,94.0,,,южный,True,,3,,,,,,,,,,,,10,748,,,21.2,,,,,10.0,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,74.2,,,южный,,,4,,,,,,,,,,,,10,747,,,27.4,,,,,10.0,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,True,,,,86.1,,,юго-западный,,27.4,2,,,,33,,,,,,,,10,748,,,25.7,,,,,9.0,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,True,,,88.5,,,,,,0,,,,,,,,,,,,10,748,,,22.6,,,,,9.0,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,92.9,,,южный,,,1,,,,,,,,,True,,,6,749,,,21.3,,,,,9.0,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,93.4,,,южный,,,1,,,,,,,,,,,,0,749,,True,21.0,,,,,,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,94.0,,20.2,северо-восточный,,,2,,,,0.4,,,,33,True,,,8,750,,,21.1,,,,,6.0,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,True,,,76.3,,,юго-восточный,,,1,,,,,,,,,,,,10,750,,,26.0,,,,,9.0,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,61.4,,,западный,,,1,,,,,,,,,,,,10,750,,,29.6,,,,,9.0,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,58.8,,,северо-западный,,,3,,,,,,,,,,,,10,750,,,31.1,,,,,9.0,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,53.7,,,западный,,31.4,3,,,,0,,,,,,,,10,750,,,29.9,,,,,7.0,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,79.9,,,,,,0,,,,,,,,,,,,10,750,,,24.6,,,,,5.0,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,87.4,,,,,,0,,,,,,,,,,,,10,750,,,23.0,,,,,4.0,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,92.3,,,,,,0,,,,,,,,,True,,,9,750,,,22.1,,,,,4.0,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,89.6,,20.9,,,,0,,,,0,,,,0,True,,,7,751,,,22.7,,,,,5.0,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,64.3,,,северо-западный,,,2,,,,,,,,,,,,10,751,,,28.7,,,,,5.0,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,56.8,,,южный,,,1,,,,,,,,,,,,10,750,,,31.3,,,,,4.0,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,49.3,,,восточный,,,1,,,,,,,,,,,,10,750,,,32.8,,,,,7.0,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,68.2,,,северо-восточный,,33.0,3,,,,0,,,,,,,,10,749,,,29.8,,,,,9.0,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,76.7,,,северо-восточный,,,2,,,,,,,,,,,,10,750,,,25.6,,,,,9.0,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,89.2,,,,,,0,,,,,,,,,True,,,10,750,,,24.3,,,,,5.0,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,93.5,,,северный,,,1,,,,,,,,,,,True,0,749,,,22.6,,,,,,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,94.1,,21.9,северный,,,2,,,,0,,,,0,True,,,2,749,,,23.1,,,,,10.0,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,94.1,,,южный,,,1,,,,,,,,,True,,,9,749,,,23.8,,,,,10.0,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,65.2,,,южный,,,1,,,,,,,,,,,,10,748,,,29.2,,,,,9.0,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,61.7,,,южный,,,2,,,,,,,,,,,,10,747,,,27.5,,,,,9.0,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,81.7,,,юго-западный,,29.5,3,,,,2,,,,,,True,,10,748,,,19.1,,,,,10.0,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,91.6,,,северный,,,1,,,,,,,,,,True,,10,748,,,18.9,,,,,10.0,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,93.9,,,восточный,,,1,,,,,,,,,,,,3,748,True,,19.0,,,,,10.0,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,93.9,,,южный,,,2,,,,,,,,,,True,,8,748,,,19.0,,,,,10.0,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,93.4,,18.6,северо-западный,,,2,,,,25,,,,27,,True,,7,749,,,19.2,,,,,10.0,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,85.1,,,западный,,,3,,,,,,,,,,,,10,749,,,21.5,,True,,,9.0,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,66.5,,,западный,,,5,,,,,,,,,,,,10,749,,,23.7,,,,,9.0,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,58.7,,,западный,,,5,,,,,,,,,,,,10,749,,,25.9,,,,,9.0,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,60.9,,,западный,,26.8,5,,,,0.4,,,,,,,,10,749,,,25.7,,,,,7.0,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,75.7,,,юго-западный,,,3,,,,,,,,,,,,10,750,,,22.6,,,,,1.0,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,83.4,,,юго-западный,,,2,,,,,,,,,,,,10,750,,,20.4,,,,,5.0,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,93.3,,,юго-восточный,,,1,,,,,,,,,True,,,6,751,,,17.9,,,,,0.0,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,89.3,,17.5,южный,,,2,,,,0,,,,0.4,,,,10,751,,,19.4,,,,,0.0,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,67.7,,,юго-западный,,,2,,,,,,,,,,,,10,752,,,25.6,,,,,2.0,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,57.6,,,западный,,,3,,,,,,,,,,,,10,752,,,27.4,,,,,4.0,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,50.4,,,западный,,,2,,,,,,,,,,,,10,751,,,28.7,,,,,9.0,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,55.2,,,западный,,29.7,3,,,,0,,,,,,,,10,751,,,27.9,,,,,7.0,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,88.0,,,юго-восточный,,,1,,,,,,,,,,,,10,752,,,22.8,,,,,9.0,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,84.3,,,юго-западный,,,2,,,True,,,,,,,,,10,752,,,23.1,,,,,10.0,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,True,89.4,,,северо-восточный,,,4,,,,,,,,,,,,10,753,,,20.3,,,,,9.0,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,84.1,,19.0,восточный,,,1,,,,0,,,,0,,,,10,753,,,21.4,,True,,,6.0,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,81.2,,,северный,,,3,,,,,,,,,,,,10,753,,,23.2,,True,,,6.0,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,71.5,,,северный,,,3,,,,,,,,,,,,10,753,,,24.8,,,,,9.0,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,54.8,,,западный,,,2,,,,,,,,,,,,10,752,,,27.6,,,,,9.0,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,67.7,,,северо-восточный,,27.8,4,,,,0,,,,,,,,10,752,,,25.4,,,,,9.0,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",True,,,,,,,,82.6,,,северо-восточный,,,4,,,,,,,,,,,,10,753,,,21.8,,,,,7.0,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,87.1,,,северо-восточный,,,4,True,,,,,,,,,,,10,753,,,19.6,,,,,9.0,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,92.1,,,северный,,,3,,,,,,,,,,True,,10,753,,,18.4,,,,,9.0,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,90.9,,17.6,северо-восточный,,,5,,,,3,,,,3,,,,10,753,,,17.6,,True,,,9.0,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,83.9,,17.5,северо-восточный,,,5,,,,,,,,,,,,10,753,,,19.8,,True,,,9.0,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,66.0,,,северо-восточный,,,5,,,,,,,,,,,,10,753,,,23.1,,,,,6.0,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,52.8,,,северо-восточный,,,4,,,,,,,,,,,,10,752,,,25.1,,,,,7.0,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,54.2,,,восточный,,25.1,4,,,,0,,,,,,,,10,752,,,23.9,,,,,1.0,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,70.9,,,северный,,,3,,,,,,,,,,,,10,753,,,19.3,,,,,0.0,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,78.4,,,северо-восточный,,,3,,,,,,,,,,,,10,753,,,17.9,,,,,0.0,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,88.5,,,восточный,,,2,,,,,,,,,,,,10,753,,,16.0,,,,,0.0,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,85.8,,14.5,северо-восточный,,,2,,,,0,,,,0,,,,10,753,,,17.5,,,,,2.0,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,63.7,,,восточный,,,3,,,,,,,,,,,,10,754,,,22.2,,,,,7.0,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,56.8,,,северо-восточный,,,2,,,,,,,,,,,,10,754,,,24.2,,,,,9.0,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,53.5,,,северо-восточный,,,3,,,,,,,,,,,,10,753,,,25.2,,,,,9.0,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,62.4,,,северный,,26.4,2,,,,0,,,,,,,,10,753,,,23.8,,,,,9.0,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,75.1,,,восточный,,,2,,,,,,,,,,,,10,753,,,21.5,,,,,9.0,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,82.4,,,северный,,,1,,,,,,,,,,,,10,753,,,20.3,,,,,9.0,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,86.0,,,северо-восточный,,,1,,,,,,,,,,,,10,753,,,19.1,,,,,9.0,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,89.3,,18.7,северо-восточный,,,2,,,,0,,,,0,,,,10,754,,,19.2,,,,,9.0,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,83.5,,,восточный,,,2,,,,,,,,,,,,10,754,,,20.7,,,,,9.0,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,68.3,,,восточный,,,2,,,,,,,,,,,,10,754,,,23.9,,,,,9.0,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,68.4,,,северо-западный,,,1,,,,,,,,,,,,10,753,,,24.6,,,,,9.0,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,73.2,,,восточный,,26.3,1,,,,0,,,,,,,,10,753,,,24.4,,,,,9.0,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,86.8,,,,,,0,,,,,,,,,,,,10,753,,,22.0,,,,,9.0,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,91.1,,,,,,0,,,,,,,,,,,,10,753,,,21.0,,,,,10.0,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,93.4,,,северо-восточный,,,2,,,,,,,,,,,,10,753,,,20.6,,,,,10.0,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,92.9,,20.3,,,,0,,,,0,,,,0,,,,10,754,,,21.5,,,,,9.0,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,81.8,,,восточный,,,2,,,,,,,,,,,,10,754,,,24.1,,,,,9.0,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,83.9,,,северо-восточный,,,2,,,,,,,,,,True,,10,754,,,24.8,,,,,7.0,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,57.1,,,северо-восточный,,,1,,,,,,,,,,,,10,753,,,28.3,,True,,,9.0,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,True,,,74.9,,,северо-восточный,,29.1,3,,,,0.8,,,,,,,,10,753,,,26.1,,,,,5.0,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,86.3,,,северо-восточный,,,2,,,,,,,,,,,,10,753,,,22.8,,True,,,7.0,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,90.1,,,северо-восточный,,,3,,,,,,,,,,,,10,754,,,21.5,,,,,4.0,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,92.2,,,северный,,,2,,,,,,,,,,,,10,754,,,20.1,,,,,4.0,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,92.2,,19.4,северный,,,2,,,,0,,,,0.8,,,,10,754,,,20.0,,True,,,5.0,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,75.7,,,северо-восточный,,,2,,,,,,,,,,,,10,754,,,25.1,,True,,,4.0,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,59.1,,,северный,,,2,,,,,,,,,,,,10,754,,,27.8,,,,,4.0,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,58.6,,,северный,,,1,,,,,,,,,,,,10,753,,,28.6,,,,,7.0,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,61.2,,,северный,,29.7,2,,,,0,,,,,,,,10,752,,,28.4,,,,,5.0,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,78.0,,,,,,0,,,,,,,,,,,,10,753,,,24.7,,,,,6.0,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,88.0,,,юго-западный,,,2,,,,,,,,,,,,10,753,,,23.0,,,,,6.0,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,92.9,,,юго-западный,,,2,,,,,,,,,,,,10,753,,,20.8,,,True,,6.0,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,83.8,,20.6,юго-западный,,,3,,,,0,,,,0,,,,10,753,,,23.5,,,,,2.0,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,67.4,,,юго-западный,,,6,,,,,,,,,,,,10,753,,,28.0,,,,,0.0,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,57.9,,,юго-западный,,,7,,,,,,,,,,,,10,753,,,30.1,,,,,2.0,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,11.0,,,,,,,53.3,,,западный,,,7,,,,,,,,,,,,10,752,,,30.9,,,,,1.0,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,11.0,,,,,,,57.0,,,юго-западный,,31.3,6,,,,0,,,,,,,,10,752,,,29.6,,,,,4.0,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,75.8,,,юго-западный,,,3,,,,,,,,,,,,10,752,,,26.0,,,,,4.0,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,80.8,,,юго-западный,,,4,,,,,,,,,,,,10,752,,,24.0,,,,,5.0,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,83.8,,,юго-западный,,,5,,,,,,,,,,,,10,752,,,23.2,,,,,2.0,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,71.8,,22.7,юго-западный,,,7,,,,0,,,,0,,,,10,752,,,23.9,,,,,0.0,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,11.0,,,,,,,56.4,,,юго-западный,,,7,,,,,,,,,,,,10,752,,,27.1,,,,,0.0,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,10.0,,,,,,,50.0,,,западный,,,5,,,,,,,,,,,,10,751,,,29.6,,,,,0.0,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,11.0,,,,,,,50.2,,,западный,,,8,,,,,,,,,,,,10,750,,,30.1,,,,,2.0,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,11.0,,,,,,,51.4,,,юго-западный,,30.5,6,,,,0,,,,,,,,10,750,,,28.7,,,,,2.0,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,69.4,,,южный,,,3,,,,,,,,,,,,10,751,,,25.2,,,,,6.0,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,61.6,,,юго-западный,,,3,,,,,,,,,,,,10,750,,,27.0,,,,,7.0,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,54.5,,,юго-восточный,,,1,,,,,,,,,,,,10,749,,,29.0,,,,,9.0,,
