timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,Туман без изменений (небо не видно),"Пыльная (песчаная) буря, слабая или умеренная","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,"Осадки за 6 часов, мм",Балл общей облачности,Туман без изменений (небо видно),Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,750,,,16.1,,44.8,,,,,,западный,,7.0,,,,,7.0
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,,,10,,750,,,16.9,,46.3,,,,True,,западный,,7.0,,,,,8.0
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,,,13.0,,,менее 0.1,,,,,,,,,,10,,749,,,15.0,,42.9,,,,,,западный,,9.0,,,,17.3,7.0
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,748,,,12.2,,52.2,,,,,,юго-западный,,9.0,,,,,2.0
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,9.8,,64.4,,,,,,юго-западный,,7.0,,,,,3.0
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,6.2,,81.7,,,,,,юго-восточный,,6.0,,,,,2.0
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,,,,,0,,,менее 0.1,,,,,,,10,,746,,,7.0,,81.2,,5.7,,,,юго-восточный,,7.0,,,,,2.0
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,15.4,,47.5,,,,,,юго-западный,,6.0,,,,,4.0
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,17.7,,41.6,,,,,,юго-западный,,7.0,,,,,5.0
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,,13.0,,,,,True,,,,,,,,10,,743,,,16.9,,46.3,,,,,,западный,,9.0,,,,,6.0
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,,,11.0,,,менее 0.1,,,,,,,,,,10,,743,,,15.0,,53.4,,,,,,южный,,9.0,,,,18.5,7.0
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,17.0,,,,,,,,,,,,,10,,743,,,9.7,,78.8,,,,True,,юго-западный,,10.0,,,,,5.0
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,744,,,6.0,,83.4,,,,True,,западный,,7.0,,,,,6.0
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,3.8,,88.0,,,,True,,западный,,6.0,,,,,5.0
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,,,,,0.7,,,0.7,,,,,,,10,,746,,,4.4,,86.8,,3.0,,,,западный,,4.0,,,,,5.0
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,746,,,8.3,,63.1,,,,,,западный,,6.0,,,,,8.0
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,746,,,11.9,,44.5,,,,,,западный,,7.0,,,,,9.0
1589889600,"Вторник, 19 мая
12:00 (UTC)",,,,15.0,,,,,,,,,,,,,10,,746,,,12.4,,42.5,,,,True,,западный,,7.0,,,,,8.0
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,,13.0,,,менее 0.1,,,,,,,,,,10,,746,,,12.7,,40.1,,,,,,западный,,7.0,,,,13.0,7.0
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,747,,,6.4,,60.4,,,,,,юго-западный,,2.0,,,,,1.0
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,3.6,,80.7,,,,,,юго-восточный,,2.0,,,,,2.0
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,4.1,,83.2,,,,,,юго-восточный,,7.0,,,,,2.0
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,744,,,5.7,,79.9,,2.9,,,,восточный,,9.0,,,,,1.0
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,10.8,,59.4,,,,,,,,9.0,,,,,0.0
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,13.6,,45.0,,,,,,западный,,9.0,,,,,2.0
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,13.1,,50.3,,,,True,,западный,,9.0,,,,,1.0
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10,,743,,,14.1,,50.9,,,,,,юго-западный,,7.0,,,,14.3,1.0
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,10.1,,75.1,,,,,,юго-восточный,,7.0,,,,,1.0
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,6.0,,95.3,,,,,,восточный,,5.0,,,,,1.0
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,4.1,,96.5,,,,,,юго-восточный,,7.0,,,,,2.0
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,2,,,2,,True,,,,,10,,742,,,7.9,,94.0,,3.8,,,,западный,,10.0,,,,,5.0
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,8.5,,81.4,,,,True,,западный,,9.0,,,,,5.0
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,13.0,,,,,True,,,,,,,,10,,744,,,8.0,,70.2,,,,,,западный,,7.0,,,,,4.0
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,744,,,13.3,,49.6,,,,True,,западный,,6.0,,,,,6.0
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,11.0,,,менее 0.1,,,,,,,,,,10,,745,,,12.1,,47.6,,,,,,западный,,6.0,,,,13.8,6.0
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,6.9,,74.1,,,,,,юго-западный,,2.0,,,,,1.0
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,3.0,,94.5,,,,,,юго-восточный,,0.0,,,,,1.0
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,1.7,,96.5,,,,,,юго-восточный,,0.0,,,,,2.0
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,0,,,менее 0.1,,,,,,,10,,746,,,4.5,,90.0,,0.9,,,,юго-восточный,,2.0,,,,,1.0
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,11.7,,49.6,,,,,,юго-западный,,2.0,,,,,4.0
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,14.1,,36.1,,,,,,западный,,7.0,,,,,5.0
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,15.8,,31.9,,,,,,западный,,9.0,,,,,2.0
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,747,,,15.2,,30.8,,,,,,западный,,6.0,,,,15.8,2.0
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,10.4,,55.6,,,,,,западный,,6.0,,,,,1.0
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,6.7,,77.2,,,,,,северный,,7.0,,,,,2.0
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,5.0,,90.7,,,,,,северный,,7.0,,,,,3.0
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,748,,,5.8,,92.0,,4.9,,,,северный,,7.0,,,,,2.0
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,12.9,,58.6,,,,,,восточный,,7.0,,,,,3.0
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,15.9,,47.0,,,,,,восточный,,9.0,,,,,2.0
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,,True,,,,,10,,749,,,13.5,,61.3,,,,,,,,9.0,,,,,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,3,,,,,,,,,,10,,750,,,12.7,,65.5,,,,True,,северо-восточный,,7.0,,,,16.0,3.0
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,9.4,,83.2,,,,True,,северо-восточный,,9.0,,,,,1.0
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,True,,,,,10,,750,,,8.0,,93.4,,,,,,северо-восточный,,10.0,,,,,1.0
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,True,,,,,10,,750,,,7.4,,94.0,,,,,,,,10.0,,,,,0.0
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,4,,True,8,,,,,,,10,,751,,,7.6,,94.0,,7.1,,,,южный,,9.0,,,,,1.0
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,11.0,,81.7,,,,True,,южный,,9.0,,,,,2.0
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,10.0,,,,,True,,,,,,,,10,,752,,,8.6,,87.8,,,,,,северо-западный,,9.0,,,,,2.0
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,14.5,,61.1,,,,True,,западный,,7.0,,,,,2.0
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,11.0,,,6,,,,,,,,,,10,,753,,,9.8,True,75.1,,,,,,западный,,9.0,,,,15.0,5.0
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,8.0,,87.8,,,,True,,,,7.0,,,,,0.0
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,5.2,,95.2,,,,,,,,5.0,,,,,0.0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,0,,755,,,2.0,,100.0,,,,,,,,0.0,True,,,,0.0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,0.3,,,7,,,True,,,,8,,756,,,5.1,,96.6,,1.5,,,,юго-восточный,,0.0,,,,,1.0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,757,,,13.8,,63.5,,,,True,,южный,,2.0,,,,,2.0
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,757,,,17.0,,44.4,,,,,,южный,,7.0,,,,,3.0
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,757,,,18.2,,42.0,,,,,,западный,,7.0,,,,,1.0
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,757,,,17.4,,43.3,,,,,,восточный,,7.0,,,,19.4,1.0
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,757,,,14.3,,55.4,,,,,,северо-восточный,,7.0,,,,,1.0
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,758,,,10.4,,76.8,,,,,,северный,,7.0,,,,,1.0
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,758,,,10.5,,84.5,,,,,,северо-западный,,7.0,,,,,1.0
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,0.3,,True,0.3,,,,,,,10,,758,,,10.8,,82.8,,9.8,,,,северный,,10.0,,,,,1.0
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,757,,,12.0,,83.0,,,,True,,северо-западный,,10.0,,,,,3.0
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,757,,,16.5,,57.9,,,,,,восточный,,10.0,,,,,3.0
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,,True,,,,,10,,757,,,13.9,,68.0,,,,,,северо-восточный,,10.0,,,,,2.0
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,2,,,,,True,,,,,10,,756,,,11.4,,94.8,,,,,,северный,,10.0,,,,17.4,2.0
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,True,,,,,10,,755,,,10.2,,94.8,,,,,,северо-западный,,10.0,,,,,2.0
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,True,,,,,10,,754,,,10.1,,94.8,,,,,,северо-западный,,10.0,,,,,4.0
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,9.6,,92.9,,,,True,,северо-западный,,10.0,,,,,2.0
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,2,,,4,,,,,,,10,,754,,,9.7,,92.2,,9.0,,,,северо-западный,,10.0,,,,,2.0
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,755,,,13.1,,77.2,,,,,,северо-западный,,9.0,,,,,3.0
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,755,,,15.2,,70.1,,,,,,северо-западный,,9.0,,,,,4.0
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,756,,,16.1,,64.5,,,,,,северный,,7.0,,,,,2.0
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,756,,,15.5,,66.5,,,,,,северо-западный,,9.0,,,,17.7,3.0
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,756,,,13.1,,81.5,,,,,,северо-западный,,7.0,,,,,1.0
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,756,,,10.2,,94.8,,,,,,,,6.0,,,,,0.0
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,True,,,,4,,756,,,8.1,,97.3,,,,,,,,6.0,,,,,0.0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,True,,0,,,0,,,,,,,10,,757,,,7.6,,96.0,,4.8,,,,,,2.0,,,,,0.0
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,True,,,,,,,,,10,,756,,,17.0,,60.5,,,,,,восточный,,6.0,,,,,3.0
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,755,,,19.0,,50.9,,,,,,восточный,,7.0,,,,,3.0
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,20.7,,51.0,,,,,,восточный,,7.0,,,,,3.0
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,754,,,21.2,,50.1,,,,,,восточный,,9.0,,,,21.9,2.0
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,17.5,,67.4,,,,,,северный,,6.0,,,,,2.0
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,17.1,,67.3,,,,,,северо-восточный,,6.0,,,,,3.0
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,14.9,,74.9,,,,,,восточный,,4.0,,,,,2.0
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,752,,,16.0,,69.8,,14.4,,,,восточный,,4.0,,,,,2.0
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,751,,,21.7,,48.6,,,,,,юго-восточный,,2.0,,,,,6.0
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,750,,,25.2,,39.6,,,,,,юго-восточный,,2.0,,,,,5.0
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,749,,,27.0,,30.5,,,,,,юго-восточный,,2.0,,,,,6.0
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,11.0,,,0,,,,,,,,,,10,,748,,,25.7,,38.4,,,,,,восточный,,7.0,,,,27.5,4.0
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,22.4,,50.1,,,,,,восточный,,7.0,,,,,3.0
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,20.3,,51.2,,,,,,восточный,,6.0,,,,,4.0
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,18.3,,51.0,,,,,,восточный,,7.0,,,,,1.0
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,746,,,18.8,,51.5,,17.3,,,,восточный,,7.0,,,,,2.0
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,23.0,,45.2,,,,,,восточный,,7.0,,,,,5.0
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,744,,,24.4,,46.5,,,,,,восточный,,10.0,,,,,5.0
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,11.0,,,,,True,,,,,,,,10,,744,,,20.1,,64.5,,,,,,юго-восточный,,10.0,,,,,6.0
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,12.0,,,1,,,,,,,,,,10,,745,,,18.6,,73.1,,,,True,,южный,,10.0,,,,25.2,6.0
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,746,,,14.2,,85.5,,,,True,,южный,,2.0,,,,,1.0
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,11.9,,96.1,,,,,,юго-восточный,,4.0,,,,,2.0
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,,True,,,,7,,746,,,11.1,,96.1,,,,,,юго-восточный,,4.0,,,,,2.0
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,0,,,1,,,,,,,10,,745,,,12.7,,90.6,,10.2,,,,южный,,4.0,,,,,2.0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,17.3,,72.9,,,,,,южный,,6.0,,,,,4.0
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,745,,,18.4,,62.4,,,,,,юго-западный,,9.0,,,,,7.0
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,13.0,,,,,True,,,,,,,,10,,745,,,15.4,,79.6,,,,,,юго-западный,,9.0,,,,,6.0
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,11.0,,,0.3,,,,,,,,,,10,,744,,,16.0,,68.9,,,,True,,юго-западный,,7.0,,,,19.2,5.0
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,15.0,,76.5,,,,True,,южный,,7.0,,,,,4.0
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,True,,,,,,10,,744,,,12.1,,89.9,,,,,,южный,,4.0,,,,,3.0
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,9.8,,94.8,,,,True,,юго-восточный,,4.0,,,,,2.0
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,1,,,2,,,,,,,10,,744,,,11.0,,92.3,,9.1,,,,южный,,7.0,,,,,2.0
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,15.0,,73.5,,,,,,южный,,9.0,,,,,4.0
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,18.8,,58.9,,,,,,южный,,9.0,,,,,4.0
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,745,,,20.6,,58.9,,,,True,,юго-западный,,7.0,,,,,4.0
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,14.0,,,7,,,,,,,,,,10,,745,,,15.9,,61.9,,,,,,западный,,9.0,,,,21.7,5.0
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,True,,13.0,,,,,,,,,,,,,10,,746,,,14.6,,80.1,,,,,,северный,,9.0,,,,,2.0
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,True,,,,,10,,746,,,13.0,,88.2,,,,,,северо-восточный,,9.0,,,,,1.0
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,12.2,,91.8,,,,True,,северо-восточный,,9.0,,,,,1.0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,7,,,13,,,,,,,10,,745,,,12.2,,93.0,,11.6,,,,,,7.0,,,,,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,16.3,,81.9,,,,,,восточный,,9.0,,,,,2.0
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,20.9,,61.4,,,,,,восточный,,7.0,,,,,3.0
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,746,,True,17.0,,74.8,,,,,,юго-восточный,,7.0,,,,,2.0
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,10.0,,,4,,,,,,,,,,10,,746,,,18.4,,73.6,,,,True,,восточный,,9.0,,,,22.3,2.0
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,16.7,,83.5,,,,True,,восточный,,9.0,,,,,3.0
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,True,,,,,10,,745,,,13.9,,90.7,,,,,,восточный,,10.0,,,,,4.0
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,True,,,,,,,,10,,745,,,13.5,,96.2,,,,,,северо-восточный,,10.0,,,,,1.0
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,8,,,12,,,,,,,10,,744,,,14.9,,94.4,,13.3,,,,,,9.0,,,,,0.0
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,18.3,,77.5,,,,,,восточный,,9.0,,,,,2.0
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,21.4,,65.2,,,,,,восточный,,7.0,,,,,3.0
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,21.6,,70.9,,,,,,северо-восточный,,9.0,,,,,3.0
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,2,,,,,,,,,,10,,742,,,15.8,,93.8,,,,,,юго-западный,,10.0,,,,22.2,3.0
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,10.0,,,,,,,,True,,,,,6,,742,,,15.2,,96.8,,,,,,юго-восточный,,10.0,,,,,2.0
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,14.7,,12.2,,,,True,,южный,,10.0,,,,,2.0
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,14.3,,93.1,,,,True,,юго-западный,,10.0,,,,,3.0
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,25,,,27,,,,,,,10,,742,,,13.8,,94.3,,13.5,,,,юго-западный,,10.0,,,,,4.0
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,16.2,,79.2,,,,,,юго-западный,,7.0,,,,,2.0
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,743,,,20.4,,60.1,,,,,,юго-западный,,6.0,,,,,6.0
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,True,14.0,,,,,,,,,,,,,4,,744,,,16.3,,85.1,,,,,,юго-западный,,9.0,,,,,6.0
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,11.0,,,3,,,,,,,,,,10,,745,,,21.2,,52.5,,,,True,,юго-западный,,5.0,,,,21.7,4.0
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,16.7,,64.2,,,,True,,южный,,4.0,,,,,2.0
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,13.2,,82.6,,,,,,юго-восточный,,6.0,,,,,2.0
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,12.0,,89.9,,,,,,юго-восточный,,7.0,,,,,2.0
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,0,,,3,,,,,,,10,,748,,,13.1,,89.4,,11.7,,,,юго-восточный,,9.0,,,,,1.0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,17.1,,70.5,,,,,,юго-западный,,9.0,,,,,3.0
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,21.5,,50.2,,,,,,южный,,6.0,,,,,4.0
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,22.3,,41.2,,,,,,южный,,9.0,,,,,5.0
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,748,,,21.3,,48.1,,,,,,южный,,7.0,,,,22.4,5.0
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,True,,,,,10,,749,,,14.4,,89.5,,,,,,,,10.0,,,,,0.0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,True,,,,,10,,749,,,14.1,,90.7,,,,,,южный,,10.0,,,,,2.0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,13.8,,90.7,,,,True,,юго-восточный,,10.0,,,,,2.0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,2,,,2,,,,,,,10,,749,,,14.4,,91.9,,13.4,,,,южный,,7.0,,,,,2.0
