timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Метель низовая (слабая или умеренная),"Минимальная температура, °C",Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1589608800,"Суббота, 16 мая
06:00 (UTC)",,8,,,,,,,,59.9,,,,западный,,,,5,,,,,,,,,,,10.0,742,,,,9.6,,,,2.0,
1589619600,"Суббота, 16 мая
09:00 (UTC)",,12,,,,,,,,40.6,,,,западный,,,,7,,,,,,,,,,,10.0,742,,,,11.3,,,,4.0,
1589630400,"Суббота, 16 мая
12:00 (UTC)",,10,,,,,,,,35.5,,,,северо-западный,,,,5,,,,,,,,,,,10.0,742,,,,12.9,,,,4.0,
1589641200,"Суббота, 16 мая
15:00 (UTC)",,10,,,,,,,,35.1,,,,северо-западный,,,13.2,3,,,,0,,,,,,,10.0,743,,,,12.5,,,,4.0,
1589652000,"Суббота, 16 мая
18:00 (UTC)",,5,,,,,,,,57.7,,,,юго-западный,,,,3,,,,,,,,,,,10.0,743,,,,7.4,,,,6.0,
1589662800,"Суббота, 16 мая
21:00 (UTC)",,6,,,,,,,,73.8,,,,западный,,,,3,,,,,,,,,,,10.0,743,,,,5.5,,,,2.0,
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,4,,,,,,,,78.4,,,,юго-западный,,,,3,,,,,,,,,,,10.0,744,,,,3.7,,,,0.0,
1589684400,"Воскресенье, 17 мая
03:00 (UTC)",,5,,,,,,,,69.6,,,3.1,юго-западный,,,,3,,,,0,,,0,,,,10.0,744,,,,7.8,,,,2.0,
1589695200,"Воскресенье, 17 мая
06:00 (UTC)",,6,,,,,,,,49.2,,,,юго-западный,,,,3,,,,,,,,,,,10.0,744,,,,13.1,,,,2.0,
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,11,,,,,,,,34.8,,,,западный,,,,6,,,,,,,,,,,10.0,743,,,,15.8,,,,7.0,
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,18,,,,,,,,43.4,,,,юго-западный,,,,9,,,,,,,,,,,10.0,743,,,,14.5,,,True,7.0,
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,15,,,,,,,,55.9,,,,южный,,,16.2,3,,,,1,,,,,,,10.0,743,,,,13.1,,,True,5.0,
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,12,,,,,,,,65.3,,,,западный,,,,3,,,,,,,,,,,10.0,743,,,,10.0,,,True,7.0,
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,6,,,,,,,,72.6,,,,юго-западный,,,,4,,,,,,,,,,,10.0,743,,,,7.4,,,,4.0,
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,5,,,,,,,,81.4,,,,южный,,,,3,,,,,,,,,,,10.0,742,,,,4.5,,,,4.0,
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,5,,,,,,,,76.4,,,3.9,юго-западный,,,,3,,,,0,,,1,,,,10.0,742,,,,7.9,,,,7.0,
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,8,,,,,,,,58.6,,,,западный,,,,5,,,,,,,,,,,10.0,741,,,,12.7,,,,6.0,
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,11,,,,True,,,,64.8,,,,юго-западный,,,,2,,,,,,,,,,,10.0,741,,,,11.7,,,,7.0,
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,9,,,,,,,,48.3,,,,южный,,,,5,,,,,,,,,,,10.0,740,,,,14.7,,,True,6.0,
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,8,,,,,,,,52.6,,,,южный,,,15.4,5,,,,менее 0.1,,,,,,,10.0,739,,,,13.6,,,,7.0,
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,8,,,,,,,,64.5,,,,южный,,,,4,,,,,,,,,,,10.0,739,,,,10.4,,,,7.0,
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,5,,,,,,,,75.9,,,,южный,,,,3,,,,,,,,,,,10.0,738,,,,8.5,,,,6.0,
1589846400,"Вторник, 19 мая
00:00 (UTC)",,5,,,,,,,,78.6,,,,южный,,,,3,,,,,,,,,,,10.0,737,,,,8.2,,,,6.0,
1589857200,"Вторник, 19 мая
03:00 (UTC)",,3,,,,True,,,,82.1,,,7.5,южный,,,,2,,,,менее 0.1,,,менее 0.1,,,,10.0,736,,,,9.2,,,,7.0,
1589868000,"Вторник, 19 мая
06:00 (UTC)",,4,,,,,,,,82.0,,,,северо-западный,,,,2,,,,,,,,True,,,10.0,736,,,,9.1,,,,9.0,
1589878800,"Вторник, 19 мая
09:00 (UTC)",,10,,,,,,,,84.0,,,,западный,,,,6,,,,,,,,True,,,10.0,737,,,,6.1,,,,10.0,
1589889600,"Вторник, 19 мая
12:00 (UTC)",,11,,,,,,,,78.9,,,,северо-западный,,,,5,,,,,,,,True,,,10.0,738,,,,6.8,,,,10.0,
1589900400,"Вторник, 19 мая
15:00 (UTC)",,8,,,,True,,,,78.5,,,,северо-западный,,,11.1,2,,,,9,,,,,,,10.0,738,,,,7.7,,,,9.0,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,8,,,,,,,,70.6,,,,северо-западный,,,,4,,,,,,,,,,,10.0,738,,,,7.6,,,True,9.0,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,9,,,,,,,,71.3,,,,западный,,,,5,,,,,,,,,,,10.0,738,,,,6.2,,,,7.0,
1589932800,"Среда, 20 мая
00:00 (UTC)",,9,,,,,,,,77.0,,,,северо-западный,,,,5,,,,,,,,,,,10.0,737,,,,5.4,,,,7.0,
1589943600,"Среда, 20 мая
03:00 (UTC)",,8,,,,,,,,77.6,,,5.2,северо-западный,,,,4,,,,0,,,9,,,,10.0,737,,,,5.3,,,,9.0,
1589954400,"Среда, 20 мая
06:00 (UTC)",,9,,,,,,,,73.5,,,,северо-западный,,,,5,,,,,,,,,,,10.0,738,,,,6.5,,,,9.0,
1589965200,"Среда, 20 мая
09:00 (UTC)",,9,,,,,,,,68.1,,,,северо-западный,,,,6,,,,,,,,,,,10.0,738,,,,7.7,,,,10.0,
1589976000,"Среда, 20 мая
12:00 (UTC)",,11,,,,,,,,58.4,,,,западный,,,,7,,,,,,,,,,,10.0,738,,,,10.3,,,,6.0,
1589986800,"Среда, 20 мая
15:00 (UTC)",,11,,,,,,,,48.0,,,,западный,,,11.7,6,,,,0,,,,,,,10.0,739,,,,11.2,,,,6.0,
1589997600,"Среда, 20 мая
18:00 (UTC)",,10,,,,,,,,56.0,,,,северо-западный,,,,3,,,,,,,,,,,10.0,739,,,,9.0,,,,2.0,
1590008400,"Среда, 20 мая
21:00 (UTC)",,4,,,,,,,,72.9,,,,северо-западный,,,,3,,,,,,,,,,,10.0,739,,,,6.1,,,,2.0,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,5,,,,,,,,74.7,,,,западный,,,,3,,,,,,,,,,,10.0,740,,,,4.4,,,,2.0,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,4,,,,,,,,65.5,,,4.4,северо-западный,,,,2,,,,0,,,0,,,,10.0,740,,,,8.5,,,,2.0,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,5,,,,,,,,43.7,,,,северо-западный,,,,2,,,,,,,,,,,10.0,741,,,,12.2,,,,2.0,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,8,,,,,,,,30.3,,,,западный,,,,2,,,,,,,,,,,10.0,740,,,,14.2,,,,2.0,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,7,,,,,,,,23.8,,,,западный,,,,2,,,,,,,,,,,10.0,740,,,,15.7,,,,2.0,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,5,,,,,,,,27.7,,,,юго-западный,,,16.4,1,,,,0,,,,,,,10.0,740,,,,15.7,,,,2.0,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,7,,,,,,,,64.3,,,,западный,,,,4,,,,,,,,,,,10.0,740,,,,11.4,,,,7.0,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,6,,,,,,,,88.4,,,,юго-западный,,,,2,,,,,,,,True,,,50.0,740,,,,8.3,,,,10.0,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,9,,,,,,,,87.6,,,,западный,,,,6,,,,,,,,,,,10.0,740,,,,6.4,,,True,9.0,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,10,,,,,,,,75.4,,,4.7,западный,,,,6,,,,3,,,3,,,,10.0,740,,,,5.6,,,,2.0,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,11,,,,,,,,62.0,,,,западный,,,,7,,,,,,,,,,,10.0,741,,,,9.4,,,,6.0,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,11,,,,,,,,45.5,,,,юго-западный,,,,5,,,,,,,,,,,10.0,741,,,,13.2,,,,6.0,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,14,,,,,,,,60.1,,,,юго-западный,,,,7,,,,,,,,,,,10.0,742,,,,10.5,,,,6.0,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,11,,,,,,,,50.9,,,,западный,,,13.2,6,,,,0,,,,,,,10.0,743,,,,10.0,,,,6.0,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,9,,,,,,,,77.0,,,,юго-западный,,,,4,,,,,,,,,,,10.0,744,,,,5.5,,,,2.0,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,5,,,,,,,,77.0,,,,западный,,,,3,,,,,,,,,,,10.0,745,,,,5.1,,,,2.0,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,4,,,,,,,,86.0,,,,юго-западный,,,,2,,,,,,,,,,,10.0,746,,,,2.7,,,,4.0,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,3,,,,,,,,78.0,,,2.6,северо-западный,,,,1,,,,0,,,0,,,,10.0,747,,,,8.2,,,,4.0,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,6,,,,,,,,61.8,,,,западный,,,,2,,,,,,,,,,,10.0,748,,,,10.1,,,,7.0,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,5,,,,,,,,54.0,,,,северо-западный,,,,2,,,,,,,,,,,10.0,748,,,,11.9,,,,7.0,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,5,,,,,,,,45.9,,,,северо-западный,,,,3,,,,,,,,,,,10.0,748,,,,14.4,,,,6.0,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,5,,,,,,,,52.8,,,,северо-западный,,,14.6,4,,,,0,,,,,,,10.0,748,,,,12.8,,,,7.0,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,8,,,,,,,,61.0,,,,северный,,,,6,,,,,,,,,,,10.0,748,,,,10.7,,,,9.0,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,9,,,,,,,,66.6,,,,северо-восточный,,,,5,,,,,,,,,,,10.0,747,,,,9.2,,,,10.0,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,8,,,,True,,,,80.2,,,,северный,,,,5,,,,,,,,,,,10.0,745,,,,8.1,,,,10.0,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,9,,,,,,,,66.6,,,7.8,северо-восточный,,,,5,,,,2,,,2,True,,,10.0,747,,,,9.2,,,,10.0,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,10,,,,True,,,,87.3,,,,северо-восточный,,,,4,,,,,,,,,,,10.0,743,,,,8.8,,,,10.0,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,6,,,,,,,,79.0,,,,юго-западный,,,,4,,,,,,,,,,,10.0,745,,,,11.0,,,,10.0,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,12,,,,,,,,69.4,,,,юго-западный,,,,7,,,,,,,,,,,10.0,747,,,,11.4,,,,10.0,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,11,,,,,,,,59.8,,,,западный,,,12.7,5,,,,4,,,,,,,10.0,749,,,,12.5,,,,6.0,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,9,,,,,,,,78.0,,,,южный,,,,3,,,,,,,,,,,10.0,751,,,,8.2,,,,4.0,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,4,,,,,,,,79.7,,,,южный,,,,3,,,,,,,,,,,10.0,751,,,,8.1,,,,4.0,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,5,,,,,,,,83.0,,,,южный,,,,4,,,,,,,,,,,10.0,751,,,,7.2,,,,4.0,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,8,,,,,,,,80.8,,,6.8,юго-западный,,,,6,,,,0,,,4,,,,10.0,751,,,,8.5,,,,2.0,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,9,,,,,,,,60.8,,,,юго-западный,,,,6,,,,,,,,,,,10.0,752,,,,13.4,,,,4.0,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,13,,,,,,,,51.5,,,,западный,,,,7,,,,,,,,,,,10.0,753,,,,13.6,,,,7.0,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,12,,,,,,,,45.4,,,,западный,,,,6,,,,,,,,,,,10.0,754,,,,15.9,,,True,7.0,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,11,,,,,,,,40.5,,,,западный,,,16.6,3,,,,0,,,,,,,10.0,755,,,,16.0,,,,2.0,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,5,,,,,,,,55.7,,,,южный,,,,1,,,,,,,,,,,10.0,756,,,,12.3,,,,2.0,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,2,,,,,,,,69.9,,,,южный,,,,2,,,,,,,,,,,10.0,756,,,,9.2,,,,0.0,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,4,,,,,,,,75.8,,,,южный,,,,3,,,,,,,,,,,10.0,757,,,,7.9,,,,7.0,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,3,,,,,,,,77.8,,,7.1,,,,,0,,,,0,,,0,,,,10.0,758,,,,10.4,,,,9.0,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,3,,,,,,,,59.4,,,,северо-восточный,,,,2,,,,,,,,,,,10.0,758,,,,14.1,,,,7.0,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,5,,,,,,,,44.3,,,,северо-восточный,,,,2,,,,,,,,,,,10.0,758,,,,17.8,,,,7.0,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,8,,,,,,,,45.7,,,,северо-восточный,,,,4,,,,,,,,,,,10.0,757,,,,17.0,,,,9.0,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,8,,,,,,,,46.9,,,,северный,,,18.0,5,,,,0,,,,,,,10.0,756,,,,16.8,,,,7.0,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,9,,,,,,,,59.7,,,,северо-восточный,,,,4,,,,,,,,,,,10.0,754,,,,13.9,,,,9.0,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,11,,,,,,,,61.0,,,,северо-восточный,,,,7,,,,,,,,,,,10.0,751,,,,12.2,,,,9.0,
1590537600,"Среда, 27 мая
00:00 (UTC)",,11,,,,,,,,84.5,,,,северный,,,,6,,,,,,,,,,,10.0,750,,,,10.1,True,,,9.0,
1590548400,"Среда, 27 мая
03:00 (UTC)",,9,,,,,,,,84.5,,,10.1,северный,,,,4,,,,6,,,6,,,,10.0,749,,,,10.4,,,True,7.0,
1590559200,"Среда, 27 мая
06:00 (UTC)",,8,,,,,,,,76.8,,,,северо-западный,,,,5,,,,,,,,,,,10.0,748,,,,13.6,,,True,7.0,
1590570000,"Среда, 27 мая
09:00 (UTC)",,10,,,,,,,,67.9,,,,северо-западный,,,,6,,,,,,,,,,,10.0,748,,,,15.7,,,,7.0,
1590580800,"Среда, 27 мая
12:00 (UTC)",,9,,,,,,,,72.3,,,,северо-западный,,,,4,,,,,,,,,,,10.0,750,,,,14.0,,,,7.0,
1590591600,"Среда, 27 мая
15:00 (UTC)",,9,,,,,,,,69.8,,,,северо-западный,,,16.2,5,,,,0,,,,,,,10.0,751,,,,13.5,,,,6.0,
1590602400,"Среда, 27 мая
18:00 (UTC)",,8,,,,,,,,81.6,,,,северо-западный,,,,1,,,,,,,,,,,10.0,752,,,,10.2,,,,0.0,
1590613200,"Среда, 27 мая
21:00 (UTC)",,3,,,,,,,,84.8,,,,западный,,,,2,,,,,,,,,,,10.0,752,,,,8.3,,,,0.0,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,3,,,,,,,,85.4,,,,западный,,,,2,,,,,,,,,,,10.0,753,,,,8.4,,,,0.0,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,2,,,,,,,,69.4,,,8.3,,,,,0,,,,0,,,0,,,,10.0,753,,,,13.7,,,,0.0,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,4,,,,,,,,53.0,,,,западный,,,,1,,,,,,,,,,,10.0,754,,,,15.1,,,,2.0,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,7,,,,,,,,39.3,,,,северо-западный,,,,2,,,,,,,,,,,10.0,753,,,,18.5,,,,6.0,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,7,,,,,,,,29.1,,,,северо-западный,,,,4,,,,,,,,,,,10.0,753,,,,19.9,,,,2.0,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,6,,,,,,,,35.2,,,,западный,,,20.2,3,,,,0,,,,,,,10.0,753,,,,19.6,,,,2.0,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,5,,,,,,,,53.5,,,,юго-западный,,,,2,,,,,,,,,,,10.0,753,,,,15.4,,,,2.0,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,4,,,,,,,,60.8,,,,юго-западный,,,,3,,,,,,,,,,,10.0,753,,,,13.1,,,,7.0,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,3,,,,,,,,64.2,,,,западный,,,,2,,,,,,,,,,,10.0,753,,,,13.0,,,,7.0,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,2,,,,,,,,59.0,,,11.0,юго-западный,,,,1,,,,0,,,0,,,,10.0,754,,,,16.1,,,,2.0,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,5,,,,,,,,42.5,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,753,,,,19.7,,,,2.0,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,8,,,,,,,,39.8,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,752,,,,21.2,,,,2.0,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,8,,,,,,,,37.7,,,,южный,,,,3,,,,,,,,,,,10.0,751,,,,23.2,,,,2.0,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,8,,,,,,,,39.9,,,,южный,,,23.4,3,,,,0,,,,,,,10.0,750,,,,22.6,,,,6.0,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,5,,,,,,,,57.8,,,,юго-восточный,,,,2,,,,,,,,,,,10.0,750,,,,17.6,,,,2.0,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,4,,,,,,,,68.5,,,,южный,,,,3,,,,,,,,,,,10.0,749,,,,14.2,,,,0.0,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,4,,,,,,,,70.0,,,,южный,,,,2,,,,,,,,,,,10.0,749,,,,12.2,,,,0.0,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,3,,,,,,,,60.5,,,11.3,юго-восточный,,,,1,,,,0,,,0,,,,10.0,749,,,,17.0,,,,6.0,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,5,,,,,,,,46.1,,,,южный,,,,4,,,,,,,,,,,10.0,748,,,,21.8,,,,2.0,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,6,,,,,,,,37.2,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,747,,,,24.1,,,,0.0,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,7,,,,,,,,33.9,,,,юго-восточный,,,,5,,,,,,,,,,,10.0,746,,,,25.1,,,,2.0,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,7,,,,,,,,37.1,,,,юго-восточный,,,25.2,5,,,,0,,,,,,,10.0,744,,,,23.8,,,,2.0,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,6,,,,,,,,50.3,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,744,,,,19.3,,,,6.0,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,3,,,,,,,,58.8,,,,северный,,,,1,,,,,,,,,,,10.0,742,,,,16.8,,,,7.0,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,8,,,,,,,,79.5,,,,северный,,,,6,,,,,,,,,,,10.0,742,,,,14.5,,,,7.0,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,9,,,,,,,,81.0,,,13.3,северо-восточный,,,,4,,,,0,,,0,,,,10.0,741,,,,13.6,,,,9.0,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,7,,,,True,,,,79.9,,,,северо-восточный,,,,5,,,,,,,,,,,10.0,740,,,,13.5,,,,9.0,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,7,,,,,,,,87.0,,,,северо-восточный,,,,3,,,,,,,,True,,,10.0,740,,,,12.7,,,,9.0,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,7,,,,,,,,89.3,,,,северный,,,,5,,,,,,,,,,,10.0,740,,,,11.1,True,,,10.0,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,8,,,,,,,,86.8,,,,северный,,,14.0,5,,,,6,,,,,,,10.0,739,,,,10.6,,,True,10.0,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,7,,,,,,,,90.3,True,,,северный,,,,4,,,,,,,,,,,4.0,740,,,,9.2,,,,10.0,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,6,,,,,,,,90.9,True,,,северный,,,,4,,,,,,,,,,,4.0,740,,,,8.2,,,,10.0,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,9,True,,,,,,,90.8,,,,северный,,,,4,,,,,,,,,,,4.0,741,,,,7.3,,,,10.0,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,7,True,,,,,,,90.2,,,7.1,северо-восточный,,,,5,,,,5,,,11,,,,4.0,742,,,,7.2,,,,10.0,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,8,,,,,,,,88.4,True,,7.1,северо-восточный,,,,4,,,,,,,,,,,4.0,743,,,,7.8,,,,10.0,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,8,,,,,,,,81.5,,,,северо-восточный,,,,5,,,,,,,,,,,10.0,745,,,,9.2,,,True,10.0,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,9,,,,,,,,67.9,,,,северо-восточный,,,,5,,,,,,,,,,,10.0,746,,,,11.3,,,True,6.0,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,9,,,,,,,,68.5,,,,северо-восточный,,,12.2,4,,,,0,,,,,,,10.0,747,,,,11.6,,,,6.0,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,6,,,,,,,,77.7,,,,северо-восточный,,,,2,,,,,,,,,,,10.0,748,,,,9.3,,,,6.0,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,3,,,,,,,,86.5,,,,северный,,,,1,,,,,,,,,,,10.0,748,,,,7.6,,,,4.0,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,3,,,,,,,,89.4,,,,северный,,,,2,,,,,,,,,,,10.0,749,,,,5.5,,,,2.0,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,3,,,,,,,,79.2,,,5.2,северо-восточный,,,,2,,,,0,,,менее 0.1,,,,10.0,749,,,,8.6,,,,0.0,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,7,,,,,,,,59.4,,,,северо-восточный,,,,5,,,,,,,,,,,10.0,749,,,,12.7,,,,4.0,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,8,,,,,,,,56.4,,,,восточный,,,,4,,,,,,,,,,,10.0,749,,,,13.7,,,,7.0,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,8,,,,,,,,58.1,,,,восточный,,,,4,,,,,,,,,,,10.0,749,,,,14.0,,,,9.0,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,8,,,,,,,,58.1,,,,восточный,,,15.5,4,,,,0,,,,,,,10.0,749,,,,14.0,,,,7.0,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,6,,,,,,,,71.2,,,,восточный,,,,3,,,,,,,,,,,10.0,749,,,,10.8,,,,2.0,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,6,,,,,,,,82.0,,,,восточный,,,,3,,,,,,,,,,,10.0,749,,,,8.6,,,,2.0,
1591142400,"Среда, 3 июня
00:00 (UTC)",,4,,,,,,,,87.1,,,,северо-восточный,,,,2,,,,,,,,,,,10.0,749,,,,7.2,,,,2.0,
1591153200,"Среда, 3 июня
03:00 (UTC)",,6,,,,,,,,76.8,,,6.9,восточный,,,,4,,,,0,,,0,,,,10.0,749,,,,10.6,,,,7.0,
1591164000,"Среда, 3 июня
06:00 (UTC)",,10,,,,,,,,64.6,,,,восточный,,,,5,,,,,,,,,,,10.0,748,,,,14.6,,,,7.0,
1591174800,"Среда, 3 июня
09:00 (UTC)",,10,,,,,,,,59.4,,,,восточный,,,,6,,,,,,,,,,,10.0,748,,,,15.8,,,,7.0,
1591185600,"Среда, 3 июня
12:00 (UTC)",,9,,,,,,,,59.5,,,,восточный,,,,5,,,,,,,,,,,10.0,748,,,,16.2,,,,7.0,
1591196400,"Среда, 3 июня
15:00 (UTC)",,10,,,,,,,,59.2,,,,восточный,,,17.6,5,,,,0,,,,,,,10.0,747,,,,16.7,,,,7.0,
1591207200,"Среда, 3 июня
18:00 (UTC)",,8,,,,,,,,65.6,,,,восточный,,,,4,,,,,,,,,,,10.0,747,,,,15.1,,,,7.0,
1591218000,"Среда, 3 июня
21:00 (UTC)",,8,,,,,,,,63.2,,,,восточный,,,,5,,,,,,,,,,,10.0,746,,,,14.4,,,,7.0,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,9,,,,,,,,76.6,,,,восточный,,,,4,,,,,,,,,,,10.0,745,,,,12.9,,,,9.0,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,9,,,,,,,,71.8,,,12.9,восточный,,,,5,,,,0,,,0,,,,10.0,744,,,,14.0,,,,7.0,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,10,,,,,,,,71.1,,,,восточный,,,,4,,,,,,,,,,,10.0,744,,,,15.0,,,,7.0,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,12,,,,True,,,,63.4,,,,восточный,,,,6,,,,,,,,,,,10.0,743,,,,17.0,,,,7.0,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,12,,,,,,,,62.3,,,,восточный,,,,6,,,,,,,,True,,,10.0,743,,,,17.7,,,,10.0,
