timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Температура воздуха, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1585882800,"Пятница, 3 апреля
03:00 (UTC)",,11.0,,,,True,,,,,69.2,,,5.2,западный,,,5,,,менее 0.1,,,,,2,,,,10,746,,5.6,,,,9.0,
1585893600,"Пятница, 3 апреля
06:00 (UTC)",,10.0,,,,,,,,,74.2,,,4.4,юго-западный,,,4,,,0,,,,,,,,,10,747,,4.9,True,,,9.0,
1585904400,"Пятница, 3 апреля
09:00 (UTC)",,13.0,,,,,,,,,62.6,,,,западный,,,4,,,,,,,,,,,,10,750,,6.3,,,,9.0,
1585915200,"Пятница, 3 апреля
12:00 (UTC)",,14.0,,,,,,,,,56.0,,,,западный,,,3,,,,,,,,,,,,10,752,,7.2,,,,7.0,
1585926000,"Пятница, 3 апреля
15:00 (UTC)",,14.0,,,,,,,,,56.5,,,,западный,,,3,,,0,,,,,,,,,10,754,,6.3,,,,7.0,
1585936800,"Пятница, 3 апреля
18:00 (UTC)",,12.0,,,,,,,,,63.3,,,,западный,,8.5,3,,,0,,,,,,,,,10,755,,5.2,,,,7.0,
1585947600,"Пятница, 3 апреля
21:00 (UTC)",,9.0,,,,,,,,,71.5,,,,западный,,,2,,,,,,,,,,,,10,757,,4.4,,,,4.0,
1585958400,"Суббота, 4 апреля
00:00 (UTC)",,8.0,,,,,,,,,74.1,,,,западный,,,1,,,,,,,,,,,,10,759,,4.1,,,,1.0,
1585969200,"Суббота, 4 апреля
03:00 (UTC)",,7.0,,,,,,,,,76.7,,,3.0,западный,,,1,,,0,,,,,0,,,,10,761,,3.1,,,,0.0,
1585980000,"Суббота, 4 апреля
06:00 (UTC)",,5.0,,,,,,,,,64.3,,,2.6,западный,,,2,,,0,,,,,,,,,10,763,,5.3,,,,2.0,
1585990800,"Суббота, 4 апреля
09:00 (UTC)",,9.0,,,,,,,,,53.5,,,,западный,,,3,,,,,,,,,,,,10,765,,7.2,,,,6.0,
1586001600,"Суббота, 4 апреля
12:00 (UTC)",,9.0,,,,,,,,,45.8,,,,западный,,,3,,,,,,,,,,,,10,767,,8.2,,,,6.0,
1586012400,"Суббота, 4 апреля
15:00 (UTC)",,9.0,,,,,,,,,48.2,,,,западный,,,2,,,0,,,,,,,,,10,767,,8.1,,,,4.0,
1586023200,"Суббота, 4 апреля
18:00 (UTC)",,7.0,,,,,,,,,65.3,,,,северо-западный,,9.4,2,,,0,,,,,,,,,10,769,,5.5,,,,7.0,
1586034000,"Суббота, 4 апреля
21:00 (UTC)",,4.0,,,,,,,,,86.7,,,,западный,,,1,,,,,,,,,True,,,4,770,,3.2,,,,0.0,
1586044800,"Воскресенье, 5 апреля
00:00 (UTC)",,3.0,,,,,,,,,93.0,,,,юго-западный,,,1,,,,,,,,,True,,,4,771,,1.3,,,,0.0,
1586055600,"Воскресенье, 5 апреля
03:00 (UTC)",,3.0,,,,,,,,,91.0,,,0.4,южный,,,1,,,0,,,,,0,True,,,4,772,,0.5,,,,0.0,
1586066400,"Воскресенье, 5 апреля
06:00 (UTC)",,4.0,,,,,,,,,70.6,,,0.4,юго-западный,,,2,,,0,,,,,,,,,10,774,,5.0,,,,0.0,
1586077200,"Воскресенье, 5 апреля
09:00 (UTC)",,6.0,,,,,,,,,47.0,,,,юго-западный,,,3,,,,,,,,,,,,10,775,,10.0,,,,2.0,
1586088000,"Воскресенье, 5 апреля
12:00 (UTC)",,5.0,,,,,,,,,42.6,,,,западный,,,2,,,,,,,,,,,,10,774,,11.7,,,,1.0,
1586098800,"Воскресенье, 5 апреля
15:00 (UTC)",,6.0,,,,,,,,,38.8,,,,западный,,,1,,,0,,,,,,,,,10,774,,13.1,,,,1.0,
1586109600,"Воскресенье, 5 апреля
18:00 (UTC)",,4.0,,,,,,,,,60.9,,,,северо-восточный,,13.7,1,,,0,,,,,,,,,10,773,,8.4,,,,0.0,
1586120400,"Воскресенье, 5 апреля
21:00 (UTC)",,2.0,,,,,,,,,80.2,,,,,,,0,,,,,,,,,,,,10,773,,3.8,,,,0.0,
1586131200,"Понедельник, 6 апреля
00:00 (UTC)",,1.0,,,,,,,,,86.5,,,,,,,0,,,,,,,,,True,,,4,773,,1.5,,,,0.0,
1586142000,"Понедельник, 6 апреля
03:00 (UTC)",,1.0,,,,,,,,,88.3,,,-0.3,,,,0,,,0,,,,,0,True,,,4,773,,0.1,,,,0.0,
1586152800,"Понедельник, 6 апреля
06:00 (UTC)",,2.0,,,,,,,,,53.7,,,-0.3,юго-восточный,,,1,,,0,,,,,,,,,10,773,,6.5,,,,2.0,
1586163600,"Понедельник, 6 апреля
09:00 (UTC)",,7.0,,,,,,,,,26.3,,,,южный,,,3,,,,,,,,,,,,10,773,,14.3,,,,0.0,
1586174400,"Понедельник, 6 апреля
12:00 (UTC)",,9.0,,,,,,,,,21.4,,,,юго-восточный,,,4,,,,,,,,,,,,10,772,,16.8,,,,0.0,
1586185200,"Понедельник, 6 апреля
15:00 (UTC)",,7.0,,,,,,,,,20.1,,,,южный,,,2,,,0,,,,,,,,,10,770,,17.7,,,,0.0,
1586196000,"Понедельник, 6 апреля
18:00 (UTC)",,7.0,,,,,,,,,29.9,,,,юго-восточный,,18.1,1,,,0,,,,,,,,,10,770,,12.8,,,,0.0,
1586206800,"Понедельник, 6 апреля
21:00 (UTC)",,3.0,,,,,,,,,41.2,,,,юго-восточный,,,1,,,,,,,,,,,,10,770,,8.3,,,,0.0,
1586217600,"Вторник, 7 апреля
00:00 (UTC)",,2.0,,,,,,,,,51.2,,,,юго-восточный,,,1,,,,,,,,,,,,10,770,,5.9,,,,0.0,
1586228400,"Вторник, 7 апреля
03:00 (UTC)",,3.0,,,,,,,,,57.9,,,4.7,южный,,,1,,,0,,,,,0,,,,10,769,,5.1,,,,0.0,
1586239200,"Вторник, 7 апреля
06:00 (UTC)",,5.0,,,,,,,,,39.2,,,4.7,южный,,,1,,,0,,,,,,,,,10,769,,12.6,,,,0.0,
1586250000,"Вторник, 7 апреля
09:00 (UTC)",,7.0,,,,,,,,,26.3,,,,южный,,,3,,,,,,,,,,,,10,768,,18.5,,,,0.0,
1586260800,"Вторник, 7 апреля
12:00 (UTC)",,9.0,,,,,,,,,25.4,,,,западный,,,3,,,,,,,,,,,,10,768,,21.3,,,,0.0,
1586271600,"Вторник, 7 апреля
15:00 (UTC)",,9.0,,,,,,,,,63.1,,,,западный,,,3,,,0,,,,,,,,,10,769,,13.8,,,,0.0,
1586282400,"Вторник, 7 апреля
18:00 (UTC)",,11.0,,,,,,,,,56.1,,,,западный,,21.9,2,,,0,,,,,,,,,10,771,,10.8,,,,0.0,
1586293200,"Вторник, 7 апреля
21:00 (UTC)",,7.0,,,,,,,,,68.7,,,,западный,,,1,,,,,,,,,,,,10,771,,8.0,,,,0.0,
1586304000,"Среда, 8 апреля
00:00 (UTC)",,4.0,,,,,,,,,76.6,,,,северный,,,1,,,,,,,,,,,,10,772,,6.2,,,,1.0,
1586314800,"Среда, 8 апреля
03:00 (UTC)",,4.0,,,,,,,,,90.5,,,3.2,,,,0,,,0,,,,,0,True,,,4,772,,3.3,,,,1.0,
1586325600,"Среда, 8 апреля
06:00 (UTC)",,3.0,,,,,,,,,76.9,,,2.0,южный,,,1,,,0,,,,,,,,,10,773,,8.1,,,,1.0,
1586336400,"Среда, 8 апреля
09:00 (UTC)",,5.0,,,,,,,,,43.3,,,,юго-восточный,,,2,,,,,,,,,,,,10,772,,14.2,,,,2.0,
1586347200,"Среда, 8 апреля
12:00 (UTC)",,5.0,,,,,,,,,27.4,,,,южный,,,1,,,,,,,,,,,,10,770,,16.8,,,,2.0,
1586358000,"Среда, 8 апреля
15:00 (UTC)",,4.0,,,,,,,,,28.3,,,,западный,,,1,,,0,,,,,,,,,10,768,,17.2,,,,1.0,
1586368800,"Среда, 8 апреля
18:00 (UTC)",,4.0,,,,,,,,,49.1,,,,,,18.3,0,,,0,,,,,,,,,10,766,,10.2,,,,1.0,
1586379600,"Среда, 8 апреля
21:00 (UTC)",,1.0,,,,,,,,,61.6,,,,,,,0,,,,,,,,,,,,10,765,,7.7,,,,1.0,
1586390400,"Четверг, 9 апреля
00:00 (UTC)",,2.0,,,,,,,,,59.5,,,,южный,,,1,,,,,,,,,,,,10,763,,8.1,,,,0.0,
1586401200,"Четверг, 9 апреля
03:00 (UTC)",,3.0,,,,,,,,,55.5,,,7.0,юго-западный,,,1,,,0,,,,,0,,,,10,761,,10.1,,,,7.0,
1586412000,"Четверг, 9 апреля
06:00 (UTC)",,7.0,,,,,,True,,,69.4,,,7.0,юго-западный,,,3,,,менее 0.1,,,,,,,,,4,760,,11.6,,,,7.0,
1586422800,"Четверг, 9 апреля
09:00 (UTC)",,9.0,,,,,,,,,57.2,,,,западный,,,3,,,,,,,,,,,,10,760,,11.9,True,,,7.0,
1586433600,"Четверг, 9 апреля
12:00 (UTC)",,9.0,,,,,,,,,54.2,,,,западный,,,3,,,,,,,,,,,,10,761,,12.7,True,,,6.0,
1586444400,"Четверг, 9 апреля
15:00 (UTC)",,9.0,,,,,,,,,66.6,,,,северо-западный,,,3,,,менее 0.1,,,,,,,,,10,762,,9.4,,,,10.0,
1586455200,"Четверг, 9 апреля
18:00 (UTC)",,7.0,,,,,,,,,72.5,,,,северо-западный,,14.8,1,,,менее 0.1,,,,,,,,,10,763,,7.1,,,,2.0,
1586466000,"Четверг, 9 апреля
21:00 (UTC)",,6.0,,,,,,,,,86.3,,,,северо-западный,,,1,,,,,,,,,True,,,4,764,,5.3,,,,4.0,
1586476800,"Пятница, 10 апреля
00:00 (UTC)",,3.0,,,,,,,,,86.9,,,,западный,,,1,,,,,,,,,True,,,4,765,,5.1,,,,7.0,
1586487600,"Пятница, 10 апреля
03:00 (UTC)",,3.0,,,,,,,,,88.7,,,4.5,западный,,,1,,,0,,,,,менее 0.1,True,,,4,765,,4.7,,,,2.0,
1586498400,"Пятница, 10 апреля
06:00 (UTC)",,3.0,,,,,,,,,71.1,,,4.5,северо-западный,,,1,,,0,,,,,,,,,10,766,,7.6,,,,0.0,
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,5.0,,,,,,,,,39.8,,,,северо-западный,,,2,,,,,,,,,,,,10,767,,10.5,,,,6.0,
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,7.0,,,,,,,,,31.5,,,,западный,,,2,,,,,,,,,,,,10,766,,12.1,,,,6.0,
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,8.0,,,,,,,,,24.9,,,,северный,,,4,,,0,,,,,,,,,10,766,,10.3,,,,1.0,
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,7.0,,,,,,,,,38.1,,,,северо-западный,,13.7,2,,,0,,,,,,,,,10,766,,6.8,,,,2.0,
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,3.0,,,,,,,,,79.6,,,,северо-западный,,,1,,,,,,,,,,,,10,767,,4.1,,,,2.0,
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,2.0,,,,,,,,,88.5,,,,,,,0,,,,,,,,,True,,,4,767,,2.3,,,,2.0,
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,1.0,,,,,,,,,95.7,,,-0.5,,,,0,,,0,,,,,0,True,,,4,768,,-0.4,,,,2.0,
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,1.0,,,,,,,,,78.9,,,-1.0,,,,0,,,0,,,,,,,,,10,769,,7.0,,,,0.0,
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,3.0,,,,,,,,,42.4,,,,западный,,,1,,,,,,,,,,,,10,770,,11.0,,,,2.0,
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,5.0,,,,,,,,,31.7,,,,западный,,,2,,,,,,,,,,,,10,770,,12.7,,,,5.0,
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,6.0,,,,,,,,,31.1,,,,северо-восточный,,,2,,,0,,,,,,,,,10,769,,11.6,,,,2.0,
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,5.0,,,,,,,,,40.8,,,,восточный,,13.9,1,,,0,,,,,,,,,10,768,,6.9,,,,6.0,
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,2.0,,,,,,,,,53.9,,,,южный,,,1,,,,,,,,,,,,10,767,,4.2,,,,6.0,
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,2.0,,,,,,,,,61.0,,,,,,,0,,,,,,,,,,,,10,766,,3.1,,,,6.0,
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,3.0,,,,,,,,,52.0,,,2.8,юго-восточный,,,1,,,0,,,,,0,,,,10,765,,4.6,,,,6.0,
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,6.0,,,,,,,,,35.3,,,2.8,южный,,,3,,,0,,,,,,,,,10,764,,8.7,,,,7.0,
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,7.0,,,,,,,,,30.2,,,,юго-западный,,,2,,,,,,,,,,,,1,762,,14.7,,,,6.0,
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,7.0,,,,,,,,,24.8,,,,юго-западный,,,2,,,,,,,,,,,,10,759,,17.9,,,,2.0,
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,9.0,,,,,,,,,25.7,,,,юго-западный,,,3,,,0,,,,,,,,,10,757,,18.4,,,,4.0,
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,8.0,,,,,,,,,33.9,,,,южный,,19.0,1,,,0,,,,,,,,,10,755,,15.1,,,,2.0,
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,6.0,,,,,,,,,38.2,,,,юго-западный,,,2,,,,,,,,,,,,10,753,,13.8,,,,0.0,
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,6.0,,,,,,,,,50.8,,,,юго-западный,,,1,,,,,,,,,,,,10,752,,12.2,,,,7.0,
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,4.0,,,,,,,,,65.8,,,10.0,западный,,,1,,,0,,,,,0,,,,10,751,,10.1,,,,2.0,
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,8.0,,,,,,,,,67.4,,,8.0,западный,,,3,,,0,,,,,,,,,10,751,,8.6,,,,9.0,
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,10.0,,,,,,,,,63.5,,,,западный,,,4,,,,,,,,,,,,10,751,,7.9,,,,10.0,
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,10.0,,,,,,,,,55.2,,,,северо-западный,,,4,,,,,,,,,,,,10,752,,7.3,,,,9.0,
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,12.0,,,,,,,,,46.0,,,,северо-западный,,,4,,,0,,,,,,,,,10,753,,6.8,,,,7.0,
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,12.0,,,,,,,,,58.2,,,,западный,,9.5,2,,,0,,,,,,,,,10,754,,4.7,,,,1.0,
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,8.0,,,,,,,,,71.6,,,,западный,,,2,,,,,,,,,,,,10,755,,2.1,True,,,1.0,
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,4.0,,,,,,,,,78.2,,,,западный,,,1,,,,,,,,,,,,10,755,,1.9,True,,,0.0,
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,6.0,,,,,,,,,61.6,,,0.9,западный,,,1,,,менее 0.1,,,,,менее 0.1,,,,10,755,,2.2,,,,1.0,
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,7.0,,,,,,,,,57.5,,,0.9,западный,,,2,,,менее 0.1,,,,,,,,,10,756,,5.0,,,,4.0,
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,10.0,,,,,,,,,49.7,,,,западный,,,3,,,,,,,,,,,,10,757,,5.7,,,,7.0,
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,9.0,,,,,,,,,54.8,,,,северо-западный,,,3,,,,,,,,,,,,10,758,,5.8,,,,7.0,
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,9.0,,,,,,,,,59.1,,,,западный,,,3,,,менее 0.1,,,,,,,,,10,759,,4.7,True,,,9.0,
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,9.0,,,,,True,,,,61.6,,,,западный,,7.1,1,,,менее 0.1,,,,,,,,,10,759,,3.8,,,,2.0,
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,6.0,,,,,,,,,63.4,,,,западный,,,2,,,,,,,,,,,,10,759,,3.7,,,,0.0,
1586908800,"Среда, 15 апреля
00:00 (UTC)",,8.0,,,,,,,,,71.0,,,,западный,,,2,,,,,,,,,,,,10,758,,4.7,,,,4.0,
1586919600,"Среда, 15 апреля
03:00 (UTC)",,7.0,,,,,,True,,,85.6,,,3.1,западный,,,2,,,0.4,,,,,0.4,,,,4,757,,4.2,,,,10.0,
1586930400,"Среда, 15 апреля
06:00 (UTC)",,10.0,True,,,,,,,,91.3,,,3.1,западный,,,2,,,4,,,,,,,,,4,756,,5.0,,,,10.0,
1586941200,"Среда, 15 апреля
09:00 (UTC)",,10.0,,,,,,,,,84.7,,,,западный,,,3,,,,,,,,,,,,10,756,,6.7,True,,,10.0,
1586952000,"Среда, 15 апреля
12:00 (UTC)",,9.0,,,,,,,,,80.1,,,,западный,,,3,,,,,,,,,,,,10,757,,7.3,True,,,10.0,
1586962800,"Среда, 15 апреля
15:00 (UTC)",,11.0,,,,,,,,,79.6,,,,западный,,,2,,,5,,,,,,,,,10,757,,7.9,,,,10.0,
1586973600,"Среда, 15 апреля
18:00 (UTC)",,10.0,,,,,,,,,79.1,,,,западный,,8.2,2,,,2,,,,,,,,,10,757,,8.1,,,,10.0,
1586984400,"Среда, 15 апреля
21:00 (UTC)",,9.0,,,,,,,,,81.9,,,,западный,,,3,,,,,,,,,,,,10,756,,7.8,,,,0.0,
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,11.0,,,,,,,,,77.5,,,,западный,,,3,,,,,,,,,,,,10,753,,8.1,,,,4.0,
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,13.0,,,,,,,,,74.7,,,7.4,западный,,,4,,,0,,,,,5,,,,10,753,,7.7,,,,7.0,
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,13.0,,,,,,,,,81.2,,,7.0,западный,,,4,,,0,,,,,,,,,10,753,,7.3,,,,10.0,
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,11.0,,,,,,,,,73.0,,,,западный,,,3,,,,,,,,,,,,10,754,,9.5,,,,10.0,
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,14.0,,,,,,,,,69.1,,,,северо-западный,,,4,,,,,,,,,,,,10,755,,9.9,,,,10.0,
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,12.0,,,,,,,,,60.6,,,,северо-западный,,,4,,,0,,,,,,,,,10,756,,10.7,,,,6.0,
1587060000,"Четверг, 16 апреля
18:00 (UTC)",,9.0,,,,,,,,,69.2,,,,северо-западный,,11.7,2,,,0,,,,,,,,,10,757,,8.2,,,,6.0,
1587070800,"Четверг, 16 апреля
21:00 (UTC)",,4.0,,,,,,,,,85.8,,,,,,,0,,,,,,,,,True,,,4,757,,5.8,,,,9.0,
1587081600,"Пятница, 17 апреля
00:00 (UTC)",,4.0,,,,,,,,,86.9,,,,юго-западный,,,1,,,,,,,,,True,,,4,757,,5.3,,,,7.0,
1587092400,"Пятница, 17 апреля
03:00 (UTC)",,5.0,,,,,,,,,91.3,,,4.4,западный,,,1,,,0,,,,,0,True,,,4,757,,4.5,,,,2.0,
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,6.0,,,,,,,,,65.3,,,4.4,северо-западный,,,2,,,0,,,,,,,,,10,759,,7.8,,,,0.0,
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,9.0,,,,,,,,,45.0,,,,северо-западный,,,4,,,,,,,,,,,,10,760,,8.9,,,,0.0,
1587124800,"Пятница, 17 апреля
12:00 (UTC)",,10.0,,,,,,,,,37.9,,,,северо-западный,,,4,,,,,,,,,,,,10,761,,9.2,,,,1.0,
1587135600,"Пятница, 17 апреля
15:00 (UTC)",,9.0,,,,,,,,,51.3,,,,северо-западный,,,4,,,0,,,,,,,,,10,761,,7.6,,,,0.0,
1587146400,"Пятница, 17 апреля
18:00 (UTC)",,8.0,,,,,,,,,65.1,,,,северо-западный,,10.0,2,,,0,,,,,,,,,10,762,,5.0,,,,0.0,
1587157200,"Пятница, 17 апреля
21:00 (UTC)",,5.0,,,,,,,,,81.8,,,,западный,,,1,,,,,,,,,,,,10,762,,3.2,,,,0.0,
1587168000,"Суббота, 18 апреля
00:00 (UTC)",,3.0,,,,,,,,,84.1,,,,западный,,,1,,,,,,,,,,,,10,763,,2.3,,,,0.0,
1587178800,"Суббота, 18 апреля
03:00 (UTC)",,3.0,,,,,,,,,89.8,,,1.2,западный,,,1,,,0,,,,,0,True,,,4,763,,2.7,,,,0.0,
1587189600,"Суббота, 18 апреля
06:00 (UTC)",,4.0,,,,,,,,,83.3,,,1.2,юго-западный,,,1,,,0,,,,,,,,,10,763,,5.6,,,,7.0,
1587200400,"Суббота, 18 апреля
09:00 (UTC)",,7.0,,,,,,,,,46.3,,,,восточный,,,2,,,,,,,,,,,,20,763,,10.1,,,,7.0,
1587211200,"Суббота, 18 апреля
12:00 (UTC)",,8.0,,,,,,,,,50.3,,,,западный,,,3,,,,,,,,,,,,10,763,,10.6,,,,9.0,
1587222000,"Суббота, 18 апреля
15:00 (UTC)",,8.0,,,,,,,,,43.6,,,,северный,,,4,,,0,,,,,,,,,10,762,,8.8,,,,2.0,
1587232800,"Суббота, 18 апреля
18:00 (UTC)",,8.0,,,,,,,,,73.2,,,,северо-западный,,12.1,2,,,0,,,,,,,,,10,763,,5.0,,,,1.0,
1587243600,"Суббота, 18 апреля
21:00 (UTC)",,5.0,,,,,,,,,75.5,,,,северо-западный,,,2,,,,,,,,,,,,10,763,,3.0,,,,2.0,
1587254400,"Воскресенье, 19 апреля
00:00 (UTC)",,3.0,,,,,,,,,75.4,,,,северо-западный,,,1,,,,,,,,,,,,10,763,,2.1,,,,0.0,
1587265200,"Воскресенье, 19 апреля
03:00 (UTC)",,3.0,,,,,,,,,81.7,,,1.5,северо-западный,,,1,,,0,,,,,0,,,,10,764,,1.9,,,,2.0,
1587276000,"Воскресенье, 19 апреля
06:00 (UTC)",,6.0,,,,,,,,,70.3,,,1.5,северо-западный,,,3,,,0,,,,,,,,,10,764,,6.2,,,,2.0,
1587286800,"Воскресенье, 19 апреля
09:00 (UTC)",,9.0,,,,,,,,,58.6,,,,северо-западный,,,3,,,,,,,,,,,,10,764,,9.3,,,,4.0,
1587297600,"Воскресенье, 19 апреля
12:00 (UTC)",,11.0,,,,,,,,,51.4,,,,северный,,,5,,,,,,,,,,,,10,765,,9.3,,,,2.0,
1587308400,"Воскресенье, 19 апреля
15:00 (UTC)",,11.0,,,,,,,,,59.1,,,,северный,,,4,,,0,,,,,,,,,10,765,,8.2,,,,1.0,
1587319200,"Воскресенье, 19 апреля
18:00 (UTC)",,9.0,,,,,,,,,74.8,,,,северный,,10.5,2,,,0,,,,,,,,,10,766,,5.3,,,,2.0,
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,6.0,,,,,,,,,83.7,,,,северный,,,1,,,,,,,,,,,,10,767,,3.7,,,,2.0,
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,4.0,,,,,,,,,89.2,,,,северо-западный,,,2,,,,,,,,,True,,,4,767,,3.3,,,,0.0,
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,3.0,,,,,,,,,89.2,,,2.5,северо-западный,,,1,,,0,,,,,0,True,,,4,768,,2.5,,,,0.0,
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,4.0,,,,,,,,,74.5,,,2.5,северо-восточный,,,1,,,0,,,,,,,,,10,769,,6.3,,,,1.0,
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,6.0,,,,,,,,,49.8,,,,северный,,,2,,,,,,,,,,,,10,769,,9.9,,,,2.0,
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,6.0,,,,,,,,,39.6,,,,северный,,,3,,,,,,,,,,,,10,769,,10.9,,,,1.0,
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,8.0,,,,,,,,,49.8,,,,северный,,,3,,,0,,,,,,,,,10,769,,10.2,,,,1.0,
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,6.0,,,,,,,,,73.0,,,,северный,,12.0,2,,,0,,,,,,,,,10,769,,7.0,,,,2.0,
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",,6.0,,,,,,,,,86.9,,,,северный,,,2,,,,,,,,,True,,,4,770,,5.2,,,,0.0,
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,5.0,,,,,,,,,91.9,,,,северо-западный,,,1,,,,,,,,,True,,,4,770,,4.9,,,,0.0,
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,3.0,,,,,,,,,93.2,,,3.8,северо-западный,,,1,,,0,,,,,0,True,,,4,770,,4.3,,,,0.0,
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,4.0,,,,,,,,,83.1,,,3.8,северный,,,2,,,0,,,,,,,,,10,771,,8.0,,,,0.0,
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,6.0,,,,,,,,,48.2,,,,северный,,,2,,,,,,,,,,,,10,770,,13.2,,,,1.0,
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,7.0,,,,,,,,,46.8,,,,северный,,,4,,,,,,,,,,,,10,770,,13.0,,,,2.0,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,8.0,,,,,,,,,54.8,,,,северный,,,3,,,0,,,,,,,,,10,769,,10.4,,,,0.0,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,6.0,,,,,,,,,82.8,,,,северный,,14.1,2,,,0,,,,,,,,,10,769,,6.0,,,,0.0,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,4.0,,,,,,,,,91.3,,,,северо-западный,,,1,,,,,,,,,True,,,4,769,,4.5,,,,7.0,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,3.0,,,,,,,,,97.2,,,,,,,0,,,,,,,,,True,,,1,770,,4.1,,,,10.0,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,1.0,,,,,,,,,97.9,,,3.2,,,,0,,,0,,,,,0,,,,1,770,,3.4,,,True,10.0,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,2.0,,,,,,,,,91.5,,,3.0,северный,,,1,,,0,,,,,,True,,,4,770,,8.4,,,,0.0,
