timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,,,10,761,,,13.2,,81.5,,,,южный,0.0,,,1
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,,,10,760,,,10.4,,86.8,,,,восточный,0.0,,,2
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,759,,,11.5,,84.6,,9.0,,восточный,6.0,,,2
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,20.1,,50.8,,,,юго-западный,7.0,,,5
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,23.7,,37.1,,,,юго-западный,9.0,,,7
1589976000,"Среда, 20 мая
12:00 (UTC)",,,13.0,,,,,,,,,,,10,756,,,25.3,,33.3,,,,юго-западный,6.0,,,8
1589986800,"Среда, 20 мая
15:00 (UTC)",,,13.0,,0,,,,,,,,,10,755,,,23.3,,20.8,,,,юго-западный,9.0,,26.2,6
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,19.8,,27.6,,,,северо-западный,7.0,,,2
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,14.1,,66.7,,,,южный,6.0,,,1
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,12.1,,84.1,,,,,5.0,,,0
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,13.1,,83.1,,11.0,,восточный,7.0,,,2
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,20.0,,61.6,,,,северо-восточный,1.0,,,2
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,23.9,,39.8,,,,восточный,9.0,,,2
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,True,,,,,,,10,752,,,22.8,,54.7,,,,северо-восточный,10.0,,,1
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,менее 0.1,,,,,,,,,10,753,,,19.7,,59.5,,,,северо-восточный,10.0,,25.9,6
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,15.9,,76.6,,,,северо-восточный,10.0,,,3
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,True,,,,,,,10,753,,,12.7,,90.0,,,,северный,10.0,,,5
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,True,,,4,754,,,11.8,,96.8,,,,восточный,10.0,,,3
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,7,,,7,,,,,,10,753,,,12.1,,96.8,,11.5,True,северо-восточный,10.0,,,3
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,True,,,4,754,,,12.0,,96.1,,,,северо-западный,10.0,,,2
1590138000,"Пятница, 22 мая
09:00 (UTC)",,True,,,,,,,,,,,,4,754,,,11.7,,97.4,,,,северный,10.0,,,2
1590148800,"Пятница, 22 мая
12:00 (UTC)",,True,,,,,,,,,,,,4,755,,,11.3,,98.7,,,,северный,10.0,,,4
1590159600,"Пятница, 22 мая
15:00 (UTC)",,True,,,22,,,,,,,,,4,755,,,11.5,,95.5,,,,северо-западный,10.0,,12.4,2
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,True,,,10,757,,,11.2,,93.6,,,,западный,10.0,,,2
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,True,,,4,758,,,10.5,,94.2,,,,юго-западный,10.0,,,2
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,True,,,4,758,,,9.8,,96.1,,,,юго-западный,10.0,,,4
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,12,,,34,,,,,,10,759,,,9.5,,96.7,,9.2,True,юго-западный,10.0,,,3
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,True,,,,,,,10,760,,,10.4,,92.3,,,,южный,10.0,,,4
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,,,10,761,,,14.8,,68.2,,,,южный,9.0,,,4
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,,,,10,761,,,15.9,,47.6,,,,северо-западный,9.0,,,4
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,0.6,,,,,,,,,10,762,,,16.7,,40.2,,,,западный,5.0,,17.9,4
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,,,10,762,,,12.7,,49.1,,,,западный,2.0,,,3
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,,,10,763,,,8.3,,74.3,,,,юго-западный,0.0,,,1
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,,,10,763,,,6.3,,94.0,,,,юго-западный,0.0,,,1
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,0,,,0.6,,,,,,10,763,,,8.0,,93.4,,5.8,,юго-западный,9.0,,,1
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,,,10,764,,,14.4,,67.2,,,,южный,5.0,,,1
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,,,10,764,,,17.1,,48.6,,,,южный,7.0,,,4
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,,,10,764,,,18.1,,42.6,,,,юго-восточный,7.0,,,2
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,764,,,18.9,,36.0,,,,северо-западный,6.0,,19.1,2
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,,10,765,,,14.1,,56.5,,,,северный,2.0,,,2
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,,10,765,,,10.8,,65.5,,,,северный,0.0,,,3
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,,10,764,,,8.7,,76.5,,,,северо-восточный,0.0,,,3
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,763,,,10.9,,69.8,,8.6,,северо-восточный,1.0,,,4
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,,,10,762,,,15.1,,63.4,,,,северо-восточный,10.0,,,6
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,,10,761,,,16.1,,68.0,,,,северо-восточный,10.0,,,4
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,12.0,,,,,,,,True,,,10,761,,,16.9,,60.9,,,,восточный,10.0,,,8
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,3,,,,,,True,,,4,761,,,12.8,,96.1,,,,северный,10.0,,17.6,3
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,True,,,4,761,,,12.4,,98.1,,,,северо-восточный,10.0,,,2
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,True,,,4,761,,,12.5,,98.7,,,,юго-восточный,10.0,,,4
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,True,,,4,761,,,12.2,,98.7,,,,северо-восточный,10.0,,,1
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,15,,,18,,,True,,,4,761,,,12.7,,100.0,,12.2,,южный,10.0,,,3
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,11.0,,,,,,,,,,,10,762,,,15.2,,84.5,,,True,южный,10.0,,,8
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,13.0,,,,,,,,,,,10,763,,,15.6,,77.6,,,,юго-западный,10.0,,,8
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,15.0,,,,,,,,,,,10,763,,,19.6,,64.8,,,,юго-западный,2.0,,,5
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,0.2,,,,,,,,,10,762,,,21.0,,51.4,,,,западный,1.0,,21.4,2
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,,,10,763,,,15.4,,85.0,,,,северо-восточный,9.0,,,2
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,,,10,762,,,14.3,,83.3,,,,северо-восточный,1.0,,,3
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,,,10,761,,,13.1,,89.4,,,,северный,0.0,,,2
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,0,,,0.2,,,,,,10,761,,,13.7,,87.1,,12.3,,северный,2.0,,,2
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,,,10,761,,,18.2,,73.6,,,,восточный,7.0,,,4
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,,,10,760,,,22.7,,64.6,,,,восточный,7.0,,,3
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,,,10,759,,,26.5,,51.8,,,,восточный,2.0,,,2
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,758,,,27.4,,48.5,,,,северо-восточный,2.0,,28.1,1
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,22.0,,67.0,,,,северо-восточный,5.0,,,2
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,19.2,,72.8,,,,восточный,2.0,,,4
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,17.4,,83.6,,,,северный,6.0,,,2
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,756,,,17.2,,83.1,,16.0,,восточный,2.0,,,4
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,22.2,,68.4,,,,северо-восточный,0.0,,,2
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,27.1,,53.7,,,,северный,0.0,,,1
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,27.9,,53.5,,,,северо-восточный,9.0,,,3
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,28.3,,53.6,,,,северный,9.0,,29.2,2
1590688800,"Четверг, 28 мая
18:00 (UTC)",True,,13.0,,,,,,,,,,,10,756,,,20.0,,66.6,,,,западный,7.0,,,6
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,17.9,,78.4,,,,западный,6.0,,,2
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,17.5,,78.9,,,,западный,7.0,,,3
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,17.8,,76.9,,17.3,,западный,9.0,,,3
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,20.1,,67.1,,,,западный,9.0,,,3
1590742800,"Пятница, 29 мая
09:00 (UTC)",,True,,,,,,,,,,,,4,753,,,19.9,,79.2,,,,западный,10.0,,,4
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,19.8,,77.7,,,True,западный,10.0,,,4
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,0.4,,,,,,,,,10,755,,,16.1,,90.2,,,,западный,10.0,,21.8,6
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,True,,,,,,,10,756,,,14.8,,90.7,,,,юго-западный,10.0,,,2
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,14.9,,82.8,,,,юго-западный,10.0,,,4
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,13.6,,89.5,,,,южный,5.0,,,5
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,1,,,2,,,,,,10,758,,,14.5,,82.2,,12.9,,юго-западный,2.0,,,4
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,18.6,,63.3,,,,юго-западный,6.0,,,8
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,13.0,,,,,,,,,,,10,758,,,20.4,,54.4,,,,южный,7.0,,,8
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,17.0,,,,,,,,,,,10,759,,,21.6,,46.6,,,,юго-западный,7.0,,,8
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,12.0,,0,,,,,,,,,10,759,,,20.3,,48.9,,,,юго-западный,5.0,,22.3,7
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,,,,10,760,,,16.6,,65.0,,,,юго-западный,1.0,,,4
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,,,10,760,,,12.6,,88.8,,,,южный,0.0,,,2
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,,,10,760,,,12.2,,94.9,,,,юго-восточный,0.0,,,2
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,761,,,14.0,,91.3,,10.4,,южный,0.0,,,1
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,,,,10,760,,,18.7,,62.1,,,,южный,0.0,,,3
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,,,,10,760,,,22.3,,47.1,,,,южный,7.0,,,2
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,,,,,10,758,,,25.0,,40.1,,,,южный,7.0,,,2
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,757,,,24.3,,38.3,,,,южный,5.0,,25.3,5
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,18.6,,51.1,,,,северо-западный,2.0,,,1
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,13.6,,82.1,,,,южный,2.0,,,1
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,12.4,,84.7,,,,южный,2.0,,,1
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,756,,,13.1,,89.4,,11.6,,западный,7.0,,,1
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,20.6,,60.1,,,,северо-восточный,2.0,,,1
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,24.1,,51.2,,,,юго-западный,10.0,,,2
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,22.5,,52.1,,,,южный,10.0,,,4
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,23.0,,49.6,,,,южный,2.0,,24.8,4
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,17.9,,74.0,,,,,2.0,,,0
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,15.5,,75.5,,,,северо-западный,2.0,,,1
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,12.2,,91.2,,,,западный,0.0,,,1
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,753,,,13.7,,86.6,,10.7,,северный,10.0,,,2
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,17.9,,73.0,,,,северо-западный,10.0,,,4
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,15.8,,88.5,,,,северный,10.0,True,,2
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,,,10,753,,,21.1,,70.8,,,,северо-восточный,6.0,,,1
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,2,,,,,,,,,10,752,,,21.9,,69.2,,,,восточный,2.0,,22.3,2
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,17.8,,88.6,,,,северный,7.0,,,1
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,True,,,10,751,,,17.2,,93.8,,,,восточный,10.0,,,1
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,,,10,751,,,16.3,,98.7,,,True,северо-восточный,7.0,,,2
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,12,,,14,,,True,,,4,752,,,15.7,,98.1,,15.5,,южный,10.0,,,3
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,,,10,752,,,18.2,,80.5,,15.0,True,юго-западный,7.0,,,5
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,21.7,,68.3,,,,юго-западный,7.0,,,5
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,True,,,10,753,,,20.8,,65.1,,,,западный,9.0,,,4
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,2,,,,,,,,,10,754,,,21.5,,55.8,,,True,западный,7.0,,23.0,4
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,True,,,,,10,756,,,16.8,,76.8,,,,юго-западный,0.0,,,3
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,13.7,,90.7,,,,южный,0.0,,,3
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,12.9,,93.6,,,,южный,0.0,,,2
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,0,,,2,,,,,,10,756,,,14.3,,93.7,,11.8,,северный,1.0,,,1
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,19.4,,71.4,,,,юго-восточный,7.0,,,2
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,20.3,,63.7,,,,восточный,10.0,,,1
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,True,,,4,757,,,18.1,,85.9,,,,западный,10.0,,,3
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,1,,,,,,,,,10,757,,,17.8,,87.0,,,True,северо-западный,10.0,,21.8,1
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,16.2,,95.6,,,True,западный,7.0,,,1
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,,,10,760,,,14.6,,98.7,,,,западный,7.0,,,2
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,True,,,,4,760,,,13.6,,97.4,,,,южный,7.0,,,1
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,0,,,1,,,,,,10,761,,,13.9,,96.8,,10.5,,,2.0,,,0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,,,10,761,,,19.4,,76.7,,,,южный,6.0,,,4
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,,,10,761,,,23.3,,52.0,,,,южный,7.0,,,6
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,,,10,761,,,24.6,,46.5,,,,южный,6.0,,,5
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,761,,,23.9,,47.6,,,,южный,2.0,,25.1,4
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,,,10,761,,,18.0,,74.5,,,,южный,1.0,,,2
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,,,10,761,,,13.5,,94.9,,,,,2.0,,,0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,,,10,761,,,12.5,,97.4,,,,южный,0.0,,,1
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,761,,,15.1,,95.0,,10.8,,северо-восточный,2.0,,,1
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,,,10,762,,,21.7,,60.4,,,,восточный,4.0,,,3
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,,,10,761,,,25.0,,44.8,,,,южный,7.0,,,1
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,,,10,760,,,27.3,,34.7,,,,южный,2.0,,,3
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,760,,,27.5,,39.2,,,,восточный,2.0,,29.0,3
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,,,10,759,,,21.2,,63.5,,,,северный,0.0,,,2
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,19.4,,78.7,,,,северный,0.0,,,2
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,16.6,,90.3,,,,северный,0.0,,,2
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,757,,,17.7,,84.7,,15.5,,северо-восточный,0.0,,,1
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,22.6,,69.8,,,,восточный,0.0,,,3
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,27.8,,57.3,,,,северо-восточный,0.0,,,5
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,31.5,,38.3,,,,восточный,2.0,,,6
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,30.9,,39.1,,,,восточный,2.0,,32.3,4
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,23.8,,54.9,,,,северо-восточный,2.0,,,3
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,20.2,,60.0,,,,северо-восточный,0.0,,,3
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,17.3,,71.0,,,,северо-восточный,0.0,,,3
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,18.4,,66.7,,15.7,,восточный,0.0,,,3
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.8,,54.6,,,,восточный,0.0,,,5
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,29.1,,46.8,,,,восточный,0.0,,,4
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,32.0,,35.8,,,,северо-восточный,0.0,,,5
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,31.1,,37.2,,,,северо-восточный,0.0,,32.6,4
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.6,,60.8,,,,северный,0.0,,,2
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,20.5,,73.5,,,,северо-восточный,0.0,,,3
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,17.2,,89.7,,,,северный,7.0,,,1
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,19.6,,84.9,,16.4,,восточный,7.0,,,1
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,25.8,,62.5,,,,восточный,7.0,,,2
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,30.3,,47.2,,,,юго-восточный,7.0,,,3
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,32.4,,41.3,,,,юго-восточный,2.0,,,3
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,32.2,,40.2,,,,восточный,0.0,,33.0,3
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,26.3,,64.2,,,,северный,1.0,,,2
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,20.5,,86.1,,,,,1.0,,,0
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,21.2,,87.3,,18.4,,северный,10.0,,,1
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,28.6,,54.4,,,,восточный,4.0,,,2
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,32.0,,46.5,,,,западный,7.0,,,1
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,33.4,,36.9,,,,северный,5.0,,,3
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,32.5,,36.4,,,,северо-восточный,5.0,,34.0,3
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,24.7,,57.7,,,,северо-восточный,2.0,,,1
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,22.9,,66.8,,,,северо-восточный,2.0,,,2
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.3,,85.1,,,,северо-восточный,2.0,,,1
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,752,,,20.2,,90.5,,18.6,,,10.0,,,0
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,,10,751,,,27.6,,60.6,,,,юго-восточный,10.0,,,2
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,,10,751,,,32.8,,35.4,,,,восточный,10.0,,,2
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,,,,10,750,,,34.5,,34.1,,,,восточный,10.0,,,4
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,750,,,30.9,,57.7,,,,восточный,9.0,,35.0,2
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,,10,750,,,26.6,,68.4,,,,восточный,10.0,,,3
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,,10,749,,,28.4,,42.6,,,,юго-восточный,10.0,,,5
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,,10,749,,,25.8,,53.0,,,,юго-западный,9.0,,,5
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,750,,,22.9,,77.2,,22.8,,юго-западный,10.0,,,3
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,,10,751,,,25.8,,67.8,,22.5,,южный,9.0,,,4
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,,10,751,,,28.1,,63.4,,,,западный,9.0,,,3
