timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,20,746,,,13.6,,64.3,,,юго-восточный,0,,,3
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,20,744,,,11.9,,69.5,,,южный,0,,,3
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,0,,,0,,,,20,743,,,11.8,,70.0,10.2,,южный,2,,,3
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,20,742,,,20.3,,42.1,,,,2,,,0
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,20,741,,,24.1,,33.1,,,северо-западный,7,,,2
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,20,739,,,26.8,,25.3,,,западный,9,,,3
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,0,,,,,,,20,739,,,24.4,,28.9,,,западный,7,,26.9,2
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,20,739,,,14.7,,62.9,,,северо-восточный,10,,,2
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,20,739,,,11.0,,83.4,,,юго-восточный,2,,,1
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,20,738,,,11.0,,81.7,,,южный,0,,,1
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,0,,,0,,,,20,738,,,11.6,,77.0,8.5,,юго-восточный,1,,,2
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,20,737,,,20.7,,42.2,,,восточный,10,,,2
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,20,737,,,26.1,,28.6,,,северо-восточный,7,,,1
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,13.0,,,,,,,,20,737,,,23.7,,37.1,,,северо-западный,10,,,3
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,0,,,,,,,20,736,,,23.0,,51.2,,,северный,10,,26.8,3
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,20,738,,,16.9,,74.8,,,северный,10,,,2
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,20,736,,,14.7,,79.5,,,северо-восточный,10,,,3
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,20,738,,,13.1,,87.1,,,западный,10,,,1
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,2,,,2,,,True,10,735,,,13.0,,94.9,12.0,,восточный,9,,,3
1590127200,"Пятница, 22 мая
06:00 (UTC)",,True,,,,,,,,,10,736,,,13.4,,98.1,,,северный,10,,,1
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,True,10,737,,,13.9,,92.5,,,северо-западный,10,,,1
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,True,10,738,,,12.8,,90.6,,,северо-западный,10,,,2
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,4,,,,,,True,10,738,,,10.9,,97.4,,,северо-западный,10,,14.7,2
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,4,740,True,,9.9,,99.3,,,западный,10,,,1
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,True,10,742,,,8.8,,98.0,,,западный,10,,,2
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,4,742,True,,8.2,,98.0,,,юго-западный,10,,,1
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,40,,,44,,,True,10,743,,,7.6,,98.0,7.6,,южный,10,,,2
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,True,10,744,,,6.2,,92.0,5.5,,южный,10,,,2
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,True,,,20,745,,,11.1,,75.3,,,южный,9,,,3
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,True,,,20,745,,,15.6,,46.9,,,юго-западный,4,,,1
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,4,,,,,,,20,746,,,14.5,,50.3,,,западный,2,,15.7,2
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,20,746,,,9.7,,78.3,,,южный,7,,,1
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,20,747,,,9.3,,83.2,,,южный,7,,,2
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,20,747,,,6.8,,92.1,,,южный,2,,,1
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,0,,,4,,,,20,747,,,7.0,,88.3,5.5,,южный,7,,,1
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,20,748,,,12.1,,64.9,,,,10,,,0
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,20,748,,,15.0,,45.7,,,северный,9,,,2
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,20,748,,,16.7,,42.5,,,северный,9,,,1
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,0,,,,,,,20,748,,,17.4,,43.3,,,северный,7,,17.6,2
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,20,749,,,8.7,,86.7,,,юго-восточный,2,,,1
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,10,749,,,6.5,,94.0,,,,4,,,0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,True,,4,747,,,5.4,,99.3,,,северо-восточный,4,,,1
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,0,,,0,,True,,4,747,,,8.2,,99.3,4.1,,северо-восточный,7,,,2
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,20,745,,,14.9,,65.5,,,северо-восточный,7,,,5
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,13.0,,,,,,,,20,744,,,17.1,,52.1,,,восточный,10,,,6
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,13.0,,,,,,,True,10,744,,,13.2,,79.3,,,северо-восточный,10,,,3
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,2,,,,,,True,10,744,,,12.2,,90.6,,,северо-восточный,10,,17.6,1
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,True,10,745,,,11.7,,92.3,,,северо-восточный,10,,,1
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,10,745,,,11.5,,96.1,,True,северо-восточный,10,,,1
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,10,745,,,11.6,,95.5,,True,,10,,,0
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,0.8,,,3,,,,20,745,,,11.4,,92.9,11.3,,юго-восточный,10,,,1
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,20,746,,,16.7,,66.3,,,северо-западный,2,,,1
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,20,746,,,20.6,,47.0,,,западный,6,,,3
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,20,746,,,21.0,,51.0,,,северо-западный,2,,,3
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,0,,,,,,,20,746,,,18.8,,58.5,,,северный,7,,21.2,3
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,20,747,,,13.9,,78.9,,,северо-восточный,7,,,1
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,20,746,,,10.5,,91.0,,,,7,,,0
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,20,744,,,13.5,,77.8,,,восточный,2,,,2
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,0,,,0,,,,20,744,,,13.7,,80.5,9.3,,восточный,0,,,1
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,20,745,,,18.3,,66.7,,,северо-западный,2,,,1
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,20,744,,,22.8,,56.8,,,северный,2,,,2
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,20,743,,,26.6,,48.0,,,северный,0,,,2
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,0,,,,,,,20,742,,,26.7,,44.4,,,северный,0,,28.0,3
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,20,742,,,20.6,,61.7,,,восточный,0,,,3
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,20,741,,,17.4,,72.5,,,восточный,0,,,2
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,20,740,,,14.4,,88.9,,,юго-восточный,0,,,1
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,0,,,0,,,,20,740,,,16.2,,79.7,12.8,,южный,0,,,3
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,20,740,,,24.2,,59.4,,,северный,0,,,1
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,20,739,,,28.0,,52.5,,,северо-восточный,0,,,3
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,20,739,,,29.2,,47.2,,,западный,7,,,2
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,2,,,,,,,20,739,,,26.2,,63.4,,,восточный,7,True,30.4,2
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,20,739,,,22.6,,72.5,,True,западный,9,,,2
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,20,741,,,17.3,,76.8,,,юго-западный,7,,,1
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,20,740,,,16.6,,76.7,,,юго-западный,10,,,1
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,11.0,0,,,2,,,,20,739,,,17.1,,76.3,15.4,,юго-восточный,7,,,1
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,20,738,,,19.2,,71.4,,,северо-восточный,10,,,1
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,20,737,,True,20.1,,72.5,,,северо-западный,10,,,2
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,,20,738,,,17.8,,80.5,,,западный,10,True,,2
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,менее 0.1,,,,,,True,10,738,,,16.9,,85.2,,,западный,10,,21.2,2
1590775200,"Пятница, 29 мая
18:00 (UTC)",,True,10.0,,,,,,,,10,740,,,14.0,,90.7,,,западный,10,,,3
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,True,,,,,,20,741,,,13.0,,91.2,,,западный,9,,,3
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,20,741,,,11.6,,91.1,,True,,10,,,0
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,10,,,10,,,,20,742,,,13.7,,84.3,11.1,,западный,6,,,2
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,10.0,,,,,,,,20,742,,,17.4,,62.6,,,западный,1,,,4
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,20,742,,,20.6,,48.9,,,западный,5,,,4
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,11.0,,,,,,,,20,743,,,21.9,,44.3,,,юго-западный,2,,,3
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,0,,,,,,,20,743,,,20.4,,49.9,,,западный,4,,22.2,3
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,20,744,,,12.5,,82.5,,,северо-восточный,0,,,1
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,10,745,,,10.6,,97.4,,,,0,,,0
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,20,745,,,11.3,,91.1,,,южный,0,,,1
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,0,,,0,,,,20,745,,,12.3,,83.6,10.0,,юго-восточный,1,,,1
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,20,744,,,19.9,,59.6,,,северо-восточный,0,,,1
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,20,744,,,23.0,,40.6,,,северо-западный,2,,,2
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,,20,743,,,23.1,,39.5,,,северо-восточный,6,,,2
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,0,,,,,,,20,742,,,23.1,,42.3,,,восточный,2,,24.0,2
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,20,742,,,15.0,,81.7,,,юго-восточный,7,,,1
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,20,742,,,13.4,,92.4,,,юго-восточный,7,,,1
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,20,741,,,13.9,,84.3,,,южный,10,,,2
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,0,,,0,,,,20,740,,,14.5,,76.9,12.9,,южный,10,,,1
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,20,739,,,18.3,,56.8,,,юго-восточный,7,,,2
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,20,738,,,24.9,,46.3,,,северный,4,,,2
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,True,,,,,,,,,10,739,,,23.2,,44.3,,,западный,9,,,2
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,менее 0.1,,,,True,,,20,739,,,22.5,,37.0,,,западный,7,,25.3,1
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,20,739,,,13.3,,78.3,,True,восточный,7,,,1
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,20,739,,,15.3,,75.5,,,юго-восточный,6,,,1
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,20,737,,,11.7,,90.5,,,,0,,,0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,0,,,менее 0.1,,,,20,737,,,12.8,,83.6,11.2,,южный,7,,,2
1591077600,"Вторник, 2 июня
06:00 (UTC)",,True,,,,,,,,,10,737,,,15.6,,73.6,,,южный,10,,,2
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,20,737,,,19.1,,68.6,,True,западный,9,,,2
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,20,737,,,22.5,,59.8,,True,северо-западный,7,,,2
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,менее 0.1,,,,,,,20,736,,,20.5,,70.2,,,северо-восточный,7,,22.6,3
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,20,735,,True,16.9,,86.9,,,северный,9,,,1
1591131600,"Вторник, 2 июня
21:00 (UTC)",,True,,,,,,,,,10,735,,,16.7,,91.4,,,северный,10,,,1
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,True,,,,,10,736,,,15.6,,97.5,,,северный,9,,,1
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,3,,,3,,,True,10,736,,,16.3,,98.7,15.3,,юго-западный,10,,,1
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,True,,,,,,20,736,,,18.9,,68.6,,,западный,6,,,2
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,20,737,,,22.5,,49.8,,,юго-западный,7,,,4
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,20,737,,,20.9,,57.5,,,западный,10,,,2
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,менее 0.1,,,,,,,20,738,,,20.8,,57.1,,,западный,9,,22.8,3
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,20,740,,,16.1,,68.9,,,западный,0,,,1
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,20,740,,,11.0,,92.3,,,восточный,0,,,1
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,10,740,,,11.1,,94.8,,,юго-восточный,2,,,1
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,0,,,менее 0.1,,,,20,741,,,14.1,,82.7,10.7,,восточный,2,,,1
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,20,740,,,18.6,,66.7,,,северо-восточный,7,,,3
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,20,740,,,20.8,,60.2,,,северо-восточный,9,,,3
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,True,10,741,,,17.8,,83.7,,,северо-западный,10,,,2
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,6,,,,True,,,20,741,,,16.3,,80.8,,,,4,,21.4,0
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,20,742,,,13.3,,93.7,,True,восточный,7,,,1
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,10,744,,,13.0,,98.7,,,юго-восточный,9,,,1
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,10,745,,,11.6,,99.3,,,юго-восточный,6,,,1
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,0,,,6,,,,10,745,,,13.9,,98.7,10.6,,юго-восточный,9,,,1
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,20,745,,,19.2,,66.4,,,восточный,2,,,2
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,20,745,,,22.2,,55.6,,,северо-западный,4,,,2
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,20,745,,,24.6,,31.3,,,западный,2,,,3
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,0,,,,,,,20,745,,,23.7,,38.1,,,северо-западный,2,,25.0,2
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,20,746,,,13.8,,86.0,,,,1,,,0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,20,745,,,14.5,,83.8,,,юго-восточный,0,,,2
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,20,746,,,13.3,,87.1,,,южный,0,,,2
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,0,,,0,,,,20,745,,,14.9,,76.5,12.6,,южный,6,,,3
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,20,746,,,22.8,,51.9,,,северный,9,,,1
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,20,745,,,26.0,,44.0,,,северный,4,,,1
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,20,745,,,26.9,,40.6,,,северо-восточный,9,,,1
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,0,,,,,,,20,744,,,27.3,,46.7,,,северный,7,,27.7,2
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,20,743,,,17.6,,85.8,,,,1,,,0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,20,743,,,17.9,,84.2,,,юго-восточный,0,,,1
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,20,742,,,15.9,,87.9,,,южный,0,,,1
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,0,,,0,,,,20,742,,,17.3,,75.8,14.5,,юго-восточный,0,,,3
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,20,742,,,25.5,,46.5,,,восточный,0,,,1
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,20,741,,,28.7,,45.3,,,северо-восточный,0,,,3
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,20,740,,,30.9,,37.4,,,северо-восточный,0,,,3
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,0,,,,,,,20,740,,,29.2,,37.9,,,северо-восточный,0,,31.1,3
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,20,740,,,18.1,,72.1,,,северо-восточный,0,,,1
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,20,739,,,14.4,,83.3,,,восточный,0,,,1
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,20,739,,,12.9,,91.2,,,восточный,0,,,1
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,0,,,0,,,,20,738,,,18.3,,67.1,12.9,,южный,0,,,2
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,20,739,,,25.4,,57.5,,,северный,0,,,2
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,20,739,,,29.9,,44.2,,,северный,0,,,2
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,20,739,,,31.6,,36.9,,,северо-восточный,0,,,2
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,0,,,,,,,20,738,,,30.2,,38.4,,,северо-восточный,0,,31.7,3
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,20,738,,,20.4,,74.4,,,восточный,2,,,1
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,20,738,,,20.5,,72.5,,,юго-восточный,0,,,1
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,20,738,,,19.0,,72.3,,,юго-восточный,2,,,1
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,0,,,0,,,,20,739,,,20.1,,66.2,15.9,,южный,5,,,2
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,20,739,,,27.8,,47.4,,,южный,9,,,1
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,20,740,,,30.7,,39.8,,,северный,9,,,3
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,20,740,,,31.1,,41.0,,,северный,9,,,4
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,0,,,,,,,20,739,,,30.9,,44.4,,,северный,6,,31.8,2
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,20,739,,,21.5,,84.6,,,,6,,,0
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,20,739,,,22.5,,76.7,,,южный,4,,,1
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,20,739,,,21.1,,74.5,,,южный,0,,,3
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,0,,,0,,,,20,739,,,20.9,,71.2,19.7,,юго-восточный,9,,,2
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,20,740,,,27.5,,57.3,,,юго-западный,6,,,1
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,20,739,,,31.1,,47.1,,,северо-восточный,7,,,2
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,20,739,,,29.7,,43.8,,,северный,7,,,2
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,0,,,,,,,20,738,,,27.3,,61.3,,,северо-восточный,10,,32.0,2
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,20,738,,,23.0,,75.3,,,северо-восточный,0,,,2
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,20,737,,,21.1,,73.1,,,юго-восточный,0,,,2
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,20,737,,,19.9,,63.6,,,юго-восточный,0,,,3
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,0,,,0,,,,20,737,,,19.8,,59.9,19.1,,юго-восточный,7,,,3
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,20,736,,,27.3,,42.6,,,восточный,9,,,2
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,20,736,,,32.1,,37.5,,,северный,4,,,2
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,20,735,,,29.3,,55.2,,,северный,10,,,1
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,0,,,,,,,20,735,,,26.9,,64.7,,,южный,10,,32.8,2
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,20,735,,,25.7,,43.6,,,северо-восточный,10,,,2
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,20,734,,,24.3,,48.6,,,юго-восточный,10,,,1
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,20,734,,,22.3,,50.7,,,юго-восточный,10,,,1
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,0,,,0,,,,20,735,,,20.9,,63.4,19.6,,юго-восточный,9,,,1
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,20,735,,,26.3,,51.1,,,южный,7,,,2
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,20,735,,,29.5,,44.9,,,северный,9,,,3
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,20,736,,,27.7,,51.8,,,северо-восточный,10,,,2
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,менее 0.1,,,,,,True,10,736,,,22.5,,77.2,,,южный,10,,30.2,1
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,20,736,,,18.4,,84.3,,True,,10,,,0
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,20,736,,,17.9,,85.3,,,южный,7,,,1
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,20,736,,,17.3,,85.8,,,южный,9,,,3
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,менее 0.1,,,менее 0.1,,,,20,736,,,17.8,,80.0,17.0,,южный,10,,,1
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,20,736,,,22.6,,70.2,,True,северо-восточный,9,,,2
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,20,735,,True,24.6,,62.6,,,северо-восточный,7,,,3
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,True,,,20,736,,,20.7,,68.1,,,западный,7,,,2
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,0.8,,,,,,,20,736,,True,20.0,,80.3,,,,9,,26.2,0
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,True,,,20,736,,,16.5,,92.0,,,,2,,,0
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,20,735,,,16.6,,97.5,,,восточный,6,,,1
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,True,,,,,,,,,10,737,,,17.2,,92.7,,,восточный,10,,,2
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,4,,True,5,,,,10,737,,,17.7,,95.1,15.7,,южный,9,,,1
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,20,738,,,23.0,,64.3,,True,южный,9,,,1
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,20,738,,,26.7,,54.9,,,северо-западный,7,,,2
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,,20,739,,True,22.2,,68.8,,,западный,10,,,2
