timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,Гроза сильная (возможен град),"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Ливневой дождь очень сильный,"Высота снежного покрова, см",Количество облаков увеличилось,Туман ослабел (небо видно),"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Снег (возможно с туманом). Отдельные снежные кристаллы в виде звездочек,Ливневой снег слабый
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,70.7,,,,,юго-западный,,,,1,,,,,,,,,,,,20,745,,,5.5,,,,,,1.0,,
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,89.1,,,,,,,,,0,,,,,,,,,,,,20,745,,,1.8,,,,,,0.0,,
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,,,,90.4,,,,,юго-западный,,,,1,,,,,,,,,,,,20,745,,,0.9,,,,,,1.0,,
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,,,,,,,87.2,,,0.1,,юго-западный,,,,1,,,0,,,,,,2,,,20,745,,,1.9,,,,,,1.0,,
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,60.8,,,,,северо-западный,,,,2,,,,,,,,,,,,20,744,,,8.0,,,,,,7.0,,
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,51.5,,,,,юго-западный,,,,2,,,,,,,,,,,,20,744,,,9.7,,,True,,,7.0,,
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,,,,,,,,59.4,,,,,юго-западный,,,,2,,,,,,,,,,,,20,744,,,9.2,,,True,,,7.0,,
1589554800,"Пятница, 15 мая
15:00 (UTC)",,11.0,,,,,,,,,56.1,,,,,северо-западный,,,10.1,3,,,4,,,,,,,,,20,744,,,7.7,,,,,,9.0,,
1589565600,"Пятница, 15 мая
18:00 (UTC)",,10.0,,,,True,,,,,83.8,,,,,северный,,,,2,,,,,,,,,,,,20,744,,,4.8,,,,,,7.0,,
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,96.5,,,,,юго-западный,,,,1,,,,,,,,,,,,20,744,,,1.2,,,,,,0.0,,
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,95.7,,,,,юго-западный,,,,1,,,,,,,,,,,,20,744,,,0.1,,,,,,0.0,,
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,,,,,,,,92.4,,,0.1,,южный,,,,1,,,1,,,,,,5,,,20,744,,,1.6,,,,,,6.0,,
1589608800,"Суббота, 16 мая
06:00 (UTC)",,,,,,,,,,,68.0,,,,,юго-западный,,,,2,,,,,,,,,,,,20,744,,,6.8,,,,,,7.0,,
1589619600,"Суббота, 16 мая
09:00 (UTC)",,,,,,,,,,,40.3,,,,,юго-западный,,,,2,,,,,,,,,,,,20,743,,,10.2,,,,,,7.0,,
1589630400,"Суббота, 16 мая
12:00 (UTC)",,,,,,,,,,,32.2,,,,,западный,,,,2,,,,,,,,,,,,20,743,,,12.0,,,,,,7.0,,
1589641200,"Суббота, 16 мая
15:00 (UTC)",,,,,,,,,,,34.8,,,,,южный,,,12.0,1,,,0,,,,,,,,,20,743,,,11.4,,,,,,9.0,,
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,,,,,,,,51.8,,,,,юго-западный,,,,2,,,,,,,,,,,,20,742,,,9.4,,,,,,7.0,,
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,68.6,,,,,южный,,,,2,,,,,,,,,,,,20,742,,,7.5,,,,,,7.0,,
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,,,,,,,,,,82.3,,,,,юго-западный,,,,2,,,,,,,,,,,,20,741,,,6.5,,,,,,7.0,,
1589684400,"Воскресенье, 17 мая
03:00 (UTC)",,,,,,,,,,,86.4,,,6.0,,западный,,,,2,,,0.3,,,,,,0.3,True,,10,741,,,6.3,,,,,,10.0,,
1589695200,"Воскресенье, 17 мая
06:00 (UTC)",,,,,,,,,,,77.7,,,,,юго-западный,,,,1,,,,,,,,,,True,,10,742,,,6.2,,,,,,10.0,,
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,10.0,,,True,,,,,,83.4,,,,,юго-западный,,,,3,,,,,,,,,,,,20,742,,,5.9,,,,,,10.0,,
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,,,,,True,,,,,64.7,,,,,юго-западный,,,,5,,,,,,,,,,,,20,742,,,9.3,,,,,,9.0,,
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,12.0,,,,,,,,,70.6,,,,,северо-западный,,,9.7,1,,,2,,,,,,,,,20,742,,,7.5,,,,,,9.0,,
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,,,,,,,,,64.4,,,,,южный,,,,2,,,,,,,,,,,,20,742,,,7.8,,,,,,7.0,,
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,68.8,,,,,южный,,,,2,,,,,,,,,,,,20,741,,,6.1,,,,,,9.0,,
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,75.8,,,,,южный,,,,1,,,,,,,,,,,,20,739,,,4.8,,,,,,10.0,,
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,True,,,,,,,,82.7,,,4.8,,южный,,,,3,,,0.4,,,,,,2,,,10,738,,,5.4,,,,,,10.0,,
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,,,73.9,,,,,юго-западный,,,,4,,,,,,,,,,,,20,738,,,5.8,,,True,,,10.0,,
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,,,True,,,,,61.5,,,,,юго-западный,,,,3,,,,,,,,,,,,20,739,,,9.0,,,,,,7.0,,
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,,,,,,,,,47.5,,,,,западный,,,,4,,,,,,,True,,,,,20,739,,,10.6,,,,,,9.0,,
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,10.0,,,,,,,,,76.1,,,,,северо-западный,,,11.7,4,,,0.7,,,,,,,,,20,740,,,6.2,,,,,,10.0,,
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,,,,,,,,77.7,,,,,юго-западный,,,,1,,,,,,,,,,,,20,740,,,6.1,,,,,,7.0,,
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,,,,,,,,,78.2,,,,,северо-западный,,,,3,,,,,,,,,,,,20,740,,,5.8,,,,,,10.0,,
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,True,,,,,,,,78.7,,,,,северный,,,,3,,,,,,,,,,,,10,740,,,5.6,,,,,,10.0,,
1589857200,"Вторник, 19 мая
03:00 (UTC)",,10.0,,,,,,,,,82.5,,,3.8,,северо-западный,,,,4,,,0.6,,,,True,,1,,,20,741,,,3.9,,,,,,10.0,,
1589868000,"Вторник, 19 мая
06:00 (UTC)",,10.0,True,,,,,,,,79.7,,,3.6,,северо-западный,,,,5,,,,,,,,,,,,10,741,,,4.6,,,,,,10.0,,
1589878800,"Вторник, 19 мая
09:00 (UTC)",,11.0,True,,,,,,,,79.8,,,,,северо-западный,,,,6,,,,,,,,,,,,10,742,,,5.3,,,,,,10.0,,
1589889600,"Вторник, 19 мая
12:00 (UTC)",,12.0,True,,,,,,,,82.2,,,,,северный,,,,4,,,,,,,,,,,,10,743,,,5.5,,,,,,10.0,,
1589900400,"Вторник, 19 мая
15:00 (UTC)",,10.0,True,,,,,,,,81.6,,,,,северный,,,5.7,4,,,5,,,,,,,,,10,744,,,5.6,,,,,,10.0,,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,True,,,,,,,,85.0,,,,,северный,,,,3,,,,,,,,,,,,10,744,,,4.8,,,,,,10.0,,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,11.0,True,,,,,,,,83.8,,,,,северный,,,,5,,,,,,,,,,,,10,743,,,4.3,,,,,,10.0,,
1589932800,"Среда, 20 мая
00:00 (UTC)",,10.0,True,,,,,,,,86.1,,,,,северо-западный,,,,5,,,,,,,,,,,,10,742,,,3.7,,,,,,10.0,,
1589943600,"Среда, 20 мая
03:00 (UTC)",,11.0,True,,,,,,,,87.3,,,2.7,,северо-западный,,,,6,,,14,,,,,,18,,,10,741,,,2.8,,,,,,10.0,,
1589954400,"Среда, 20 мая
06:00 (UTC)",,10.0,True,,,,,,,,87.9,,,2.0,,северо-западный,,,,5,,,,,,,,,,,,10,741,,,3.0,,,,,,10.0,,
1589965200,"Среда, 20 мая
09:00 (UTC)",,,True,,,,,,,,84.4,,,,,северо-западный,,,,4,,,,,,,,,,,,10,741,,,4.4,,,,,,10.0,,
1589976000,"Среда, 20 мая
12:00 (UTC)",,,True,,,,,,,,83.2,,,,,северо-западный,,,,4,,,,,,,,,,,,10,742,,,4.6,,,,,,10.0,,
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,,,,,,75.8,,,,,северо-западный,,,5.3,3,,,3,,,,,,,,,20,742,,,4.8,,,True,,,10.0,,
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,76.2,,,,,западный,,,,2,,,,,,,,,,,,20,743,,,3.9,,,True,,,10.0,,
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,86.5,,,,,юго-западный,,,,2,,,,,,,,,,,,20,742,,,1.4,,,,,,6.0,,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,84.1,,,,,северо-западный,,,,2,,,,,,,,,,,,20,743,,,2.3,,,,,,10.0,,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,,,,,92.4,True,,1.0,,западный,,,,1,,,менее 0.1,,,,,,3,,,2,744,,,1.0,,,,,,10.0,,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,78.0,,,,,северо-западный,,,,2,,,,,,,,,,,,20,744,,,4.2,,,True,,,10.0,,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,68.7,,,,,северо-западный,,,,3,,,,,,,,,,,,20,745,,,8.1,,,,,,9.0,,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,,72.7,,,,,северный,,,,4,,,,,,,,,,,,20,746,,,8.0,,,,,,10.0,,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,True,,,,,,,,83.0,,,,,северный,,,8.7,3,,,менее 0.1,,,,,,,,,20,746,,,7.6,,,,,,10.0,,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,True,,,,,,,,83.0,,,,,северо-восточный,,,,7,,,,,,,,,,,,10,746,,,7.2,,,,,,10.0,,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,15.0,True,,,,,,,,83.2,,,,,северный,,,,8,,,,,,,,,,,,10,747,,,4.3,,,,,,10.0,,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,12.0,True,,,,,,,,86.7,,,,,северный,,,,5,,,,,,,,,,,,10,747,,,3.1,,,,,,10.0,,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,10.0,True,,,,,,,,86.1,,,2.7,,северный,,,,7,,,12,,,,,,12,,,10,747,,,3.0,,,,,,10.0,,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,10.0,,,,,,,,,78.5,,,,,северный,,,,6,,,,,,,,,,,,20,747,,,4.0,,,True,,,10.0,,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,11.0,,,,,,,,,68.3,,,,,северный,,,,6,,,,,,,,,,,,20,748,,,6.2,,,,,,10.0,,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,12.0,,,,,,,,,66.0,,,,,северный,,,,7,,,,,,,,,,,,20,749,,,6.5,,,True,,,10.0,,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,12.0,,,,,,,,,61.5,,,,,северный,,,7.7,6,,,менее 0.1,,,,,,,,,20,749,,,7.3,,,,,,10.0,,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,70.3,,,,,северный,,,,1,,,,,,,,,,,,20,750,,,6.3,,,,,,10.0,,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,78.7,,,,,западный,,,,1,,,,,,,,,,,,20,751,,,5.4,,,,,,10.0,,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,True,,,,,,71.2,,,,,северо-восточный,,,,3,,,,,,,,,,,,20,751,,,5.8,,,,,,10.0,,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,,64.4,,,4.8,,северо-восточный,,,,4,,,менее 0.1,,,,,,менее 0.1,,,20,753,,,5.8,,,,,,9.0,,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,56.5,,,,,северный,,,,4,,,,,,,,,,,,20,753,,,7.6,,,,,,9.0,,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,49.7,,,,,северо-восточный,,,,5,,,,,,,,,,,,20,754,,,9.7,,,,,,9.0,,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,51.5,,,,,северо-восточный,,,,3,,,,,,,,,,,,20,754,,,9.4,,,,,,9.0,,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,10.0,,,,,,,,,55.3,,,,,северо-восточный,,,10.7,3,,,0,,,,,,,,,20,755,,,9.2,,,,,,9.0,,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,55.1,,,,,северо-восточный,,,,2,,,,,,,,,,,,20,755,,,8.4,,,,,,9.0,,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,70.8,,,,,северо-восточный,,,,2,,,,,,,,,,,,20,755,,,6.0,,,,,,9.0,,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,76.0,,,,,северный,,,,2,,,,,,,,,,,,20,754,,,5.6,,,,,,10.0,,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,,70.3,,,5.5,,северо-восточный,,,,4,,,0,,,,,,0,,,20,754,,,6.0,,,,,,10.0,,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,True,,,,,,,,70.4,,,,,северо-восточный,,,,4,,,,,,,,,,,,10,753,,,6.7,,,,,,10.0,,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,True,,,,,,,,83.4,,,,,северо-восточный,,,,1,,,,,,,,,,,,10,753,,,6.3,,,,,,10.0,,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,True,,,,,,,,80.0,,,,,северо-восточный,,,,4,,,,,,,,,,,,10,753,,,6.8,,,,,,10.0,,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,True,,,,,,,,84.0,,,,,северо-восточный,,,6.9,2,,,7,,,,,,,,,10,753,,,6.3,,,,,,10.0,,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,True,,,,,,,,88.2,,,,,северный,,,,3,,,,,,,,,,,,10,752,,,5.7,,,,,,10.0,,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,90.0,,,,,северный,,,,2,True,,,,,,,,,,,20,752,,,4.8,,,,,,10.0,,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,True,,,,,,,,91.3,,,,,северо-западный,,,,1,,,,,,,,,,,,10,751,,,4.8,,,,,,10.0,,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,True,,,,,,,,90.7,,,4.7,,западный,,,,1,,,3,,,,,,9,,,10,752,,,5.4,,,,,,10.0,,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,85.3,,,,,юго-западный,,,,2,,,,,,,,,,,,20,752,,,7.1,,,True,,,10.0,,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,76.1,,,,,юго-западный,,,,5,,,,,,,,,,,,20,753,,,9.6,,,,,,9.0,,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,64.8,,,,,юго-западный,,,,1,,,,,,,,,,,,20,754,,,11.5,,,True,,,9.0,,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,,67.2,,,,,южный,,,12.4,2,,,1,,,,,,,,,20,756,,,12.4,,,True,,,9.0,,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,True,,,,,85.6,,,,,,,,,0,,,,,,,,,,,,20,757,,,10.0,,,,,,7.0,,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,87.8,,,,,юго-западный,,,,1,,,,,,,,,,,,20,757,,,8.6,,,,,,9.0,,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,92.6,,,,,,,,,0,,,,,,,,,,,,20,758,,,6.0,,,,,,7.0,,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,,86.7,,,6.0,,юго-западный,,,,1,,,0,,,,,,1,,,20,759,,,8.8,,,,,,6.0,,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,62.7,,,,,юго-западный,,,,2,,,,,,,,,,,,20,760,,,12.2,,,,,,7.0,,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,44.8,,,,,северо-восточный,,,,1,,,,,,,,,,,,20,760,,,17.2,,,,,,6.0,,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,47.7,,,,,восточный,,,,2,,,,,,,,,,,,10,759,,,16.0,,,,,,9.0,,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,True,,,,,64.0,,,,,северо-восточный,,,17.2,2,,,менее 0.1,,,,,,,,,20,759,,,14.1,,,,,,9.0,,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,74.0,,,,,северный,,,,1,,,,,,,True,,,,,20,759,,,12.5,,,,,,9.0,,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,89.0,,,,,северный,,,,1,,,,,,,,,,,,20,758,,,8.0,,,,,,6.0,,
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,,,,,северный,,,,58,,,,,,,,,,,,0,758,,,,,,,,,1.0,,
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,,,,,87.8,,,5.1,,восточный,,,,1,,,0,,,,,,менее 0.1,,True,4,757,,,8.0,,,,,,6.0,,
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,53.1,,,,,северный,,,,1,,,,,,,,,,,,20,756,,,15.6,,,,,,6.0,,
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,37.8,,,,,северо-западный,,,,3,,,,,,,,,,,,20,755,,,18.2,,,,,,7.0,,
1590580800,"Среда, 27 мая
12:00 (UTC)",,10.0,,,,,,,,,38.0,,,,,северо-западный,,,,2,,,,,,,,,,,,20,754,,,17.0,,,,,,7.0,,
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,,,,,32.3,,,,,северо-западный,,,19.0,3,,,0,,,,,,,,,20,754,,,18.1,,,,,,7.0,,
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,63.7,,,,,юго-западный,,,,1,,,,,,,,,,,,20,754,,,12.7,,,,,,2.0,,
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,83.6,,,,,юго-западный,,,,1,,,,,,,,,,,,20,754,,,8.0,,,,,,1.0,,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,87.7,,,,,юго-западный,,,,2,,,,,,,,,,,,20,754,,,7.2,,,,,,1.0,,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,,,,,74.5,,,7.2,,юго-западный,,,,1,,,0,,,,,,0,,,20,754,,,12.2,,,,,,9.0,,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,50.5,,,,,южный,,,,1,,,,,,,,,,,,20,754,,,17.6,,,,,,2.0,,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,58.2,,,,,восточный,,,,1,,,,,,,,,,True,,10,754,,,16.0,,,,,,9.0,,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,True,,,,,31.8,,,,,восточный,,,,2,,,,,,,,,,,,20,753,,,21.1,,,,,,7.0,,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,,,,,34.0,,,,,юго-восточный,,,21.3,1,,,1,,,,,,,,,20,753,,,19.6,,,,,,7.0,,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,48.7,,,,,юго-западный,,,,1,,,,,,,,,,,,20,753,,,16.0,,,,,,7.0,,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,71.0,,,,,южный,,,,1,,,,,,,,,,,,20,753,,,12.1,,,,,,6.0,,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,71.4,,,,,южный,,,,1,,,,,,,,,,,,20,753,,,11.9,,,,,,9.0,,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,,64.9,,,10.3,,юго-восточный,,,,1,,,0,,,,,,1,,,20,753,,,14.0,,,,,,6.0,,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,42.7,,,,,южный,,,,2,,,,,,,,,,,,20,753,,,19.3,,,,,,9.0,,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,41.3,,,,,южный,,,,3,,,,,,,,,,,,20,753,,,19.8,,,,,,10.0,,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,,58.5,,,,,южный,,,,4,,,,,,,True,,,,,20,754,,,17.1,,,,,,10.0,,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,,58.8,,,,,южный,,,20.1,1,,,менее 0.1,,,,,,,,,20,753,,,16.7,,,,,,10.0,,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,72.0,,,,,северный,,,,1,,,,,,,,,,,,20,753,,,14.9,,,,,,9.0,,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,89.8,,,,,северный,,,,1,,,,,,,,,,,True,4,753,,,10.3,,,,,,6.0,,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,92.8,,,,,северный,,,,2,,,,,,,,,,,True,4,753,,,9.1,,,,,,7.0,,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,,,,,92.9,,,8.8,,северный,,,,2,,,0,,,,,,менее 0.1,,True,4,753,,,10.3,,,,,,9.0,,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,75.9,,,,,северо-восточный,,,,3,,,,,,,,,,,,20,753,,,14.3,,,,,,9.0,,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,True,,,,,,66.1,,,,,восточный,,,,2,,,,,,,,,,,,20,753,,,15.6,,,,,,9.0,,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,True,,,,,52.8,,,,,восточный,,,,2,,,,,,,,,,,,20,753,,,17.1,,,,,,7.0,,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,,,,,48.6,,,,,юго-восточный,,,19.3,1,,,менее 0.1,,,,,,,,,20,752,,,18.2,,,,,,6.0,,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,46.0,,,,,северо-восточный,,,,5,,,,,,,,,,,,20,753,,,14.8,,,,,,1.0,,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,74.3,,,,,северный,,,,2,,,,,,,,,,,,20,752,,,8.3,,,,,,0.0,,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,69.7,,,,,северный,,,,3,,,,,,,,,,,,20,752,,,8.0,,,,,,0.0,,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,,58.2,,,7.4,,северо-восточный,,,,6,,,0,,,,,,менее 0.1,,,20,751,,,11.1,,,,,,6.0,,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,11.0,,,,,,,,,55.4,,,,,северный,,,,7,,,,,,,,,,,,20,751,,,12.5,,,,,,9.0,,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,11.0,,,,,,,,,50.0,,,,,северный,,,,5,,,,,,,,,,,,20,751,,,12.0,,,,,,9.0,,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,13.0,,,,,,,,,48.9,,,,,северный,,,,8,,,,,,,,,,,,20,751,,,13.2,,,,,,9.0,,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,13.0,,,,,,,,,56.4,,,,,северный,,,13.7,8,,,0,,,,,,,,,20,751,,,10.5,,,,,,9.0,,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,14.0,True,,,,,,,,80.2,,,,,северный,,,,4,,,,,,,,,,,,10,751,,,8.0,,,,,,10.0,,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,79.1,,,,,северный,,,,5,True,,,,,,,,,,,20,751,,,8.0,,,,,,10.0,,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,67.2,,,,,северный,,,,6,,,,,,,,,,,,20,751,,,7.6,,,True,,,10.0,,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,,62.0,,,7.1,,северо-восточный,,,,4,,,0.4,,,,,,0.4,,,20,751,,,7.3,,,,,,10.0,,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,45.9,,,,,северо-восточный,,,,5,,,,,,,,,,,,20,752,,,12.1,,,,,,6.0,,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,13.0,,,,,,,,,37.1,,,,,северо-восточный,,,,6,,,,,,,,,,,,20,753,,,12.9,,,,,,7.0,,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,10.0,,,,,,,,,32.0,,,,,северный,,,,6,,,,,,,,,,,,20,753,,,14.4,,,,,,7.0,,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,11.0,,,,,,,,,33.4,,,,,северо-восточный,,,14.8,5,,,0,,,,,,,,,20,754,,,11.9,,,,,,7.0,,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,44.6,,,,,северо-восточный,,,,3,,,,,,,,,,,,20,754,,,10.0,,,,,,9.0,,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,62.0,,,,,северо-восточный,,,,3,,,,,,,,,,,,20,755,,,7.5,,,,,,9.0,,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,69.9,,,,,северо-восточный,,,,3,,,,,,,,,,,,20,755,,,6.8,,,,,,9.0,,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,,,,,63.7,,,6.1,,восточный,,,,2,,,0,,,,,,0,,,20,755,,,8.8,,,,,,7.0,,
