timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C","Пыль, песок или брызги, поднятые ветром",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,,,,,50,707,,,20.5,,40.1,,,,,7,,,0.0
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,50,706,,,26.6,,26.5,,,,юго-западный,9,,,2.0
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,12.0,,,,,,,,50,705,,,27.3,,21.8,,,,северный,7,,,3.0
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,0,,,,,,50,704,,,26.3,,21.5,,,,северо-восточный,7,,28.2,2.0
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,,,,,,10,707,,,18.8,,42.5,,,,,2,,,0.0
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,10,708,,,12.6,,57.0,,,,,1,,,0.0
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,10,709,,,8.8,,55.2,,,,,0,,,0.0
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,0,,,,0,,50,709,,,14.4,,35.2,7.0,,,северный,0,,,1.0
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,,,,,50,709,,,19.9,,25.0,,,,северный,0,,,1.0
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,50,708,,,22.7,,19.7,,,,западный,2,,,2.0
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,50,707,,,25.4,,17.0,,,,западный,4,,,1.0
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,0,,,,,,50,707,,,25.0,,18.5,,,,северо-западный,6,,25.8,2.0
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,,,,,10,709,,,18.6,,25.9,,,,юго-восточный,2,,,1.0
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,10,709,,,14.4,,37.0,,,,западный,1,,,2.0
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,10,710,,,9.0,,53.3,,,,,0,,,0.0
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,0,,,,0,,50,711,,,14.1,,38.3,8.0,,,,2,,,0.0
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,,50,711,,,20.0,,26.7,,,,юго-восточный,1,,,1.0
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,50,710,,,23.5,,18.9,,,,северный,2,,,1.0
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,50,709,,,25.4,,19.8,,,,северо-западный,2,,,1.0
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,0,,,,,,50,709,,,25.6,,16.9,,,,южный,2,,26.2,1.0
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,,,,,10,709,,,16.2,,31.8,,,,,0,,,0.0
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,10,710,,,12.6,,38.1,,,,южный,0,,,2.0
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,10,711,,,9.6,,56.6,,,,,0,,,0.0
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,0,,,,0,,50,712,,,12.2,,47.6,8.9,,,,0,,,0.0
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,,50,712,,,20.0,,37.6,,,,юго-восточный,1,,,1.0
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,50,711,,,25.8,,25.2,,,,юго-западный,4,,,2.0
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,50,709,,,28.0,,16.9,,,,западный,7,,,1.0
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,0,,,,,,50,709,,,27.2,,18.5,,,,северо-западный,7,,28.6,3.0
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,,10,710,,,22.0,,31.9,,,,северный,9,,,2.0
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,10,711,,,19.6,,35.4,,,,западный,6,,,1.0
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,50,711,,,16.4,,42.7,,,,южный,7,,,1.0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,0,,,,0,,50,713,,,17.2,,39.7,15.6,,,северо-западный,9,,,1.0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,,50,713,,,21.1,,37.4,,,,северный,9,,,3.0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,50,711,,,24.2,,29.9,,,,северный,7,,,2.0
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,10.0,,,,,,,,50,711,,,24.3,,33.2,,,,северный,9,,,3.0
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,0,,,,,,50,710,,,24.4,,29.8,,,,северо-западный,7,,26.1,2.0
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,,10,711,,,19.6,,34.4,,,,,4,,,0.0
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,10,711,,,14.0,,57.7,,,,,5,,,0.0
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,True,,,10,711,,,13.0,,71.2,,,,северо-западный,9,,,1.0
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,50,712,,,13.6,,69.8,12.4,,True,восточный,7,,,1.0
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,,50,712,,,19.5,,49.3,,,,северный,9,,,1.0
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,50,709,,,24.4,,34.6,,,,восточный,9,,,2.0
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,50,707,,,27.2,,26.5,,,,юго-западный,9,,,2.0
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,10.0,,0,,,,,,50,705,,,28.1,,24.8,,,,южный,9,,28.5,3.0
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,,,,,10,703,,,21.8,,40.8,,,,северный,7,,,1.0
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,10,700,,,19.2,,41.7,,,,восточный,5,,,2.0
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,10,697,,,17.0,,51.7,,,,северный,9,,,2.0
1590537600,"Среда, 27 мая
00:00 (UTC)",,True,13.0,,5,,,,5,,50,698,,,14.4,,91.9,13.6,,,,10,,,0.0
1590548400,"Среда, 27 мая
03:00 (UTC)",,,10.0,,,,,,,,50,698,,,17.4,,73.4,,,True,южный,9,,,1.0
1590559200,"Среда, 27 мая
06:00 (UTC)",,,13.0,,,,,,,True,50,700,,,16.2,,50.4,,,,северный,9,,,5.0
1590570000,"Среда, 27 мая
09:00 (UTC)",,,14.0,,,,,True,,,50,701,,,14.8,,39.6,,,,северо-западный,10,,,5.0
1590580800,"Среда, 27 мая
12:00 (UTC)",,,16.0,,3,,,,,,50,703,,,13.2,,32.3,,,True,северный,7,,18.3,7.0
1590591600,"Среда, 27 мая
15:00 (UTC)",,,18.0,,,,,,,,10,706,,,8.5,,41.0,,,,северный,2,,,6.0
1590602400,"Среда, 27 мая
18:00 (UTC)",,,13.0,,,,,,,,10,706,,,7.6,,45.2,,,,северный,6,,,4.0
1590613200,"Среда, 27 мая
21:00 (UTC)",,,12.0,,,,,,,,10,707,,,5.0,,59.6,,,,,5,,,0.0
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,0,,,,3,,50,708,,,7.6,,51.7,3.2,,,южный,4,,,1.0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,11.0,,,,,,,,50,707,,,11.3,,33.0,,,,северо-западный,7,,,4.0
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,12.0,,,,,,,,50,707,,,12.3,,29.3,,,,северо-западный,9,,,4.0
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,12.0,,,,,,,,50,707,,,13.5,,27.5,,,,северо-западный,9,,,4.0
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,0,,,,,,50,707,,,13.1,,34.3,,,,северный,9,,15.6,3.0
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,,,,,10,708,,,10.0,,44.3,,,,северо-западный,9,,,2.0
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,10,708,,,9.0,,45.7,,,,западный,10,,,2.0
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,10,708,,,7.1,,60.2,,,,юго-западный,10,,,1.0
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,0,,,,0,,50,708,,,8.2,,63.1,6.8,,,северо-западный,9,,,2.0
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,,50,708,,,12.0,,38.8,,,,северный,9,,,3.0
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,50,707,,,14.1,,33.6,,,,северо-западный,9,,,3.0
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,10.0,,,,,,,,50,706,,,16.3,,24.6,,,,северный,7,,,4.0
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,10.0,,0,,,,,,50,707,,,14.8,,22.5,,,,северо-западный,5,,16.9,4.0
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,,10,707,,,10.6,,38.9,,,,южный,1,,,1.0
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,10,707,,,6.1,,54.4,,,,юго-западный,2,,,1.0
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,10,707,,,3.0,,74.4,,,,северо-восточный,2,,,1.0
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,0,,,,0,,50,706,,,6.1,,71.3,2.6,,,северо-восточный,7,,,1.0
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,,,,,50,705,,,13.5,,35.9,,,,восточный,9,,,2.0
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,50,703,,,16.2,,32.7,,,,юго-восточный,10,,,1.0
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,50,702,,,16.9,,35.9,,,,северный,9,,,2.0
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,0,,,,,,50,702,,,17.1,,38.9,,,,восточный,9,,17.7,1.0
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,,,,,10,701,,,14.8,,47.3,,,,восточный,9,,,1.0
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,True,10,701,,,13.1,,60.8,,,,восточный,10,,,1.0
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,True,10,701,,,10.2,,88.6,,,,юго-западный,10,,,2.0
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,4,,,,4,,50,702,,,10.2,,91.0,9.6,,True,,10,,,0.0
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,,50,703,,,12.4,,79.7,,,True,северо-западный,9,,,1.0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,13.0,,,,,,,,50,702,,,17.4,,41.8,,,True,северо-западный,6,,,4.0
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,13.0,,,,,,,,50,702,,,20.0,,26.7,,,,северо-западный,7,,,6.0
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,13.0,,0.7,,,,,,50,702,,,18.2,,33.5,,,,северо-западный,10,,20.4,1.0
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,,,,,,True,10,703,,,14.6,,57.5,,,,западный,10,,,1.0
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,10,702,,,12.7,,74.6,,,True,восточный,10,,,1.0
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,10,702,,,11.9,,78.6,,,,северо-восточный,10,,,1.0
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,0.5,,,,1,,50,702,,,11.9,,81.9,11.7,,,северо-западный,10,,,1.0
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,,50,702,,,13.2,,76.2,,,True,,9,,,0.0
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,50,700,,,16.2,,57.1,,,True,северный,9,,,1.0
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,11.0,,,,,,,True,50,699,,,17.2,,52.8,,,,северный,9,,,6.0
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,14.0,,менее 0.1,,,,,,50,701,,,16.4,,48.8,,,True,северо-западный,9,,20.2,6.0
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,17.0,,,,,,,,10,703,,,13.7,,35.5,,,,северный,9,,,4.0
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,10,703,,,11.0,,50.8,,,,северо-западный,7,,,1.0
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,10,704,,,10.2,,51.7,,,,северный,9,,,2.0
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,0,,,,0,,50,704,,,9.8,,63.0,9.6,,,северный,10,,,1.0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,,,,,50,703,,,11.5,,52.8,9.1,,True,северный,10,,,1.0
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,True,,,50,703,,,11.9,,58.0,,,,северо-западный,10,,,1.0
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,50,703,,,14.2,,61.0,,,True,северо-восточный,9,,,1.0
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,0.6,,,,,,50,702,,,15.9,,60.2,,,True,северо-восточный,9,,16.9,2.0
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,,,True,,,10,702,,,12.6,,87.0,,,,южный,9,,,1.0
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,10,702,,,11.0,,91.1,,,True,,9,,,0.0
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,10,702,,,10.8,,94.8,,,,,9,,,0.0
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,1,,,,2,,50,702,,,12.0,,90.5,10.0,,,северный,9,,,1.0
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,,,,,50,702,,,15.8,,70.7,,,,северо-восточный,9,,,1.0
1591164000,"Среда, 3 июня
06:00 (UTC)",,True,,,,,,,,,20,701,,,18.1,,58.3,,,,западный,9,,,1.0
1591174800,"Среда, 3 июня
09:00 (UTC)",,,15.0,,,,,,,,50,701,,,15.2,True,77.5,,,,западный,9,,,1.0
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,1,,,,,,50,702,,,17.4,,49.7,,,True,северный,9,,20.1,3.0
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,,,,,10,703,,,14.1,,56.9,,,,западный,7,,,1.0
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,10,704,,,8.1,,83.1,,,,южный,4,,,1.0
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,20,703,,,7.5,,85.9,,,,северный,7,,,1.0
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,0,,,,1,,50,703,,,9.4,,76.1,6.0,,,северо-восточный,9,,,1.0
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,,20,702,True,,9.6,,85.6,,,,южный,10,,,1.0
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,True,50,702,,,11.8,,79.7,,,,юго-западный,10,,,1.0
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,50,701,,,13.6,,65.7,,,True,северный,9,,,2.0
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,7,,,,,,50,701,,,14.9,,60.8,,,True,северный,9,,15.2,1.0
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,,50,701,,,11.5,,81.8,,,,,9,,,0.0
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,10,700,,,9.8,,88.0,,,,,9,,,0.0
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,50,700,,,8.2,,92.8,,,,,6,,,0.0
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,0,,,,7,,50,699,,,10.2,,85.6,7.9,,,восточный,9,,,1.0
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,,50,698,,,13.9,,69.0,,,,северный,9,,,1.0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,50,696,,,17.6,,51.5,,,True,северо-восточный,9,,,2.0
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,50,694,,,17.0,,56.1,,,,северо-западный,10,,,3.0
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,50,692,,,16.8,,64.6,,,,,10,,18.0,0.0
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,11.0,,,,,,,,10,693,True,,12.6,,82.5,,,,,10,,,0.0
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,10,695,True,,7.8,,83.0,,,,юго-западный,10,,,4.0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,20,698,True,,6.7,,88.3,,,,северо-западный,10,,,1.0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,8,,,True,8,,50,700,,,8.2,,87.2,6.6,,,юго-западный,9,,,1.0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,,50,701,,,11.8,,56.8,,,,юго-западный,9,,,1.0
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,11.0,,,,,,,,50,701,,,12.4,,49.0,,,True,юго-западный,9,,,5.0
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,11.0,,,,,,,True,20,701,,,14.8,,45.4,,,,юго-западный,9,,,3.0
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,10.0,,2,,,,,,50,702,,,13.3,,44.6,,,True,северо-западный,7,,16.4,3.0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,12.0,,,,,,,,10,704,,,11.6,,45.7,,,,западный,10,,,3.0
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,True,10,704,,,8.6,,66.4,,,,северо-западный,10,,,2.0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,20,705,,,7.2,,75.7,,,,северо-западный,10,,,1.0
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,менее 0.1,,,True,2,,50,706,,,7.7,,79.1,6.6,,,северо-западный,10,,,1.0
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,,,,,50,707,,,10.8,,67.8,,,,,10,,,0.0
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,True,50,706,,,13.7,,46.3,,,,северо-западный,9,,,1.0
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,50,706,,,16.1,,41.1,,,,северный,7,,,4.0
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,50,706,,,14.2,,44.2,,,,северо-западный,9,,16.6,3.0
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,,,,,10,706,,,12.4,,59.8,,,True,западный,9,,,1.0
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,10,706,,,8.8,,74.9,,,True,,9,,,0.0
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,True,,,10,705,,,8.4,,86.0,,,,восточный,10,,,1.0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,0.9,,,,0.9,,50,705,,,9.5,,81.5,7.7,,True,юго-западный,9,,,1.0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,True,50,706,,,12.4,,63.2,,,,северо-западный,9,,,2.0
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,10.0,,,,,True,,,50,706,,,13.3,,52.5,,,,северный,7,,,4.0
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,50,705,,,16.1,,37.8,,,,северо-западный,7,,,2.0
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,0.5,,,,,,50,705,,,15.9,,38.3,,,,западный,6,,17.6,3.0
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,,,,,50,706,,,12.8,,53.9,,,,северо-западный,6,,,1.0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,10,706,,,8.0,,79.1,,,,восточный,6,,,1.0
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,50,704,,,7.1,,81.2,,,,восточный,10,,,1.0
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,0.1,,,,0.6,True,20,704,,,6.9,,84.1,6.9,,,восточный,10,,,1.0
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,,,True,20,703,,,8.0,,92.8,,,,восточный,10,,,1.0
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,50,703,,,11.2,,74.3,,,True,восточный,10,,,2.0
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,50,702,,,13.8,,65.7,,,,северный,9,,,2.0
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,11.0,,8,,,,,True,50,703,,,11.2,,76.4,,,,западный,9,,14.0,1.0
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,,,,,20,705,,,7.9,,92.8,,,,южный,2,,,1.0
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,10,705,,,6.2,,94.0,,,,северный,7,,,1.0
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,20,705,,,6.2,,92.7,,,,северо-восточный,10,,,1.0
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,менее 0.1,,,True,8,,50,705,,,7.9,,91.5,4.9,,,северо-восточный,9,,,2.0
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,True,,,,,,,20,705,,,8.1,,92.8,,,,северо-западный,10,,,1.0
1591768800,"Среда, 10 июня
06:00 (UTC)",,True,10.0,,,,,,,,50,705,,,9.4,,72.5,,,,северо-западный,10,,,4.0
1591779600,"Среда, 10 июня
09:00 (UTC)",,,10.0,,,,,,,,50,705,,,12.5,,53.4,,,True,западный,9,,,3.0
1591790400,"Среда, 10 июня
12:00 (UTC)",,,12.0,,3,,,,,,50,705,,,10.7,,59.3,,,True,западный,7,,12.7,2.0
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,,,,,10,706,,,8.2,,65.9,,,,юго-западный,7,,,1.0
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,10,707,,,7.0,,79.5,,,,,5,,,0.0
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,50,707,,,6.3,,80.5,,,,,7,,,0.0
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,0,,,,3,,50,708,,,5.7,,83.4,3.6,,,,7,,,0.0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,,,,50,708,,,12.5,,55.7,,,,северный,4,,,1.0
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,50,707,,,16.3,,42.4,,,,северо-восточный,2,,,2.0
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,50,706,,,18.5,,36.6,,,,северо-западный,2,,,1.0
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,0,,,,,,50,705,,,19.2,,33.1,,,,западный,2,,20.0,1.0
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,,,,,10,705,,,12.6,,62.4,,,,южный,6,,,1.0
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,10,706,,,11.2,,71.8,,,,,10,,,0.0
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,True,10,706,,,10.3,,74.7,,,,восточный,10,,,2.0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,50,706,,,10.4,,78.4,9.8,,True,северо-восточный,9,,,1.0
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,,50,707,,,16.0,,54.0,,,,восточный,7,,,1.0
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,50,707,,,19.4,,41.2,,,,северный,9,,,3.0
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,50,706,,,21.2,,47.2,,,,северо-западный,7,,,1.0
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,0,,,,,,50,706,,,22.0,,43.7,,,,северо-западный,6,,22.6,1.0
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,,,,50,706,,,16.2,,76.2,,,,,2,,,0.0
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,10,706,,,13.0,,78.2,,,,северный,0,,,1.0
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,50,706,,,11.2,,84.0,,,,,0,,,0.0
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,0,,,,0,,50,707,,,14.3,,69.5,10.1,,,северо-восточный,1,,,1.0
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,,,,,50,706,,,19.8,,49.7,,,,восточный,0,,,1.0
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,50,705,,,24.6,,35.6,,,,северо-восточный,2,,,3.0
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,50,703,,,27.2,,32.5,,,,северо-восточный,2,,,1.0
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,0,,,,,,50,702,,,27.6,,27.7,,,,северный,6,,28.1,1.0
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,,,,,,10,703,,,19.6,,59.5,,,,,9,,,0.0
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,10,703,,,16.3,,69.4,,,,,9,,,0.0
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,10,703,,,17.0,,58.1,,,,северный,9,,,2.0
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,0,,,,0,,50,704,,,16.5,,68.6,14.9,,,северо-восточный,7,,,1.0
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,,,,50,703,,,20.4,,53.7,,,,северный,9,,,1.0
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,50,702,,,26.8,,37.2,,,,северо-восточный,7,,,1.0
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,50,700,,,30.0,,26.7,,,,восточный,6,,,1.0
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,0,,,,,,50,699,,,30.6,,24.7,,,,северный,7,,31.0,1.0
