timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Количество облаков уменьшилось,Мгла,Дождь (незамерзающий) слабый с перерывами,"Пыльная (песчаная) буря, слабая или умеренная",Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Пыльная (песчаная) буря, слабая или умеренная началась (усилилась)",Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,,,,,96.2,,северо-западный,,20.0,4.0,,,2,,,,,,,1.0,717,,True,14.0,,,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,97.4,,северо-западный,,,5.0,,,,,,,,,,0.0,718,,True,11.0,,,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,13.0,,,,,True,,,,98.0,,западный,,,4.0,,,,,,,,,,10.0,718,,,10.0,,,10.0
1590192000,"Суббота, 23 мая
00:00 (UTC)",,11.0,True,,,,,,,,97.3,,северный,,,6.0,,,,,,,,,,20.0,718,,,9.2,,,10.0
1590202800,"Суббота, 23 мая
03:00 (UTC)",,12.0,,,,,,,True,,94.7,8.3,западный,,,7.0,,,13,,15,,,,,4.0,719,,,8.3,,,10.0
1590213600,"Суббота, 23 мая
06:00 (UTC)",,12.0,True,,,,,,,,90.2,7.1,западный,,,7.0,,,,,,,,,,20.0,721,,,7.8,,,10.0
1590224400,"Суббота, 23 мая
09:00 (UTC)",,12.0,,,,,,,,,84.4,,западный,,,7.0,True,,,,,,,,,20.0,723,,,9.4,,,10.0
1590235200,"Суббота, 23 мая
12:00 (UTC)",,13.0,,,,,,,,,65.4,,западный,,,7.0,,,,,,,,,,20.0,724,,,12.2,,True,6.0
1590246000,"Суббота, 23 мая
15:00 (UTC)",,12.0,,,,,,,,,57.7,,западный,,13.1,5.0,,,7,,,,,,,20.0,724,,,12.2,,,4.0
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,80.6,,западный,,,3.0,,,,,,,,,,20.0,725,,,6.6,,,2.0
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,78.8,,западный,,,3.0,,,,,,,,,,20.0,726,,,6.1,,,2.0
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,80.5,,юго-западный,,,2.0,,,,,,,,,,20.0,726,,,5.9,,,2.0
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,,67.0,4.6,северо-западный,,,3.0,,,0,,7,,,,,20.0,726,,,8.9,,,5.0
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,55.0,,,,,0.0,,,,,,,,,,20.0,727,,,12.7,,,7.0
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,42.1,,южный,,,2.0,,,,,,,,,,20.0,727,,,15.3,,,9.0
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,55.2,,северо-западный,,,3.0,,,,,,,,,,20.0,727,,,13.3,,,10.0
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,,58.7,,северный,,15.4,2.0,,,0,,,,,,,20.0,728,,,13.0,,,10.0
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,74.5,,восточный,,,3.0,,,,,,,,,,20.0,729,,,9.4,,,9.0
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,79.2,,юго-восточный,,,2.0,,,,,,,,,,20.0,729,,,8.7,,,2.0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,89.5,,восточный,,,2.0,,,,,,,,,,20.0,728,,,6.9,,,0.0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,,92.1,6.0,восточный,,,2.0,,,0,,0,,,,,20.0,728,,,8.1,,,7.0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,10.0,,,,,,,,,69.5,,восточный,,,7.0,,,,,,,,,,20.0,727,,,12.0,,,10.0
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,16.0,,,,,,,,,49.5,,восточный,,,11.0,,,,,,,,,,20.0,725,,,15.4,,,10.0
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,15.0,,,,,,,,,80.2,,северо-восточный,,,6.0,True,,,,,,,,,20.0,724,,,11.7,,,10.0
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,,85.9,,юго-восточный,,15.7,1.0,True,,2,,,,,,,20.0,724,,,12.6,,,10.0
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,True,,,,95.5,,северный,,,2.0,,,,,,,,,,4.0,724,,,11.1,,,10.0
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,97.4,,северный,,,3.0,,,,,,,True,,,4.0,724,,,10.6,,,10.0
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,97.4,,северный,,,3.0,,,,,,,,,True,1.0,724,,,10.0,,,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,,97.3,9.3,западный,,,3.0,,,4,,6,,,,True,0.0,724,,,9.5,,,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,72.0,,западный,,,5.0,,,,,,,,,,20.0,725,,,15.0,,True,6.0
1590483600,"Вторник, 26 мая
09:00 (UTC)",,10.0,,,,,,,,,57.9,,западный,,,6.0,,,,,,,,,,20.0,726,,,18.1,,,6.0
1590494400,"Вторник, 26 мая
12:00 (UTC)",,11.0,,,,,,,,,54.0,,северо-западный,,,6.0,,,,,,,,,,20.0,726,,,18.8,,,6.0
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,,,,,54.0,,северо-западный,,19.4,5.0,,,0,,,,,,,20.0,726,,,17.6,,,6.0
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,70.9,,северный,,,2.0,,,,,,,,,,20.0,727,,,14.2,,,2.0
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,82.3,,восточный,,,4.0,,,,,,,,,,20.0,727,,,11.2,,,2.0
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,89.2,,юго-восточный,,,3.0,,,,,,,,,,20.0,726,,,10.1,,,0.0
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,,,,,86.4,9.3,юго-восточный,,,4.0,,,0,,0,,,,,20.0,726,,,11.7,,,0.0
1590559200,"Среда, 27 мая
06:00 (UTC)",,14.0,,,,,,,,,56.1,,юго-восточный,,,10.0,,,,,,,,,,20.0,726,,,18.4,,,2.0
1590570000,"Среда, 27 мая
09:00 (UTC)",,14.0,,,,,,,,,47.2,,юго-восточный,,,9.0,,,,,,,,,,20.0,725,,,22.5,,,7.0
1590580800,"Среда, 27 мая
12:00 (UTC)",,14.0,,,,,,,,,42.0,,восточный,,,9.0,,,,,,,,,,20.0,725,,,24.0,,,9.0
1590591600,"Среда, 27 мая
15:00 (UTC)",,13.0,,,,,,,,,44.0,,юго-восточный,,24.2,8.0,,,0,,,,,,,20.0,724,,,22.9,,,1.0
1590602400,"Среда, 27 мая
18:00 (UTC)",,12.0,,,,,,,,,63.5,,восточный,,,4.0,,,,,,,,,,20.0,724,,,17.7,,,0.0
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,78.0,,юго-восточный,,,4.0,,,,,,,,,,20.0,723,,,15.1,,,0.0
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,78.8,,юго-восточный,,,4.0,,,,,,,,,,20.0,723,,,13.3,,,0.0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,,,,,69.5,12.8,юго-восточный,,,4.0,,,0,,0,,,,,20.0,722,,,14.5,,,0.0
1590645600,"Четверг, 28 мая
06:00 (UTC)",,10.0,,,,,,,,,46.1,,юго-восточный,,,7.0,,,,,,,,,,20.0,722,,,21.8,,,0.0
1590656400,"Четверг, 28 мая
09:00 (UTC)",,11.0,,,,,,,,,46.4,,юго-восточный,,,7.0,,,,,,,,,,20.0,721,,,25.4,,,0.0
1590667200,"Четверг, 28 мая
12:00 (UTC)",,11.0,,,,,,,,,38.1,,восточный,,,7.0,,,,,,,,,,20.0,721,,,27.3,,,0.0
1590678000,"Четверг, 28 мая
15:00 (UTC)",,11.0,,,,,,,,,35.2,,восточный,,27.5,5.0,,,0,,,,,,,20.0,721,,,25.7,,,2.0
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,53.1,,юго-восточный,,,4.0,,,,,,,,,,20.0,721,,,20.8,,,7.0
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,56.3,,восточный,,,5.0,,,,,,,,,,20.0,720,,,19.0,,,4.0
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,71.2,,юго-восточный,,,1.0,,,,,,,,,,20.0,719,,,15.6,,,2.0
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,,76.1,14.2,,,,0.0,,,0,,0,,,,,20.0,719,,,16.0,,,4.0
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,62.3,,юго-восточный,,,2.0,,,,,,,,,,20.0,718,,,21.5,,,5.0
1590742800,"Пятница, 29 мая
09:00 (UTC)",,10.0,,,,,,,,,46.6,,восточный,,,5.0,,,,,,,,,,20.0,717,,,24.8,,,7.0
1590753600,"Пятница, 29 мая
12:00 (UTC)",,10.0,,,,,,,,,36.4,,юго-восточный,,,2.0,,,,,,,,,,20.0,716,,,28.3,,,5.0
1590764400,"Пятница, 29 мая
15:00 (UTC)",,15.0,,,,,,,,,74.7,,западный,,28.7,9.0,,,0,,,,,,,20.0,716,,,19.5,,,4.0
1590775200,"Пятница, 29 мая
18:00 (UTC)",,17.0,,,,,,,,,77.8,,западный,,,11.0,,,,,,,,,,20.0,717,,,17.0,,,7.0
1590786000,"Пятница, 29 мая
21:00 (UTC)",,18.0,,,,,,,,,86.0,,западный,,,8.0,,,,,,True,,,,20.0,719,,,13.6,,,10.0
1590796800,"Суббота, 30 мая
00:00 (UTC)",,18.0,,,,,,,,,86.4,,западный,,,11.0,,,,,,,,,,20.0,719,,,12.0,,True,9.0
1590807600,"Суббота, 30 мая
03:00 (UTC)",,16.0,,,,,,,,,87.5,11.1,северо-западный,,,5.0,,,0.3,,0.3,,,,,20.0,721,,,11.4,,,6.0
1590818400,"Суббота, 30 мая
06:00 (UTC)",,11.0,,,,,,,,,67.0,,западный,,,7.0,,,,,,,,,,20.0,722,,,15.8,,,7.0
1590829200,"Суббота, 30 мая
09:00 (UTC)",,11.0,,,,,,,,,53.2,,западный,,,6.0,,,,,,,,,,20.0,722,,,18.5,,,9.0
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,,48.1,,западный,,,5.0,,,,,,,,,,20.0,723,,,20.0,,,6.0
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,,,,,52.1,,северо-западный,,20.6,3.0,,,0,,,,,,,20.0,723,,,18.4,,,6.0
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,60.4,,северный,,,1.0,,,,,,,,,,20.0,724,,,16.6,,,6.0
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,70.5,,северо-западный,,,2.0,,,,,,,,,,20.0,724,,,14.4,,,2.0
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,69.7,,северо-западный,,,3.0,,,,,,,,,,20.0,724,,,13.1,,,0.0
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,,70.7,12.7,северо-западный,,,3.0,,,0,,0,,,,,20.0,725,,,13.3,,,4.0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,54.4,,восточный,,,2.0,,,,,,,,,,20.0,724,,,17.5,,,7.0
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,46.4,,юго-восточный,,,2.0,,,,,,,,,,20.0,724,,,21.8,,,6.0
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,,35.6,,южный,,,1.0,,,,,,,,,,20.0,723,,,22.9,,,7.0
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,,,,,,,37.4,,северный,,24.0,3.0,,,0,,,,,,,20.0,722,,,22.8,,,2.0
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,True,62.8,,северо-восточный,,,2.0,,,,,,,,,,20.0,722,,,16.3,,,7.0
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,78.9,,юго-восточный,,,3.0,,,,,,,,,,20.0,722,,,13.8,,True,9.0
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,82.0,,,,,0.0,,,,,,,,,,20.0,721,,,13.0,,True,9.0
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,,80.6,11.5,восточный,,,1.0,,,0,,0,,,,,20.0,720,,,14.4,,,7.0
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,71.5,,юго-восточный,,,3.0,,,,,,,,,,20.0,720,,,17.1,,,9.0
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,True,,,,,,,67.7,,северо-восточный,,,2.0,,,,,,,,,,20.0,720,,,19.0,,,9.0
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,11.0,,,True,,,,,,34.0,,восточный,,,5.0,,,,,,,,,,20.0,718,,,23.8,,,5.0
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,,,,,,66.3,,северо-западный,,24.2,5.0,,,0.5,,,,,,,20.0,718,,,18.6,,,7.0
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,69.3,,западный,,,1.0,,,,,,,,,,20.0,719,,,15.8,,,5.0
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,73.2,,восточный,,,1.0,,,,,,,,,,20.0,719,,,13.2,,,2.0
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,85.9,,южный,,,2.0,,,,,,,,,,20.0,718,,,12.4,,,5.0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,True,,,,,,,86.6,11.3,южный,,,3.0,,,0.3,,0.8,,,,,20.0,717,,,14.3,,,9.0
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,64.8,,восточный,,,2.0,,,,,,,,,,20.0,717,,,19.8,,True,7.0
1591088400,"Вторник, 2 июня
09:00 (UTC)",,12.0,,,,,,,,,36.9,,восточный,,,8.0,,,,,,,,,,20.0,716,,,24.6,,,6.0
1591099200,"Вторник, 2 июня
12:00 (UTC)",,12.0,,,,,,,,,35.3,,восточный,,,6.0,,,,,,,,,,20.0,716,,,26.0,,,6.0
1591110000,"Вторник, 2 июня
15:00 (UTC)",,11.0,,,,,,,,,62.7,,северный,,26.5,6.0,,,0,,,,,,,20.0,715,,,21.4,,,7.0
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,75.4,,северный,,,5.0,,,,,,,,,,20.0,715,,,17.6,,True,2.0
1591131600,"Вторник, 2 июня
21:00 (UTC)",,11.0,,,,,,,,,89.6,,северный,,,6.0,,True,,,,,,,,20.0,715,,,15.4,,,7.0
1591142400,"Среда, 3 июня
00:00 (UTC)",,11.0,,,,,,,,,86.7,,северо-западный,,,5.0,,True,,,,,,,,20.0,715,,,15.6,,,10.0
1591153200,"Среда, 3 июня
03:00 (UTC)",,11.0,,,,,,,,,91.9,14.0,северный,,,5.0,,,6,,6,,,,,20.0,715,,,14.4,,True,6.0
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,71.8,,западный,,,5.0,,,,,,,,,,20.0,715,,,19.0,,True,4.0
1591174800,"Среда, 3 июня
09:00 (UTC)",,13.0,,,,,,,,,60.0,,западный,,,6.0,,,,,,,,,,20.0,717,,,20.0,,,10.0
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,76.7,,западный,,,6.0,,,,,,True,,,,10.0,718,,,16.6,,,10.0
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,,,,,90.2,,юго-восточный,,20.6,2.0,,,7,,,True,,,,20.0,717,,,15.1,,,10.0
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,90.6,,западный,,,3.0,,,,,,,,,,20.0,719,,,13.1,,,4.0
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,89.5,,западный,,,4.0,,,,,,,,,,20.0,719,,,13.5,,,0.0
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,87.7,,западный,,,5.0,,,,,,,,,,20.0,720,,,13.0,,,0.0
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,,86.0,10.8,,,,0.0,,,0,,7,,,,,20.0,721,,,13.6,,,0.0
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,67.7,,северный,,,2.0,,,,,,,,,,20.0,721,,,16.6,,,7.0
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,61.8,,восточный,,,3.0,,,,,,,,,,20.0,721,,,19.0,,,7.0
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,55.6,,восточный,,,5.0,,,,,,,,,,20.0,720,,,20.8,,,7.0
1591282800,"Четверг, 4 июня
15:00 (UTC)",True,,,,,,,,,,71.7,,юго-восточный,,22.2,4.0,,,1,,,,,,,10.0,720,,,18.5,,,9.0
1591293600,"Четверг, 4 июня
18:00 (UTC)",True,13.0,,,,,,,,,96.1,,юго-западный,,,4.0,,,,,,,,,,2.0,722,,,11.3,,,10.0
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,96.8,,западный,,,1.0,,,,,,,,,,10.0,722,,,13.0,,True,10.0
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,96.1,,западный,,,3.0,,,,,,,,,,20.0,724,,,12.0,,True,10.0
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,,90.1,10.8,юго-западный,,,3.0,,,25,,26,,,,,20.0,724,,,13.6,,,2.0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,66.5,,западный,,,3.0,,,,,,,,,,20.0,725,,,17.4,,,4.0
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,49.4,,западный,,,4.0,,,,,,,,,,20.0,725,,,21.0,,,6.0
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,49.5,,северо-западный,,,4.0,,,,,,,,,,20.0,725,,,21.4,,,7.0
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,,49.8,,северный,,21.9,2.0,,,0,,,,,,,20.0,726,,,21.4,,,6.0
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,67.3,,северо-восточный,,,1.0,,,,,,,,,,20.0,726,,,17.1,,,2.0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,76.4,,восточный,,,3.0,,,,,,,,,,20.0,726,,,14.5,,,0.0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,75.9,,восточный,,,2.0,,,,,,,,,,20.0,726,,,14.3,,,0.0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,,70.8,12.5,юго-восточный,,,2.0,,,0,,0,,,,,20.0,726,,,16.3,,,2.0
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,59.9,,юго-восточный,,,5.0,,,,,,,,,,20.0,726,,,21.3,,,6.0
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,48.0,,юго-восточный,,,5.0,,,,,,,,,,20.0,726,,,24.1,,,7.0
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,42.6,,восточный,,,5.0,,,,,,,,,,20.0,725,,,25.4,,,9.0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,,42.8,,восточный,,26.2,6.0,,,0,,,,,,,20.0,724,,,25.0,,,7.0
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,60.3,,восточный,,,3.0,,,,,,,,,,20.0,725,,,18.2,,,2.0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,68.0,,юго-восточный,,,4.0,,,,,,,,,,20.0,724,,,16.0,,,2.0
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,72.7,,юго-восточный,,,4.0,,,,,,,,,,20.0,724,,,13.3,,,0.0
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,,,,,68.1,13.2,восточный,,,4.0,,,0,,0,,,,,20.0,723,,,16.5,,,0.0
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,13.0,,,,,,,,,40.0,,юго-восточный,,,9.0,,,,,,,,,,20.0,724,,,23.7,,,0.0
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,15.0,,,,,,,,,33.0,,юго-восточный,,,7.0,,,,,,,,,,20.0,723,,,26.1,,,2.0
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,14.0,,,,,,,,,22.6,,восточный,,,8.0,,,,,,,,,,20.0,723,,,27.6,,,4.0
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,14.0,,,,,,,,,25.2,,юго-восточный,,27.8,7.0,,,0,,,,,,,20.0,722,,,26.5,,,2.0
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,11.0,,,,,,,,,48.1,,восточный,,,4.0,,,,,,,,,,20.0,722,,,18.9,,,2.0
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,59.0,,восточный,,,4.0,,,,,,,,,,20.0,722,,,16.0,,,2.0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,65.5,,восточный,,,5.0,,,,,,,,,,20.0,721,,,14.7,,,0.0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,,62.4,13.4,юго-восточный,,,4.0,,,0,,0,,,,,20.0,721,,,16.4,,,0.0
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,44.6,,юго-восточный,,,6.0,,,,,,,,,,20.0,721,,,22.1,,,0.0
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,12.0,,,,,,,,,32.0,,восточный,,,8.0,,,,,,,,,,20.0,721,,,26.2,,,0.0
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,13.0,,,,,,,,,27.6,,восточный,,,7.0,,,,,,,,,,20.0,720,,,28.7,,,0.0
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,11.0,,,,,,,,,28.4,,юго-восточный,,29.1,6.0,,,0,,,,,,,20.0,720,,,28.2,,,0.0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,10.0,,,,,,,,,46.6,,восточный,,,4.0,,,,,,,,,,20.0,720,,,21.3,,,0.0
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,54.0,,восточный,,,5.0,,,,,,,,,,20.0,720,,,18.9,,,0.0
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,64.9,,юго-восточный,,,3.0,,,,,,,,,,20.0,720,,,16.1,,,0.0
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,,,,65.2,14.1,южный,,,4.0,,,0,,0,,,,,20.0,720,,,17.6,,,0.0
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,54.0,,восточный,,,5.0,,,,,,,,,,20.0,721,,,23.1,,,0.0
1591693200,"Вторник, 9 июня
09:00 (UTC)",,11.0,,,,,,,,,36.5,,восточный,,,6.0,,,,,,,,,,20.0,721,,,28.7,,,0.0
1591704000,"Вторник, 9 июня
12:00 (UTC)",,11.0,,,,,,,,,24.6,,восточный,,,6.0,,,,,,,,,,20.0,721,,,31.2,,,2.0
1591714800,"Вторник, 9 июня
15:00 (UTC)",,11.0,,,,,,,,,22.6,,восточный,,31.5,4.0,,,0,,,,,,,20.0,720,,,30.3,,,6.0
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,38.1,,восточный,,,4.0,,,,,,,,,,20.0,721,,,23.8,,,4.0
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,48.2,,восточный,,,4.0,,,,,,,,,,20.0,721,,,19.1,,,0.0
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,55.0,,восточный,,,2.0,,,,,,,,,,20.0,720,,,16.9,,,0.0
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,,,,55.7,16.0,северо-восточный,,,1.0,,,0,,0,,,,,20.0,720,,,18.1,,,6.0
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,43.1,,юго-восточный,,,1.0,,,,,,,,,,20.0,720,,,24.9,,,6.0
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,34.8,,восточный,,,3.0,,,,,,,,,,20.0,720,,,29.2,,,6.0
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,27.0,,юго-восточный,,,3.0,,,,,,,,,,20.0,719,,,31.4,,,7.0
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,,,,,35.6,,юго-восточный,,32.1,2.0,,,0,,,,,,,20.0,719,,,29.5,,,9.0
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,54.2,,южный,,,2.0,,,,,,,,,,20.0,719,,,23.7,,,9.0
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,56.2,,северо-восточный,,,2.0,,,,,,,,,,20.0,718,,,23.2,,,6.0
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,48.9,,восточный,,,2.0,,,,,,,,,,50.0,718,,,19.1,,,5.0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,,,,54.8,16.5,южный,,,2.0,,,0,,0,,,,,20.0,718,,,20.4,,,6.0
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,42.1,,юго-восточный,,,3.0,,,,,,,,,,20.0,717,,,25.3,,,6.0
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,32.3,,восточный,,,4.0,,,,,,,,,,20.0,717,,,30.4,,,6.0
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,26.2,,восточный,,,5.0,,,,,,,,,,20.0,716,,,32.9,,,7.0
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,,,,,31.9,,юго-восточный,,33.4,2.0,,,0,,,,,,,20.0,715,,,30.5,,,7.0
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,38.9,,северный,,,1.0,,,,,,,,,,20.0,715,,,26.5,,,7.0
1591909200,"Четверг, 11 июня
21:00 (UTC)",,11.0,,,,,,,,,40.7,,северо-западный,,,2.0,,,,,,,,,,20.0,715,,,23.3,,,7.0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,11.0,,,,,,,,,61.5,,южный,,,5.0,,,,,,,,,,20.0,715,,,19.6,,,6.0
