timestamp,date,Ливневой снег умеренный или сильный,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Ливневый дождь,Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",В окрестности станции местами туман,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,Туман без изменений (небо видно),Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой дождь со снегом умеренный или сильный,Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,,,,,,,,10,734,,,20.2,,62.0,9.4,,,юго-западный,,5,,,,2.0,,,
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,,10,732,,,25.1,,43.1,,,,северо-восточный,,5,,,,3.0,,,
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,,,,,,,10,731,,,27.6,,36.0,,,,северо-восточный,,4,,,,3.0,,,
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,,,,,,,,10,730,,,27.4,,39.9,,,,северный,,0,,,,1.0,,,
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,,,,,,,,,10,731,,,21.3,,68.2,,,,,,0,,,28.1,0.0,,,
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,,,,,,,10,731,,,16.3,,85.1,,,,,,0,,,,,,,
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,,,,,,,,10,731,,,14.3,,93.1,,,,западный,,0,,,,2.0,,,
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,,,,,,,,10,732,,,15.7,,85.1,,,,западный,,7,,,,2.0,,,
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,,,,,,,,10,732,,,23.6,,54.2,13.2,,,юго-западный,,7,,,,3.0,,,
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,,,,,,,,10,732,,,26.1,,46.9,,,,северо-западный,,9,,,,2.0,,,
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,,,,,,,,10,732,,,28.1,,42.0,,,,,,4,,,,,,,
1589889600,"Вторник, 19 мая
12:00 (UTC)",,,,,,,,,,10,732,,,27.2,,41.0,,,,северо-восточный,,0,,,,2.0,,,
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,,,,,,,,10,733,,,21.1,,69.0,,,,,,0,,,29.3,,,,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,,,,,,,10,733,,,16.2,,95.0,,,,западный,,0,,,,2.0,,,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,10,734,,,14.0,,100.0,,,,западный,,0,,,,3.0,,,
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,10,735,,,14.9,,100.0,,,,западный,,7,,,,2.0,,,
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,,,,,,10,736,,,22.3,,60.9,13.6,,,западный,,6,,,,4.0,,,
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,10,737,,,23.2,,55.8,,,,северо-западный,,7,,,,6.0,,,
1589965200,"Среда, 20 мая
09:00 (UTC)",,,11.0,,,,,,,10,736,,,24.2,,52.9,,,,северо-западный,,7,,,,7.0,,,
1589976000,"Среда, 20 мая
12:00 (UTC)",,,12.0,,,,,,,10,737,,,20.7,,60.9,,,,западный,,0,,,,6.0,,,
1589986800,"Среда, 20 мая
15:00 (UTC)",,,14.0,,,,,,,10,739,,,16.9,,53.9,,,,западный,,0,,,24.8,7.0,,,
1589997600,"Среда, 20 мая
18:00 (UTC)",,,14.0,,,,,,,10,739,,,15.6,,62.2,,,,западный,,0,,,,3.0,,,
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,10,739,,,13.9,,71.8,,,,,,0,,,,,,,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,10,740,,,12.5,,83.0,,,,западный,,9,,,,3.0,,,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,,,,10,740,,,13.8,,83.2,12.5,,,западный,,9,,,,2.0,,,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,10,740,,,14.5,,83.3,,,,северо-западный,,9,,,,2.0,,,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,10,740,,,14.5,,87.2,,,,северо-западный,,10,,,,2.0,,,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,10,740,,,13.7,,100.0,,,,юго-восточный,,0,,,,1.0,,,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,,,,,5,740,,,13.0,,100.0,,,,северный,,0,,,15.0,1.0,,,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,10,741,,,12.5,,100.0,,,,южный,,0,,,,5.0,,,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,10,741,,,12.1,,100.0,,,,южный,,0,,,,3.0,,,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,10,742,,,11.6,,100.0,,,,юго-западный,,9,,,,2.0,,,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,,,,10,742,,,15.3,,79.1,11.5,,,южный,,9,,,,2.0,,,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,10,742,,,19.2,,55.9,,,,северо-восточный,,9,,,,2.0,,,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,10,741,,,20.8,,56.0,,,,восточный,,9,,,,4.0,,,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,10,741,,,19.3,,59.0,,,,восточный,,0,,,,4.0,,,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,,,,10,742,,,16.1,,75.1,,,,юго-западный,,0,,,21.0,1.0,,,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,10,742,,,11.8,,100.0,,,,юго-западный,,0,,,,2.0,,,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,9,742,,,9.6,,100.0,,,,западный,,0,,,,2.0,,,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,10,743,,,10.3,,100.0,,,,западный,,0,,,,2.0,,,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,10,742,,,17.8,,67.9,8.5,,,,,5,,,,,,,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,10,742,,,21.8,,55.8,,,,северо-восточный,,6,,,,3.0,,,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,10,741,,,20.2,,56.9,,,,северный,,7,,,,3.0,,,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,10,742,,,18.0,,71.2,,,,юго-западный,,0,,,,2.0,,,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,,,,10,742,,,14.0,,100.0,,,,западный,,0,,,22.1,1.0,,,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,10,742,,,10.8,,100.0,,,,западный,,0,,,,2.0,,,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,9,743,,,9.3,,100.0,,,,западный,,0,,,,2.0,,,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,10,744,,,10.6,,100.0,,,,западный,,4,,,,1.0,,,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,10,743,,,18.8,,65.1,8.7,,,,,5,,,,,,,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,10,742,,,23.2,,47.1,,,,северный,,7,,,,2.0,,,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,10,742,,,23.9,,40.0,,,,северо-восточный,,9,,,,3.0,,,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,10,742,,,23.5,,41.0,,,,северо-восточный,,0,,,,3.0,,,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,10,743,,,16.2,,72.2,,,,южный,,0,,,24.7,2.0,,,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,10,743,,,13.0,,87.1,,,,,,0,,,,,,,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,10,743,,,12.2,,94.9,,,,,,0,,,,0.0,,,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,10,744,,,13.5,,91.8,,,,,,7,,,,,,,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,10,744,,,20.5,,65.0,10.7,,,,,7,,,,,,,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,10,743,,,25.7,,41.1,,,,западный,,7,,,,2.0,,,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,10,743,,,25.1,,47.0,,,,северо-западный,,10,,,,2.0,,,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,10,743,,,22.9,,56.1,,,,юго-западный,,0,,,,2.0,,,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,10,742,,,19.5,,69.2,,,,юго-западный,,0,,,28.4,2.0,,,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,10,742,,,16.3,,84.0,,,,западный,,0,,,,2.0,,,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,10,741,,,16.2,,78.2,,,,юго-западный,,0,,,,3.0,,,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,10,741,,,17.5,,84.2,,True,,юго-западный,,7,,,,2.0,,,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,10,740,,,24.8,,53.1,14.4,,,южный,,2,,,,5.0,,,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,11.0,,,,,,,10,738,,,30.1,,42.0,,,,южный,,2,,,,8.0,,,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,10,735,,,31.8,,36.9,,,,юго-западный,,5,,,,4.0,,,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,10.0,,,,,,,10,733,,,30.3,,34.9,,,,юго-западный,,0,,,,5.0,,,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,,,,10,731,,,27.9,,39.1,,,,юго-западный,,0,,,33.5,6.0,,,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,13.0,,,,,,,10,732,,,24.0,,31.1,,,,западный,,0,,,,4.0,,,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,11.0,,,,,,,10,734,,,14.7,,70.0,,,,западный,,0,,,,3.0,,,
1590537600,"Среда, 27 мая
00:00 (UTC)",,,11.0,,,,,,,10,735,,,13.7,,68.9,,,,западный,,9,,,,3.0,,,
1590548400,"Среда, 27 мая
03:00 (UTC)",,,10.0,,,,,True,,9,737,,,10.4,,100.0,10.3,,,северный,,10,,,,7.0,,,
1590559200,"Среда, 27 мая
06:00 (UTC)",,,12.0,,,,,,,10,739,,,11.7,,85.2,10.2,True,,западный,,10,,,,2.0,,,
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,10,739,,,16.2,,51.1,,,,западный,,7,,,,4.0,,,
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,10,739,,,15.7,,40.2,,,,северный,,0,,,,4.0,,,
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,,,,10,741,,,12.6,,49.1,,,,северный,,0,,,17.1,4.0,,,
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,10,741,,,9.1,,68.9,,,,,,0,,,,,,,
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,10,741,,,3.7,,100.0,,,,юго-западный,,0,,,,2.0,,,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,10,742,,,5.4,,99.3,,,,западный,,0,,,,2.0,,,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,,,,10,742,,,12.8,,56.2,2.3,,,,,1,,,,,,,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,10,741,,,15.3,,43.0,,,,северный,,5,,,,3.0,,,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,10,740,,,17.0,,40.0,,,,северо-восточный,,5,,,,3.0,,,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,10,740,,,16.2,,44.2,,,,северо-восточный,,0,,,,4.0,,,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,,,,10,740,,,12.4,,63.2,,,,северо-восточный,,0,,,17.2,2.0,,,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,10,740,,,8.4,,83.1,,,,юго-западный,,0,,,,2.0,,,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,10,739,,,5.3,,100.0,,,,западный,,0,,,,2.0,,,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,10,740,,,6.1,,100.0,,,,западный,,0,,,,2.0,,,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,10,739,,,14.9,,51.1,3.8,,,,,0,,,,,,,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,10,738,,,17.9,,35.9,,,,северный,,0,,,,3.0,,,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,10,737,,,19.5,,29.0,,,,северный,,0,,,,2.0,,,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,10,736,,,19.4,,32.9,,,,северный,,0,,,,2.0,,,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,10,735,,,12.7,,62.0,,,,южный,,0,,,20.4,2.0,,,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,10,734,,,7.9,,100.0,,,,юго-западный,,0,,,,3.0,,,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,10,732,,,6.4,,100.0,,,,,,0,,,,,,,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,True,,10,733,,,9.8,,88.0,,,,юго-западный,,10,,,,4.0,,,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,12.0,,,,,,,10,732,,,16.9,,64.2,6.2,True,,юго-западный,,6,,,,6.0,,,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,12.0,,,,,,,10,730,,,23.0,,44.9,,True,,южный,,7,,,,7.0,,,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,12.0,,,,,,,10,730,,,24.2,,42.9,,,,северо-западный,,7,,,,7.0,,,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,13.0,,,,,,,10,730,,,22.2,,39.0,,,,северо-западный,,0,,,,6.0,,,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,12.0,,,,,,,10,732,,,18.8,,44.9,,,,западный,,0,,,25.4,3.0,,,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,12.0,,,,,,,10,732,,,15.3,,56.1,,,,юго-западный,,0,,,,3.0,,,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,10,735,,,12.4,,65.9,,,,юго-западный,,0,,,,2.0,,,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,10,736,,,12.1,,73.0,,,,юго-западный,,5,,,,2.0,,,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,10,736,,,17.4,,43.9,9.2,,,северо-западный,,5,,,,2.0,,,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,10,735,,,21.8,,41.9,,,,северо-западный,,5,,,,4.0,,,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,11.0,,,,,,,10,734,,,23.3,,35.0,,,,северо-западный,,6,,,,4.0,,,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,11.0,,,,,,,10,734,,,23.3,,32.9,,,,северо-западный,,0,,,,4.0,,,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,,,,,,10,734,,,18.2,,47.9,,,,юго-западный,,0,,,24.2,3.0,,,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,10,733,,,14.2,,63.2,,,,юго-западный,,0,,,,2.0,,,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,10,732,,,16.8,,49.9,,,,западный,,0,,,,3.0,,,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,True,,10,733,,,17.2,,53.2,,,,юго-западный,,10,,,,2.0,,,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,10,732,,,20.2,,50.2,13.4,True,,южный,,9,,,,4.0,,,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,10,729,,,27.2,,29.9,,True,,южный,,5,,,,3.0,,,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,10,729,,,27.9,,40.9,,,,северо-восточный,,4,,,,6.0,,,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,10,730,,,26.7,,37.0,,,,северо-восточный,,7,,,,3.0,,,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,,,,,10,730,,,19.1,,66.9,,,,южный,,0,,,29.7,3.0,,,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,10,730,,,14.4,,91.9,,,,западный,,0,,,,3.0,,,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,10,730,,,17.1,,72.9,,,,юго-западный,,0,,,,2.0,,,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,17.0,,,,,,,10,729,,,20.1,,66.2,,,,южный,,9,,,,3.0,,,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,,,,10,729,,,25.5,,45.0,14.2,,,западный,,10,,,,6.0,,,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,11.0,,,,,,,10,728,,True,26.8,,43.9,,,,юго-западный,,9,,,,2.0,,,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,12.0,,,,True,,,10,730,,,22.9,,65.1,,,,юго-западный,,6,,,,5.0,,,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,12.0,,,,,,,10,730,,,24.9,,41.1,,,,юго-западный,,1,,,,4.0,,,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,,,,,10,730,,,20.1,,52.2,,,,юго-западный,,0,,,28.9,3.0,,,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,10,730,,,17.1,,65.1,,,,юго-западный,,0,,,,3.0,,,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,10,731,,,14.1,,81.1,,,,юго-западный,,0,,,,3.0,,,
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,10,732,,,14.7,,80.1,,,,северо-западный,,9,,,,5.0,,,
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,,,,10,733,,,16.2,,70.8,12.6,,,западный,,9,,,,4.0,,,
1591164000,"Среда, 3 июня
06:00 (UTC)",,,10.0,,,,,,,10,734,,,18.0,,46.9,,,,северо-западный,,7,,,,5.0,,,
1591174800,"Среда, 3 июня
09:00 (UTC)",,,10.0,,,,,,,10,734,,,19.2,,45.0,,,,северо-западный,,7,,,,5.0,,,
1591185600,"Среда, 3 июня
12:00 (UTC)",,,10.0,,,,,,,10,733,,,18.3,,43.0,,,,северо-западный,,9,,,,2.0,,,
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,,,,10,733,,,14.6,,62.8,,,,,,0,,,20.6,0.0,,,
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,10,732,,,9.8,,92.9,,,,юго-западный,,0,,,,1.0,,,
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,10,732,,,8.2,,100.0,,,,,,0,,,,,,,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,10,732,,,9.9,,96.1,,,,юго-западный,,6,,,,2.0,,,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,10,731,,,16.2,,64.1,7.1,,,северо-западный,,9,,,,2.0,,,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,10,731,,,19.0,,43.2,,,,юго-западный,,7,,,,3.0,,,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,10,730,,,19.8,,36.0,,,,северо-западный,,7,,,,3.0,,,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,10,730,,,17.9,,44.1,,,,северо-восточный,,7,,,,3.0,,,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,10,730,,,12.1,,78.1,,,,северный,,0,,,20.6,4.0,,,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,10,730,,,10.5,,100.0,,,,юго-восточный,,0,,,,2.0,,,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,10,729,,,9.8,,100.0,,,,,,0,,,,0.0,,,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,10,728,,,9.6,,100.0,,,,южный,,9,,,,2.0,,,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,True,,10,727,,,12.5,,74.0,9.3,,,западный,,10,,,,2.0,,,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,13.0,,,,,,,10,728,,,12.4,,73.0,8.3,True,,южный,,9,,,,4.0,,,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,13.0,,,,,,,10,730,,,10.0,,86.2,,,,южный,,10,True,,,4.0,,,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,13.0,,,,True,,,10,731,,,9.1,,86.1,,,,юго-западный,,9,,,,1.0,,,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,10,733,,,8.0,,100.0,,,,юго-западный,,0,,,15.5,3.0,,,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,10,733,,,7.2,,100.0,,,,,,0,,,,,,,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,10,734,,,7.1,,100.0,,,,юго-западный,,0,,,,2.0,,,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,10,736,,,7.8,,92.1,,,,южный,,7,,,,4.0,,,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,10,736,,,10.8,,67.8,6.7,,,западный,,9,,,,2.0,,,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,10,736,,,12.5,,54.2,,,,северо-западный,,9,,,,2.0,,,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,10,736,,,15.0,,49.1,,,,западный,,5,,,,3.0,,,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,10,737,,,16.1,,49.0,,,,западный,,5,,,,3.0,,,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,10,739,,,10.9,,76.8,,,,юго-западный,,0,,,16.9,2.0,,,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,10,739,,,6.8,,100.0,,,,юго-западный,,0,,,,2.0,,,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,10,740,,,6.0,,100.0,,,,западный,,0,,,,2.0,,,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,10,740,,,7.5,,100.0,,,,западный,,1,,,,2.0,,,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,,,,10,740,,,14.5,,63.2,5.2,,,,,6,,,,,,,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,10,740,,,17.0,,51.0,,,,западный,,7,,,,4.0,,,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,10,739,,,19.0,,50.2,,,,западный,,6,,,,3.0,,,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,11.0,,,,,,,10,738,,,19.6,,43.9,,,,западный,,7,,,,4.0,,,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,12.0,,,,,,,7,738,,,13.9,,82.1,,,,западный,,0,,,20.4,7.0,,,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,12.0,,,,,,,10,738,,,12.3,,98.0,,,,юго-западный,,0,,,,2.0,,,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,10,737,,,10.3,,100.0,,,,юго-западный,,0,,,,1.0,,,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,10,738,,,11.9,,100.0,,,,западный,,6,,,,2.0,,,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,10,738,,,17.7,,66.1,10.1,,,западный,,6,,,,3.0,,,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,10,737,,,20.9,,44.0,,,,северо-западный,,6,,,,5.0,,,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,11.0,,,,,,,10,737,,,22.6,,32.9,,,,северо-западный,,4,,,,4.0,,,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,11.0,,,,,,,10,736,,,22.6,,32.9,,,,северо-западный,,4,,,,3.0,,,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,,,,10,735,,,16.6,,58.0,,,,южный,,0,,,23.2,3.0,,,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,10,734,,,16.2,,57.1,,,,западный,,0,,,,2.0,,,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,10,732,,,13.3,,100.0,,,,южный,,0,,,,4.0,,,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,10.0,,,,,True,,10,733,,,13.2,,100.0,,,,южный,,10,,,,2.0,,,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,True,,,10,733,,,13.4,,100.0,12.6,,,южный,,10,,,,3.0,,,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,True,,,10,734,,,17.1,,96.3,,,,западный,,6,,,,4.0,,,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,10,735,,,18.5,,75.1,,True,,северный,,7,,,,3.0,,,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,10,736,,,18.0,,53.1,,True,,северный,,2,,,,3.0,,,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,,,,10,737,,,14.3,,70.9,,,,юго-западный,,0,,,19.0,2.0,,,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,10,737,,,9.3,,100.0,,,,западный,,0,,,,2.0,,,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,10,737,,,8.4,,100.0,,,,западный,,0,,,,2.0,,,
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,10,737,,,10.7,,100.0,,,,юго-западный,,2,,,,2.0,,,
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,,,10,737,,,17.4,,66.9,7.9,,,,,6,,,,,,,
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,10,737,,,18.9,,49.1,,,,северный,,7,,,,2.0,,,
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,10,736,,,19.4,,47.9,,,,юго-западный,,9,,,,2.0,,,
