timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Мгла,Дождь (незамерзающий) умеренный с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,Град,"Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,18.9,33.3,,,,,,западный,10.0,,,5
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,20.0,,747,,,16.3,39.2,,,,True,,западный,9.0,,19.6,3
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,14.5,53.2,,,,True,,юго-восточный,10.0,,,2
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,12.8,61.1,,,,,,южный,2.0,,,3
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,True,,,,,,,20.0,,744,,,12.9,65.1,,,,,,южный,10.0,,,3
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,,,менее 0.1,,,,менее 0.1,,,,,20.0,,743,,,14.1,58.9,,,12.2,,,южный,9.0,,,3
1589608800,"Суббота, 16 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,16.4,56.7,,,,,,западный,7.0,,,6
1589619600,"Суббота, 16 мая
09:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,745,,,17.4,44.2,,,,,,западный,7.0,,,4
1589630400,"Суббота, 16 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,17.2,41.5,,,,,,западный,7.0,,,5
1589641200,"Суббота, 16 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,745,,,15.3,48.5,,,,,,северо-западный,9.0,,18.6,4
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,12.2,58.9,,,,,,северо-западный,9.0,,,3
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,10.8,65.5,,,,,,западный,10.0,,,3
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,10.2,65.8,,,,,,северо-западный,10.0,,,5
1589684400,"Воскресенье, 17 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,747,,,11.1,62.0,,,9.7,,,юго-восточный,9.0,,,1
1589695200,"Воскресенье, 17 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,13.9,46.1,,,,,,северный,9.0,,,5
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,,,11.0,,,,,,,True,,,,10.0,,748,,,14.9,40.2,,,,,,северо-западный,9.0,,,7
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,748,,,13.9,43.2,,,,True,,северо-западный,10.0,,,4
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,20.0,,749,,,14.2,40.0,,,,,,северный,6.0,,15.5,3
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,10.5,51.4,,,,,,западный,1.0,,,2
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,5.6,70.2,,,,,,юго-западный,2.0,,,1
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,4.0,74.6,,,,,,юго-западный,2.0,,,2
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,,,20.0,,749,,,9.7,63.0,,,3.3,,,,1.0,,,0
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,16.9,38.3,,,,,,западный,2.0,,,3
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,,,,,,True,,,,,,20.0,,748,,,15.7,46.6,,,,,,восточный,7.0,,,1
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,,,,,,,True,,,,,,20.0,,747,,,18.0,41.7,,,,,,юго-западный,7.0,,,3
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,20.0,,747,,,16.4,41.8,,,,,,,10.0,,19.0,0
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,12.6,55.0,,,,,,южный,6.0,,,2
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,11.1,58.6,,,,,,юго-восточный,6.0,,,1
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,9.9,71.5,,,,,,южный,10.0,,,2
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,,,,менее 0.1,,,True,менее 0.1,,,,,20.0,,745,,,11.1,80.6,,,9.1,,,юго-западный,7.0,,,3
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,14.6,68.6,,,,True,,юго-западный,7.0,,,4
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,,13.0,,,,,True,,,,,,20.0,,743,,,14.9,65.5,,,,,,юго-западный,7.0,,,8
1589889600,"Вторник, 19 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,742,,,14.4,65.0,,,,True,,южный,9.0,,,4
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,,10.0,,4,,,,,True,,,,10.0,,742,,,11.9,86.4,,,,,,юго-западный,9.0,,16.2,5
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,12.0,True,,,,,,,,,,10.0,,742,,,8.3,90.9,,,,,,западный,9.0,,,7
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,743,,,6.4,87.0,,,,True,,юго-западный,9.0,,,6
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,744,,,4.0,89.3,,,,True,,юго-западный,2.0,,,6
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,10.0,,0.5,,,True,4,,,,,20.0,,743,,,6.8,82.3,,,3.9,,,юго-западный,7.0,,,6
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,11.0,,,,,True,,,,,,20.0,,744,,,8.1,84.2,,,,,,юго-западный,9.0,,,4
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,17.0,,,,,,,True,,,,20.0,,744,,,6.8,86.5,,,,,,юго-западный,10.0,,,6
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,16.0,,,,,,,True,,,,10.0,,745,,,6.5,87.0,,,,,,западный,10.0,,,4
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,2,,,,,,,,,20.0,,744,,,8.7,77.6,,,,,,юго-восточный,9.0,,10.3,2
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,7.4,87.7,,,,,,юго-восточный,9.0,,,2
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,5.6,88.8,,,,,,южный,2.0,,,3
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,4.0,86.8,,,,,,юго-западный,1.0,,,4
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,0,,,,2,,,,,20.0,,746,,,9.4,87.3,,,2.7,,,юго-западный,1.0,,,4
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,15.0,48.7,,,,,,юго-западный,2.0,,,2
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,17.4,37.3,,,,,,западный,6.0,,,3
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,17.6,38.8,,,,,,юго-западный,9.0,,,2
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,747,,,16.7,53.1,,,,,,южный,7.0,,18.7,3
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,10.8,80.6,,,,,,южный,6.0,,,3
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,8.7,91.5,,,,,,восточный,4.0,,,3
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,True,,,,,,,,,,10.0,,747,,,9.7,92.9,,,,,,восточный,10.0,,,3
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,менее 0.1,,,,менее 0.1,,,,,20.0,,747,,,12.1,92.4,,,8.2,True,,восточный,10.0,,,1
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,17.3,76.8,,,,True,,юго-западный,7.0,,,3
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,748,,,19.3,50.3,,,,,,юго-западный,10.0,,,6
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,12.0,True,,,,,,,,,,10.0,,750,,,14.4,91.3,,,,,,юго-западный,10.0,,,3
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,True,3,,,,,,,,,10.0,,750,,,14.3,90.1,,,,,,северо-восточный,10.0,,20.8,1
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,13.2,93.0,,,,True,,северо-восточный,10.0,,,3
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,12.5,93.6,,,,,,северо-восточный,2.0,,,4
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,14.0,84.9,,,,,,северо-восточный,2.0,,,3
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,0.8,,,,3,,,,,20.0,,747,,,15.3,83.4,,,12.4,,,северо-восточный,9.0,,,4
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,19.1,73.2,,,,,,северо-восточный,7.0,,,3
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,23.6,66.1,,,,,,восточный,10.0,,,2
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,24.1,62.9,,,,,,северо-восточный,9.0,,,4
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,745,,,24.9,62.7,,,,,,восточный,7.0,,25.2,4
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,744,,,25.0,38.2,,,,,,юго-восточный,7.0,,,5
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,745,,,24.5,33.9,,,,,,южный,7.0,,,6
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,747,,,20.4,46.9,,,,,,южный,10.0,,,3
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,749,,,20.4,73.0,,,18.5,,,юго-западный,9.0,,,3
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,21.7,73.2,,,,,,западный,9.0,,,2
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,24.2,66.2,,,,,,западный,6.0,,,4
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,23.5,62.8,,,,,,западный,9.0,,,4
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,20.0,,754,,,19.6,63.1,,,,,,северо-западный,9.0,,25.0,5
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,15.6,77.1,,,,,,северный,7.0,,,2
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,12.4,90.0,,,,,,западный,6.0,,,3
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,12.2,89.4,,,,,,западный,7.0,,,2
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,,,20.0,,754,,,16.2,75.7,,,11.5,,,северо-западный,10.0,,,3
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,757,,,15.7,72.1,,,,,,северо-западный,10.0,,,9
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,15.0,,,,,,,,,,,20.0,,758,,,19.5,45.1,,,,,,северо-западный,1.0,,,8
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,759,,,20.2,37.1,,,,,,северный,0.0,,,7
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,759,,,19.1,42.3,,,,,,северный,1.0,,20.7,6
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,759,,,15.1,54.9,,,,,,северо-восточный,1.0,,,5
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,759,,,13.3,56.7,,,,,,северо-восточный,0.0,,,6
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,759,,,11.6,62.6,,,,,,северо-восточный,0.0,,,5
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,758,,,13.8,56.5,,,11.5,,,северо-восточный,0.0,,,5
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,758,,,19.8,39.4,,,,,,восточный,2.0,,,7
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,756,,,25.4,32.8,,,,,,восточный,1.0,,,7
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,755,,,28.7,29.1,,,,,,восточный,0.0,,,7
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,13.0,,0,,,,,,,,,20.0,,754,,,28.2,28.4,,,,,,восточный,0.0,,29.4,7
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,754,,,23.4,37.0,,,,,,восточный,2.0,,,6
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,754,,,21.9,36.3,,,,,,восточный,2.0,,,8
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,15.0,,,,,,,,,,,20.0,,754,,,19.6,39.9,,,,,,восточный,2.0,,,7
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,17.0,,0,,,,0,,,,,20.0,,754,,,20.6,39.1,,,19.2,,,восточный,4.0,,,7
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,754,,,26.3,35.2,,,,,,юго-восточный,6.0,,,6
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,753,,,32.3,28.6,,,,,,юго-восточный,1.0,,,6
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,752,,,35.1,27.5,,,,,,юго-восточный,1.0,,,4
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,752,,,30.4,40.3,,,,,,западный,2.0,,35.4,3
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,24.1,53.6,,,,,,западный,2.0,,,2
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,19.9,64.9,,,,,,южный,4.0,,,1
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,17.0,80.9,,,,,,северо-западный,2.0,,,3
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,752,,,19.8,74.3,,,16.8,,,северный,7.0,,,5
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,25.2,58.9,,,,,,северный,7.0,,,6
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,751,,,28.8,45.6,,,,,,северный,7.0,,,6
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,751,,,28.2,47.8,,,,,,северный,7.0,,,7
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,12.0,,0,,,,,,,,,20.0,,752,,,24.6,44.1,,,,,,северный,2.0,,29.3,7
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,752,,,19.0,57.4,,,,,,северный,0.0,,,6
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,752,,,15.9,66.6,,,,,,северный,0.0,,,7
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,752,,,13.9,73.3,,,,,,северный,9.0,,,5
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,12.0,,0,,,,0,,,,,20.0,,752,,,16.5,66.7,,,13.7,,,северный,0.0,,,7
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,752,,,22.6,54.2,,,,,,северный,0.0,,,6
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,752,,,26.1,44.0,,,,,,северный,0.0,,,7
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,751,,,27.4,42.6,,,,,,северный,0.0,,,6
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,751,,,25.3,42.9,,,,,,северный,0.0,,27.6,7
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,21.2,45.0,,,,,,северный,0.0,,,5
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,18.0,57.1,,,,,,северо-восточный,0.0,,,3
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,15.6,66.1,,,,,,северо-восточный,0.0,,,2
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,751,,,19.7,49.3,,,13.9,,,северо-восточный,0.0,,,4
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,750,,,25.1,35.8,,,,,,восточный,0.0,,,5
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,28.9,30.6,,,,,,восточный,0.0,,,4
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,31.3,25.4,,,,,,восточный,0.0,,,3
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,747,,,29.8,31.1,,,,,,восточный,5.0,,31.6,2
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,25.2,44.0,,,,,,восточный,7.0,,,2
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,21.1,61.0,,,,,,восточный,6.0,,,2
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,19.1,66.9,,,,,,восточный,7.0,,,4
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,744,,,23.1,58.0,,,18.0,,,западный,2.0,,,1
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,744,,,27.6,47.3,,,,,,юго-западный,0.0,,,7
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,744,,,30.7,31.1,,,,,,западный,2.0,,,9
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,745,,,29.5,27.1,,,,,,западный,2.0,,,8
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,16.0,,0,,,,,,,,,20.0,,746,,,24.5,30.2,,,,,,западный,9.0,,30.9,7
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,747,,,18.4,51.0,,,,,,юго-западный,1.0,,,3
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,14.7,63.7,,,,,,юго-западный,0.0,,,3
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,12.9,68.7,,,,,,юго-западный,0.0,,,3
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,748,,,16.2,61.9,,,11.9,,,западный,6.0,,,4
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,22.8,38.1,,,,,,западный,4.0,,,6
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,749,,,25.2,27.4,,,,,,западный,9.0,,,6
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,749,,,24.5,30.6,,,,,,северо-западный,9.0,,,5
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,749,,,24.5,32.8,,,,,,западный,5.0,,25.7,3
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,18.3,51.7,,,,,,юго-западный,5.0,,,1
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,12.7,72.1,,,,,,,2.0,,,0
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,11.8,77.0,,,,,,,10.0,,,0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,750,,,17.3,60.1,,,10.2,,,восточный,7.0,,,1
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,25.0,34.3,,,,,,северо-восточный,6.0,,,2
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,27.1,25.7,,,,,,северо-восточный,4.0,,,4
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,27.8,24.5,,,,,,северо-восточный,4.0,,,3
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,750,,,26.1,27.3,,,,,,северо-восточный,2.0,,28.1,3
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,21.3,44.7,,,,,,северо-восточный,2.0,,,3
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,17.3,59.7,,,,,,северо-восточный,1.0,,,2
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,14.8,72.0,,,,,,северо-восточный,0.0,,,3
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,750,,,18.2,61.6,,,13.3,,,восточный,1.0,,,4
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,23.5,46.2,,,,,,восточный,7.0,,,5
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,26.9,32.8,,,,,,северо-восточный,9.0,,,5
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,28.3,26.4,,,,,,восточный,7.0,,,6
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,749,,,26.0,34.1,,,,,,восточный,10.0,,28.9,3
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,22.7,43.3,,,,,,северо-восточный,7.0,,,3
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,19.4,57.5,,,,,,восточный,7.0,,,4
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,17.1,61.7,,,,,,восточный,6.0,,,4
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,11.0,,0,,,,0,,,,,20.0,,750,,,19.4,53.1,,,17.1,,,восточный,10.0,,,6
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,751,,,22.3,41.5,,,,,,юго-восточный,9.0,,,4
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,750,,,27.2,27.8,,,,,,восточный,10.0,,,7
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,750,,,27.7,27.0,,,,,,восточный,7.0,,,6
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,750,,,25.5,29.3,,,,,,восточный,9.0,,28.0,5
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,22.4,32.2,,,,,,восточный,10.0,,,4
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,753,,,19.6,32.5,,,,True,,восточный,7.0,,,4
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,754,,,17.6,35.6,,,,True,,восточный,9.0,,,4
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,10.0,,0.1,,,,0.1,,,,,20.0,,755,,,18.1,35.5,,,16.2,,,восточный,9.0,,,5
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,755,,,21.5,30.8,,,,,,юго-восточный,7.0,,,6
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,755,,,24.9,23.6,,,,,,восточный,7.0,,,6
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,754,,,25.6,19.2,,,,,,юго-восточный,2.0,,,6
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,13.0,,0,,,,,,,,,20.0,,753,,,24.6,17.8,,,,,,восточный,10.0,,26.0,4
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,19.6,28.6,,,,,,восточный,9.0,,,4
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,True,,,,,,20.0,,754,,,18.2,29.5,,,,,,восточный,7.0,,,3
