timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Снег,Гроза,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,10.0,,,,,,,,,,53.9,,,,южный,,,,16.8,3,,,,0.3,,,,,,,20,743,,,,14.2,,,,,7,,
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,12.0,,,,True,,,,,,70.6,,,,юго-восточный,,,,,2,,,,,,,,,,,10,743,,,,10.4,,,,,7,,
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,5.0,,,,,,,,,,84.2,,,,южный,,,,,3,,,,,,,,,,,10,742,,,,7.9,,,,,5,,
1589846400,"Вторник, 19 мая
00:00 (UTC)",,6.0,,,,,,,,,,86.5,,,,южный,,,,,2,,,,,,,,,,,10,741,,,,7.6,,,,,7,,
1589857200,"Вторник, 19 мая
03:00 (UTC)",,4.0,,,,,,,,,,88.4,,,7.5,юго-восточный,,,,,2,,,,1,,,,2,,,10,740,,,,8.4,,,,,9,,
1589868000,"Вторник, 19 мая
06:00 (UTC)",,4.0,,,,,,,,,,66.1,,,,,,,,,0,,,,,,,,,,,20,740,,,,13.3,,,,,7,,
1589878800,"Вторник, 19 мая
09:00 (UTC)",,13.0,,,,,,,,,,99.3,,,,западный,,,,,4,,,,,,,,,,,4,740,,True,,6.6,,,,,10,,
1589889600,"Вторник, 19 мая
12:00 (UTC)",,10.0,,,,,,,,,,86.5,,,,северо-западный,,,,,4,,,,,,,,,,,20,741,,,,7.5,,,True,,10,,
1589900400,"Вторник, 19 мая
15:00 (UTC)",,8.0,,,,,,,,,,79.6,,,,северо-западный,,,,13.6,3,,,,13,,,,,,,10,741,,,,7.7,,,,,9,,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,6.0,,,,,,,,,,96.6,,,,,,,,,0,,,,,,,,,True,,10,742,,,,6.5,,,,,10,,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,5.0,,,,,,,,,,90.7,,,,западный,,,,,2,,,,,,,,,,,10,741,,,,5.8,,,True,,10,,
1589932800,"Среда, 20 мая
00:00 (UTC)",,6.0,,,,,,,,,,91.9,,,,западный,,,,,2,,,,,,,,,,,10,741,,,,4.8,,,True,,10,,
1589943600,"Среда, 20 мая
03:00 (UTC)",,5.0,,,,,,,,,,96.6,,,4.5,западный,,,,,2,,,,2,,,,14,True,,10,741,,,,4.8,,,,,10,,
1589954400,"Среда, 20 мая
06:00 (UTC)",,6.0,True,,,,,,,,,95.2,,,,западный,,,,,2,,,,,,,,,,,10,741,,,,5.1,,,,,10,,
1589965200,"Среда, 20 мая
09:00 (UTC)",,7.0,True,,,,,,,,,92.0,,,,северо-западный,,,,,3,,,,,,,,,,,10,742,,,,5.9,,,,,10,,
1589976000,"Среда, 20 мая
12:00 (UTC)",,6.0,,,,True,,,,,,84.9,,,,северо-западный,,,,,3,,,,,,,,,,,20,742,,,,8.5,,,,,9,,
1589986800,"Среда, 20 мая
15:00 (UTC)",,9.0,,,,True,,,,,,86.6,,,,северо-западный,,,,9.4,1,,,,8,,,,,,,50,742,,,,8.5,,,,,9,,
1589997600,"Среда, 20 мая
18:00 (UTC)",,3.0,,,,,,,,,,94.0,,,,,,,,,0,,,,,,,,,,,10,743,,,,7.6,,,True,,7,,
1590008400,"Среда, 20 мая
21:00 (UTC)",,3.0,,,,,,,,,,91.4,,,,западный,,,,,1,,,,,,,,,,,10,743,,,,6.9,,,,,9,,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,4.0,,,,,,,,,,87.6,,,,западный,,,,,2,,,,,,,,,,,10,743,,,,5.8,,,,,7,,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,3.0,,,,,,,,,,87.6,,,5.0,западный,,,,,1,,,,0,,,,8,,,20,744,,,,6.1,,,,,7,,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,7.0,,,,,,,,,,51.6,,,,северо-западный,,,,,4,,,,,,,,,,,50,744,,,,11.4,,,,,6,,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,8.0,,,,,,,,,,41.8,,,,северо-западный,,,,,3,,,,,,,,,,,50,744,,,,14.2,,,,,5,,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,8.0,,,,,,,,,,37.4,,,,северный,,,,,2,,,,,,,,,,,50,744,,,,15.6,,,,,4,,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,5.0,,,,,,,,,,30.9,,,,,,,,16.2,0,,,,0,,,,,,,50,744,,,,16.2,,,,,2,,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,2.0,,,,,,,,,,55.6,,,,южный,,,,,1,,,,,,,,,,,10,744,,,,10.5,,,,,2,,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,5.0,,,,,,,,,,68.6,,,,юго-западный,,,,,2,,,,,,,,,,,10,743,,,,9.7,,,,,7,,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,6.0,,,,,,,,,,92.8,,,,западный,,,,,1,,,,,,,,,True,,10,743,,,,8.1,,,,,7,,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,7.0,,,,,,,,,,93.4,,,7.4,юго-западный,,,,,3,,,,3,,,,3,,,20,743,,,,7.4,,,True,,10,,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,8.0,,,,,True,,,,,67.0,,,7.2,юго-западный,,,,,3,,,,,,,,,,,50,744,,,,9.1,,,,,5,,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,11.0,,,,,,,,,,50.8,,,,западный,,,,,4,,,,,,,,,,,50,745,,,,12.4,,,,,5,,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,11.0,,,,,,,,,,48.0,,,,юго-западный,,,,,6,,,,,,,,,,,50,745,,,,12.5,,,,,7,,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,11.0,,,,,,,,,,67.3,,,,юго-западный,,,,14.2,5,,,,0,,,,,,,50,746,,,,10.3,,,,,7,,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,8.0,,,,,,,,,,78.5,,,,юго-западный,,,,,1,,,,,,,,,,,10,747,,,,7.9,,,,,4,,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,5.0,,,,,,,,,,90.1,,,,западный,,,,,2,,,,,,,,,,,10,749,,,,5.8,,,,,6,,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,4.0,,,,,,,,,,99.3,,,,,,,,,0,,,,,,,,,,,10,750,,,,4.1,,,,,4,,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,3.0,,,,,,,,,,93.3,,,3.9,западный,,,,,1,,,,0,,,,0,,,10,751,,,,6.4,,,,,7,,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,5.0,,,,,,,,,,74.4,,,,северо-западный,,,,,3,,,,,,,,,,,50,752,,,,9.0,,,,,7,,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,6.0,,,,,,,,,,63.9,,,,северный,,,,,3,,,,,,,,,,,50,752,,,,11.8,,,,,7,,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,6.0,,,,,,,,,,59.1,,,,северо-восточный,,,,,3,,,,,,,,,,,50,753,,,,13.0,,,,,7,,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,6.0,,,,,,,,,,60.6,,,,северо-восточный,,,,13.6,4,,,,0,,,,,,,50,753,,,,12.3,,,,,7,,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,6.0,,,,,,,,,,74.5,,,,северный,,,,,2,,,,,,,,,,,10,753,,,,9.4,,,,,7,,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,5.0,,,,,,,,,,80.3,,,,северо-восточный,,,,,2,,,,,,,,,,,10,751,,,,8.8,,,,,9,,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,7.0,,,,,,,,,,87.8,,,,северо-восточный,,,,,4,,,,,,,,,,,10,749,,,,8.6,,,,,7,,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,8.0,,,,,,,,,,92.8,,,8.4,северо-восточный,,,,,3,,,,3,,,,3,,,10,748,,True,,8.4,,,,,10,,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,8.0,,,,,,,,,,96.7,,,8.1,северный,,,,,3,True,,,,,,,,,,50,747,,,,9.1,,,,,10,,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,7.0,,,,,,,,,,88.1,,,,юго-восточный,,,,,2,,,,,,,,,,,50,748,,,,10.9,,,,,10,,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,9.0,,,,,,,,,,72.1,,,,юго-западный,,,,,4,,,,,,,,,,,50,750,,,,12.8,,,True,,9,,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,9.0,,,,,,,,,,70.9,,,,юго-западный,,,,13.1,3,,,,6,,,,,,,50,752,,,,11.8,,,,,7,,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,7.0,,,,,,,,,,86.7,,,,южный,,,,,2,,,,,,,,,,,10,754,,,,8.9,,,,,9,,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,4.0,,,,,,,,,,93.3,,,,южный,,,,,2,,,,,,,,,,,10,755,,,,6.9,,,,,9,,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,3.0,,,,,,,,,,96.6,,,,южный,,,,,2,,,,,,,,,,,10,755,,,,6.3,,,,,7,,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,4.0,,,,,,,,,,94.0,,,6.2,южный,,,,,2,,,,0,,,,6,,,10,755,,,,7.5,,,,,7,,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,6.0,,,,,,,,,,67.1,,,,юго-западный,,,,,3,,,,,,,,,,,50,755,,,,13.8,,,,,7,,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,12.0,,,,,,,,,,61.2,,,,юго-западный,,,,,4,,,,,,,,,True,,10,757,,,,13.2,,,,,9,,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,16.0,,,,,,,,,,54.9,,,,западный,,,,,5,,,,,,,,,,,50,758,,,,15.1,,,True,,7,,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,12.0,,,,,,,,,,47.9,,,,западный,,,,15.9,2,,,,3,,,,,,,50,759,,,,15.5,,,,,2,,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,6.0,,,,,,,,,,65.3,,,,южный,,,,,1,,,,,,,,,,,10,760,,,,11.7,,,,,2,,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,2.0,,,,,,,,,,93.4,,,,северный,,,,,1,,,,,,,,,,,10,760,,,,7.2,,,,,2,,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,2.0,,,,,,,,,,97.2,,,,,,,,,0,,,,,,,,,,,10,761,,,,4.7,,,,,2,,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,3.0,,,,,,,,,,90.3,,,4.5,северо-восточный,,,,,2,,,,0,,,,3,,,10,762,,,,8.5,,,,,9,,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,4.0,,,,,,,,,,66.4,,,,северо-восточный,,,,,2,,,,,,,,,,,20,763,,,,14.8,,,,,9,,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,5.0,,,,,,,,,,59.0,,,,северо-восточный,,,,,1,,,,,,,,,,,50,762,,,,15.8,,,,,10,,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,6.0,,,,,,,,,,60.7,,,,северо-восточный,,,,,4,,,,,,,,,,,50,761,,,,16.3,,,,,10,,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,8.0,,,,,,,,,,57.9,,,,северо-восточный,,,,16.9,4,,,,0,,,,,,,50,760,,,,16.2,,,,,7,,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,7.0,,,,,,,,,,74.0,,,,северный,,,,,1,,,,,,,,,,,10,759,,,,12.1,,,,,10,,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,4.0,,,,,,,,,,82.2,,,,северо-восточный,,,,,2,,,,,,,,,,,10,758,,,,10.6,,,,,9,,
1590537600,"Среда, 27 мая
00:00 (UTC)",,8.0,,,,,,,,,,89.8,,,,северный,,,,,2,,,,,,,,,True,,4,755,,,,10.5,,,,,10,,
1590548400,"Среда, 27 мая
03:00 (UTC)",,6.0,,,,True,,,,,,92.9,,,10.0,северный,,,,,3,,,,2,,,,2,,,20,753,,,,10.3,,,,,10,,
1590559200,"Среда, 27 мая
06:00 (UTC)",,7.0,,,,,,,,,,77.9,,,,северный,,,,,3,,,,,,,,,,,20,752,,,,14.4,,,True,,7,,
1590570000,"Среда, 27 мая
09:00 (UTC)",,8.0,,,,,,,,,,78.5,,,,северо-западный,,,,,4,,,,,,,,,,,20,752,,,,14.5,,,,,10,,
1590580800,"Среда, 27 мая
12:00 (UTC)",,9.0,,,,,,,,,,83.2,,,,северо-западный,,,,,4,,,,,,,,,,,20,754,,,,13.6,,,,,10,,
1590591600,"Среда, 27 мая
15:00 (UTC)",,9.0,,,,,,,,,,89.4,,,,северо-западный,,,,15.5,3,,,,0,,,,,,,20,755,,,,12.2,,,,,9,,
1590602400,"Среда, 27 мая
18:00 (UTC)",,7.0,,,,,,,,,,92.3,,,,западный,,,,,2,,,,,,,,,,,10,755,,,,10.4,,,,,2,,
1590613200,"Среда, 27 мая
21:00 (UTC)",,4.0,,,,,,,,,,97.3,,,,западный,,,,,1,,,,,,,,,,,10,756,,,,9.1,,,,,2,,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,4.0,,,,,,,,,,97.3,,,,западный,,,,,1,,,,,,,,,,True,4,756,,,,7.6,,,,,0,,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,4.0,,,,,,,,,,85.7,,,7.1,,,,,,0,,,,0,,,,0,,,10,757,,,,11.2,,,,,1,,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,5.0,,,,,,,,,,59.1,,,,западный,,,,,3,,,,,,,,,,,50,757,,,,16.3,,,,,4,,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,6.0,,,,,,,,,,49.0,,,,западный,,,,,2,,,,,,,,,,,50,757,,,,18.6,,,,,7,,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,6.0,,,,,,,,,,41.3,,,,юго-западный,,,,,1,,,,,,,,,,,50,757,,,,20.7,,,,,6,,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,6.0,,,,,,,,,,40.7,,,,западный,,,,21.0,2,,,,0,,,,,,,50,756,,,,20.6,,,,,4,,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,4.0,,,,,,,,,,58.2,,,,юго-западный,,,,,1,,,,,,,,,,,10,757,,,,15.9,,,,,2,,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,4.0,,,,,,,,,,63.5,,,,юго-западный,,,,,1,,,,,,,,,,,10,757,,,,13.9,,,,,1,,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,4.0,,,,,,,,,,88.6,,,,южный,,,,,1,,,,,,,,,,,10,757,,,,9.8,,,,,4,,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,4.0,,,,,,,,,,74.4,,,9.6,южный,,,,,1,,,,0,,,,0,,,10,757,,,,14.4,,,,,0,,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,4.0,,,,,,,,,,49.2,,,,южный,,,,,2,,,,,,,,,,,20,757,,,,20.5,,,,,2,,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,7.0,,,,,,,,,,40.4,,,,южный,,,,,3,,,,,,,,,,,20,756,,,,22.4,,,,,2,,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,7.0,,,,,,,,,,38.7,,,,южный,,,,,3,,,,,,,,,,,20,755,,,,23.8,,,,,1,,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,7.0,,,,,,,,,,44.0,,,,южный,,,,24.0,3,,,,0,,,,,,,20,754,,,,23.0,,,,,6,,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,6.0,,,,,,,,,,57.3,,,,южный,,,,,2,,,,,,,,,,,10,754,,,,18.6,,,,,7,,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,4.0,,,,,,,,,,66.4,,,,южный,,,,,2,,,,,,,,,,,10,753,,,,14.8,,,,,2,,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,4.0,,,,,,,,,,75.1,,,,южный,,,,,1,,,,,,,,,,,10,753,,,,12.6,,,,,1,,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,4.0,,,,,,,,,,71.1,,,12.1,южный,,,,,2,,,,0,,,,0,,,10,753,,,,15.1,,,,,1,,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,5.0,,,,,,,,,,48.8,,,,южный,,,,,3,,,,,,,,,,,20,752,,,,22.7,,,,,2,,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,5.0,,,,,,,,,,40.7,,,,юго-восточный,,,,,3,,,,,,,,,,,20,751,,,,25.5,,,,,2,,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,5.0,,,,,,,,,,43.2,,,,северо-восточный,,,,,3,,,,,,,,,,,50,750,,,,26.3,,,,,1,,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,6.0,,,,,,,,,,51.7,,,,северо-восточный,,,,26.9,3,,,,0,,,,,,,50,748,,,,24.6,,,,,2,,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,6.0,,,,,,,,,,76.5,,,,северо-восточный,,,,,2,,,,,,,,,,,10,748,,,,18.5,,,,,6,,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,7.0,,,,,,,,,,85.1,,,,северо-восточный,,,,,4,,,,,,,,,,,10,747,,,,15.5,,,,,7,,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,9.0,,,,,,,,,,88.9,,,,северо-восточный,,,,,4,,,,,,,,,,,10,747,,,,13.6,,,,,10,,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,11.0,,,,,,,,,,88.2,,,12.8,северо-восточный,,,,,5,,,,0,,,,0,,,10,745,,,,12.8,,,,,10,,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,11.0,,,,,,,,,,88.1,,,11.9,северо-восточный,,,,,5,,,,,,,,,True,,10,745,,,,11.9,,,,,10,,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,11.0,,,,,,,,,,81.3,,,,северо-восточный,,,,,5,,,,,,,,,,,20,745,,,,11.8,,,True,,10,,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,9.0,,,,,,,,,,92.9,,,,северо-восточный,,,,,5,,,,,,,,,True,,4,744,,,,10.0,,,,,10,,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,9.0,,,,,,,,,,94.7,,,,северо-восточный,,,,12.8,4,,,,3,,,,,,,20,744,,,,9.1,,,True,,10,,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,8.0,,,,,,,,,,100.0,,,,северо-восточный,,,,,4,,,,,,,,,True,,4,744,,,,7.6,,,,,10,,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,8.0,True,,,,,,,,,99.3,,,,северный,,,,,2,,,,,,,,,,,4,745,,,,7.3,,,,,10,,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,9.0,,,,,,,,,,98.6,,,,северо-восточный,,,,,4,,,,,,,,,,,10,745,,,,7.0,,,True,,10,,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,9.0,,,,,,,,,,95.3,,,6.9,северо-восточный,,,,,4,,,,2,,,,5,,,10,746,,,,7.2,,,,,10,,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,8.0,,,,,,,,,,88.4,,,,северо-восточный,,,,,5,,,,,,,,,,,20,748,,,,8.2,,,,,10,,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,8.0,,,,,,,,,,78.9,,,,северо-восточный,,,,,3,,,,,,,,,,,50,749,,,,10.2,,,,,10,,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,8.0,,,,,,,,,,70.9,,,,северо-восточный,,,,,5,,,,,,,,,,,50,750,,,,11.5,,,,,9,,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,8.0,,,,,,,,,,61.1,,,,восточный,,,,13.5,4,,,,0,,,,,,,50,751,,,,12.7,,,,,7,,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,7.0,,,,,,,,,,83.2,,,,северо-восточный,,,,,1,,,,,,,,,,,10,752,,,,8.9,,,,,6,,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,3.0,,,,,,,,,,91.4,,,,северо-западный,,,,,2,,,,,,,,,,,10,753,,,,6.1,,,,,5,,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,3.0,,,,,,,,,,91.2,,,,северо-западный,,,,,2,,,,,,,,,,,10,753,,,,4.0,,,,,1,,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,3.0,,,,,,,,,,84.8,,,3.8,северо-восточный,,,,,2,,,,0,,,,0,,,20,753,,,,7.6,,,,,2,,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,7.0,,,,,,,,,,66.0,,,,восточный,,,,,4,,,,,,,,,,,50,753,,,,13.0,,,,,6,,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,8.0,,,,,,,,,,59.4,,,,северо-восточный,,,,,4,,,,,,,,,,,50,754,,,,14.2,,,,,7,,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,7.0,,,,,,,,,,55.2,,,,восточный,,,,,3,,,,,,,,,,,50,753,,,,15.0,,,,,7,,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,7.0,,,,,,,,,,56.4,,,,восточный,,,,16.0,3,,,,0,,,,,,,20,753,,,,15.0,,,,,4,,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,5.0,,,,,,,,,,66.7,,,,юго-восточный,,,,,3,,,,,,,,,,,10,753,,,,12.2,,,,,2,,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,5.0,,,,,,,,,,92.1,,,,северо-восточный,,,,,1,,,,,,,,,,,10,754,,,,7.3,,,,,2,,
1591142400,"Среда, 3 июня
00:00 (UTC)",,3.0,,,,,,,,,,98.6,,,,северо-восточный,,,,,1,,,,,,,,,,,10,753,,,,5.8,,,,,2,,
1591153200,"Среда, 3 июня
03:00 (UTC)",,4.0,,,,,,,,,,85.1,,,5.1,восточный,,,,,3,,,,0,,,,0,,,20,754,,,,10.5,,,,,5,,
1591164000,"Среда, 3 июня
06:00 (UTC)",,9.0,,,,,,,,,,58.5,,,,восточный,,,,,5,,,,,,,,,,,50,753,,,,15.4,,,,,7,,
1591174800,"Среда, 3 июня
09:00 (UTC)",,10.0,,,,,,,,,,50.0,,,,восточный,,,,,5,,,,,,,,,,,50,753,,,,18.4,,,,,9,,
1591185600,"Среда, 3 июня
12:00 (UTC)",,9.0,,,,,,,,,,51.0,,,,восточный,,,,,4,,,,,,,,,,,50,752,,,,18.2,,,,,9,,
1591196400,"Среда, 3 июня
15:00 (UTC)",,8.0,,,,,,,,,,53.8,,,,восточный,,,,19.0,4,,,,0,,,,,,,50,751,,,,17.9,,,,,9,,
1591207200,"Среда, 3 июня
18:00 (UTC)",,6.0,,,,,,,,,,79.4,,,,северо-восточный,,,,,2,,,,,,,,,,,10,751,,,,13.7,,,,,9,,
1591218000,"Среда, 3 июня
21:00 (UTC)",,4.0,,,,,,,,,,88.1,,,,северо-восточный,,,,,3,,,,,,,,,,,10,751,,,,10.9,,,,,9,,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,7.0,,,,,,,,,,83.5,,,,восточный,,,,,3,,,,,,,,,,,10,750,,,,12.0,,,,,9,,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,6.0,,,,True,,,,,,80.4,,,10.9,восточный,,,,,4,,,,0.7,,,,0.7,,,20,750,,,,13.0,,,,,10,,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,9.0,,,,,,,,,,61.3,,,,восточный,,,,,5,,,,,,,,,,,20,749,,,,17.0,,,True,,9,,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,13.0,,,,,,,,,,52.0,,,,восточный,,,,,6,,,,,,,,,,,20,748,,,,19.3,,,,,9,,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,13.0,,,,,,,,,,59.2,,,,восточный,,,,,3,,,,,,,,,,,20,748,,,,18.3,,,,,10,,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,14.0,,,,,,,,,,91.3,,,,восточный,,,,20.4,3,,,,1,,,,,,,4,748,,True,,15.1,,,,,10,,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,12.0,True,,,,,,,,,99.4,,,,южный,,,,,2,,,,,,,,,,,10,747,,,,15.3,,,,,10,,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,5.0,,,,,,,,,,99.4,,,,южный,,,,,2,,,,,,,,,,True,4,748,,,,15.9,,,,,10,,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,4.0,,,,,,,,,,99.4,,,,южный,,,,,1,,,,,,,,,,True,4,749,,,,15.6,,,,,10,,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,3.0,,,,,,,,,,96.2,,,14.6,южный,,,,,2,,,,13,,,,15,,True,4,751,,,,16.3,,,,,9,,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,5.0,,,,,,,,,,84.9,,,,южный,,,,,2,,,,,,,,,,,10,752,,,,19.0,,,,,7,,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,5.0,,,,,,,,,,64.2,,,,южный,,,,,3,,,,,,,,,,,20,752,,,,22.8,,,,,5,,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,7.0,,,,,,,,,,49.1,,,,юго-восточный,,,,,2,,,,,,,,,,,50,751,,,,24.8,,,,,6,,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,10.0,,,,,,,,,,62.5,,,,западный,,,,24.8,5,,,,0,,,,,,,20,751,,,,20.4,,,,,9,,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,10.0,,,,,,,,,,84.6,,,,западный,,,,,1,,,,,,,,,,,10,751,,,,16.4,,,True,,7,,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,4.0,,,,,,,,,True,96.8,,,,восточный,,,,,2,,,,,,,,,,,10,751,,,,15.1,,,,,9,,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,6.0,,,,,,,,,,100.0,,,,,,,,,0,,,,,,,,,,True,4,751,,,,13.9,,,,,10,,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,5.0,,,,,,,,,,99.4,,,13.7,южный,,,,,1,,,,6,,,,6,,,2,751,,True,,14.4,,,,,10,,
