timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,,,,,39.0,,южный,,16.2,2,,2,,,,,,,10,731,,,,14.5,,,,6.0,,
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,38.1,,южный,,,2,,,,,,,,,4,732,,,,11.7,,,,10.0,,
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,50.2,,южный,,,2,,,,,,,,,4,732,,,,8.9,,,,10.0,,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,75.9,,южный,,,3,,,,,,,,,10,732,,,,5.4,,,,0.0,,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,,,,72.5,4.8,южный,,,2,,0,,,,,,,10,732,,,,6.7,,,,5.0,,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,53.7,,южный,,,3,,,,,,,,,10,733,,,,10.7,,,,7.0,,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,53.4,,южный,,,2,,,,,,,,,10,733,,,,11.1,,,,10.0,,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,47.0,,юго-восточный,,,2,,,,,,,,,10,734,,,,12.5,,,,6.0,,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,,,,,75.0,,юго-западный,,12.8,1,,0.5,,,,,,,10,735,,,,9.5,,True,,10.0,,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,80.2,,юго-западный,,,1,,,,,,,,,4,735,,,,7.8,,True,,10.0,,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,73.8,,южный,,,3,,,,,,,,,4,735,,,,8.3,,,,7.0,,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,78.8,,юго-западный,,,1,,,,,,,,,10,736,,,,5.9,,,,0.0,,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,,,,57.5,5.9,юго-западный,,,3,,0.4,,,,,,,10,737,,,,11.7,,,,0.0,,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,30.3,,юго-западный,,,3,,,,,,,,,10,737,,,,16.6,,,,0.0,,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,24.9,,юго-западный,,,2,,,,,,,,,20,738,,,,19.7,,,,5.0,,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,27.2,,южный,,,2,,,,,,,,,20,738,,,,19.5,,,,7.0,,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,,,,39.3,,южный,,20.7,1,,0,,,,,,,10,738,,,,18.5,,,,7.0,,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,72.5,,южный,,,3,,,,,,,,,4,739,,,,14.9,,True,,9.0,,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,88.8,,южный,,,1,,,,,,,,,4,739,,,,12.8,,,,9.0,,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,90.6,,,,,0,,,,,,,,True,10,740,,,,12.4,,,,10.0,,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,93.0,11.9,южный,,,1,,3,,,,,,True,10,740,,,,12.7,,,,10.0,,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,72.9,,юго-восточный,,,2,,,,,,,,,10,741,,,,17.0,,True,,4.0,,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,57.8,,южный,,,1,,,,,,,,,10,741,,,,19.0,,,,10.0,,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,49.3,,юго-западный,,,1,,,,,,,,,10,742,,,,20.6,,,,9.0,,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,,,,61.4,,северный,,21.0,1,,менее 0.1,,,,,,,10,743,,,,19.1,,,,10.0,,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,69.8,,северо-восточный,,,1,,,,,,,,,4,743,,,,15.8,,,,7.0,,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,82.2,,северный,,,1,,,,,,,,True,4,744,,,,14.7,,,,10.0,,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,84.4,,восточный,,,1,,,,,,,,,10,743,,,,14.9,,True,,10.0,,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,78.9,14.4,юго-восточный,,,3,,менее 0.1,,,,,,,10,742,,,,17.6,,,,7.0,,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,59.0,,южный,,,2,,,,,,,,,10,742,,,,24.1,,,,6.0,,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,28.3,,южный,,,3,,,,,,,,,10,741,,,,30.6,,,,4.0,,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,19.1,,западный,,,2,,,,,,,,,10,742,,,,31.8,,,,7.0,,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,39.6,,южный,,33.9,1,,0,,,,,,,10,742,,,,25.1,,,,7.0,,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,53.5,,северо-западный,,,1,,,,,,,,,4,743,,,,22.5,,,,7.0,,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,77.6,,северо-западный,,,1,,,,,,,,,4,744,,,,19.2,,,,0.0,,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,76.0,,северо-западный,,,1,,,,,,,,,10,744,,,,18.5,,,,7.0,,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,52.3,17.4,восточный,,,2,,0,,,,,,,10,744,,,,24.6,,,,4.0,,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,41.6,,южный,,,1,,,,,,,,,10,742,,,,27.7,,,,2.0,,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,11.0,,,,,,,,18.1,,южный,,,4,,,,,,,,,20,740,,,,33.8,,,,4.0,,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,14.0,,,,,,,,40.0,,западный,,,7,,,,,,,,,10,742,,,,27.5,,,,7.0,,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,19.0,,,,,,,,48.2,,северо-западный,,34.6,5,,менее 0.1,,,,,,,10,746,,,,15.4,,True,,2.0,,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,13.0,,,,,,,,55.8,,северо-западный,,,3,,,,,,,,,10,749,,,,11.3,,True,,0.0,,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,76.9,,юго-западный,,,1,,,,,,,,,4,749,,,,8.0,,,,0.0,,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,85.3,,западный,,,1,,,,,,,,,10,750,,,,7.0,,,,0.0,,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,54.6,6.6,северо-западный,,,3,,0,,,,,,,10,751,,,,14.2,,,,0.0,,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,10.0,,,,,,,,30.0,,северный,,,4,,,,,,,,,20,751,,,,19.4,,,,0.0,,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,24.1,,северный,,,3,,,,,,,,,20,751,,,,21.9,,,,0.0,,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,21.8,,северо-восточный,,,2,,,,,,,,,20,751,,,,23.0,,,,0.0,,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,,,,33.0,,северо-восточный,,23.2,2,,0,,,,,,,10,751,,,,19.5,,,,0.0,,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,52.4,,восточный,,,2,,,,,,,,,10,752,,,,15.7,,,,0.0,,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,64.6,,восточный,,,1,,,,,,,,,4,752,,,,12.9,,,,0.0,,
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,85.1,,,,,0,,,,,,,,,10,752,,,,10.4,,,,2.0,,
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,,,,69.6,10.4,юго-восточный,,,3,,0,,,,,,,10,752,,,,14.7,,,,2.0,,
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,50.6,,юго-восточный,,,3,,,,,,,,,20,751,,,,18.0,,,,1.0,,
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,40.8,,юго-восточный,,,3,,,,,,,,,20,750,,,,21.0,,,,0.0,,
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,36.7,,юго-восточный,,,3,,,,,,,,,20,749,,,,22.3,,,,0.0,,
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,,,,43.4,,южный,,22.8,1,,0,,,,,,,20,747,,,,20.8,,,,4.0,,
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,52.1,,южный,,,2,,,,,,,,,4,746,,,,18.6,,,,2.0,,
1590613200,"Среда, 27 мая
21:00 (UTC)",True,,,,,,,,,53.5,,южный,,,2,,,,,,,,,4,745,,,,18.3,,,,10.0,,
1590624000,"Четверг, 28 мая
00:00 (UTC)",True,,,,,,,,,79.2,,южный,,,2,,,,,,,,,10,744,,,,15.8,,,,10.0,,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,14.0,,,,,,,,74.2,13.9,юго-восточный,,,2,,14,,,,,,True,10,743,,,,16.3,,,,10.0,,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,79.9,,юго-восточный,,,3,,,,,,,,,10,743,,,,17.4,,True,,7.0,,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,45.6,,юго-восточный,,,2,,,,,,,,,10,741,,,,25.7,,True,,7.0,,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,25.6,,юго-западный,,,2,,,,,,,,,10,740,,,,29.5,,True,,4.0,,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,11.0,,,,,,,,50.9,,северный,,30.2,3,,0.5,,,,,,,10,741,,,,24.3,,,,6.0,,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,48.6,,северо-западный,,,3,,,,,,,,,4,742,,,,20.5,,,,5.0,,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,12.0,,,,,,,,52.9,,северный,,,2,,,,,,,,,4,743,,,,16.0,,,,6.0,,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,67.9,,северо-западный,,,2,,,,,,,,,10,744,,,,13.1,,,,6.0,,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,52.0,12.9,северный,,,2,,0,,,,,,,10,745,,,,16.7,,,,0.0,,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,30.5,,северный,,,3,,,,,,,,,10,744,,,,20.9,,,,0.0,,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,25.5,,северный,,,3,,,,,,,,,20,744,,,,23.2,,,,0.0,,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,25.5,,северо-восточный,,,3,,,,,,,,,20,743,,,,23.6,,,,0.0,,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,27.9,,северо-восточный,,24.1,2,,0,,,,,,,10,743,,,,22.2,,,,0.0,,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,53.9,,северо-западный,,,1,,,,,,,,,10,743,,,,15.5,,,,0.0,,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,71.4,,,,,0,,,,,,,,,10,744,,,,11.6,,,,0.0,,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,87.3,,,,,0,,,,,,,,,10,744,,,,8.9,,,,4.0,,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,,,,51.6,8.9,северо-западный,,,1,,0,,,,,,,20,744,,,,17.8,,,,2.0,,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,37.9,,юго-восточный,,,2,,,,,,,,,20,743,,,,22.0,,,,0.0,,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,31.1,,юго-восточный,,,2,,,,,,,,,20,742,,,,23.9,,,,0.0,,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,28.4,,юго-восточный,,,1,,,,,,,,,20,741,,,,25.3,,,,0.0,,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,,,,26.9,,,,26.7,0,,0,,,,,,,20,740,,,,25.5,,,,0.0,,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,65.0,,,,,0,,,,,,,,,10,739,,,,16.5,,,,0.0,,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,83.8,,,,,0,,,,,,,,,10,739,,,,13.9,,,,0.0,,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,91.7,,южный,,,1,,,,,,,,,10,737,,,,11.3,,,,2.0,,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,64.9,11.3,юго-восточный,,,1,,0,,,,,,,10,736,,,,18.2,,,,7.0,,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,35.0,,южный,,,2,,,,,,,,,20,735,,,,24.9,,,,2.0,,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,29.6,,южный,,,2,,,,,,,,,20,734,,,,27.5,,,,9.0,,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,27.8,,юго-восточный,,,2,,,,,,,,,20,733,,,,28.7,,,,1.0,,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,,,,,,46.3,,северный,,29.1,3,,0,,,,,,,20,731,,,,24.8,,,,4.0,,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,10.0,,,,,,,True,64.5,,северный,,,2,,,,,,,,,4,731,,,,18.1,,,,10.0,,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,11.0,,,,,,,,69.9,,северный,,,3,,,,,,,,,4,732,,,,11.7,,True,,7.0,,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,73.7,,северо-западный,,,2,,,,,,,,,10,733,,,,10.4,,True,,9.0,,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,66.1,10.0,западный,,,2,,0,,,,,,,10,734,,,,13.3,,,,0.0,,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,46.4,,западный,,,3,,,,,,,,,10,734,,,,21.9,,,,6.0,,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,10.0,,,,,,,,35.7,,северо-западный,,,4,,,,,,,,,10,734,,,,24.0,,,,6.0,,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,11.0,,,,,,,,44.0,,северный,,,3,,,,,,,,,10,735,,,,20.8,,,,7.0,,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,10.0,,,,,,,,54.0,,западный,,25.1,2,,0,,,,,,,10,737,,,,17.6,,True,,6.0,,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,66.3,,западный,,,1,,,,,,,,,4,738,,,,14.5,,True,,7.0,,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,77.2,,западный,,,2,,,,,,,,,10,738,,,,12.8,,,,10.0,,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,86.9,,западный,,,1,,,,,,,,,10,739,,,,11.0,,,,5.0,,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,,,,78.3,10.5,северный,,,2,,0,,,,,,,10,740,,,,13.7,,,,6.0,,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,73.7,,северо-западный,,,3,,,,,,,,,10,741,,,,13.3,,,,10.0,,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,63.3,,северный,,,2,,,,,,,,,10,742,,,,14.6,,,,10.0,,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,64.0,,северный,,,3,,,,,,,,,10,743,,,,14.1,,,,10.0,,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,,,,,60.8,,северо-восточный,,14.9,2,,0,,,,,,,10,743,,,,13.1,,,,6.0,,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,81.5,,северо-западный,,,1,,,,,,,,,10,744,,,,9.3,,,,7.0,,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,87.2,,,,,0,,,,,,,,,10,744,,,,7.9,,,,4.0,,
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,92.0,,,,,0,,,,,,,,,10,744,,,,5.6,,,,2.0,,
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,,,,74.4,5.6,восточный,,,1,,0,,,,,,,10,744,,,,11.6,,,,7.0,,
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,49.9,,,,,0,,,,,,,,,10,744,,,,14.4,,,,9.0,,
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,40.6,,северный,,,1,,,,,,,,,10,743,,,,17.2,,,,9.0,,
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,29.8,,северный,,,1,,,,,,,,,10,742,,,,19.5,,,,6.0,,
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,,,,30.9,,восточный,,20.2,1,,0,,,,,,,10,743,,,,17.7,,,,4.0,,
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,58.6,,,,,0,,,,,,,,,10,744,,,,11.1,,,,0.0,,
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,86.6,,,,,0,,,,,,,,,10,743,,,,7.7,,,,0.0,,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,92.0,,,,,0,,,,,,,,,10,744,,,,6.3,,,,0.0,,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,51.3,6.2,северный,,,1,,0,,,,,,,10,745,,,,15.5,,,,0.0,,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,25.6,,северный,,,3,,,,,,,,,10,745,,,,18.8,,,,6.0,,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,23.3,,северный,,,2,,,,,,,,,10,745,,,,20.1,,,,5.0,,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,26.7,,северо-восточный,,,2,,,,,,,,,10,746,,,,18.6,,,,0.0,,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,27.4,,восточный,,20.2,2,,0,,,,,,,10,746,,,,16.1,,,,0.0,,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,44.3,,восточный,,,1,,,,,,,,,10,747,,,,11.1,,,,0.0,,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,65.0,,,,,0,,,,,,,,,10,748,,,,8.5,,,,0.0,,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,79.8,,,,,0,,,,,,,,,10,748,,,,5.2,,,,0.0,,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,38.6,5.2,южный,,,2,,0,,,,,,,10,749,,,,13.4,,,,0.0,,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,29.8,,юго-восточный,,,3,,,,,,,,,10,749,,,,17.2,,,,5.0,,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,29.8,,юго-восточный,,,3,,,,,,,,,10,748,,,,20.1,,,,6.0,,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,27.0,,юго-восточный,,,2,,,,,,,,,10,747,,,,21.8,,,,7.0,,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,31.9,,южный,,22.4,1,,0,,,,,,,10,747,,,,20.4,,,,4.0,,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,48.9,,юго-западный,,,1,,,,,,,,,10,748,,,,14.4,,,,0.0,,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,55.9,,южный,,,1,,,,,,,,,10,748,,,,11.7,,,,0.0,,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,88.3,,,,,0,,,,,,,,,10,748,,,,7.2,,,,0.0,,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,50.3,7.0,южный,,,1,,0,,,,,,,10,748,,,,15.5,,,,0.0,,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,16.2,,южный,,,2,,,,,,,,,20,748,,,,22.9,,,,0.0,,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,15.6,,южный,,,2,,,,,,,,,20,747,,,,24.9,,,,0.0,,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,15.7,,южный,,,2,,,,,,,,,20,747,,,,25.1,,,,0.0,,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,24.7,,юго-восточный,,25.4,2,,0,,,,,,,20,746,,,,23.2,,,,0.0,,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,42.3,,южный,,,1,,,,,,,,,10,746,,,,16.1,,,,0.0,,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,54.7,,,,,0,,,,,,,,,10,747,,,,12.8,,,,0.0,,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,46.6,,юго-западный,,,1,,,,,,,,,10,747,,,,12.3,,,,0.0,,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,,,,37.0,12.0,южный,,,1,,0,,,,,,,20,747,,,,17.1,,,,0.0,,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,27.4,,юго-восточный,,,2,,,,,,,,,20,747,,,,23.7,,,,0.0,,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,17.4,,южный,,,2,,,,,,,,,20,747,,,,26.9,,,,0.0,,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,19.9,,южный,,,2,,,,,,,,,20,746,,,,26.9,,,,0.0,,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,,,,23.3,,южный,,27.3,1,,0,,,,,,,20,745,,,,24.7,,,,0.0,,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,43.4,,,,,0,,,,,,,,,10,746,,,,16.7,,,,0.0,,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,77.7,,,,,0,,,,,,,,,10,746,,,,12.8,,,,0.0,,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,87.5,,,,,0,,,,,,,,,10,747,,,,10.9,,,,0.0,,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,44.1,10.8,,,,0,,0,,,,,,,10,747,,,,20.2,,,,0.0,,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,18.8,,юго-восточный,,,2,,,,,,,,,20,747,,,,26.8,,,,0.0,,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,15.7,,южный,,,1,,,,,,,,,20,747,,,,28.2,,,,2.0,,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,12.9,,,,,0,,,,,,,,,20,746,,,,29.2,,,,1.0,,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,,,,22.0,,южный,,29.4,1,,0,,,,,,,20,746,,,,27.4,,,,0.0,,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,45.9,,,,,0,,,,,,,,,10,747,,,,17.8,,,,0.0,,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,61.8,,юго-западный,,,1,,,,,,,,,10,747,,,,13.9,,,,0.0,,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,83.0,,,,,0,,,,,,,,,10,748,,,,12.1,,,,0.0,,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,,,34.9,12.0,северо-западный,,,1,,0,,,,,,,10,748,,,,22.1,,,,0.0,,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,14.1,,северный,,,2,,,,,,,,,10,749,,,,28.8,,,,0.0,,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,14.4,,восточный,,,2,,,,,,,,,10,748,,,,30.3,,,,0.0,,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,15.0,,юго-восточный,,,1,,,,,,,,,10,748,,,,30.2,,,,0.0,,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,,,,16.9,,северо-восточный,,31.2,1,,0,,,,,,,10,748,,,,28.2,,,,0.0,,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,44.4,,,,,0,,,,,,,,,10,748,,,,19.2,,,,0.0,,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,79.6,,,,,0,,,,,,,,,10,748,,,,15.4,,,,0.0,,
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,85.5,,,,,0,,,,,,,,,10,749,,,,14.1,,,,0.0,,
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,,,57.0,13.7,юго-восточный,,,1,,0,,,,,,,10,749,,,,21.8,,,,0.0,,
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,22.1,,южный,,,1,,,,,,,,,20,749,,,,29.0,,,,2.0,,
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,16.0,,юго-восточный,,,2,,,,,,,,,20,748,,,,30.4,,,,2.0,,
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,18.8,,южный,,,1,,,,,,,,,20,747,,,,30.9,,,,2.0,,
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,,,,21.1,,южный,,31.4,1,,0,,,,,,,20,746,,,,29.2,,,,0.0,,
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,33.3,,,,,0,,,,,,,,,4,746,,,,23.0,,,,0.0,,
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,53.0,,восточный,,,1,,,,,,,,,10,745,,,,20.5,,,,0.0,,
