timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь очень сильный,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),Дождь (незамерзающий) умеренный с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Снег сильный непрерывный,Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,,12.0,,,,,,,,,,,,,10,750.0,,15.4,,31.8,,,,,юго-западный,7.0,,,8.0
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,,13.0,,,,,,,,,,,,,10,750.0,,17.0,,29.6,,,,,западный,9.0,,,7.0
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,,12.0,,0,,,,,,,,,,,10,748.0,,17.4,,30.3,,,,,юго-западный,6.0,,17.7,2.0
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,14.0,,45.8,,,,,западный,7.0,,,1.0
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,9.5,,71.5,,,,,,6.0,,,0.0
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,10.6,,70.2,,,,,,9.0,,,0.0
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,12.0,,2,,,True,2,,,,,,,10,745.0,,9.8,,81.0,,,9.6,,западный,10.0,,,2.0
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,,True,,,,,,10,745.0,,13.4,,75.2,,,,,юго-западный,4.0,,,4.0
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,10.0,,,,,True,,,,,,,,10,744.0,,16.1,,52.9,,,,,западный,6.0,,,2.0
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,18.0,,,,,,,,,True,,,,10,744.0,,12.9,,74.6,,,,,южный,10.0,,,1.0
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,,12.0,,3,,,,,,,,,,,10,743.0,,16.3,,36.5,,,,,западный,10.0,,18.3,5.0
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,14.0,,,,,,,,,True,,,,10,744.0,,8.6,,87.8,,,,,западный,10.0,,,6.0
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,11.0,,,,,,,,,,,,,10,745.0,,6.1,,84.6,,,,,западный,4.0,,,5.0
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,10.0,,,,,,,,,,,,,10,746.0,,4.9,,83.8,,,,,западный,0.0,,,5.0
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,,,2,,,,5,,,,,,,10,747.0,,4.3,,83.8,,,4.0,,западный,0.0,,,4.0
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,11.0,,,,,,,,,,,,,10,748.0,,9.5,,61.2,,,,,западный,4.0,,,7.0
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,15.0,,,,,,,,,,,,,10,747.0,,13.9,,36.1,,,,,западный,7.0,,,8.0
1589889600,"Вторник, 19 мая
12:00 (UTC)",,,15.0,,,,,,,,,,,,,10,747.0,,14.2,,41.5,,,,,западный,7.0,,,5.0
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,14.0,,0,,,,,,,,,,,10,746.0,,13.7,,35.5,,,,,западный,9.0,,15.3,4.0
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,12.4,,47.0,,,,,западный,7.0,,,2.0
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,10.1,,60.9,,,,,юго-западный,2.0,,,2.0
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,9.2,,70.9,,,,,юго-западный,7.0,,,1.0
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,0.7,,,,0.7,,,True,,,,10,743.0,,8.5,,91.5,,,8.1,,,10.0,,,0.0
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,,True,,,,4,737.0,,9.8,,91.0,,,,,восточный,10.0,,,2.0
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,,True,,,,10,742.0,,10.4,,89.8,,,,,восточный,10.0,,,1.0
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,True,,,,,,10,742.0,,12.7,,77.7,,,,,северный,7.0,,,1.0
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,4,,,,,,,True,,,,10,742.0,,12.8,,72.1,,,,,северный,9.0,,14.6,2.0
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,True,,,,10,742.0,,11.1,,87.5,,,,,западный,10.0,,,2.0
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,True,,,,,,10,742.0,,9.7,,89.1,,,,,западный,7.0,,,1.0
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,742.0,,8.4,,87.8,,,,True,западный,7.0,,,3.0
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,0.9,,,,5,,,,,,,10,742.0,,7.2,,87.1,,,7.2,,западный,2.0,,,3.0
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,9.6,,63.9,,,,,западный,7.0,,,6.0
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,11.0,,,,,,,,,,,,,10,744.0,,11.8,,51.0,,,,,западный,7.0,,,7.0
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,744.0,,13.2,,39.4,,,,,западный,7.0,,,7.0
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,0,,,,,,,,,,,10,745.0,,12.8,,38.5,,,,,западный,7.0,,15.0,4.0
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,8.8,,70.3,,,,,западный,4.0,,,2.0
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,5.8,,81.6,,,,,северо-западный,0.0,,,1.0
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,5.5,,75.4,,,,,западный,0.0,,,2.0
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,746.0,,5.0,,80.9,,,2.6,,западный,2.0,,,2.0
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,11.4,,48.4,,,,,западный,2.0,,,2.0
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,12.6,,41.0,,,,,западный,9.0,,,2.0
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,13.6,,34.4,,,,,южный,10.0,,,2.0
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,менее 0.1,,,,,,,True,,,,10,746.0,,13.0,,38.8,,,,,юго-западный,10.0,,15.1,2.0
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,,True,,,,10,747.0,,10.6,,59.3,,,,,юго-западный,10.0,,,3.0
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,True,,,,,,10,747.0,,8.8,,69.3,,,,,западный,7.0,,,2.0
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,8.0,,79.1,,,,True,северо-западный,7.0,,,2.0
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,6,,,,6,,,True,,,,10,747.0,,6.5,,88.3,,,6.0,,юго-западный,10.0,,,1.0
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,True,,,,,,10,747.0,,11.0,,71.8,,,,,северный,4.0,,,1.0
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,True,,,,10,748.0,,12.9,,60.3,,,,,юго-восточный,7.0,,,2.0
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,14.6,,49.0,,,,True,северо-восточный,7.0,,,2.0
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,0.7,,,,,,,,,,,10,748.0,,13.0,,60.7,,,,,северо-западный,6.0,,16.6,4.0
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,10.7,,72.7,,,,,северо-западный,6.0,,,3.0
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,6.4,,86.4,,,,,,0.0,,,0.0
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,4.9,,96.6,,,,,северо-западный,0.0,,,1.0
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,0,,,,0.7,,,,,,,10,749.0,,5.3,,96.6,,,3.7,,северо-западный,2.0,,,1.0
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,12.1,,68.1,,,,,южный,4.0,,,1.0
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,True,,,,,,,,,10,750.0,,13.4,,56.0,,,,,южный,7.0,,,2.0
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,15.8,,43.5,,,,True,южный,7.0,,,3.0
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,менее 0.1,,,,,,,,,,,10,751.0,,15.1,,44.8,,,,,юго-западный,7.0,,16.4,2.0
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,,True,,10,752.0,,11.1,,72.8,,,,,северо-восточный,9.0,,,1.0
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,True,,,,,,10,753.0,,7.3,,95.3,,,,,юго-восточный,0.0,,,1.0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,6.2,,95.3,,,,True,,0.0,,,0.0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,0.5,,,,0.5,,,,,,,10,754.0,,6.4,,97.3,,,4.4,,,0.0,,,0.0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,15.0,,50.5,,,,,юго-восточный,2.0,,,3.0
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,16.6,,37.9,,,,,юго-восточный,7.0,,,3.0
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,18.2,,33.5,,,,,юго-восточный,7.0,,,2.0
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,0,,,,,,,,,,,10,755.0,,18.5,,35.9,,,,,восточный,7.0,,19.4,2.0
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,14.5,,54.3,,,,,северный,9.0,,,1.0
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,13.6,,58.4,,,,,северный,10.0,,,1.0
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,13.2,,58.7,,,,,юго-восточный,10.0,,,4.0
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,0.4,,,,0.4,,,True,,,,10,756.0,,10.9,,92.3,,,10.9,,северный,10.0,,,1.0
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,,True,,,,10,756.0,,11.0,,92.3,,,,,северный,10.0,,,2.0
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,,True,,,,10,755.0,,12.8,,87.1,,,,,северный,10.0,,,2.0
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,True,,,,,,,,10,754.0,,14.4,,73.9,,,,,северный,9.0,,,1.0
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,8,,,,,,,True,,,,10,754.0,,12.0,,90.5,,,,,северный,10.0,,14.4,1.0
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,11.2,,91.1,,,,True,северо-западный,10.0,,,1.0
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,11.0,,94.8,,,,,северный,7.0,,,1.0
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,10.2,,93.5,,,,,северный,7.0,,,1.0
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,0.7,,,,9,,,,,,,10,754.0,,9.7,,94.8,,,9.0,,северо-западный,2.0,,,1.0
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,13.8,,71.3,,,,,северный,7.0,,,1.0
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,15.1,,67.4,,,,,западный,9.0,,,3.0
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,15.8,,64.8,,,,,северный,10.0,,,1.0
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,0,,,,,,,,,,,10,754.0,,15.8,,68.9,,,,,северный,7.0,,20.2,1.0
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,12.5,,91.8,,,,,,2.0,,,0.0
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,10.4,,96.1,,,,,,6.0,,,0.0
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,10.4,,94.8,,,,,северо-западный,7.0,,,1.0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,754.0,,10.2,,94.8,,,8.6,,северо-восточный,6.0,,,1.0
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,True,,,,10,754.0,,16.0,,68.0,,,,,восточный,10.0,,,2.0
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,True,,,,10,753.0,,16.4,,75.2,,,,,северо-восточный,10.0,,,2.0
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,True,,,,,,10,751.0,,20.6,,51.6,,,,,восточный,7.0,,,2.0
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,0.1,,,,,,,,,,,10,750.0,,21.3,,55.0,,,,,северо-восточный,6.0,,21.6,2.0
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,18.5,,70.3,,,,,северо-восточный,2.0,,,2.0
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,17.9,,69.7,,,,,восточный,2.0,,,1.0
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,14.8,,85.5,,,,,восточный,4.0,,,1.0
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,менее 0.1,,True,,0.1,,,,,,,10,748.0,,16.4,,81.4,,,14.8,,восточный,7.0,,,1.0
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,True,,,,,,10,747.0,,22.2,,57.4,,,,,юго-восточный,6.0,,,4.0
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,11.0,,,,,,,,,,,,,10,746.0,,27.7,,41.4,,,,,восточный,6.0,,,5.0
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,745.0,,28.1,,40.1,,,,,юго-восточный,9.0,,,4.0
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,10.0,,0,,,,,,,,,,,10,744.0,,28.3,,39.7,,,,,восточный,7.0,,29.3,4.0
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,23.2,,52.0,,,,,восточный,7.0,,,2.0
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,21.2,,57.2,,,,,восточный,7.0,,,1.0
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,742.0,,19.8,,57.2,,,,,восточный,9.0,,,1.0
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,0.3,,True,,0.3,,,,,,,10,741.0,,18.5,,62.5,,,17.3,,северо-восточный,10.0,,,1.0
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,,,,,10,740.0,,19.2,,56.3,,,,True,восточный,10.0,,,2.0
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,,True,,,,10,741.0,,17.3,,92.1,,,,,южный,10.0,,,3.0
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,11.0,,,,,,,,,True,,,,10,743.0,,15.0,,94.4,,,,,южный,10.0,,,3.0
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,7,,,,,True,,,,,,10,743.0,,18.2,,63.6,,,,,южный,7.0,,19.9,2.0
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,True,,,,,,10,744.0,,16.2,,72.2,,,,,юго-восточный,2.0,,,2.0
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,15.0,,79.6,,,,,южный,7.0,,,2.0
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,13.4,,83.7,,,,,южный,0.0,,,2.0
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,0,,,,7,,,,,,,10,744.0,,13.4,,83.7,,,11.8,,юго-западный,10.0,,,1.0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,True,,,,,,,,10,744.0,,14.2,,86.6,,,,,южный,10.0,,,3.0
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,,True,,,,4,744.0,,16.5,,68.6,,,,,юго-западный,10.0,,,5.0
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,10.0,,,,,,,True,,,,,,10,744.0,,19.4,,56.7,,,,,юго-западный,7.0,,,7.0
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,16.0,,менее 0.1,,,,,,,,,,,10,743.0,,17.8,,56.3,,,,,южный,7.0,True,20.2,6.0
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,True,,,,,,10,743.0,,14.3,,76.9,,,,,южный,7.0,,,2.0
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,13.2,,80.4,,,,,южный,6.0,,,1.0
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,12.5,,79.8,,,,,юго-западный,7.0,,,2.0
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,,,,,,10,742.0,,12.0,,85.2,,,11.4,,южный,7.0,,,2.0
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,14.9,,74.9,,,,,юго-западный,7.0,,,1.0
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,19.0,,58.6,,,,,южный,7.0,,,3.0
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,10.0,,,,,,,,,,,,,10,742.0,,15.2,,80.7,,,,,,6.0,True,,0.0
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,11,,,,,,,,,,,10,742.0,,16.8,,88.6,,,,,,10.0,True,20.5,0.0
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,12.0,,,,,,,,,,,,,10,743.0,,13.1,,95.5,,,,,северо-западный,7.0,True,,1.0
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,True,,,,,4,743.0,,13.2,,97.4,,,,,северо-восточный,10.0,,,1.0
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,True,,,,,4,743.0,,12.4,,96.1,,,,,юго-восточный,7.0,,,2.0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,11,,,,22,,,,,,,10,742.0,,12.3,,96.1,,,12.0,,юго-восточный,6.0,,,1.0
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,15.4,,87.3,,,,,юго-восточный,10.0,,,3.0
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,19.5,,66.1,,,,,юго-восточный,9.0,,,4.0
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,10.0,,,,,,,,,,,,,10,743.0,True,16.3,,78.2,,,,,западный,10.0,,,5.0
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,3,,,True,,,,,,,,10,743.0,,15.9,,91.4,,,,,северо-восточный,10.0,,21.5,2.0
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,True,,,,4,743.0,,14.7,,96.8,,,,,северный,10.0,,,1.0
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,14.1,,95.6,,,,True,северо-западный,10.0,,,2.0
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,True,,,,,4,742.0,,12.4,,96.1,,,,,северо-восточный,4.0,,,1.0
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,4,,,,7,,True,,,,,2,742.0,,13.5,,97.4,,,11.5,,,10.0,,,0.0
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,,,,,10,742.0,,15.8,,91.4,,,,True,восточный,10.0,,,1.0
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,True,,,,10,742.0,,16.3,,86.3,,,,,,10.0,,,0.0
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,,True,,,,10,742.0,,15.4,,94.4,,,,,юго-западный,10.0,,,1.0
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,13,,,True,,,,,,,,10,741.0,,15.0,,91.3,,,,,западный,9.0,,17.0,2.0
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,True,,,,,,10,741.0,,13.4,,95.5,,,,,,7.0,,,0.0
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,741.0,,11.2,,97.4,,,,,,0.0,,,0.0
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,741.0,,12.3,,97.4,,,,,,0.0,,,0.0
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,0,,,,13,,,,True,,,1,741.0,,12.2,,97.4,,,11.2,,южный,,,,1.0
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,True,,,,,2,741.0,,13.6,,97.4,,,,,юго-восточный,10.0,,,2.0
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,True,,,,10,742.0,,18.5,,65.0,,,,,юго-западный,7.0,,,2.0
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,11.0,,,,,,,True,,,,,,10,743.0,,20.6,,52.3,,,,,юго-западный,6.0,,,4.0
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,10.0,,менее 0.1,,,,,,,,,,,10,743.0,,20.5,,49.9,,,,,южный,6.0,,21.4,2.0
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,17.4,,63.9,,,,,,7.0,,,0.0
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,15.4,,70.7,,,,,,6.0,,,0.0
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,13.9,,76.3,,,,,,7.0,,,0.0
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,0,,,,менее 0.1,,,,,,,10,746.0,,13.4,,81.5,,,12.2,,южный,7.0,,,1.0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,18.3,,61.2,,,,,юго-восточный,7.0,,,4.0
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,10.0,,,,,,,,,,,,,10,747.0,,20.0,,57.3,,,,,юго-восточный,10.0,,,5.0
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,746.0,,22.8,,42.8,,,,,южный,7.0,,,6.0
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,12.0,,0.1,,,True,,,,,,,,10,747.0,,17.4,,68.7,,,,,юго-западный,10.0,,23.4,2.0
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,True,,,,,,,,10,747.0,,15.6,,81.8,,,,,южный,10.0,,,1.0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,15.8,,77.1,,,,,южный,9.0,,,1.0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,15.7,,81.8,,,,,юго-западный,7.0,,,1.0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,0.3,,,True,0.4,,,,,,,10,747.0,,15.2,,91.4,,,14.9,,юго-восточный,9.0,,,1.0
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,True,,,,,,10,748.0,,19.0,,75.1,,,,,южный,7.0,,,2.0
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,20.2,,69.3,,,,,южный,10.0,,,3.0
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,25.7,,48.7,,,,,южный,6.0,,,2.0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,10.0,,0,,,,,,,,,,,10,748.0,,25.1,,52.1,,,,,юго-западный,9.0,,26.4,3.0
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,22.4,,56.7,,,,,,10.0,,,0.0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,19.8,,65.3,,,,,,9.0,,,0.0
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,18.8,,68.1,,,,,,7.0,,,0.0
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,749.0,,19.8,,65.3,,,18.0,,,7.0,,,0.0
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,23.2,,56.2,,,,,западный,2.0,,,2.0
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,27.3,,42.6,,,,,южный,2.0,,,2.0
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,28.4,,40.0,,,,,юго-западный,2.0,,,3.0
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,0,,,,,,,,,,,10,749.0,,28.2,,42.6,,,,,западный,2.0,,29.2,2.0
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,23.5,,61.6,,,,,,2.0,,,0.0
