timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Мгла,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1594490400,"Суббота, 11 июля
18:00 (UTC)",,11.0,,,,,,,,53.3,,,северо-западный,,3,,,,,,,,,,,10.0,738,,,21.6,,True,2.0,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,55.9,,,северо-западный,,2,,,,,,,,,,,10.0,739,,,19.2,,,0.0,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,68.2,,,западный,,1,,,,,,,,,,,50.0,739,,,16.9,,,0.0,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,51.7,,16.4,северо-западный,,2,,,,0,,,,,,,20.0,740,,,20.7,,,2.0,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,30.5,,,северный,,1,,,,,,,,,,,50.0,739,,,24.8,,,2.0,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,29.8,,,северо-западный,,2,,,,,,,,,,,50.0,739,,,26.7,,,7.0,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,23.7,,,западный,,2,,,,,,,,,,,50.0,738,,,29.3,,,4.0,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,26.4,,,западный,29.6,2,,,,0,,,,,,,50.0,737,,,27.5,,,0.0,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,38.2,,,западный,,2,,,,,,,,,,,10.0,738,,,23.9,,,0.0,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,56.1,,,южный,,1,,,,,,,,,,,10.0,738,,,19.7,,,0.0,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,66.5,,,юго-западный,,1,,,,,,,,,,,20.0,738,,,17.3,,,0.0,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,49.2,,17.2,западный,,1,,,,0,,,,,,,20.0,738,,,22.7,,,0.0,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,31.8,,,юго-западный,,1,,,,,,,,,,,50.0,738,,,28.1,,,0.0,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,22.6,,,северо-восточный,,1,,,,,,,,,,,50.0,737,,,31.2,,,0.0,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,22.4,,,западный,,1,,,,,,,,,,,50.0,737,,,33.3,,,2.0,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,27.1,,,,33.5,0,,,,0,,,,,,,50.0,737,,,30.4,,,2.0,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,41.3,,,юго-восточный,,1,,,,,,,,,,,10.0,737,,,26.4,,,2.0,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,48.7,,,,,0,,,,,,,,,,,50.0,738,,,23.5,,,4.0,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,65.8,,,юго-восточный,,1,,,,,,,,,,,20.0,739,,,20.3,,,2.0,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,46.0,,20.2,юго-восточный,,2,,,,0,,,,,,,20.0,739,,,24.8,,,4.0,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,29.9,,,юго-восточный,,3,,,,,,,,,,,10.0,739,,,31.4,,,2.0,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,19.3,,,южный,,3,,,,,,,,,,,20.0,738,,,34.9,,,2.0,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,20.0,,,юго-восточный,,2,,,,,,,,,,,20.0,738,,,35.1,,,2.0,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,22.0,,,юго-восточный,35.9,1,,,,0,,,,,,,50.0,738,,,33.3,,,2.0,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,36.0,,,юго-восточный,,2,,,,,,,,,,,10.0,738,,,28.3,,,1.0,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,50.0,,,юго-восточный,,2,,,,,,,,,,,10.0,738,,,24.4,,,0.0,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,57.1,,,юго-восточный,,2,,,,,,,,,,,10.0,739,,,22.3,,,2.0,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,48.7,,22.2,юго-восточный,,1,,,,0,,,,,,,10.0,739,,,25.7,,,4.0,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,28.3,,,юго-восточный,,3,,,,,,,,,,,10.0,738,,,33.3,,,2.0,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,18.8,,,южный,,3,,,,,,,,,,,20.0,738,,,36.8,,,2.0,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,10.0,,,,,,,,18.6,,,юго-западный,,2,,,,,,,,,,,20.0,737,,,35.1,,,6.0,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,21.4,,,южный,37.7,3,,,,0,,,,,,,20.0,737,,,33.8,,,2.0,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,30.5,,,юго-восточный,,3,,,,,,,,,,,10.0,737,,,29.3,,,2.0,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,38.2,,,юго-восточный,,1,,,,,,,,,,,10.0,737,,,25.7,,,0.0,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,49.2,,,юго-восточный,,2,,,,,,,,,,,10.0,737,,,22.7,,,2.0,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,39.5,,22.4,,,0,,,,0,,,,,,,10.0,737,,,26.8,,,0.0,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,True,,,23.3,,,юго-восточный,,1,,,,,,,,,,,4.0,736,,,34.5,,,0.0,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,True,,,13.8,,,юго-западный,,3,,,,,,,,,,,4.0,736,,,38.8,,,2.0,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,14.5,,,юго-восточный,,2,,,,,,,,,,,10.0,735,,,37.5,,,6.0,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,19.4,,,южный,39.1,3,,,,0,,,,,,,20.0,735,,,34.4,,,0.0,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,29.9,,,юго-восточный,,2,,,,,,,,,,,10.0,735,,,29.4,,,2.0,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,39.8,,,юго-восточный,,2,,,,,,,,,,,10.0,735,,,26.1,,,4.0,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,50.6,,,юго-восточный,,2,,,,,,,,,,,1.0,735,,,23.1,,,2.0,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,43.4,,22.9,юго-восточный,,2,,,,0,,,,,,,10.0,735,,,26.1,,,2.0,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,23.3,,,южный,,4,,,,,,,,,,,20.0,735,,,33.1,,,2.0,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,15.8,,,южный,,4,,,,,,,,,,,20.0,735,,,35.2,,,2.0,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,17.5,,,юго-восточный,,3,,,,,,,,,,,20.0,734,,,35.6,,,2.0,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,21.3,,,юго-восточный,36.5,3,,,,0,,,,,,,50.0,733,,,33.0,,,2.0,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,30.5,,,южный,,2,,,True,,,,,,,,10.0,734,,,28.5,,,7.0,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,38.1,,,юго-восточный,,2,,,True,,,,,,,,10.0,734,,,25.4,,,7.0,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,46.7,,,юго-восточный,,1,,,,,,,,,,,20.0,734,,,22.9,,True,2.0,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,38.9,,22.0,юго-восточный,,1,,,,менее 0.1,,,,,,,20.0,735,,,26.5,,,2.0,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,24.5,,,юго-западный,,1,,,,,,,,,,,50.0,734,,,32.1,,,4.0,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,10.0,,,,,,,,26.6,,,северо-западный,,3,,,,,,,,,,,20.0,734,,,32.4,True,,7.0,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,31.8,,,северо-западный,,1,,,,,,,,,,,20.0,734,,,31.6,,True,9.0,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,23.9,,,юго-западный,34.8,3,,,,0,,,,,,,20.0,734,,,31.1,,,7.0,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,39.1,,,,,0,,,,,,,,,,,10.0,734,,,26.1,,,6.0,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,49.8,,,,,0,,,,,,,,,,,10.0,734,,,23.7,,,6.0,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,61.8,,,юго-восточный,,1,,,,,,,,,,,20.0,734,,,21.0,,,6.0,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,56.0,,20.9,северо-западный,,1,,,,0,,,,,,,10.0,734,,,25.3,,,10.0,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,True,,,38.7,,,юго-восточный,,2,,,,,,,,,,,4.0,733,,,30.2,,,10.0,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,26.6,,,юго-восточный,,3,,,,,,,,,,,20.0,733,,,31.8,,,9.0,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,10.0,,,,,,,True,33.7,,,юго-восточный,,2,,,,,,,,,,,10.0,732,,,29.3,,,10.0,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,13.0,,,,,,,,64.5,,,северный,32.0,1,,,,менее 0.1,,,True,,,,10.0,733,,,22.0,,,10.0,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,71.7,,,восточный,,1,,,,,,,,,,,10.0,733,,,21.0,,True,10.0,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,69.0,,,северный,,1,,,,,,,,,,,10.0,732,,,21.1,,,6.0,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,74.9,,,,,0,,,,,,,,,,,10.0,732,,,20.5,,,9.0,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,73.2,,20.2,восточный,,1,,,,менее 0.1,,,,True,,,4.0,732,,,21.3,,,7.0,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,75.6,,,восточный,,2,,,,,,,True,,,,4.0,733,,,21.5,,,9.0,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,55.8,,,восточный,,2,,,,,,,,,,,10.0,732,,,26.0,,True,10.0,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,10.0,,,,,,,,60.6,,,восточный,,4,,,,,,,,,,,10.0,732,,,24.5,,True,9.0,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,11.0,,,,,,,,69.5,,,восточный,26.5,3,,,,0,,,,,,,10.0,733,,,21.1,,,10.0,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,12.0,,,,,,,,75.0,,,восточный,,3,,,,,,,,,,,10.0,733,,,18.2,,,10.0,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,11.0,,,,,,,,85.6,,,восточный,,3,,,,,,,True,,,,4.0,734,,,15.2,,,10.0,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,81.2,,,восточный,,3,,,,,,,,,,,10.0,735,,,15.4,,True,10.0,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,82.3,,15.0,восточный,,3,,,,0.5,,,,,,,20.0,735,,,15.1,,,10.0,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,77.6,,14.6,восточный,,3,,,,,,,,,,,10.0,736,,,15.5,,True,10.0,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,63.1,,,восточный,,2,,,,,,,,,,,10.0,736,,,17.8,,,10.0,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,54.1,,,восточный,,3,,,,,,,,,,,20.0,736,,,20.5,,,9.0,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,58.0,,,восточный,20.8,2,,,,0,,,,,,,20.0,736,,,19.7,,,10.0,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,67.8,,,восточный,,2,,,,,,,,,,,10.0,736,,,17.4,,,6.0,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,73.0,,,восточный,,2,,,,,,,,,,,10.0,736,,,15.3,,,2.0,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,78.8,,,восточный,,2,,,,,,,,,,,10.0,736,,,13.6,,,9.0,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,60.2,,13.5,юго-восточный,,3,,,,0,,,,,,,10.0,736,,,17.4,,,7.0,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,41.2,,,юго-восточный,,4,,,,,,,,,,,10.0,736,,,22.2,,,9.0,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,32.9,,,юго-восточный,,5,,,,,,,,,,,10.0,735,,,24.1,,,7.0,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,34.5,,,восточный,,3,,,,,,,,,,,20.0,734,,,23.2,,,7.0,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,37.4,,,восточный,25.2,3,,,,0,,,,,,,20.0,733,,,22.1,,,9.0,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,51.4,,,восточный,,3,,,,,,,,,,,10.0,733,,,19.7,,,7.0,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,58.1,,,восточный,,3,,,,,,,,,,,10.0,732,,,18.7,,,7.0,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,60.3,,,восточный,,3,,,,,,,,,,,10.0,732,,,18.2,,,9.0,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,59.4,,18.2,восточный,,3,,,,0,,,,,,,20.0,731,,,19.1,,,9.0,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,10.0,,,,,,,,43.8,,,восточный,,4,,,,,,,,,,,20.0,730,,,23.5,,,9.0,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,12.0,,,,,,,,35.8,,,восточный,,5,,,,,,,,,,,20.0,730,,,25.2,,,7.0,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,13.0,,,,,,,,37.8,,,восточный,,4,,,,,,,,,,,1.0,730,,,24.5,,,9.0,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,11.0,,,,,,,,41.7,,,восточный,25.5,3,,,,0,,,,,,,20.0,730,,,22.0,,,9.0,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,45.2,,,восточный,,3,,,,,,,,,,,10.0,731,,,18.7,,,4.0,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,51.2,,,восточный,,2,,,,,,,,,,,10.0,731,,,16.5,,,4.0,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,61.9,,,северный,,1,,,,,,,,,,,20.0,731,,,14.2,,,4.0,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,53.3,,13.5,восточный,,2,,,,0,,,,,,,50.0,731,,,16.2,,,2.0,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,35.2,,,восточный,,2,,,,,,,,,,,50.0,731,,,21.4,,,1.0,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,30.2,,,восточный,,2,,,,,,,,,,,50.0,732,,,23.6,,,1.0,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,26.7,,,восточный,,2,,,,,,,,,,,50.0,732,,,24.6,,,0.0,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,32.8,,,восточный,24.8,2,,,,0,,,,,,,50.0,733,,,22.1,,,0.0,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,47.1,,,восточный,,1,,,,,,,,,,,10.0,734,,,18.7,,,2.0,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,59.0,,,,,0,,,,,,,,,,,10.0,734,,,15.8,,,0.0,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,64.6,,,,,0,,,,,,,,,,,20.0,734,,,14.8,,,6.0,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,51.1,,14.0,восточный,,1,,,,0,,,,,,,20.0,735,,,18.5,,,7.0,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,35.6,,,восточный,,3,,,,,,,,,,,50.0,735,,,22.0,,,9.0,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,33.8,,,,,0,,,,,,,,,,,50.0,735,,,22.2,,True,9.0,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,27.9,,,восточный,,1,,,,,,,,,,,50.0,735,,,24.8,,,10.0,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,37.7,,,восточный,26.2,2,,,,0,,,,,,,20.0,735,,,22.1,,,10.0,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,49.7,,,восточный,,2,,,,,,,,,,,10.0,736,,,19.8,,,10.0,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,49.7,,,восточный,,2,,,,,,,,,,,10.0,736,,,18.6,,,10.0,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,61.9,,,,,0,,,,,,,,,,,20.0,736,,,16.1,,,10.0,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,60.8,,15.3,северный,,1,,,,0,,,,,,,10.0,736,,,16.7,,,7.0,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,41.5,,,восточный,,1,,,,,,,,,,,10.0,737,,,21.3,,,6.0,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,40.4,,,восточный,,2,,,,,,,,,,,20.0,737,,,21.3,,,9.0,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,36.8,,,восточный,,1,,,,,,,,,,,20.0,737,,,21.7,,,9.0,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,39.4,,,,23.0,0,,,,0,,,,,,,10.0,737,,,19.8,,,9.0,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,52.1,,,восточный,,1,,,,,,,,,,,10.0,737,,,17.2,,,9.0,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,59.6,,,,,0,,,,,,,,,,,10.0,737,,,15.1,,,7.0,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,63.6,,,,,0,,,,,,,,,,,10.0,738,,,14.1,,,7.0,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,56.7,,14.0,северный,,1,,,,0,,,,,,,10.0,738,,,16.3,,,7.0,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,38.3,,,северный,,2,,,,,,,,,,,10.0,738,,,20.7,,,7.0,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,43.4,,,северный,,2,,,,,,,,,,,10.0,738,,,19.9,,,10.0,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,44.9,,,северо-западный,,2,,,,,,,,,,,10.0,737,,,19.8,,,9.0,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,True,,53.7,,,северо-западный,22.7,1,,,,0,,,,,,,4.0,737,,,19.2,,,7.0,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,True,,54.7,,,северный,,1,,,,,,,,,,,4.0,737,,,17.4,,,6.0,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,True,,73.5,,,западный,,1,,,,,,,,,,,4.0,737,,,15.0,,,0.0,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,True,,76.1,,,западный,,1,,,,,,,,,,,4.0,737,,,13.0,,,6.0,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,True,,62.0,,12.6,северо-западный,,1,,,,0,,,,,,,4.0,737,,,16.6,,,6.0,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,True,,,43.9,,,северный,,2,,,,,,,,,,,4.0,737,,,20.5,,,10.0,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,True,,,33.6,,,северо-восточный,,1,,,,,,,,,,,4.0,736,,,24.1,,,9.0,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,True,,,32.4,,,северо-западный,,1,,,,,,,,,,,4.0,736,,,24.6,,,10.0,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,15.0,,,,True,,,,78.8,,,западный,24.8,3,,,,1,,,,,,,10.0,736,,,16.6,,,10.0,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,83.4,,,северо-западный,,2,,,,,,,True,,,,10.0,736,,,15.4,,,10.0,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,87.8,,,западный,,1,,,,,,,,,,,10.0,736,,,14.7,,True,7.0,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,88.9,,,западный,,1,,,,,,,,,,,10.0,736,,,13.6,,True,10.0,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,83.9,,13.3,западный,,2,,,,0.9,,,,True,,,4.0,736,,,14.7,,,9.0,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,61.5,,,западный,,2,,,,,,,,,,,10.0,736,,,19.7,,,9.0,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,41.4,,,западный,,3,,,,,,,,,,,20.0,736,,,24.8,,,7.0,,
1596024000,"Среда, 29 июля
12:00 (UTC)",True,,,,,,,,,86.7,,,,,0,,,,,,,,,,,10.0,736,,,14.9,,,10.0,,
1596034800,"Среда, 29 июля
15:00 (UTC)",True,,,,,,,,,86.8,,,,25.1,0,,,,9,,,,,,,10.0,735,,,16.0,,,9.0,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,86.2,,,юго-западный,,1,,,,,,,,,,,10.0,735,,,15.3,,True,6.0,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,86.6,,,юго-западный,,1,,,,,,,,,,,10.0,734,,,14.5,,,7.0,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,85.0,,,юго-западный,,2,,,,,,,,,,,10.0,733,,,15.0,,,10.0,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,85.1,,14.3,западный,,3,,,,0.5,,,True,,,,10.0,733,,,16.0,,,10.0,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,85.7,,,западный,,3,,,,,,,True,,,,20.0,733,,,16.7,,,10.0,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,True,,,,72.0,,,западный,,3,,,,,,,,,,,20.0,733,,,19.8,,,9.0,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,74.5,,,юго-западный,,1,,,,,,,,,,,10.0,730,,,18.1,,,9.0,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,True,,,,68.1,,17.3,юго-западный,,2,,,,менее 0.1,,,,,,,10.0,730,,,18.9,,,6.0,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,60.1,,,западный,,3,,,,,,,,,,,20.0,730,,,22.3,,True,7.0,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,10.0,,,,,,,,46.2,,,северо-западный,,3,,,,,,,,,,,20.0,730,,,24.5,,,7.0,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,38.4,,,западный,,3,,,,,,,,,,,20.0,730,,,25.7,,,9.0,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,,,52.4,,,западный,27.8,5,,,,менее 0.1,,,,,,,10.0,730,,,22.2,,True,9.0,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,69.8,,,западный,,2,,,,,,,,,,,10.0,731,,,18.4,,True,9.0,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,74.9,,,южный,,1,,,,,,,,,,,10.0,730,,,17.3,,,7.0,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,84.0,,,юго-западный,,2,,,,,,,,,,,10.0,731,,,16.0,,,9.0,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,,,78.4,,16.0,западный,,3,,,,0,,,,,,,10.0,731,,,17.5,,,9.0,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,48.5,,,западный,,4,,,,,,,,,,,20.0,731,,,22.5,,,9.0,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,36.1,,,западный,,3,,,,,,,,,,,20.0,732,,,25.3,,,9.0,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,39.4,,,западный,,3,,,,,,,,,,,50.0,733,,,23.7,,,10.0,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,45.0,,,западный,26.4,2,,,,менее 0.1,,,,,,,50.0,733,,,22.3,,True,10.0,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,54.4,,,восточный,,1,,,,,,,,,,,10.0,733,,,20.3,,True,10.0,,
