timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Морось (незамерзающая). Снежные зерна,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Туман ослабел (небо не видно),Град,Ливневой снег слабый,Снег слабый непрерывный,Ливневый дождь со снегом,Снег слабый с перерывами,Снег умеренный непрерывный,Снег сильный непрерывный
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,91.9,,,,,,0.0,,,,,,,,True,,,20,755.0,,,15.2,,,,10.0,,,,,,,,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,88.9,,,юго-западный,,15.8,1.0,,0.4,,,,,,,,,20,755.0,,,14.3,,True,,9.0,,,,,,,,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,True,,,,,,,94.9,,,,,,0.0,,,,,,,,,,,20,755.0,,,13.1,,,,10.0,,,,,,,,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,95.5,,,,,,0.0,,,,,,,,True,,,4,756.0,,,13.1,,,,10.0,,,,,,,,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,True,,,,,,,95.5,,,,,,0.0,,,,,,,,,,,1,755.0,,,12.9,,,,,,,,,,,,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,95.5,,12.7,,,,0.0,,2,,,,,3,,,True,1,756.0,,,12.9,,,,,,,,,,,,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,80.8,,,южный,,,1.0,,,,,,,,,,,20,756.0,,,16.1,,True,,7.0,,,,,,,,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,51.4,,,юго-западный,,,1.0,,,,,,,,,,,20,756.0,,,19.8,,True,,4.0,,,,,,,,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,43.6,,,юго-восточный,,,1.0,,,,,,,,,,,20,755.0,,,21.5,,,,6.0,,,,,,,,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,39.1,,,юго-восточный,,22.2,1.0,,0,,,,,,,,,20,755.0,,,21.6,,,,0.0,,,,,,,,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,,,,73.9,,,,,,0.0,,,,,,,,,,,20,755.0,,,14.6,,,,0.0,,,,,,,,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,90.5,,,,,,0.0,,,,,,,,,,,20,756.0,,,12.0,,,,0.0,,,,,,,,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,83.0,,,юго-восточный,,,1.0,,,,,,,,,,,20,755.0,,,12.4,,,,0.0,,,,,,,,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,78.3,,11.1,юго-восточный,,,1.0,,0,,,,,0,,,,20,755.0,,,13.2,,,,0.0,,,,,,,,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,60.1,,,,,,0.0,,,,,,,,,,,20,755.0,,,19.0,,,,10.0,,,,,,,,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,65.9,,,,,,0.0,,,,,,,,,,,20,754.0,,,18.8,,,,10.0,,,,,,,,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,True,,,,,,,93.8,,,,,,0.0,,,,,,,,,,,20,755.0,,,15.6,,,,10.0,,,,,,,,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,88.0,,,,,20.7,0.0,,3,,,,,,,,,20,755.0,,,16.4,,True,,10.0,,,,,,,,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,94.9,,,,,,0.0,,,,,,,,,True,,10,756.0,,,13.7,,,,10.0,,,,,,,,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,95.5,,,,,,0.0,,,,,,,,,True,,4,756.0,,,11.9,,,,0.0,,,,,,,,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,95.4,,,,,,0.0,,,,,,,,,True,,10,756.0,,,10.4,,,,0.0,,,,,,,,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,96.1,,10.3,,,,0.0,,менее 0.1,,,,,3,,True,,10,757.0,,,12.4,,,,10.0,,,,,,,,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,92.6,,,,,,0.0,,,,,,,,,,,20,756.0,,,15.8,,True,,10.0,,,,,,,,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,66.6,,,восточный,,,1.0,,,,,,,,,,,20,755.0,,,19.9,,True,,10.0,,,,,,,,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,54.3,,,западный,,,1.0,,,,,,,,,,,20,753.0,,,22.7,,,,5.0,,,,,,,,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,66.7,,,западный,,22.8,1.0,,менее 0.1,,,,,,,,,20,752.0,,,20.4,,,,10.0,,,,,,,,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,92.0,,,,,,0.0,,,,,,,,,,,20,752.0,,,16.2,,,,6.0,,,,,,,,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,92.0,,,,,,0.0,,,,,,,,,,,20,753.0,,,16.1,,True,,6.0,,,,,,,,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,95.5,,,,,,0.0,,,,,,,,,,,20,752.0,,,12.9,,,,2.0,,,,,,,,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,95.5,,12.3,,,,0.0,,0.4,,,,,0.4,,,,20,750.0,,,13.5,,,,10.0,,,,,,,,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,71.0,,,юго-восточный,,,1.0,,,,,,,,,,,20,746.0,,,19.4,,,,10.0,,,,,,,,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,13.0,,,,True,,,,85.4,,,восточный,,,1.0,,,,,,,,,,,20,742.0,,,18.7,,,,6.0,,,,,,,,
1590483600,"Вторник, 26 мая
09:00 (UTC)",True,,,,,,,,,82.4,,,северный,,,2.0,,,,,,,,,,,20,737.0,,,20.5,,,,10.0,,,,,,,,
1590494400,"Вторник, 26 мая
12:00 (UTC)",True,11.0,,,,,,,,95.0,,,северный,,25.8,3.0,,7,,,,,,,,,1,740.0,,,14.7,,,,10.0,,,,,,,,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,11.0,,,,True,,,,94.8,,,северный,,,2.0,,,,,,,,,,,20,746.0,,,9.6,,,,10.0,,,,,,,,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,11.0,,,,,,,,80.8,,,северный,,,3.0,,,,,,,,,,,20,748.0,,,8.3,,True,,6.0,,,,,,,,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,11.0,,,,,,,,87.5,,,,,,0.0,,,,,,,,,,,20,750.0,,,4.8,,,,2.0,,,,,,,,
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,86.9,,4.0,,,,0.0,,14,,,,,22,,,,20,752.0,,,5.3,,,,2.0,,,,,,,,
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,,,,57.0,,,северо-западный,,,2.0,,,,,,,,,,,20,753.0,,,11.2,,,,2.0,,,,,,,,
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,True,,,,60.1,,,северо-западный,,,2.0,,,,,,,,,,,20,754.0,,,10.5,,,,10.0,,,,,,,,
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,59.3,,,северо-западный,,,2.0,,,,,,,,,,,20,755.0,,,10.6,,,,10.0,,,,,,,,
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,56.4,,,северный,,12.7,1.0,,менее 0.1,,,,,,,,,20,755.0,,,11.8,,,,9.0,,,,,,,,
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,,,,67.4,,,,,,0.0,,,,,,,,,,,20,756.0,,,8.6,,,,1.0,,,,,,,,
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,93.2,,,,,,0.0,,,,,,,,,,,20,755.0,,,4.9,,,,0.0,,,,,,,,
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,95.2,,,,,,0.0,,,,,,,,,,,20,755.0,,,3.8,,,,0.0,,,,,,,,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,95.9,,3.2,южный,,,1.0,,0,,,,,менее 0.1,,,,20,755.0,,,4.5,,,,9.0,,,,,,,,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,,,,71.1,,,,,,0.0,,,,,,,,,,,20,755.0,,,10.4,,,,10.0,,,,,,,,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,51.5,,,западный,,,1.0,,,,,,,,,,,20,754.0,,,13.7,,,,10.0,,,,,,,,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,37.3,,,западный,,,1.0,,,,,,,,,,,20,753.0,,,16.4,,,,7.0,,,,,,,,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,35.1,,,северо-западный,,17.2,1.0,,0,,,,,,,,,20,752.0,,,16.0,,,,4.0,,,,,,,,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,,,,66.2,,,,,,0.0,,,,,,,,,,,20,752.0,,,9.8,,,,0.0,,,,,,,,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,88.2,,,,,,0.0,,,,,,,,,,,20,752.0,,,5.9,,,,0.0,,,,,,,,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,95.2,,,,,,0.0,,,,,,,,,,,20,752.0,,,4.0,,,,0.0,,,,,,,,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,89.4,,3.1,,,,0.0,,0,,,,,0,,,,20,751.0,,,5.3,,,,0.0,,,,,,,,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,48.6,,,восточный,,,1.0,,,,,,,,,,,20,750.0,,,15.9,,,,7.0,,,,,,,,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,46.8,,,восточный,,,1.0,,,,,,,,,,,20,749.0,,,16.4,,,,10.0,,,,,,,,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,61.6,,,восточный,,,1.0,True,,,,,,,,,,20,747.0,,,16.5,,,,10.0,,,,,,,,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,True,,,,,,,59.8,,,восточный,,18.0,1.0,,менее 0.1,,,,,,,,,20,745.0,,,15.9,,,,10.0,,,,,,,,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,71.4,,,северо-восточный,,,1.0,,,,,,,,True,,,20,743.0,,,14.1,,,,10.0,,,,,,,,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,True,,,,,,,93.0,,,восточный,,,1.0,,,,,,,,,,,10,741.0,,,11.7,,,,10.0,,,,,,,,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,94.8,,,северо-западный,,,1.0,True,,,,,,,,,,20,739.0,,,11.6,,,,10.0,,,,,,,,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,95.5,,11.6,западный,,,1.0,,8,,,,,8,,,,20,739.0,,,13.0,,True,,10.0,,,,,,,,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,,,,60.3,,,западный,,,2.0,,,,,,,,,,,20,739.0,,,16.3,,,,5.0,,,,,,,,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,75.4,,,западный,,,1.0,,,,,,,,True,,,20,739.0,,,14.6,,,,9.0,,,,,,,,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,73.6,,,западный,,,2.0,,,,,,,,,,,20,740.0,,,13.2,,True,,10.0,,,,,,,,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,73.7,,,западный,,16.6,2.0,,0.6,,,,,,True,,,20,740.0,,,13.5,,,,9.0,,,,,,,,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,,,,76.6,,,западный,,,1.0,,,,,,,,,,,20,741.0,,,12.3,,True,,7.0,,,,,,,,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,75.4,,,западный,,,2.0,,,,,,,,,,,20,742.0,,,11.7,,True,,10.0,,,,,,,,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,87.9,,,,,,0.0,,,,,,,,,,,20,742.0,,,9.0,,,,10.0,,,,,,,,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,94.1,,8.5,,,,0.0,,2,,,,,3,True,,,10,742.0,,,9.0,,,,10.0,,,,,,,,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,87.1,,,западный,,,1.0,,,,,,,,,,,20,741.0,,,12.9,,True,,10.0,,,,,,,,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,75.8,,,северо-западный,,,1.0,,,,,,,,,,,20,741.0,,,13.8,,True,,10.0,,,,,,,,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,True,,,,58.8,,,западный,,,2.0,,,,,,,,,,,20,741.0,,,16.6,,,,4.0,,,,,,,,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,50.5,,,северо-западный,,18.1,2.0,,9,,,,,,,,,20,743.0,,,15.1,,True,,10.0,,,,,,,,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,,,,,,65.3,,,,,,0.0,,,,,,,,,,,20,744.0,,,11.8,,,,10.0,,,,,,,,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,83.2,,,юго-западный,,,1.0,,,,,,,,,,,20,744.0,,,9.2,,,,9.0,,,,,,,,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,85.5,,,,,,0.0,,,,,,,,,,,20,743.0,,,8.9,,,,10.0,,,,,,,,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,True,,,,,,,92.2,,8.2,,,,0.0,,менее 0.1,,,,,9,,,,20,744.0,,,8.7,,,,10.0,,,,,,,,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,50.1,,,западный,,,1.0,,,,,,,,,,,20,744.0,,,14.9,,True,,4.0,,,,,,,,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,35.1,,,юго-западный,,,1.0,,,,,,,,,,,20,744.0,,,17.6,,True,,7.0,,,,,,,,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,31.3,,,северо-восточный,,,1.0,,,,,,,,,,,20,745.0,,,18.4,,,,7.0,,,,,,,,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,38.3,,,юго-западный,,19.1,1.0,,менее 0.1,,,,,,,,,20,744.0,,,17.1,,,,7.0,,,,,,,,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,,,,,57.5,,,,,,0.0,,,,,,,,,,,20,744.0,,,13.2,,,,10.0,,,,,,,,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,True,,,,84.5,,,северо-восточный,,,1.0,,,,,,,,,,,20,743.0,,,10.3,,,,10.0,,,,,,,,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,82.2,,,северо-восточный,,,1.0,,,,,,,,,,,20,741.0,,,10.1,,,,10.0,,,,,,,,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,80.0,,9.5,северо-восточный,,,1.0,,2,,,,,2,,,,20,739.0,,,10.5,,True,,10.0,,,,,,,,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,,,,72.2,,,юго-восточный,,,1.0,,,,,,,,,,,20,738.0,,,13.5,,,,10.0,,,,,,,,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,66.2,,,восточный,,,1.0,,,,,,,,,,,20,738.0,,,18.0,,,,9.0,,,,,,,,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,76.6,,,западный,,,1.0,,,,,,,,,,,20,739.0,,,15.8,,True,,10.0,,,,,,,,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,81.4,,,западный,,20.0,1.0,,4,,,,,,,,,20,740.0,,,13.0,,True,,10.0,,,,,,,,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,,,,,78.0,,,западный,,,2.0,,,,,,,,,,,20,741.0,,,11.8,,True,,10.0,,,,,,,,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,93.5,,,западный,,,1.0,True,,,,,,,,,,20,741.0,,,10.1,,,,10.0,,,,,,,,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,91.6,,,западный,,,1.0,,,,,,,,,,,20,741.0,,,9.8,,,,10.0,,,,,,,,
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,84.9,,9.2,западный,,,1.0,,менее 0.1,,,,,4,,,,20,742.0,,,9.3,,,,10.0,,,,,,,,
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,,,,65.8,,9.0,западный,,,1.0,,,,,,,,,,,20,744.0,,,10.0,,,,9.0,,,,,,,,
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,True,,,,65.9,,,западный,,,1.0,,,,,,,,,,,20,745.0,,,12.7,,,,6.0,,,,,,,,
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,61.3,,,западный,,,2.0,,,,,,,,True,,,20,746.0,,,11.9,,,,9.0,,,,,,,,
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,41.2,,,западный,,15.1,1.0,,менее 0.1,,,,,,,,,20,746.0,,,14.4,,True,,4.0,,,,,,,,
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,,,,61.4,,,,,,0.0,,,,,,,,,,,20,746.0,,,8.5,,,,6.0,,,,,,,,
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,90.6,,,,,,0.0,,,,,,,,,,,20,746.0,,,4.0,,,,2.0,,,,,,,,
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,95.2,,,,,,0.0,,,,,,,,,,,20,745.0,,,3.8,,,,0.0,,,,,,,,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,95.9,,3.2,южный,,,1.0,,0,,,,,менее 0.1,,,,20,745.0,,,4.5,,,,2.0,,,,,,,,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,54.6,,,восточный,,,1.0,,,,,,,,,,,20,745.0,,,11.2,,,,2.0,,,,,,,,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,42.1,,,западный,,,1.0,,,,,,,,,,,20,744.0,,,13.1,,,,9.0,,,,,,,,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,39.2,,,западный,,,1.0,,,,,,,,,,,20,744.0,,,14.4,,True,,7.0,,,,,,,,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,54.4,,,северо-западный,,15.0,1.0,,0.5,,,,,,,,,20,744.0,,,11.9,,True,,5.0,,,,,,,,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,83.5,,,,,,0.0,,,,,,,,,,,20,744.0,,,6.9,,,,7.0,,,,,,,,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,94.6,,,,,,0.0,,,,,,,,,,,20,743.0,,,5.1,,,,4.0,,,,,,,,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,93.9,,,северо-восточный,,,1.0,,,,,,,,,,,20,743.0,,,4.0,,,,4.0,,,,,,,,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,88.8,,3.5,,,,0.0,True,менее 0.1,,,,,0.5,,,,20,743.0,,,5.7,,,,10.0,,,,,,,,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,76.6,,,северный,,,1.0,True,,,,,,,,,,20,743.0,,,9.2,,,,7.0,,,,,,,,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,52.0,,,северо-восточный,,,1.0,,,,,,,,,,,20,743.0,,,13.9,,True,,7.0,,,,,,,,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,39.7,,,северо-западный,,,2.0,,,,,,,,,,,20,743.0,,,15.0,,,,10.0,,,,,,,,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,36.8,,,юго-восточный,,18.2,1.0,,0.6,,,,,,,,,20,744.0,,,15.6,,,,6.0,,,,,,,,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,82.1,,,юго-западный,,,1.0,,,,,,,,,,,20,745.0,,,9.7,,True,,6.0,,,,,,,,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,92.1,,,,,,0.0,,,,,,,,,,,20,745.0,,,7.6,,True,,10.0,,,,,,,,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,91.4,,,,,,0.0,,,,,,,,,,,20,746.0,,,6.3,,,,10.0,,,,,,,,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,92.7,,6.2,,,,0.0,,менее 0.1,,,,,0.6,,,,20,747.0,,,7.2,,,,2.0,,,,,,,,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,53.2,,,,,,0.0,,,,,,,,,,,20,747.0,,,14.3,,,,7.0,,,,,,,,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,51.3,,,,,,0.0,,,,,,,,,,,20,748.0,,,15.5,,,,9.0,,,,,,,,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,53.3,,,юго-западный,,,1.0,,,,,,,,,,,20,749.0,,,16.2,,,,9.0,,,,,,,,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,72.4,,,северо-западный,,18.1,1.0,,менее 0.1,,,,,,,,,20,749.0,,,14.6,,True,,9.0,,,,,,,,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,91.2,,,юго-западный,,,1.0,,,,,,,,,,,20,749.0,,,12.8,,True,,5.0,,,,,,,,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,95.4,,,,,,0.0,,,,,,,,,,,20,749.0,,,11.0,,True,,2.0,,,,,,,,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,95.4,,,южный,,,1.0,,,,,,,,,,,20,749.0,,,10.7,,,,10.0,,,,,,,,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,95.5,,10.1,южный,,,1.0,,менее 0.1,,,,,менее 0.1,,,,20,749.0,,,11.5,,,,9.0,,,,,,,,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,,,,56.6,,,западный,,,1.0,,,,,,,,,,,20,749.0,,,18.8,,,,7.0,,,,,,,,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,11.0,,,,,,,,35.9,,,северо-западный,,,2.0,,,,,,,,,,,20,748.0,,,21.3,,,,2.0,,,,,,,,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,10.0,,,,,,,,26.5,,,северо-западный,,,2.0,,,,,,,,,,,20,748.0,,,21.4,,,,0.0,,,,,,,,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,26.0,,,северо-западный,,21.9,2.0,,0,,,,,,,,,20,748.0,,,20.1,,,,2.0,,,,,,,,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,,,,43.0,,,северо-западный,,,1.0,,,,,,,,,,,20,749.0,,,14.4,,,,7.0,,,,,,,,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,54.2,,,,,,0.0,,,,,,,,,,,20,749.0,,,11.1,,,,7.0,,,,,,,,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,88.9,,,,,,0.0,,,,,,,,,,,20,749.0,,,6.4,,,,7.0,,,,,,,,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,90.9,,5.9,юго-западный,,,1.0,,0,,,,,0,,,,20,750.0,,,7.9,,,,10.0,,,,,,,,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,66.4,,,,,,0.0,,,,,,,,,,,20,749.0,,,12.6,,,,10.0,,,,,,,,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,58.9,,,,,,0.0,,,,,,,,,,,20,748.0,,,17.0,,,,10.0,,,,,,,,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,True,,,,,,,65.0,,,,,,0.0,,,,,,,,,,,20,745.0,,,16.6,,,,10.0,,,,,,,,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,True,,,,91.4,,,,,18.0,0.0,,3,,,,,,,,,20,743.0,,,15.8,,,,7.0,,,,,,,,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,True,,,,90.7,,,северный,,,3.0,,,,,,,,,,,20,743.0,,,13.9,,,,9.0,,,,,,,,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,84.0,,,северный,,,2.0,,,,,,,,,,,20,745.0,,,11.4,,True,,10.0,,,,,,,,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,93.4,,,,,,0.0,,,,,,,,,,,20,745.0,,,7.9,,,,2.0,,,,,,,,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,89.7,,7.1,северо-западный,,,1.0,,2,,,,,5,,,,20,746.0,,,8.7,,,,0.0,,,,,,,,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,,,61.9,,,западный,,,1.0,,,,,,,,,,,20,747.0,,,14.3,,,,2.0,,,,,,,,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,36.6,,,северо-западный,,,2.0,,,,,,,,,,,20,748.0,,,16.8,,,,7.0,,,,,,,,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,33.0,,,западный,,,2.0,,,,,,,,,,,20,748.0,,,18.7,,,,6.0,,,,,,,,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,32.8,,,северо-западный,,19.4,1.0,,0,,,,,,,,,20,748.0,,,18.8,,,,0.0,,,,,,,,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,,,,54.9,,,,,,0.0,,,,,,,,,,,20,749.0,,,13.6,,,,0.0,,,,,,,,
