timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый",Снег умеренный непрерывный,"Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Снег,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,10.0,,,92.9,,,True,западный,,7.0,,,,1
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,0.4,,,,0.4,,,10.0,745.0,,,,10.1,,,68.2,,8.8,,западный,,0.0,,,,2
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,13.3,,,48.9,,,,западный,,7.0,,,,3
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,,0.0,746.0,,,,,,,,,,,северный,,1.0,,,,49
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,15.7,,,37.4,,,,западный,,7.0,,,,3
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,746.0,,,,16.4,,,36.8,,,,западный,,7.0,,,16.8,1
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,11.6,,,55.9,,,,,,9.0,,,,0
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,12.5,,,56.5,,,,восточный,,7.0,,,,1
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,10.4,,,61.8,,,,северный,,6.0,,,,1
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,748.0,,,,10.4,,,64.5,,8.2,,северный,,10.0,,,,1
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,14.6,,,48.3,,,,северо-восточный,,10.0,,,,1
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,16.6,,,40.1,,,,восточный,,10.0,,,,3
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,747.0,,,,18.4,,,35.3,,,,восточный,,10.0,,,,3
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,10.0,,,0,,,,,,,10.0,746.0,,,,17.2,,,44.5,,,,северо-восточный,,10.0,,,18.9,3
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,True,10.0,745.0,,,,13.6,,,67.0,,,,северо-восточный,,10.0,,,,2
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,12.9,,,64.6,,,True,северо-восточный,,10.0,,,,2
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,11.9,,,69.5,,,True,восточный,,10.0,,,,1
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,менее 0.1,,,,менее 0.1,,,10.0,745.0,,,,13.0,,,82.5,,11.2,,юго-западный,,10.0,,,,2
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,13.7,,,76.3,,,,западный,,10.0,,,,4
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,750.0,,,,16.0,,,57.4,,,,юго-западный,,5.0,,,,3
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,16.1,,,57.1,,,,западный,,9.0,,,,2
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,753.0,,,,16.6,,,54.1,,,,западный,,2.0,,,17.8,2
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,13.5,,,65.7,,,,западный,,2.0,,,,1
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,11.8,,,72.4,,,,,,7.0,,,,0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,11.0,,,76.3,,,,,,10.0,,,,0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,0.4,,,,0.4,,True,10.0,756.0,,,,10.1,,,91.0,,10.1,,западный,,10.0,,,,2
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,True,,,,10.0,757.0,,,,13.6,,,72.2,,10.1,,юго-западный,,2.0,,,,2
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,17.3,,,54.0,,,,западный,,2.0,,,,2
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,19.4,,,40.1,,,,юго-западный,,2.0,,,,1
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10.0,758.0,,,,19.0,,,36.0,,,,юго-западный,,7.0,,,20.8,1
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,11.6,,,69.4,,,,,,2.0,,,,0
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,13.0,,,60.7,,,,восточный,,0.0,,,,1
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,14.1,,,52.7,,,,восточный,,7.0,,,,1
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,10.0,758.0,,,,14.5,,,54.7,,10.8,,восточный,,7.0,,,,2
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,11.0,,,,,,,,,,10.0,757.0,,,,18.6,,,40.4,,,,восточный,,6.0,,,,4
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,12.0,,,,,,,,,,10.0,756.0,,,,20.8,,,34.1,,,,северо-восточный,,6.0,,,,4
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,13.0,,,,,,,,,,10.0,754.0,,,,23.2,,,30.7,,,,восточный,,0.0,,,,5
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,12.0,,,0,,,,,,,10.0,751.0,,,,22.5,,,33.4,,,,восточный,,2.0,,,23.5,4
1590516000,"Вторник, 26 мая
18:00 (UTC)",,True,11.0,,,,,,,,,,10.0,750.0,,,,19.8,,,46.8,,,,северо-восточный,,10.0,,,,4
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,12.0,,,,,,,,,,10.0,747.0,,,,18.7,,,56.6,,,True,восточный,,0.0,,,,4
1590537600,"Среда, 27 мая
00:00 (UTC)",,,12.0,,,,,,,,,,10.0,747.0,,,,18.4,,,61.2,,,True,восточный,,0.0,,,,4
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,2,,,,2,,,10.0,747.0,,,,21.5,,,62.3,,18.2,,,,0.0,,,,0
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,20.8,,,61.0,,,,западный,,0.0,,,,3
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,24.0,,,52.5,,,,западный,,0.0,,,,2
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,24.6,,,46.5,,,,северный,,0.0,,,,2
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,752.0,,,,23.8,,,47.9,,,,северо-западный,,0.0,,,24.9,2
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,19.3,,,62.6,,,,северо-западный,,4.0,,,,1
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,16.2,,,72.2,,,,северный,,0.0,,,,2
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,13.4,,,77.8,,,,,,2.0,,,,0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,755.0,,,,13.3,,,77.8,,12.4,,северный,,0.0,,,,2
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,16.9,,,57.3,,,,северный,,0.0,,,,2
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,20.3,,,43.8,,,,северо-западный,,0.0,,,,2
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,21.6,,,41.3,,,,северо-западный,,0.0,,,,2
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,754.0,,,,21.0,,,42.8,,,,северный,,0.0,,,22.3,2
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,18.6,,,49.4,,,,северный,,0.0,,,,2
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,16.0,,,58.6,,,,северный,,0.0,,,,2
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,15.6,,,58.9,,,,северо-восточный,,0.0,,,,1
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,755.0,,,,17.2,,,55.8,,15.3,,северо-восточный,,0.0,,,,1
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,20.8,,,41.6,,,,восточный,,0.0,,,,3
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,23.6,,,35.1,,,,северо-восточный,,0.0,,,,2
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,25.8,,,29.1,,,,восточный,,0.0,,,,2
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,751.0,,,,25.0,,,31.2,,,,восточный,,0.0,,,26.0,2
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,21.6,,,37.5,,,,восточный,,0.0,,,,2
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,18.4,,,45.4,,,,восточный,,0.0,,,,2
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,16.1,,,52.5,,,,восточный,,0.0,,,,2
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,750.0,,,,18.0,,,50.6,,15.4,,восточный,,0.0,,,,2
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,22.6,,,43.3,,,,восточный,,0.0,,,,2
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,26.8,,,39.5,,,,восточный,,4.0,,,,3
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,29.0,,,29.6,,,,восточный,,2.0,,,,3
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,745.0,,,,28.6,,,30.7,,,,восточный,,10.0,,,29.6,2
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,25.7,,,36.4,,,,восточный,,10.0,,,,2
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,23.5,,,43.5,,,,восточный,,6.0,,,,2
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,21.8,,,53.7,,,,восточный,,4.0,,,,2
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,741.0,,,,21.4,,,60.7,,20.4,,,,7.0,,,,0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,21.7,,,65.7,,,,юго-западный,,0.0,,,,3
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,23.3,,,61.1,,,,юго-западный,,6.0,,,,4
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,743.0,,,,24.2,,,40.1,,,,западный,,10.0,,,,3
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,10.0,,,0,,,,,,,10.0,742.0,,,,23.5,,,36.0,,,,западный,,2.0,,,24.7,4
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,20.3,,,45.3,,,,западный,,2.0,,,,3
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,17.2,,,58.5,,,,западный,,0.0,,,,2
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,15.1,,,70.1,,,,западный,,0.0,,,,2
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,0,,,,0,,,10.0,745.0,,,,16.0,,,69.8,,14.4,,западный,,0.0,,,,2
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,19.0,,,57.0,,,,юго-западный,,0.0,,,,3
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,22.1,,,44.0,,,,юго-западный,,2.0,,,,3
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,23.2,,,40.6,,,,западный,,2.0,,,,3
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,0,,,,,,,10.0,747.0,,,,22.5,,,40.7,,,,северо-западный,,2.0,,,23.9,1
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,18.5,,,60.0,,,,восточный,,7.0,,,,2
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,15.5,,,75.5,,,,северный,,7.0,,,,1
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,15.2,,,75.5,,,,северо-восточный,,10.0,,,,1
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,0,,,,0,,,10.0,748.0,,,,14.6,,,80.6,,13.8,,северо-восточный,,9.0,,,,2
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,True,10.0,749.0,,,,14.4,,,91.3,,,,северный,,10.0,,,,1
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,True,10.0,750.0,,,,15.6,,,93.2,,,,восточный,,10.0,,,,2
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,True,10.0,749.0,,,,16.3,,,89.1,,,,северо-восточный,,10.0,,,,1
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,3,,,,,,,10.0,749.0,,,,17.1,,,84.1,,,True,восточный,,6.0,,,17.2,2
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,15.7,,,84.5,,,,восточный,,0.0,,,,2
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,14.8,,,86.7,,,,восточный,,0.0,,,,3
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,13.9,,,84.3,,,,восточный,,7.0,,,,4
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,0,,,,3,,,10.0,748.0,,,,14.7,,,73.4,,13.8,,восточный,,6.0,,,,4
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,17.6,,,65.7,,,,восточный,,9.0,,,,2
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,20.7,,,62.1,,,,северо-восточный,,10.0,,,,2
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,23.3,,,54.8,,,,северо-восточный,,10.0,,,,2
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,0.3,,,True,,,,10.0,747.0,,,,21.8,,,60.0,,,,северо-восточный,,10.0,,,23.8,2
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,20.6,,,64.6,,,True,восточный,,10.0,,,,2
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,19.6,,,62.3,,,,восточный,,10.0,,,,3
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,True,,,,10.0,745.0,,,,17.8,,,69.3,,,,восточный,,10.0,,,,3
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,10.0,,,0.5,,,,0.8,,True,10.0,745.0,,,,17.4,,,68.7,,17.3,,восточный,,9.0,,,,5
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,11.0,,,,,,,,,True,10.0,744.0,,,,18.0,,,79.0,,,,восточный,,10.0,,,,4
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,True,10.0,745.0,,,,20.2,,,68.0,,,,восточный,,10.0,,,,3
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,,True,10.0,746.0,,,,17.2,,,96.3,,,,восточный,,10.0,,,,3
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,12,,,True,,,,10.0,747.0,,,,16.9,,,96.9,,,,юго-восточный,,10.0,,,20.8,1
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,17.0,,,96.9,,,True,восточный,,9.0,,,,2
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,16.4,,,96.9,,,,восточный,,0.0,,,,1
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,,1.0,750.0,,True,,15.0,,,100.0,,,,восточный,,,,,,2
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,True,,0,,,,12,,,1.0,750.0,,,,15.5,,,98.7,,14.5,,,,10.0,,,,0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,20.5,,,87.2,,,True,северо-восточный,,7.0,,,,2
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,22.9,,,67.2,,,,юго-восточный,,7.0,,,,2
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,25.9,,,39.5,,,,юго-восточный,,7.0,,,,2
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10.0,749.0,,,,23.1,,,42.0,,,True,восточный,,10.0,,,26.7,1
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,20.3,,,53.3,,,True,восточный,,10.0,,,,2
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,True,10.0,750.0,,,,16.2,,,82.9,,,,восточный,,10.0,,,,3
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,True,10.0,750.0,,,,15.2,,,90.8,,,,юго-восточный,,10.0,,,,2
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,5,,,,5,,True,10.0,750.0,,,,14.9,,,96.2,,14.6,,,,10.0,,,,0
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,750.0,True,,,13.8,,,96.8,,13.7,,восточный,,10.0,,,,2
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,True,10.0,751.0,,,,14.7,,,96.8,,,,восточный,,10.0,,,,1
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,18.0,,,79.5,,,True,,,7.0,,,,0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,10,,,,,,,10.0,750.0,,,,17.7,,,80.5,,,,восточный,,7.0,,,20.2,2
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,True,10.0,751.0,,,,16.6,,,90.3,,,,восточный,,7.0,,,,1
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,15.7,,,96.8,,,True,восточный,,6.0,,,,1
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,15.6,,,94.4,,,True,юго-западный,,4.0,,,,1
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,0.3,,,,11,,,10.0,751.0,,,,17.4,,,85.8,,14.3,,юго-западный,,6.0,,,,2
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,17.4,,,89.8,,,,западный,,10.0,,,,2
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,19.1,,,82.2,,,True,юго-западный,,9.0,,,,2
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,21.7,,,69.1,,,True,юго-западный,,6.0,,,,2
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10.0,751.0,,,,20.9,,,63.4,,,,западный,,6.0,,,22.6,1
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,17.5,,,72.0,,,,,,7.0,,,,0
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,13.9,,,94.3,,,,западный,,10.0,,,,1
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,12.6,,,96.8,,,,,,10.0,,,,0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,10.0,752.0,,,,17.3,,,78.4,,12.5,,западный,,6.0,,,,1
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,True,10.0,752.0,,,,16.9,,,82.0,,,,северо-западный,,10.0,,,,1
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,True,10.0,752.0,,,,15.3,,,95.0,,,,северо-западный,,10.0,,,,1
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,20.8,,,59.8,,,True,западный,,6.0,,,,2
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,6,,,,,,,10.0,751.0,,,,19.5,,,61.5,,,,,,10.0,,,22.2,0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,18.1,,,71.2,,,,восточный,,10.0,,,,1
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,16.7,,,79.8,,,,северо-восточный,,10.0,,,,1
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,15.6,,,92.6,,,,западный,,10.0,,,,1
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,0.3,,,,6,,,10.0,752.0,,,,15.5,,,92.6,,15.2,True,северо-восточный,,10.0,,,,1
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,17.2,,,87.5,,,True,восточный,,10.0,,,,1
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,True,,,,10.0,753.0,,,,19.7,,,79.7,,,,южный,,7.0,,,,1
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,True,,,,10.0,753.0,,,,18.7,,,87.0,,,,,,9.0,,,,0
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,2,,,,,,,10.0,753.0,,,,20.0,,,66.6,,,True,восточный,,7.0,,,22.5,2
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,16.8,,,85.7,,,True,восточный,,4.0,,,,2
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,17.1,,,80.9,,,,восточный,,7.0,,,,3
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,16.0,,,81.8,,,,восточный,,2.0,,,,1
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,0,,,,2,,,10.0,753.0,,,,19.4,,,69.1,,14.2,,восточный,,1.0,,,,1
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,20.7,,,71.7,,,,восточный,,4.0,,,,2
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,24.9,,,45.4,,,,западный,,2.0,,,,2
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,26.1,,,42.8,,,,западный,,2.0,,,,2
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,0,,,,,,,10.0,751.0,,,,25.4,,,45.5,,,,северо-западный,,2.0,,,26.9,1
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,20.4,,,58.1,,,,северный,,2.0,,,,1
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,19.5,,,74.3,,,,восточный,,0.0,,,,1
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,15.2,,,95.6,,,,,,0.0,,,,0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,0,,,,0,,,10.0,751.0,,,,21.4,,,68.6,,14.8,,южный,,0.0,,,,1
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,25.6,,,57.9,,,,южный,,0.0,,,,1
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,26.1,,,51.7,,,,юго-западный,,7.0,,,,1
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,26.0,,,45.7,,,,северный,,6.0,,,,1
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,0,,,,,,,10.0,749.0,,,,26.0,,,47.2,,,,северо-западный,,2.0,,,27.7,2
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,20.9,,,66.4,,,,западный,,2.0,,,,1
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,16.1,,,90.8,,,,,,2.0,,,,0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,16.1,,,95.6,,,,,,0.0,,,,0
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,0,,,,0,,,10.0,748.0,,,,21.9,,,67.4,,15.1,,,,2.0,,,,0
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,24.7,,,59.5,,,,юго-западный,,7.0,,,,2
