timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,12.2,,70.0,,,юго-восточный,10.0,,,1.0
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,714.0,,,,12.0,,76.0,11.0,,,10.0,,,0.0
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,14.0,,63.6,,,западный,10.0,,,4.0
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,19.5,,44.2,,,западный,7.0,,,3.0
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,11.0,,,,,,,,,,20.0,714.0,,,,20.2,,39.0,,,северный,10.0,,,4.0
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,10.0,,0,,,,,,,,20.0,714.0,,,,18.4,,51.0,,,северо-западный,10.0,,21.7,5.0
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,16.1,,60.3,,,западный,6.0,,,6.0
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,13.0,,,,,,,,,,4.0,716.0,,,,14.3,,67.6,,,западный,10.0,,,8.0
1589846400,"Вторник, 19 мая
00:00 (UTC)",,12.0,,,,,,,,,,4.0,717.0,,,,12.7,,62.0,,,западный,0.0,,,7.0
1589857200,"Вторник, 19 мая
03:00 (UTC)",,12.0,,0,,,0,,,,,20.0,717.0,,,,13.6,,53.0,12.4,,западный,0.0,,,5.0
1589868000,"Вторник, 19 мая
06:00 (UTC)",,14.0,,,,,,,,,,20.0,717.0,,,,17.1,,40.9,,,западный,2.0,,,7.0
1589878800,"Вторник, 19 мая
09:00 (UTC)",,14.0,,,,,,,,,,20.0,716.0,,,,20.1,,27.5,,,западный,2.0,,,8.0
1589889600,"Вторник, 19 мая
12:00 (UTC)",,15.0,,,,,,,,,,20.0,716.0,,,,21.0,,28.0,,,северо-западный,4.0,,,8.0
1589900400,"Вторник, 19 мая
15:00 (UTC)",,14.0,,0,,,,,,,,20.0,716.0,,,,18.8,,37.2,,,северо-западный,6.0,,21.4,4.0
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,15.5,,51.3,,,юго-западный,7.0,,,1.0
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,14.1,,55.8,,,западный,4.0,,,2.0
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,11.0,,71.3,,,южный,0.0,,,1.0
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,714.0,,,,12.1,,64.4,10.0,,южный,10.0,,,3.0
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,,50.0,713.0,,,,19.8,,41.6,,,юго-восточный,2.0,,,1.0
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,,50.0,712.0,,,,23.7,,29.4,,,северо-восточный,2.0,,,2.0
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,24.8,,24.0,,,северный,9.0,,,2.0
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,710.0,,,,22.9,,24.6,,,северо-восточный,10.0,,25.6,1.0
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,15.6,,47.2,,,юго-западный,2.0,,,1.0
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,14.5,,51.4,,,,0.0,,,0.0
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,11.2,,64.7,,,южный,0.0,,,1.0
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,709.0,,,,11.9,,68.1,10.9,,,7.0,,,0.0
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,19.7,,40.2,,,восточный,10.0,,,2.0
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,20.0,708.0,,,,23.7,,35.6,,,восточный,10.0,,,3.0
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,,,20.0,707.0,,,,27.4,,27.1,,,восточный,7.0,,,3.0
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,708.0,,,,26.5,,30.6,,,северный,2.0,,28.7,3.0
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,20.7,,48.3,,,южный,9.0,,,1.0
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,18.4,,55.4,,,северный,10.0,,,2.0
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,4.0,706.0,,,,16.9,,59.6,,,юго-восточный,7.0,,,1.0
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,менее 0.1,,,менее 0.1,,,,,10.0,709.0,,,,14.8,,80.6,14.7,True,западный,10.0,,,4.0
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,10.0,706.0,,,,19.8,,58.0,14.3,True,восточный,10.0,,,2.0
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,20.0,707.0,,,,21.5,,52.9,,,северный,10.0,,,5.0
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,10.0,708.0,,,,18.7,,76.1,,,северный,10.0,True,,3.0
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,6,,,,,True,,,2.0,707.0,,,,16.4,,93.8,,,южный,10.0,,22.2,2.0
1590170400,"Пятница, 22 мая
18:00 (UTC)",,13.0,,,,,,,,,,4.0,708.0,,,,12.3,,97.4,,True,северо-западный,10.0,,,7.0
1590181200,"Пятница, 22 мая
21:00 (UTC)",,12.0,,,,,,,True,,,4.0,710.0,,,,10.5,,94.2,,,западный,10.0,,,3.0
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,9.1,,92.8,,True,западный,10.0,,,5.0
1590202800,"Суббота, 23 мая
03:00 (UTC)",,11.0,,3,,,8,,True,,,2.0,711.0,,,,7.4,,93.4,7.4,,западный,10.0,,,7.0
1590213600,"Суббота, 23 мая
06:00 (UTC)",,12.0,,,,,,,True,,,10.0,713.0,,,,5.6,,85.7,5.6,,западный,10.0,,,6.0
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,True,,,10.0,715.0,,,,6.6,,87.7,,,западный,10.0,,,5.0
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,,10.0,716.0,,,,9.5,,71.5,,True,западный,10.0,,,6.0
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,3,,,,,,,,10.0,716.0,,,,11.7,,55.1,,,северо-западный,7.0,,12.4,2.0
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,7.4,,77.9,,,юго-западный,2.0,,,1.0
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,7.8,,76.9,,,южный,10.0,,,1.0
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,7.3,,84.1,,,,10.0,,,0.0
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,0,,,3,,,,,10.0,717.0,,,,7.4,,91.5,6.1,,,10.0,,,0.0
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,10.0,717.0,,,,10.9,,65.5,,,восточный,10.0,,,1.0
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,13.5,,51.1,,,восточный,10.0,,,2.0
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,20.0,718.0,,,,13.3,,52.2,,,восточный,10.0,,,1.0
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,718.0,,,,13.5,,56.0,,,северо-восточный,10.0,,14.6,1.0
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,4.0,719.0,,,,12.2,,65.4,,,восточный,10.0,,,1.0
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,4.0,719.0,,,,10.6,,75.7,,,,6.0,,,0.0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,4.0,718.0,,,,7.0,,96.6,,,южный,7.0,,,1.0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,0,,,0,,,,,10.0,718.0,,,,9.2,,83.8,6.5,,восточный,10.0,,,3.0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,13.0,,,,,,,,,,20.0,716.0,,,,13.4,,63.4,,,восточный,10.0,,,7.0
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,15.0,,,,,,,,,,20.0,714.0,,,,12.5,,65.9,,,восточный,10.0,,,6.0
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,14.0,,,,,,,,,,20.0,714.0,,,,12.6,,69.6,,True,восточный,10.0,,,4.0
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,11.0,,0.8,,,,,,,,20.0,713.0,,,,13.5,,61.3,,,восточный,10.0,,13.8,4.0
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,11.7,,85.2,,True,южный,10.0,,,1.0
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,11.3,,86.9,,,западный,10.0,,,1.0
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,11.1,,83.4,,,западный,10.0,,,3.0
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,0.3,,,1,,,,,20.0,715.0,,,,10.6,,91.0,9.8,,северный,10.0,,,1.0
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,15.2,,60.9,,,северный,10.0,,,1.0
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,18.7,,51.5,,,северный,7.0,,,2.0
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,20.2,,47.8,,,северный,9.0,,,3.0
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,717.0,,,,18.8,,50.8,,,северный,10.0,,21.3,3.0
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,4.0,718.0,,,,16.8,,60.8,,,северо-восточный,10.0,,,1.0
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,13.2,,76.2,,,юго-восточный,0.0,,,2.0
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,12.6,,76.1,,,юго-восточный,0.0,,,2.0
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,0,,,0,,,,,50.0,716.0,,,,13.0,,75.6,11.6,,юго-восточный,1.0,,,2.0
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,50.0,715.0,,,,19.6,,56.0,,,восточный,7.0,,,4.0
1590570000,"Среда, 27 мая
09:00 (UTC)",,12.0,,,,,,,,,,50.0,715.0,,,,22.7,,46.0,,,восточный,7.0,,,5.0
1590580800,"Среда, 27 мая
12:00 (UTC)",,13.0,,,,,,,,,,50.0,715.0,,,,24.1,,40.9,,,восточный,4.0,,,6.0
1590591600,"Среда, 27 мая
15:00 (UTC)",,14.0,,0,,,,,,,,50.0,714.0,,,,22.1,,48.7,,,восточный,0.0,,24.5,5.0
1590602400,"Среда, 27 мая
18:00 (UTC)",,14.0,,,,,,,,,,4.0,714.0,,,,18.7,,61.3,,,юго-восточный,0.0,,,3.0
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,15.6,,75.1,,,южный,0.0,,,2.0
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,12.3,,88.8,,,южный,0.0,,,2.0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,0,,,0,,,,,50.0,713.0,,,,15.1,,69.7,11.6,,юго-восточный,0.0,,,2.0
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,50.0,712.0,,,,21.7,,56.2,,,юго-восточный,0.0,,,3.0
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,50.0,712.0,,,,27.6,,39.2,,,восточный,0.0,,,4.0
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,50.0,711.0,,,,28.7,,38.3,,,восточный,1.0,,,4.0
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,711.0,,,,25.3,,44.3,,,восточный,7.0,,29.3,4.0
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,22.5,,53.2,,,восточный,10.0,,,4.0
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,19.0,,69.5,,,восточный,10.0,,,2.0
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,17.3,,79.9,,,западный,10.0,,,2.0
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,711.0,,,,17.1,,86.9,15.7,,,10.0,,,0.0
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,,20.0,708.0,,,,18.3,,81.1,,,северный,10.0,,,1.0
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,,20.0,707.0,,,,24.4,,54.0,,,северо-восточный,9.0,,,2.0
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,,,20.0,706.0,,,,28.6,,36.8,,,северо-восточный,1.0,,,2.0
1590764400,"Пятница, 29 мая
15:00 (UTC)",,12.0,,0,,,,,,,,10.0,708.0,,,,19.6,,70.1,,,северо-западный,10.0,True,28.6,7.0
1590775200,"Пятница, 29 мая
18:00 (UTC)",,11.0,,,,,,,,,,4.0,709.0,,,,16.4,,90.3,,True,северо-западный,10.0,,,3.0
1590786000,"Пятница, 29 мая
21:00 (UTC)",,14.0,,,,,,,,,,4.0,711.0,,,True,13.6,,90.1,,,северо-западный,10.0,,,4.0
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,12.8,,91.2,,True,северо-западный,10.0,,,4.0
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,0.3,,,0.3,,,,,20.0,712.0,,,,12.4,,90.6,12.2,,северо-западный,9.0,,,2.0
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,14.4,,74.4,,,северо-восточный,9.0,,,1.0
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,17.4,,53.3,,,северный,10.0,,,1.0
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,19.4,,52.7,,,восточный,7.0,,,3.0
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,714.0,,,,18.9,,52.6,,,юго-восточный,2.0,,20.1,3.0
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,14.5,,73.9,,,восточный,2.0,,,1.0
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,10.7,,93.5,,,северо-западный,0.0,,,1.0
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,10.9,,92.9,,,,10.0,,,0.0
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,715.0,,,,12.7,,87.0,10.6,,,10.0,,,0.0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,17.7,,59.4,,,северо-восточный,7.0,,,1.0
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,21.5,,46.3,,,восточный,9.0,,,2.0
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,24.8,,32.7,,,восточный,9.0,,,2.0
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,713.0,,,,20.2,,55.1,,,северо-восточный,10.0,,24.8,2.0
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,16.3,,68.5,,True,южный,9.0,,,1.0
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,14.0,,90.7,,,южный,10.0,,,1.0
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,13.1,,85.4,,,южный,0.0,,,1.0
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,менее 0.1,,,менее 0.1,,,,,20.0,711.0,,,,14.3,,74.3,11.8,,юго-восточный,10.0,,,1.0
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,True,,,10.0,711.0,,,,17.6,,61.0,,,северо-западный,10.0,,,3.0
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,21.6,,50.5,,,северный,7.0,,,2.0
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,23.0,,46.1,,,северный,7.0,,,1.0
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,менее 0.1,,,,,,,,20.0,709.0,,,,21.9,,49.0,,,юго-восточный,2.0,,24.4,2.0
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,10.0,,,,,,,,,,4.0,711.0,,,,16.2,,72.2,,,северный,2.0,,,2.0
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,12.8,,90.0,,,,7.0,,,0.0
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,True,,,4.0,710.0,,,,13.3,,92.4,,,,10.0,,,0.0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,0.5,,,0.5,True,,,,10.0,708.0,,,,14.5,,91.9,11.7,,восточный,5.0,,,1.0
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,True,,,,,,,20.0,707.0,,,,21.3,,53.6,,,восточный,10.0,,,3.0
1591088400,"Вторник, 2 июня
09:00 (UTC)",,10.0,,,,,,,,,,20.0,706.0,,,,24.7,,43.9,,,восточный,6.0,,,5.0
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,20.0,706.0,,,True,25.4,,38.9,,,восточный,9.0,,,4.0
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,0,,,,True,,,,20.0,706.0,,,,23.9,,44.0,,,восточный,2.0,,26.4,2.0
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,True,,,,,,,4.0,706.0,,,,17.7,,81.5,,,западный,10.0,,,2.0
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,4.0,706.0,,,,16.0,,92.0,,,северный,10.0,,,1.0
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,True,,,4.0,706.0,,,,16.2,,92.0,,,северо-западный,10.0,,,4.0
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,0.5,,,0.5,,,,,10.0,706.0,,,,15.2,,90.2,15.2,True,западный,10.0,,,5.0
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,True,,,,20.0,707.0,,,,19.9,,60.7,,,северо-западный,5.0,,,4.0
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,20.0,708.0,,,,20.6,,56.3,,,северный,10.0,,,5.0
1591185600,"Среда, 3 июня
12:00 (UTC)",,11.0,,,,True,,,,,,20.0,708.0,,,,15.3,,76.0,,,северо-западный,10.0,,,5.0
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,3,,,,,,,,20.0,709.0,,,,16.2,,90.8,,True,северный,10.0,,21.7,1.0
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,13.2,,94.9,,True,юго-западный,0.0,,,1.0
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,11.7,,98.0,,,южный,2.0,,,1.0
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,11.1,,95.5,,,южный,0.0,,,1.0
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,0,,,3,,,,,20.0,712.0,,,,11.7,,96.1,9.8,,юго-западный,10.0,,,1.0
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,15.7,,80.2,,,северный,10.0,,,2.0
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,20.0,,60.4,,,восточный,9.0,,,4.0
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,21.6,,52.6,,,восточный,10.0,,,4.0
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,0,,,,,,,,20.0,710.0,,,,22.0,,51.3,,,восточный,2.0,,23.0,3.0
1591293600,"Четверг, 4 июня
18:00 (UTC)",True,16.0,,,,,,,,,,4.0,712.0,,,,12.2,,98.7,,,северо-западный,10.0,,,1.0
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,14.0,,95.6,,True,юго-западный,10.0,,,1.0
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,13.9,,94.9,,,восточный,10.0,,,1.0
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,10,,,10,,,,,20.0,716.0,,,,14.0,,96.2,11.9,,,10.0,,,0.0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,16.6,,70.9,,,восточный,10.0,,,1.0
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,20.8,,52.4,,,восточный,5.0,,,3.0
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,23.0,,38.4,,,восточный,7.0,,,2.0
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,0,,,,,,,,20.0,716.0,,,,22.3,,39.3,,,восточный,7.0,,23.3,2.0
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,18.1,,60.7,,,восточный,2.0,,,1.0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,13.1,,89.4,,,южный,0.0,,,1.0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,11.9,,92.4,,,южный,0.0,,,1.0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,0,,,0,,,,,50.0,716.0,,,,14.8,,72.0,10.1,,южный,0.0,,,1.0
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,50.0,717.0,,,,20.3,,49.8,,,северный,2.0,,,1.0
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,50.0,716.0,,,,25.5,,37.9,,,восточный,10.0,,,4.0
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,50.0,715.0,,,,26.6,,32.1,,,восточный,10.0,,,5.0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,10.0,,0,,,,,,,,20.0,715.0,,,,25.3,,38.6,,,восточный,10.0,,27.3,5.0
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,20.9,,52.8,,,юго-восточный,2.0,,,2.0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,16.8,,68.2,,,южный,0.0,,,2.0
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,14.3,,80.0,,,южный,0.0,,,1.0
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,0,,,0,,,,,20.0,714.0,,,,16.2,,64.1,12.5,,южный,0.0,,,2.0
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,23.8,,45.7,,,юго-восточный,0.0,,,3.0
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,11.0,,,,,,,,,,50.0,713.0,,,,28.0,,29.3,,,восточный,0.0,,,5.0
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,12.0,,,,,,,,,,50.0,712.0,,,,28.4,,26.1,,,восточный,0.0,,,6.0
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,12.0,,0,,,,,,,,50.0,712.0,,,,26.7,,29.6,,,восточный,0.0,,28.8,5.0
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,11.0,,,,,,,,,,4.0,712.0,,,,22.4,,31.8,,,юго-восточный,0.0,,,2.0
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,17.4,,61.0,,,южный,0.0,,,1.0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,14.6,,71.0,,,юго-восточный,0.0,,,1.0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,0,,,0,,,,,50.0,711.0,,,,16.4,,57.1,12.0,,южный,0.0,,,1.0
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,50.0,711.0,,,,23.5,,41.8,,,восточный,0.0,,,2.0
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,50.0,711.0,,,,28.5,,28.3,,,восточный,0.0,,,4.0
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,50.0,710.0,,,,29.3,,29.7,,,восточный,0.0,,,4.0
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,0,,,,,,,,50.0,710.0,,,,28.2,,34.3,,,восточный,0.0,,29.8,3.0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,23.9,,47.6,,,юго-восточный,0.0,,,3.0
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,17.9,,70.7,,,,0.0,,,0.0
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,16.0,,82.9,,,юго-восточный,0.0,,,1.0
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,0,,,0,,,,,50.0,711.0,,,,18.7,,65.9,15.3,,западный,0.0,,,1.0
