timestamp,date,Ливневой снег умеренный или сильный,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10.0,739,,,,15.8,32.1,,,,западный,9.0,,,5,
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,True,,,10.0,739,,,,13.2,48.6,,,,,10.0,,16.1,0,
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,12.0,58.8,,,,юго-западный,10.0,,,2,
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,738,,,,9.5,87.9,,,,юго-западный,10.0,,,2,
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,,,,,0.3,,,,,0.3,,,True,,10.0,737,,,,9.2,88.5,,8.5,,юго-западный,9.0,,,1,
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,0.3,,,,,,,,,,10.0,737,,,,12.2,64.0,,8.5,True,западный,7.0,,,3,
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,736,,,,15.1,37.5,,,,западный,7.0,,,5,
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10.0,735,,,,15.9,34.3,,,,западный,9.0,,,6,
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,,,14.0,,,2,,,,,,,,,True,10.0,736,,,,8.6,84.9,,,,западный,10.0,,,5,
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,14.0,,,5,,,,,,True,,,,10.0,738,,,,6.4,84.6,,,,западный,2.0,,16.7,3,
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,4.6,82.6,,,,западный,0.0,,,2,
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,3.3,83.7,,,,западный,0.0,,,1,
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,,,,,3,,,,,5,,,,,10.0,740,,,,4.2,82.6,,2.7,,западный,2.0,,,1,
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,9.9,66.2,,2.7,,юго-западный,2.0,,,3,
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,740,,,,13.2,38.3,,,,западный,7.0,,,5,
1589889600,"Вторник, 19 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,739,,,,13.3,38.3,,,,западный,9.0,,,3,
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,12.1,50.7,,,,западный,10.0,,,3,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,10.2,67.2,,,,западный,10.0,,14.6,2,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,9.5,82.1,,,,юго-западный,10.0,,,1,
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,735,,,,9.5,87.3,,,,южный,10.0,,,1,
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,,,8,,,,,8,,,,,1.0,734,,True,,9.0,92.2,,9.0,,северо-восточный,10.0,,,1,
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,11,,,,,,,,,,10.0,733,,,,10.8,77.9,,8.8,True,северный,9.0,,,1,
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,12.2,69.6,,,True,северо-западный,9.0,,,1,
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,734,,,,12.3,70.1,,,,северо-западный,10.0,,,2,
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,,4,,,,,,,,,,10.0,734,,,,12.4,62.7,,,True,западный,7.0,,,2,
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,1,,,,,,,,,,10.0,735,,,,8.6,84.9,,,True,северо-западный,9.0,,13.9,2,
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,6.2,87.6,,,,северо-западный,2.0,,,2,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,3.7,87.4,,,,западный,0.0,,,2,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,0.7,,,,,4,,,,,10.0,736,,,,3.4,84.3,,2.3,,западный,0.0,,,1,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,8.6,58.8,,2.3,,западный,2.0,,,3,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,737,,,,10.5,45.1,,,,западный,7.0,,,4,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,12.2,38.0,,,,западный,7.0,,,4,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,11.6,38.4,,,,западный,7.0,,,3,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,8.0,52.2,,,,западный,2.0,,12.5,1,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,5.6,69.2,,,,северный,0.0,,,1,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,3.1,84.2,,,,,0.0,,,0,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,737,,,,4.7,77.5,,2.9,,,6.0,,,0,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,8.5,61.4,,2.9,,северный,7.0,,,1,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,True,,,,,,,,,,,,,,10.0,737,,,,5.6,81.0,,,,западный,10.0,,,2,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,738,,,,5.8,85.8,,,,юго-восточный,10.0,,,3,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,3,,,,,,,,,,10.0,737,,,,9.3,59.8,,,True,восточный,7.0,,,1,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,4,,,,,,,,,True,10.0,738,,,,5.8,85.2,,,,северо-западный,9.0,,12.1,1,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,5.1,90.0,,,True,юго-западный,9.0,,,2,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,5.0,92.6,,,,,10.0,,,0,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,1,,,,,5,,,,,10.0,738,,,,4.8,93.9,,4.6,,северо-западный,9.0,,,1,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,0.4,,,,,,,,,,10.0,739,,,,9.7,63.9,,4.6,,северо-западный,7.0,,,1,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,8.1,69.7,,,True,северный,10.0,,,3,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,740,,,,8.6,78.6,,,,северный,9.0,,,2,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,1,,,,,,,,,,10.0,741,,,,7.8,79.6,,,True,западный,10.0,,,2,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,1,,,,,,,,,,10.0,741,,,,6.6,86.4,,,True,северо-западный,7.0,,11.5,1,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,5.6,90.1,,,,северо-западный,7.0,,,1,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,4.3,91.9,,,,северо-западный,0.0,,,1,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,0,,,,,1,,,,,10.0,741,,,,5.1,91.9,,3.8,,северо-западный,2.0,,,1,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,9.7,71.0,,3.8,,,9.0,,,0,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,11.9,53.7,,,,южный,9.0,,,1,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,13.8,44.1,,,True,северо-западный,7.0,,,1,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,742,,,,13.3,44.9,,,,северо-западный,7.0,,,1,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,743,,,,10.7,58.5,,,,юго-западный,6.0,,14.7,1,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,8.5,73.3,,,,южный,6.0,,,1,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,8.1,68.2,,,,южный,1.0,,,2,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,0,,,,,менее 0.1,,,,,10.0,744,,,,7.5,75.2,,6.1,,восточный,9.0,,,1,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,13.4,54.1,,6.1,,южный,7.0,,,2,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,15.7,39.6,,,,южный,7.0,,,2,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,17.3,36.0,,,,северо-восточный,7.0,,,1,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,17.1,36.7,,,,восточный,7.0,,,2,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,746,,,,15.3,45.5,,,,восточный,10.0,,18.7,1,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,12.7,55.0,,,,северо-восточный,6.0,,,2,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,11.7,58.8,,,,северо-восточный,10.0,,,2,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,менее 0.1,,,,,менее 0.1,,,,True,10.0,746,,,,11.8,61.7,,11.1,,восточный,10.0,,,3,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,0.6,,,,,,,,,True,10.0,747,,,,10.8,83.4,,10.1,,северо-восточный,10.0,,,2,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,746,,,,11.2,79.6,,,,северо-восточный,10.0,,,2,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,746,,,,11.6,85.8,,,,восточный,10.0,,,1,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,3,,,,,,,,,True,10.0,745,,,,11.8,85.2,,,,северный,10.0,,,2,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,5,,,,,,,,,True,10.0,745,,,,11.2,91.1,,,,северный,10.0,,12.8,1,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,745,,,,10.5,92.3,,,,северо-восточный,10.0,,,1,
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,9.8,92.9,,,True,северный,10.0,,,2,
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,3,,,,,6,,,,,1.0,745,True,,,9.1,93.5,,9.0,,северо-восточный,,,,1,
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,0.3,,,,,,,,,,10.0,746,,,,12.6,77.6,,9.0,True,северо-восточный,9.0,,,1,
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,13.0,73.6,,,,восточный,9.0,,,1,
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,14.4,65.4,,,,восточный,9.0,,,1,
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,15.1,58.4,,,,северный,7.0,,,1,
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,746,,,,13.1,72.1,,,,восточный,5.0,,16.0,2,
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,11.2,80.7,,,,северо-восточный,0.0,,,2,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,9.6,86.2,,,,северный,0.0,,,2,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,745,,,,9.4,84.4,,8.8,,северо-восточный,10.0,,,2,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,12.0,80.8,,8.8,,восточный,10.0,,,2,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,,,,True,4.0,744,,,,12.6,87.0,,,,восточный,10.0,,,1,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,,,True,,,4.0,743,,,,11.8,87.5,,,,северо-восточный,10.0,,,2,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,11.0,,,8,,,,,,,True,,,10.0,741,,,,13.9,73.8,,,,северо-восточный,9.0,,,3,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,10.0,,,8,,,,,,,,,,10.0,740,,,,14.0,71.8,,,True,северо-восточный,10.0,,14.0,4,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,14.4,71.4,,,,северо-восточный,10.0,,,3,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,737,,,,15.4,72.6,,,,восточный,10.0,,,4,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,1,,,,,9,,,,True,10.0,737,,,,14.6,86.7,,14.0,,восточный,10.0,,,2,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,2,,,,,,,,,True,10.0,737,,,,15.6,88.5,,14.0,,восточный,10.0,,,4,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,16.9,86.9,,,True,восточный,10.0,,,2,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,19.6,75.7,,,True,северо-западный,9.0,,,2,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,3,,,,,,,,,,10.0,735,,,,20.7,73.5,,,,северный,7.0,,,2,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,2,,,,,,,,,,10.0,734,,,,18.9,82.7,,,,северный,9.0,,21.3,2,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,733,,,True,17.8,82.1,,,,юго-восточный,10.0,,,2,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,11.0,,,,,,,,,,True,,,4.0,732,,,,14.5,93.1,,,,северо-восточный,7.0,,,2,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,9,,,,,12,,True,,,10.0,732,,,,15.5,89.6,,14.5,,северный,10.0,,,1,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,9,,,,,,,,,,10.0,730,,,,17.1,75.3,,14.5,True,восточный,9.0,,,2,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,731,,,,16.0,90.8,,,,юго-восточный,10.0,,,2,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,732,,,,14.0,91.3,,,,южный,10.0,,,4,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,8,,,,,,,,,,10.0,733,,,,16.1,74.2,,,True,юго-восточный,9.0,,,4,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,10,,,,,,,True,,,10.0,733,,,,14.2,86.0,,,,восточный,7.0,,17.8,2,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,12.9,83.6,,,,юго-восточный,2.0,,,3,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,11.3,89.9,,,,южный,7.0,,,2,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,2,,,,,10,,,,,10.0,734,,,,11.8,91.7,,11.2,,южный,10.0,,,2,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,735,,,,14.1,76.8,,11.2,,юго-западный,10.0,,,4,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,735,,,,12.8,85.3,,,,юго-западный,10.0,,,3,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,735,,,,17.2,54.3,,,True,юго-западный,7.0,,,5,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,10.0,,,0.8,,,,,,,,,,10.0,734,,,,17.0,61.3,,,,южный,9.0,,,2,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,0.8,,,,,,,,,,10.0,734,,,,13.3,71.7,,,,западный,6.0,,18.1,2,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,11.4,84.0,,,,западный,10.0,,,1,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,733,,,,11.1,88.7,,,True,южный,10.0,,,1,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,2,,,,,3,,,,True,4.0,733,,,,10.8,92.9,,10.0,,южный,10.0,,,1,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,4,,,,,,,,True,,4.0,733,,,,12.8,86.5,,10.0,,южный,10.0,,,2,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,733,,True,,13.6,78.8,,,,южный,10.0,,,4,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,,,True,,,10.0,733,,,,13.7,79.4,,,,восточный,9.0,,,2,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,,12,,,,,,,,,True,10.0,733,,,,11.5,91.7,,,,юго-восточный,10.0,,,3,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,11,,,,,,,,,True,10.0,733,,,,12.0,85.8,,,,юго-восточный,10.0,,16.0,2,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,,,True,,,10.0,733,,,,11.7,91.1,,,,восточный,10.0,,,3,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,732,,,,11.1,92.9,,,,восточный,10.0,,,3,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,6,,,,,17,,,True,,2.0,732,,,,11.1,92.9,,10.9,,юго-восточный,10.0,,,3,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,5,,,,,,,,,,10.0,733,,,,13.5,81.5,,10.9,True,юго-восточный,9.0,,,3,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,15.2,67.4,,,,южный,9.0,,,3,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,,,True,,,10.0,734,,,,15.4,68.8,,,,юго-западный,7.0,,,2,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,734,,,,16.1,60.3,,,,южный,9.0,,,1,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,735,,,,14.3,67.2,,,,северо-западный,7.0,,17.0,1,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,12.4,69.6,,,,северо-западный,6.0,,,1,
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,10.1,80.5,,,,северо-западный,4.0,,,1,
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,0,,,,,менее 0.1,,,,,10.0,734,,,,10.6,79.5,,9.1,,,2.0,,,0,
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,734,,,,16.2,59.5,,9.1,,северо-западный,7.0,,,2,
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,18.2,52.0,,,,северный,9.0,,,1,
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,733,,,,17.1,63.4,,,,северный,10.0,,,1,
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,733,,,,18.0,54.1,,,,северо-восточный,9.0,,,1,
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,менее 0.1,,,,,,True,,,,10.0,733,,,,14.9,77.0,,,,восточный,4.0,,18.6,1,
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,732,,,,12.3,87.0,,,,южный,0.0,,,1,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,732,,,,12.1,80.8,,,,юго-западный,2.0,,,1,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,менее 0.1,,,,,менее 0.1,,,,,10.0,732,,,,11.9,81.3,,11.0,,западный,7.0,,,2,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,0.9,,,,,,,,,,10.0,732,,,,13.3,76.7,,10.6,True,юго-западный,7.0,,,2,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,733,,,,13.6,72.7,,,,южный,9.0,,,3,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,17.2,49.7,,,True,юго-западный,7.0,,,4,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,10.0,,,2,,,,,,,,,,10.0,734,,,,17.6,49.4,,,,юго-западный,7.0,,,3,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,15.0,,,3,,,,,,,True,,,10.0,735,,,,10.4,86.2,,,,южный,9.0,,18.9,1,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,10.4,83.9,,,,юго-восточный,2.0,,,3,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,9.9,86.2,,,,южный,7.0,,,2,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,2,,,,,4,,,,,10.0,735,,,,11.5,77.5,,9.9,,юго-восточный,7.0,,,4,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,0.3,,,,,,,,,True,10.0,736,,,,12.4,83.0,,9.9,,южный,10.0,,,4,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,10.0,,,,,,,,,,,,True,10.0,736,,,,11.3,92.3,,,,юго-восточный,10.0,,,3,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,,,True,,,4.0,736,,,,14.5,89.5,,,,южный,10.0,,,4,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,10.0,,,15,,,,,,,,,,10.0,736,,,,16.9,75.3,,,,южный,9.0,,,4,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,14,,,,,,,,,,10.0,737,,,,15.6,87.3,,,,южный,9.0,,17.2,2,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,14.6,89.0,,,,юго-восточный,7.0,,,1,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,,,True,,,10.0,737,,,,14.5,87.2,,,,южный,9.0,,,2,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,0.3,,,,,15,,,,,10.0,738,,,,14.4,85.5,,13.9,,южный,9.0,,,3,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,0.3,,,,,,,,,,10.0,738,,,,17.7,73.0,,13.9,,южный,9.0,,,2,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,22.5,57.9,,,,южный,7.0,,,4,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,24.8,48.5,,,,юго-западный,9.0,,,4,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,24.6,46.8,,,,юго-западный,9.0,,,4,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,22.4,64.2,,,,южный,9.0,,25.4,2,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,20.6,63.8,,,,южный,6.0,,,2,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,19.1,59.4,,,,юго-западный,2.0,,,2,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,740,,,,18.2,67.1,,17.3,,южный,4.0,,,2,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,22.4,55.6,,17.3,,юго-западный,6.0,,,2,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,26.2,38.1,,,,юго-западный,0.0,,,3,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,27.8,34.2,,,,юго-западный,2.0,,,3,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,27.3,38.9,,,,юго-западный,6.0,,,2,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,22.5,53.5,,,,южный,2.0,,28.0,1,
