timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1590148800,"Пятница, 22 мая
12:00 (UTC)",,11.0,,,,,,,,31.1,,,северный,,,6.0,,,,,,,,,,10,745,,,16.1,,,9.0
1590159600,"Пятница, 22 мая
15:00 (UTC)",,11.0,,,,,,,,32.9,,,северо-западный,,,6.0,,,0,,,,,,,10,746,,,15.2,,,10.0
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,48.0,,,северо-западный,,17.1,4.0,,,0,,,,,,,10,747,,,12.5,,,10.0
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,65.1,,,западный,,,4.0,,,,,,,,,,10,748,,,11.2,,,10.0
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,75.1,,,,,,0.0,,,,,,,,,,10,747,,,9.9,,,7.0
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,69.9,,8.5,юго-восточный,,,1.0,,,0,,,0,,,,10,748,,,9.3,,,7.0
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,40.1,,8.5,северо-западный,,,2.0,,,0,,,,,,,10,748,,,13.6,,,7.0
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,35.9,,,северо-западный,,,4.0,,,,,,,,,,10,749,,,14.2,,,10.0
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,34.0,,,западный,,,5.0,,,,,,,,,,10,749,,,15.5,,,9.0
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,,,,44.0,,,западный,,,5.0,,,0,,,,,,,10,749,,,14.4,,,9.0
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,57.9,,,северо-западный,,16.9,4.0,,,0,,,,,,,10,750,,,11.6,,,9.0
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,74.8,,,южный,,,2.0,,,,,,,,,,10,751,,,8.2,,,7.0
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,84.0,,,южный,,,3.0,,,,,,,,,,10,750,,,6.2,,,0.0
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,82.9,,5.1,южный,,,3.0,,,0,,,0,,,,10,751,,,7.0,,,1.0
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,47.9,,5.1,южный,,,4.0,,,0,,,,,,,10,751,,,14.4,,,1.0
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,10.0,,,,,,,,38.1,,,западный,,,7.0,,,,,,,,,,10,750,,,17.1,,,6.0
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,11.0,,,,,,,,42.1,,,западный,,,6.0,,,,,,,,,,10,751,,,17.4,,,4.0
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,10.0,,,,,,,,45.8,,,западный,,,5.0,,,0,,,,,,,10,751,,,16.5,,,4.0
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,68.2,,,южный,,18.5,3.0,,,0,,,,,,,10,751,,,10.3,,,2.0
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,64.1,,,южный,,,3.0,,,,,,,,,,10,751,,,10.6,,,10.0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,66.9,,,юго-восточный,,,1.0,,,,,,,,,,10,750,,,10.8,,,10.0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,67.9,,8.5,восточный,,,1.0,,,0,,,0,,,,10,749,,,10.9,,,10.0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,38.1,,8.5,восточный,,,3.0,,,0,,,,,,,10,749,,,17.2,,,7.0
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,47.1,,,северо-западный,,,4.0,,,,,,,,,,10,749,,,17.5,,,10.0
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,60.2,,,западный,,,5.0,,,0,,,,,,,10,748,,,14.0,,,10.0
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,True,,91.7,,,юго-западный,,18.3,1.0,,,0.4,,,,,,,10,749,,,11.7,,,10.0
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,True,,88.1,,,юго-восточный,,,1.0,,,,,,,,,,10,748,,,12.0,,,10.0
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,91.7,,,северо-восточный,,,1.0,,,,,,,,,,10,748,,,11.4,,True,10.0
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,98.7,,9.1,восточный,,,2.0,,,0.5,,,0.5,,True,,6,748,,,9.2,,,7.0
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,52.9,,9.1,юго-западный,,,3.0,,,0.1,,,,,,,10,748,,,16.1,,,2.0
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,47.1,,,западный,,,4.0,,,,,,,,,,10,748,,,18.8,,,6.0
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,54.9,,,западный,,,5.0,,,,,,,,,,10,748,,,18.2,,,10.0
1590505200,"Вторник, 26 мая
15:00 (UTC)",,10.0,,,,,,,,67.9,,,западный,,,6.0,,,0,,,,,,,10,748,,,15.5,,,10.0
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,85.9,,,западный,,19.9,3.0,,,0,,,,,,,10,749,,,12.9,,,10.0
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,94.2,,,северо-западный,,,1.0,,,,,,,,,,10,749,,,12.3,,,10.0
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,94.2,,,восточный,,,2.0,,,,,,,,,,10,748,,,11.7,,,10.0
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,75.9,,9.9,северный,,,2.0,,,0,,,,,,,10,749,,,14.8,,,9.0
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,53.0,,,северо-восточный,,,3.0,,,,,,,,,,10,748,,,19.0,,,7.0
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,47.8,,,северный,,,4.0,,,,,,,,,,10,747,,,20.2,,,5.0
1590591600,"Среда, 27 мая
15:00 (UTC)",,10.0,,,,,,,,61.1,,,северо-восточный,,,8.0,,,0,,,,,,,10,746,,,19.7,,,7.0
1590602400,"Среда, 27 мая
18:00 (UTC)",,12.0,,,,,,,,81.8,,,восточный,,21.7,5.0,,,0.3,,,,True,,,10,747,,,16.0,,,10.0
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,True,,98.7,,,восточный,,,5.0,,,,,,,,,,10,745,,,14.3,,,10.0
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,True,,,,,98.7,,,восточный,,,6.0,,,,,,,,,,10,743,,,14.1,,,10.0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,True,,,,98.7,,12.7,южный,,,3.0,,,4,,,4,,,,10,743,,,12.7,,,4.0
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,87.9,,12.7,юго-западный,,,6.0,,,4,True,,,,,,10,743,,,16.0,,,10.0
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,67.0,,,юго-западный,,,6.0,,,,,,,,,,10,743,,,17.9,,,9.0
1590667200,"Четверг, 28 мая
12:00 (UTC)",,14.0,,,,,,,,60.8,,,юго-западный,,,9.0,,,,,,,,,,10,743,,,18.5,,,6.0
1590678000,"Четверг, 28 мая
15:00 (UTC)",,13.0,,,,,,,,62.9,,,юго-западный,,,8.0,,,0,,,,,,,10,743,,,16.8,,,4.0
1590688800,"Четверг, 28 мая
18:00 (UTC)",,12.0,,,,,,,,87.0,,,юго-западный,,20.4,4.0,,,0,,,,,,,10,744,,,12.6,,,4.0
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,94.1,,,южный,,,4.0,,,,,,,,,,10,744,,,10.3,,,0.0
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,91.0,,,южный,,,4.0,,,,,,,,,,10,743,,,10.5,,,0.0
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,91.1,,9.8,южный,,,4.0,,,0,,,0,,,,10,743,,,10.7,,,7.0
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,80.1,,9.8,южный,,,4.0,,,0,,,,,,,10,743,,,14.9,,,10.0
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,True,,86.1,,,юго-западный,,,5.0,,,,,,,,,,10,743,,,14.4,,,10.0
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,True,,,,,,96.8,,,южный,,,5.0,,,,,,,,,,10,743,,,12.8,,,10.0
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,86.0,,,юго-западный,,,6.0,,,7,,,,,,,10,742,,,13.8,,True,10.0
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,True,,,,,94.9,,,южный,,16.1,5.0,,,7,,,,,,,10,742,,,12.8,,,10.0
1590786000,"Пятница, 29 мая
21:00 (UTC)",,11.0,,,,,,,,98.1,,,юго-западный,,,8.0,,,,,,,True,,,10,742,,,12.6,,,10.0
1590796800,"Суббота, 30 мая
00:00 (UTC)",,11.0,,,,,,,,98.7,,,юго-западный,,,7.0,,,,,,,True,,,10,742,,,12.7,,,10.0
1590807600,"Суббота, 30 мая
03:00 (UTC)",,10.0,,,,,,,,98.7,,12.1,юго-западный,,,7.0,,,3,,,10,,,,2,742,,True,12.9,,,10.0
1590818400,"Суббота, 30 мая
06:00 (UTC)",,13.0,,,True,,,,,94.9,,11.5,южный,,,6.0,,,8,,,,,,,10,742,,,13.0,,,10.0
1590829200,"Суббота, 30 мая
09:00 (UTC)",,16.0,,,,,,,,78.1,,,юго-западный,,,12.0,,,,,,,,,,10,742,,,15.7,,,9.0
1590840000,"Суббота, 30 мая
12:00 (UTC)",,17.0,,,,,,,,71.2,,,юго-западный,,,11.0,,,,,,,,,,10,744,,,15.7,,,9.0
1590850800,"Суббота, 30 мая
15:00 (UTC)",,16.0,,,,,,,,58.8,,,юго-западный,,,8.0,,,5,,,,,,,10,744,,,16.9,,,6.0
1590861600,"Суббота, 30 мая
18:00 (UTC)",,11.0,,,,,,,,77.8,,,южный,,17.5,5.0,,,0,,,,,,,10,745,,,13.4,,,2.0
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,79.1,,,южный,,,3.0,,,,,,,,,,10,745,,,12.0,,,0.0
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,96.1,,,южный,,,3.0,,,,,,,,,,10,745,,,9.9,,,0.0
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,79.2,,9.3,южный,,,5.0,,,0,,,5,,,,10,745,,,12.5,,,4.0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,12.0,,,,True,,,,58.9,,9.3,южный,,,7.0,,,0.5,,,,,,,10,745,,,18.6,,,0.0
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,13.0,,,,,,,,48.1,,,юго-западный,,,9.0,,,,,,,,,,10,744,,,21.3,,,2.0
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,14.0,,,,,,,,44.1,,,юго-западный,,,8.0,,,,,,,,,,10,744,,,22.2,,,2.0
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,13.0,,,,,,,,45.9,,,юго-западный,,,8.0,,,0.5,,,,,,,10,743,,,21.1,,,0.0
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,11.0,,,,,,,,61.1,,,южный,,23.2,3.0,,,0,,,,,,,10,743,,,16.1,,,1.0
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,73.0,,,южный,,,3.0,,,,,,,,,,10,743,,,12.3,,,0.0
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,77.0,,,южный,,,4.0,,,,,,,,,,10,742,,,12.0,,,0.0
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,74.9,,11.4,южный,,,3.0,,,0,,,0.5,,,,10,742,,,11.9,,,7.0
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,57.0,,11.4,юго-западный,,,7.0,,,0,,,,,,,10,741,,,18.9,,,2.0
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,12.0,,,,,,,,50.1,,,юго-западный,,,8.0,,,,,,,,,,10,741,,,21.2,,,7.0
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,15.0,,,,,,,,46.0,,,юго-западный,,,9.0,,,,,,,,,,10,740,,,21.7,,,7.0
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,14.0,,,,,,,,62.1,,,юго-западный,,,8.0,,,0,,,,,,,10,741,,,18.8,,,9.0
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,12.0,,,,,,,,94.3,,,юго-западный,,22.5,3.0,,,0,,,,,,,10,741,,,13.5,,,5.0
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,100.0,,,южный,,,3.0,,,,,,,,,,0,741,True,,12.5,,,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,96.1,,,южный,,,3.0,,,,True,,,,,,10,740,,,10.4,,,1.0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,,,,89.9,,9.2,юго-восточный,,,3.0,,,0,,,0,,,,10,740,,,11.3,,,10.0
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,91.9,,9.2,северный,,,2.0,,,0,,,,,,,10,740,,,13.7,,,10.0
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,61.1,,,северный,,,2.0,,,,,,,,,,10,740,,,17.8,,,10.0
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,74.1,,,юго-восточный,,,6.0,,,,,,,,,,10,740,,,16.0,,,10.0
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,,,,,59.9,,,юго-западный,,,2.0,,,0.1,True,,,,,,10,739,,,18.1,,,10.0
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,True,,,,64.9,,,южный,,20.0,2.0,,,0.1,,,,,,,10,740,,,14.0,,,4.0
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,76.0,,,юго-восточный,,,3.0,,,,,,,,,,10,740,,,12.2,,,10.0
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,83.9,,,юго-восточный,,,1.0,,,,,,,,,,10,739,,,10.3,,,0.0
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,,,,86.9,,9.2,юго-восточный,,,3.0,,,0,,,0.1,,,,10,739,,,11.2,,,2.0
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,57.9,,9.2,юго-восточный,,,2.0,,,0,,,,,,,10,739,,,18.0,,,7.0
1591174800,"Среда, 3 июня
09:00 (UTC)",,10.0,,,,,,,,54.9,,,юго-западный,,,7.0,,,,,,,,,,10,739,,,19.6,,,7.0
1591185600,"Среда, 3 июня
12:00 (UTC)",,12.0,,,,,,,,45.9,,,юго-западный,,,8.0,,,,,,,,,,10,739,,,20.1,,,7.0
1591196400,"Среда, 3 июня
15:00 (UTC)",,15.0,,,,,,,,64.0,,,юго-западный,,,9.0,,,0,,,,,,,10,741,,,15.8,,,6.0
1591207200,"Среда, 3 июня
18:00 (UTC)",,12.0,,,,,,,,85.8,,,юго-западный,,20.6,4.0,,,0,,,,,,,10,742,,,12.1,,,7.0
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,98.0,,,южный,,,3.0,,,,,,,,,,10,742,,,9.6,,,0.0
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,90.9,,,южный,,,4.0,,,,,,,,,,10,742,,,8.5,,,2.0
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,82.1,,7.6,южный,,,3.0,,,0,,,0,,,,10,742,,,9.5,,,2.0
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,52.0,,7.6,юго-западный,,,2.0,,,0,,,,,,,10,743,,,16.6,,,2.0
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,30.9,,,юго-восточный,,,3.0,,,,,,,,,,10,743,,,21.0,,,4.0
1591272000,"Четверг, 4 июня
12:00 (UTC)",,12.0,,,,,,,,36.0,,,западный,,,6.0,,,,,,,,,,10,743,,,20.6,,,1.0
1591282800,"Четверг, 4 июня
15:00 (UTC)",,13.0,,,,,,,,42.9,,,западный,,,8.0,,,0,,,,,,,10,743,,,19.1,,,1.0
1591293600,"Четверг, 4 июня
18:00 (UTC)",,12.0,,,,,,,,68.0,,,юго-западный,,22.2,3.0,,,0,,,,,,,10,744,,,13.8,,,0.0
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,65.8,,,юго-восточный,,,4.0,,,,,,,,,,10,745,,,12.0,,,0.0
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,63.0,,,южный,,,3.0,,,,,,,,,,10,745,,,11.8,,,0.0
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,58.1,,10.7,юго-восточный,,,5.0,,,0,,,0,,,,10,745,,,14.1,,,0.0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,45.0,,10.7,южный,,,7.0,,,0,,,,,,,10,745,,,22.2,,,7.0
1591347600,"Пятница, 5 июня
09:00 (UTC)",,14.0,,,,,,,,40.1,,,юго-западный,,,9.0,,,,,,,,,,10,745,,,25.2,,,1.0
1591358400,"Пятница, 5 июня
12:00 (UTC)",,15.0,,,,,,,,34.9,,,юго-западный,,,9.0,,,,,,,,,,10,745,,,26.2,,,5.0
1591369200,"Пятница, 5 июня
15:00 (UTC)",,13.0,,,,,,,,35.1,,,юго-западный,,,7.0,,,0,,,,,,,10,745,,,24.4,,,10.0
1591380000,"Пятница, 5 июня
18:00 (UTC)",,10.0,,,,,,,,53.1,,,юго-восточный,,27.1,5.0,,,0,,,,,,,10,746,,,19.5,,,7.0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,52.1,,,юго-восточный,,,5.0,,,,,,,,,,10,745,,,18.4,,,7.0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,43.0,,,юго-восточный,,,5.0,,,,,,,,,,10,745,,,18.3,,,7.0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,39.9,,17.6,юго-восточный,,,5.0,,,0,,,0,,,,10,746,,,18.8,,,1.0
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,29.0,,17.6,восточный,,,4.0,,,0,,,,,,,10,746,,,26.8,,,0.0
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,22.0,,,южный,,,2.0,,,,,,,,,,10,745,,,29.4,,,0.0
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,23.9,,,юго-восточный,,,2.0,,,,,,,,,,10,745,,,30.7,,,6.0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,11.0,,,,,,,,30.0,,,западный,,,3.0,,,0,,,,,,,10,744,,,30.2,,,1.0
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,37.1,,,северо-восточный,,32.6,2.0,,,0,,,,,,,10,745,,,23.6,,,1.0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,42.9,,,юго-восточный,,,2.0,,,,,,,,,,10,744,,,19.0,,,5.0
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,47.1,,,северо-восточный,,,2.0,,,,,,,,,,10,744,,,16.4,,,10.0
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,,,,43.0,,14.6,восточный,,,4.0,,,0,,,0,,,,10,744,,,17.4,,,10.0
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,33.0,,14.6,северо-восточный,,,4.0,,,0,,,,,,,10,744,,,26.9,,,10.0
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,11.0,,,,,,,,28.0,,,восточный,,,7.0,,,,,,,,,,10,743,,,30.8,,,7.0
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,13.0,,,,,,,,33.0,,,северо-восточный,,,9.0,,,,,,,,,,10,742,,,31.5,,,4.0
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,14.0,,,,,,,,35.0,,,северо-восточный,,,9.0,,,0,,,,,,,10,741,,,29.2,,,1.0
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,12.0,,,,,,,,57.1,,,северо-восточный,,32.3,5.0,,,0,,,,,,,10,742,,,22.3,,,2.0
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,34.9,,,восточный,,,4.0,,,,,,,,,,10,741,,,17.1,,,0.0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,66.2,,,южный,,,4.0,,,,,,,,,,10,741,,,15.9,,,0.0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,36.9,,15.2,юго-восточный,,,5.0,,,0,,,0,,,,10,740,,,18.7,,,1.0
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,29.1,,15.2,восточный,,,5.0,,,0,,,,,,,10,740,,,27.8,,,0.0
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,10.0,,,,,,,,32.1,,,,,,,,,,,,,,,,10,740,,,29.6,,,1.0
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,11.0,,,,,,,,37.0,,,западный,,,5.0,,,,,,,,,,10,741,,,26.9,,,2.0
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,,,,27.9,,,западный,,,5.0,,,0,,,,,,,10,740,,,28.5,,,2.0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,42.0,,,юго-западный,,34.4,3.0,,,0,,,,,,,10,741,,,21.1,,,2.0
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,48.1,,,южный,,,2.0,,,,,,,,,,10,741,,,18.9,,,1.0
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,56.1,,,юго-западный,,,3.0,,,,,,,,,,10,742,,,16.7,,,0.0
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,,,61.0,,14.5,восточный,,,3.0,,,0,,,0,,,,10,742,,,17.6,,,2.0
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,40.0,,14.5,северо-восточный,,,2.0,,,0,,,,,,,10,742,,,24.9,,,5.0
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,28.0,,,восточный,,,1.0,,,,,,,,,,10,742,,,30.0,,,0.0
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,27.9,,,западный,,,7.0,,,,,,,,,,10,742,,,31.9,,,1.0
1591714800,"Вторник, 9 июня
15:00 (UTC)",,10.0,,,,,,,,40.0,,,западный,,,5.0,,,0,,,,,,,10,742,,,26.8,,,0.0
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,59.0,,,южный,,33.9,3.0,,,0,,,,,,,10,742,,,20.9,,,1.0
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,56.9,,,южный,,,3.0,,,,,,,,,,10,742,,,20.2,,,0.0
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,75.0,,,южный,,,3.0,,,,,,,,,,10,742,,,15.5,,,0.0
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,,,59.1,,14.7,восточный,,,3.0,,,0,,,0,,,,10,742,,,19.6,,,0.0
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,41.0,,14.7,северо-восточный,,,2.0,,,0,,,,,,,10,742,,,27.4,,,2.0
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,27.1,,,северный,,,3.0,,,,,,,,,,10,742,,,32.9,,,0.0
1591790400,"Среда, 10 июня
12:00 (UTC)",,10.0,,,,,,,,36.1,,,западный,,,7.0,,,,,,,,,,10,741,,,30.5,,,1.0
1591801200,"Среда, 10 июня
15:00 (UTC)",,11.0,,,,,,,,40.1,,,юго-западный,,,6.0,,,0,,,,,,,10,741,,,28.0,,,1.0
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,49.1,,,южный,,34.3,2.0,,,0,,,,,,,10,741,,,22.3,,,1.0
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,51.0,,,южный,,,2.0,,,,,,,,,,10,740,,,22.2,,,0.0
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,61.1,,,южный,,,2.0,,,,,,,,,,10,740,,,19.5,,,4.0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,,,76.9,,16.2,восточный,,,3.0,,,0,,,0,,,,10,739,,,17.4,,,2.0
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,45.0,,16.2,северо-восточный,,,4.0,,,0,,,,,,,10,739,,,26.7,,,4.0
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,40.0,,,юго-западный,,,6.0,,,,,,,,,,10,738,,,29.4,,,10.0
1591876800,"Четверг, 11 июня
12:00 (UTC)",,10.0,,,,,,,,54.9,,,западный,,,7.0,,,,,,,,,,10,739,,,25.2,,,10.0
1591887600,"Четверг, 11 июня
15:00 (UTC)",,11.0,,,,,,,,69.2,,,западный,,,4.0,,,0,,,,,,,10,738,,,21.9,,,7.0
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,72.1,,,юго-западный,,33.4,1.0,,,0,,,,,,,10,738,,,20.8,,,2.0
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,83.2,,,юго-западный,,,3.0,,,,,,,,,,10,738,,,18.2,,,0.0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,98.8,,,юго-западный,,,3.0,,,,,,,,,,10,738,,,18.3,,,10.0
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,98.1,,15.9,южный,,,3.0,,,0,,,0,,,,10,738,,,17.0,,,7.0
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,57.1,,15.9,южный,,,3.0,,,0,,,,,,,10,738,,,22.2,,,9.0
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,50.0,,,западный,,,3.0,,,,True,,,,,,10,739,,,24.7,,,10.0
1591963200,"Пятница, 12 июня
12:00 (UTC)",,10.0,,,,,,,,57.2,,,западный,,,6.0,,,,,,,,,,10,739,,,24.1,,True,10.0
