timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Ливневый дождь со снегом,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594166400,"Среда, 8 июля
00:00 (UTC)",,,,,,,,,,,,,10,734.0,,,,,21.6,,80.5,,,,,9.0,,,0
1594177200,"Среда, 8 июля
03:00 (UTC)",,10.0,,0,,,,0,,,,,10,734.0,,,,,19.8,,92.2,,19.8,,северо-восточный,9.0,,,1
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,0,,,,,,,,,10,734.0,,,,,24.3,,67.1,,19.8,,юго-западный,7.0,,,3
1594198800,"Среда, 8 июля
09:00 (UTC)",,,,,,,,,,,,,10,735.0,,,,,26.0,,64.5,,,,западный,7.0,,,2
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,,,,,,,,,,10,735.0,,,,,25.9,,69.5,,,,западный,9.0,,,2
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,0,,,,,,,,,10,735.0,,,,,21.9,,79.5,,,,западный,9.0,,,2
1594231200,"Среда, 8 июля
18:00 (UTC)",,22.0,,16,,,,,,,,,10,737.0,,,,,18.1,,98.8,,,True,западный,9.0,,27.5,2
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,True,,10,737.0,,,,,14.7,,98.7,,,,северо-западный,9.0,,,4
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,True,,4,738.0,,,,,13.4,,98.7,,,,западный,10.0,,,2
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,27,,,,27,,,,,10,739.0,,,,,12.9,,98.7,,12.9,True,западный,9.0,,,2
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,10,,,,,,,,,10,741.0,,,,,14.9,,86.1,,12.9,True,северо-западный,9.0,,,2
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,19.3,,64.3,,,,северо-западный,7.0,,,3
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,21.2,,53.9,,,,западный,7.0,,,2
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,0,,,,,,,,,10,743.0,,,,,18.4,,61.6,,,,западный,7.0,,,2
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,0,,,,,,,,,10,744.0,,,,,16.6,,75.7,,,,западный,7.0,,21.7,1
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,12.3,,85.3,,,,западный,2.0,,,1
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,10.1,,99.3,,,,южный,6.0,,,1
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,0,,,,0,,,,,10,747.0,,,,,12.2,,98.7,,9.9,,западный,0.0,,,1
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,18.0,,67.1,,9.9,,юго-западный,1.0,,,2
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,10,748.0,,,,,20.8,,48.0,,,,западный,7.0,,,3
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,22.0,,40.0,,,,западный,4.0,,,2
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,22.1,,37.4,,,,западный,2.0,,,2
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,15.9,,75.6,,,,,2.0,,22.8,0
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,10,748.0,,,,,12.7,,94.3,,,,,0.0,,,0
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,,10,748.0,,,,,12.9,,83.6,,,,юго-восточный,0.0,,,1
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,0,,,,0,,,,,10,748.0,,,,,16.0,,69.4,,11.8,,юго-восточный,0.0,,,1
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,21.5,,53.3,,11.8,,южный,1.0,,,3
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,10,748.0,,,,,24.6,,42.4,,,,южный,0.0,,,5
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,26.0,,42.3,,,,южный,2.0,,,4
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,25.9,,44.5,,,,южный,0.0,,,5
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,22.9,,56.9,,,,южный,0.0,,26.7,2
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,19.4,,71.4,,,,юго-восточный,0.0,,,1
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,15.1,,93.7,,,,юго-восточный,0.0,,,1
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,0,,,,0,,,,,10,745.0,,,,,17.6,,77.4,,14.5,,северный,0.0,,,1
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,24.5,,54.7,,14.5,,юго-восточный,0.0,,,1
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,10,744.0,,,,,27.5,,42.4,,,,юго-восточный,1.0,,,2
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,28.5,,40.3,,,,южный,2.0,,,3
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,0,,,,,,,,,10,742.0,,,,,28.5,,41.0,,,,юго-восточный,2.0,,,2
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,0,,,,,,,,,10,742.0,,,,,23.0,,61.5,,,,юго-восточный,0.0,,28.9,1
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,18.2,,85.3,,,,восточный,0.0,,,1
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,16.7,,92.0,,,,северный,2.0,,,1
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,0,,,,0,,,,,50,740.0,,,,,17.2,,90.9,,15.0,,северный,4.0,,,2
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,0,,,,,,,,,10,740.0,,,,,21.9,,72.3,,15.0,,северо-восточный,7.0,,,2
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,25.5,,59.0,,,,восточный,7.0,,,1
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,22.9,,65.9,,,,юго-восточный,9.0,,,3
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,менее 0.1,,,True,,,,,,10,739.0,,,,,20.8,,78.9,,,,восточный,9.0,,,1
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,менее 0.1,,,,,,,,,10,739.0,,,,,19.0,,85.4,,,True,северо-восточный,7.0,,25.7,1
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,17.4,,98.7,,,,западный,10.0,,,2
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,17.1,,95.7,,,,северный,10.0,,,2
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,менее 0.1,,,,менее 0.1,,,True,,4,739.0,,,,,16.3,,98.7,,16.3,,северный,10.0,,,2
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,менее 0.1,,,,,,,,,10,738.0,,,,,17.6,,89.8,,16.3,True,северный,10.0,,,3
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,True,,,,,,10,736.0,,,,,17.1,,93.2,,,,северный,10.0,,,5
1594728000,"Вторник, 14 июля
12:00 (UTC)",,12.0,,,,,,,,,True,,10,735.0,,,,,17.6,,93.3,,,,северный,10.0,,,3
1594738800,"Вторник, 14 июля
15:00 (UTC)",,16.0,,19,,,,,,,,,1,732.0,True,,,,17.1,,95.7,,,,северо-восточный,10.0,,,5
1594749600,"Вторник, 14 июля
18:00 (UTC)",,10.0,,27,,,,,,,,,10,731.0,,,,,17.2,,95.7,,,True,северо-восточный,10.0,,17.7,1
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,True,,,,,,,10,731.0,,,,,17.4,,97.5,,,,юго-восточный,9.0,,,3
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,10,731.0,,,,,16.4,,89.7,,,True,юго-восточный,10.0,,,2
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,9,,,,28,,,,,10,732.0,,,,,15.7,,89.6,,15.7,True,юго-восточный,10.0,,,3
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,1,,,True,,,,,,10,732.0,,,,,15.7,,92.0,,15.2,,восточный,10.0,,,2
1594803600,"Среда, 15 июля
09:00 (UTC)",,12.0,,,,,True,,,,,,10,732.0,,,,,17.2,,86.3,,,,юго-восточный,9.0,,,3
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,True,,10,733.0,,,,,15.6,,88.5,,,,южный,9.0,,,4
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,4,,,,,,,True,,10,733.0,,,,,14.9,,93.7,,,,южный,10.0,,,4
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,4,,,,,,,True,,4,734.0,,,,,14.5,,98.1,,,,южный,10.0,,17.2,3
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,True,,,4,734.0,,,,,14.6,,99.4,,,,южный,10.0,,,3
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,True,,,4,735.0,,,,,14.2,,98.7,,,,юго-западный,9.0,,,4
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,1,,,,5,,,True,,4,736.0,,,,,13.1,,96.2,,13.1,,юго-западный,10.0,,,3
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,1,,,,,,,,,10,737.0,,,,,13.5,,92.5,,13.0,True,юго-западный,10.0,,,3
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,10,738.0,,,,,15.4,,83.9,,,,юго-западный,9.0,,,4
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,True,,10,739.0,,,,,15.2,,84.5,,,,юго-западный,10.0,,,4
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,менее 0.1,,,,,,,,,10,740.0,,,,,15.6,,84.5,,,True,юго-западный,10.0,,,4
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,менее 0.1,,,,,,,,,10,740.0,,,,,14.4,,93.1,,,True,юго-западный,10.0,,15.8,2
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,10,740.0,,,,,13.6,,96.2,,,,юго-западный,7.0,,,2
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,13.8,,96.8,,,,юго-западный,10.0,,,2
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,0,,,,0,,,,,10,741.0,,,,,14.0,,95.6,,13.4,,юго-западный,10.0,,,2
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,0,,,,,,,,,10,742.0,,,,,15.2,,87.8,,13.4,,западный,9.0,,,2
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,19.6,,65.2,,,,юго-западный,7.0,,,2
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,20.0,,64.0,,,,юго-западный,7.0,,,3
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,0,,,,,,,,,10,743.0,,,,,19.4,,66.5,,,,западный,7.0,,,1
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,0,,,,,,,,,10,744.0,,,,,15.5,,83.9,,,,северо-западный,4.0,,20.6,1
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,10,744.0,,,,,13.2,,96.8,,,,западный,7.0,,,1
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,11.5,,99.3,,,,юго-западный,4.0,,,1
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,0,,,,0,,,,,10,745.0,,,,,12.8,,99.4,,11.4,,,6.0,,,0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,16.9,,81.4,,11.4,,северо-западный,9.0,,,1
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,18.6,,69.9,,,,северо-западный,10.0,,,1
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,18.4,,71.2,,,,северо-западный,10.0,,,2
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,0.1,,,True,,,,,,10,745.0,,,,,18.3,,77.5,,,,северо-западный,10.0,,,1
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,0.1,,,,,,,,,10,745.0,,,,,16.0,,84.6,,,True,северо-западный,10.0,,19.7,1
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,14.9,,90.1,,,,северо-западный,9.0,,,1
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,14.1,,96.2,,,,,10.0,,,0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,0,,,,0.1,,,,,10,745.0,,,,,14.3,,98.1,,13.9,,юго-западный,7.0,,,1
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,19.1,,73.2,,13.9,,западный,0.0,,,2
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,21.0,,63.9,,,True,западный,9.0,,,2
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,10,744.0,,,,,22.0,,53.7,,,True,юго-западный,7.0,,,1
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,менее 0.1,,,,,,,,,10,743.0,,,,,23.8,,44.5,,,,западный,4.0,,,2
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,менее 0.1,,,,,,,,,10,743.0,,,,,16.2,,81.3,,,,,1.0,,24.1,0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,13.6,,97.4,,,,,0.0,,,0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,11.5,,98.7,,,,,0.0,,,0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,743.0,,,,,12.5,,98.7,,10.7,,,2.0,,,0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,0,,,,,,,,,10,743.0,,,,,19.6,,74.3,,10.7,,южный,6.0,,,1
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,21.6,,60.7,,,,западный,7.0,,,2
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,24.4,,50.6,,,,северо-западный,7.0,,,2
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,0,,,,,,,,,10,741.0,,,,True,19.0,,74.2,,,,западный,7.0,,,2
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,менее 0.1,,,,,,,,,10,740.0,,,,,17.5,,79.9,,,True,западный,2.0,,24.9,1
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,10,740.0,,,,,15.0,,97.5,,,,юго-западный,4.0,,,1
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,13.3,,96.8,,,,западный,0.0,,,2
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,менее 0.1,,,,менее 0.1,,,,,10,739.0,,,,,13.9,,94.3,,12.8,,западный,2.0,,,1
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,0,,,,,,,,,10,738.0,,,,,19.2,,77.1,,12.8,,юго-западный,6.0,,,3
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,10,738.0,,,,,23.0,,58.0,,,,западный,7.0,,,3
1595332800,"Вторник, 21 июля
12:00 (UTC)",,10.0,,,,,,,,,,,10,738.0,,,,,23.5,,55.5,,,True,западный,7.0,,,3
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,0.5,,,,,,,,,10,737.0,,,,,23.2,,54.8,,,,северо-западный,6.0,,,1
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,0.5,,,,,,,,,10,737.0,,,,,18.1,,81.1,,,,западный,7.0,,25.2,1
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,10,737.0,,,,,16.1,,86.2,,,,юго-западный,4.0,,,2
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,10,737.0,,,,,14.7,,95.6,,,,юго-западный,0.0,,,2
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,0,,,,0.5,,,,,10,737.0,,,,,15.0,,95.0,,14.1,,юго-западный,7.0,,,3
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,менее 0.1,,,,,,,,,10,737.0,,,,,17.2,,89.2,,14.1,True,юго-западный,10.0,,,3
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,10,737.0,,,,,20.0,,76.3,,,True,западный,9.0,,,3
1595419200,"Среда, 22 июля
12:00 (UTC)",,10.0,,,,,,,,,,,10,737.0,,,,,22.8,,53.9,,,True,юго-западный,6.0,,,4
1595430000,"Среда, 22 июля
15:00 (UTC)",,11.0,,0.1,,,,,,,,,10,738.0,,,,,18.9,,71.8,,,,западный,9.0,,,2
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,0.4,,,,,,,,,10,739.0,,,,,15.1,,82.8,,,True,западный,9.0,,23.3,2
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,13.3,,90.6,,,True,юго-западный,7.0,,,2
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,10.4,,91.0,,,True,юго-западный,0.0,,,2
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,0.6,,,,0.7,,,,,10,739.0,,,,,10.6,,91.0,,9.4,,юго-западный,0.0,,,2
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,0.3,,,,,,,,,10,739.0,,,,,15.3,,74.0,,9.4,,юго-западный,0.0,,,3
1595494800,"Четверг, 23 июля
09:00 (UTC)",,10.0,,,,,,,,,,,10,740.0,,,,,14.3,,74.8,,,,западный,9.0,,,3
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,18.8,,53.3,,,,юго-западный,7.0,,,4
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,0,,,,,,,,,10,741.0,,,,,18.2,,48.3,,,,западный,4.0,,,2
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,0,,,,,,,,,10,741.0,,,,,12.6,,76.1,,,,юго-западный,2.0,,19.3,1
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,8.4,,98.0,,,,,0.0,,,0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,7.7,,98.6,,,,,0.0,,,0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,0,,,,0,,,,,10,742.0,,,,,10.2,,93.5,,7.0,,,2.0,,,0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,0,,,,,,,,,10,742.0,,,,,17.5,,58.6,,7.0,,южный,6.0,,,1
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,18.1,,56.8,,,,юго-западный,7.0,,,4
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,18.8,,55.1,,,,юго-западный,7.0,,,2
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,менее 0.1,,,,,,,,,10,743.0,,,,,18.2,,54.6,,,True,юго-западный,6.0,,,3
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,0.8,,,,,,,,,10,744.0,,,,,11.7,,95.5,,,True,юго-западный,4.0,,20.7,1
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,10,744.0,,,,,10.0,,99.3,,,,,2.0,,,0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,9.2,,100.0,,,,южный,0.0,,,1
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,0.8,,,,1,,,,,10,746.0,,,,,9.4,,98.7,,7.4,,,4.0,,,0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,17.9,,65.3,,7.4,,юго-западный,4.0,,,1
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,19.5,,45.4,,,,северо-западный,6.0,,,1
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,22.6,,38.1,,,,юго-восточный,7.0,,,1
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,23.4,,31.8,,,,юго-восточный,4.0,,,1
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,15.5,,70.7,,,,северо-восточный,4.0,,23.6,1
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,12.6,,90.0,,,,,0.0,,,0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,10.0,,98.7,,,,,0.0,,,0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,0,,,,0,,,,,10,746.0,,,,,13.0,,81.4,,9.2,,восточный,7.0,,,1
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,17.7,,65.7,,9.2,,,7.0,,,0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,24.1,,40.1,,,,южный,9.0,,,1
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,25.2,,36.3,,,,юго-восточный,10.0,,,1
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,26.0,,35.1,,,,юго-восточный,2.0,,,2
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,19.7,,61.1,,,,восточный,2.0,,26.1,1
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,17.0,,75.8,,,,,9.0,,,0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,14.6,,80.1,,,,юго-восточный,0.0,,,1
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,0,,,,0,,,,,10,747.0,,,,,16.1,,72.7,,12.6,,юго-восточный,7.0,,,1
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,19.2,,59.8,,12.6,,юго-восточный,7.0,,,1
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,26.4,,38.1,,,,южный,6.0,,,1
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,26.1,,42.3,,,,южный,7.0,,,2
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,22.6,,62.6,,,,северо-западный,7.0,,,1
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,21.4,,69.5,,,,северо-восточный,7.0,,27.5,1
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,19.2,,84.9,,,,северо-восточный,9.0,,,1
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,17.5,,88.6,,,True,южный,9.0,,,1
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,0.7,,,True,0.7,,,,,10,747.0,,,,,17.4,,88.0,,17.1,,северо-восточный,7.0,,,1
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,0.7,,,,,,,,,10,747.0,,,,,19.3,,76.2,,17.1,True,юго-восточный,9.0,,,1
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,22.8,,55.7,,,,юго-восточный,7.0,,,1
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,27.1,,36.3,,,,юго-восточный,2.0,,,1
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,27.3,,33.4,,,,юго-восточный,0.0,,,2
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,20.4,,70.2,,,,северный,7.0,,27.9,1
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,16.5,,92.6,,,,северо-восточный,4.0,,,1
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,16.4,,83.5,,,,юго-восточный,6.0,,,1
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,0,,,,0,,,,,10,744.0,,,,,17.8,,70.2,,15.0,,юго-восточный,7.0,,,1
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,0,,,,,,,,,10,744.0,,,,,24.1,,54.6,,15.0,,,6.0,,,0
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,10,744.0,,,,,28.9,,36.4,,,,южный,4.0,,,1
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,30.4,,28.6,,,,юго-западный,4.0,,,4
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,0,,,,,,,,,10,742.0,,,,,29.0,,37.4,,,,южный,6.0,,,2
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,0,,,,,,,,,10,741.0,,,,,23.2,,60.0,,,,южный,7.0,,30.8,1
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,20.9,,71.7,,,,западный,2.0,,,2
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,18.5,,86.5,,,,западный,6.0,,,3
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,2,,,,2,,,,,10,741.0,,,,,17.2,,97.5,,17.1,True,юго-западный,7.0,,,2
