timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Ливневой снег слабый
1595998800,"Среда, 29 июля
05:00 (UTC)",,,,,,,,,,,82.3,,,,,южный,,,1,,,,,,,,,,,,,,739,,,19.6,,,,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,77.0,,,15.2,,южный,,,1,,,,0,,,,,,,,,10.0,739,,,21.2,,,,9.0,
1596006000,"Среда, 29 июля
07:00 (UTC)",,,,,,,,,,,68.2,,,,,южный,,,1,,,,,,,,,,,,,,738,,,23.8,,,,,
1596009600,"Среда, 29 июля
08:00 (UTC)",,,,,,,,,,,67.5,,,,,южный,,,1,,,,,,,,,,,,,,738,,,24.6,,,,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,67.9,,,,,южный,,,2,,,,,,,,,,,,,10.0,738,,,24.3,,,,9.0,
1596016800,"Среда, 29 июля
10:00 (UTC)",,,,,,,,,,,73.5,,,,,южный,,,1,,,,,,,,,,,,,,738,,,23.4,,,,,
1596020400,"Среда, 29 июля
11:00 (UTC)",,,,,,,,,,,71.8,,,,,южный,,,2,,,,,,,,,,,,,,738,,,24.2,,,,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,74.9,,,,,юго-западный,,,3,,,,,,,,,,True,,,4.0,738,,,23.5,,,,10.0,
1596027600,"Среда, 29 июля
13:00 (UTC)",,,,,,,,,,,68.7,,,,,юго-западный,,,2,,,,,,,,,,,,,,738,,,24.1,,,,,
1596031200,"Среда, 29 июля
14:00 (UTC)",,,,,,,,,,,74.9,,,,,юго-западный,,,1,,,,,,,,,,,,,,738,,,23.2,,,,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,True,68.4,,,,,юго-западный,,,2,,,,менее 0.1,,,,,,,,,10.0,738,,,22.6,,,,10.0,
1596038400,"Среда, 29 июля
16:00 (UTC)",,,,,,,,,,,74.1,,,,,юго-западный,,,1,,,,,,,,,,,,,,738,,,21.6,,,,,
1596042000,"Среда, 29 июля
17:00 (UTC)",,,,,,,,,,,79.9,,,,,западный,,,1,,,,,,,,,,,,,,738,,,20.9,,,,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,True,,,,72.8,,,,,северо-западный,,24.6,1,,,,менее 0.1,,,,,,,,,10.0,739,,,19.1,,,,9.0,
1596049200,"Среда, 29 июля
19:00 (UTC)",,,,,,,,,,,91.4,,,,,юго-западный,,,1,,,,,,,,,,,,,,739,,,16.0,,,,,
1596052800,"Среда, 29 июля
20:00 (UTC)",,,,,,,,,,,93.2,,,,,,,,0,,,,,,,,,,,,,,739,,,16.1,,,,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,91.5,,,,,западный,,,1,,,,,,,,,,,,,10.0,739,,,17.1,,True,,6.0,
1596060000,"Среда, 29 июля
22:00 (UTC)",,,,,,,,,,,92.6,,,,,,,,0,,,,,,,,,,,,,,739,,,15.9,,,,,
1596063600,"Среда, 29 июля
23:00 (UTC)",,,,,,,,,,,93.7,,,,,,,,0,,,,,,,,,,,,,,739,,,14.5,,,,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,94.9,,,,,западный,,,1,,,,,,,,,True,,,,4.0,739,,,13.5,,,,0.0,
1596070800,"Четверг, 30 июля
01:00 (UTC)",,,,,,,,,,,94.9,,,,,,,,0,,,,,,,,,,,,,,739,,,12.7,,,,,
1596074400,"Четверг, 30 июля
02:00 (UTC)",,,,,,,,,,,94.9,,,,,северо-западный,,,1,,,,,,,,,,,,,,739,,,12.9,,,,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,94.9,,,12.5,,западный,,,1,,,,0.3,,,,менее 0.1,True,,,,4.0,740,,,13.1,,,,7.0,
1596081600,"Четверг, 30 июля
04:00 (UTC)",,,,,,,,,,,90.1,,,,,западный,,,1,,,,,,,,,,,,,,740,,,14.0,,,,,
1596085200,"Четверг, 30 июля
05:00 (UTC)",,,,,,,,,,,77.1,,,,,западный,,,1,,,,,,,,,,,,,,740,,,15.9,,,,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,69.2,,,12.5,,западный,,,1,,,,0.3,,,,,,,,,10.0,740,,,17.5,,,,4.0,
1596092400,"Четверг, 30 июля
07:00 (UTC)",,,,,,,,,,,59.9,,,,,западный,,,2,,,,,,,,,,,,,,740,,,18.1,,,,,
1596096000,"Четверг, 30 июля
08:00 (UTC)",,,,,,,,,,,52.0,,,,,западный,,,2,,,,,,,,,,,,,,740,,,19.2,,,,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,54.9,,,,,юго-западный,,,2,,,,,,,,,,,,,20.0,740,,,19.4,,,,4.0,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,89.8,,,,,,,,0,,,,,,,,,,,,,10.0,738,,,10.6,,,,0.0,
1596157200,"Пятница, 31 июля
01:00 (UTC)",,,,,,,,,,,86.9,,,,,юго-западный,,,1,,,,,,,,,,,,,,737,,,11.5,,,,,
1596160800,"Пятница, 31 июля
02:00 (UTC)",,,,,,,,,,,86.9,,,,,западный,,,1,,,,,,,,,,,,,,737,,,11.6,,,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,86.4,,,10.6,,западный,,,1,True,,,0.5,,,,0.8,,,,,10.0,737,,,11.8,,,,10.0,
1596168000,"Пятница, 31 июля
04:00 (UTC)",,,,,,,,,,,86.4,,,,,западный,,,1,,,,,,,,,,,,,,737,,,12.2,,,,,
1596171600,"Пятница, 31 июля
05:00 (UTC)",,,,,,,,,,,82.0,,,,,западный,,,2,,,,,,,,,,,,,,737,,,13.2,,,,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,79.5,,,10.6,,западный,,,2,,,,менее 0.1,,,,,,,,,10.0,737,,,14.2,,True,,9.0,
1596178800,"Пятница, 31 июля
07:00 (UTC)",,,,,,,,,,,79.0,,,,,западный,,,2,,,,,,,,,,,,,,737,,,14.6,,,,,
1596182400,"Пятница, 31 июля
08:00 (UTC)",,,,,,,,,,,78.5,,,,,юго-западный,,,1,,,,,,,,,,,,,,737,,,15.0,,,,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,76.5,,,,,западный,,,2,,,,,,,,,,,,,10.0,737,,,15.4,,,,10.0,
1596189600,"Пятница, 31 июля
10:00 (UTC)",,,,,,,,,,,73.2,,,,,западный,,,2,,,,,,,,,,,,,,736,,,16.0,,,,,
1596193200,"Пятница, 31 июля
11:00 (UTC)",,,,,,,,,,,69.1,,,,,западный,,,2,,,,,,,,,,,,,,736,,,16.7,,,,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,62.3,,,,,западный,,,2,,,,,,,,,,,,,10.0,736,,,17.6,,,,9.0,
1596200400,"Пятница, 31 июля
13:00 (UTC)",,,,,,,,,,,69.0,,,,,западный,,,2,,,,,,,,,,,,,,736,,,16.2,,,,,
1596204000,"Пятница, 31 июля
14:00 (UTC)",,,,,,,,,,,66.8,,,,,западный,,,2,,,,,,,,,,,,,,736,,,16.9,,,,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,,,,68.7,,,,,западный,,,1,,,,0,,,,,,,,,10.0,736,,,17.0,,,,9.0,
1596211200,"Пятница, 31 июля
16:00 (UTC)",,,,,,,,,,,69.9,,,,,западный,,,1,,,,,,,,,,,,,,736,,,16.2,,,,,
1596214800,"Пятница, 31 июля
17:00 (UTC)",,,,,,,,,,,76.0,,,,,,,,0,,,,,,,,,,,,,,735,,,15.2,,,,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,86.0,,,,,юго-западный,,17.9,1,,,,0,,,,,,,,,10.0,735,,,13.7,,,,7.0,
1596222000,"Пятница, 31 июля
19:00 (UTC)",,,,,,,,,,,86.6,,,,,,,,0,,,,,,,,,,,,,,735,,,13.7,,,,,
1596225600,"Пятница, 31 июля
20:00 (UTC)",,,,,,,,,,,87.1,,,,,,,,0,,,,,,,,,,,,,,735,,,13.4,,,,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,88.8,,,,,западный,,,1,,,,,,,,,,,,,10.0,735,,,13.2,,,,6.0,
1596232800,"Пятница, 31 июля
22:00 (UTC)",,,,,,,,,,,88.3,,,,,западный,,,1,,,,,,,,,,,,,,734,,,13.3,,,,,
1596236400,"Пятница, 31 июля
23:00 (UTC)",,,,,,,,,,,89.4,,,,,западный,,,1,,,,,,,,,,,,,,734,,,13.0,,,,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,91.2,,,,,западный,,,1,,,,,,,,,,True,,,4.0,734,,,13.1,,,,10.0,
1596243600,"Суббота, 1 августа
01:00 (UTC)",,,,,,,,,,,93.0,,,,,северо-западный,,,2,,,,,,,,,,,,,,734,,,13.2,,,,,
1596247200,"Суббота, 1 августа
02:00 (UTC)",,,,,,,,,,,92.4,,,,,северо-западный,,,2,,,,,,,,,,,,,,734,,,13.1,,,,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,,,,90.6,,,12.7,,северо-западный,,,3,,,,0.3,,,,менее 0.1,,,,,10.0,734,,,12.7,,True,,10.0,
1596254400,"Суббота, 1 августа
04:00 (UTC)",,,,,,,,,,,92.4,,,,,северо-западный,,,2,,,,,,,,,,,,,,734,,,12.4,,,,,
1596258000,"Суббота, 1 августа
05:00 (UTC)",,,,,,,,,,,93.0,,,,,северо-западный,,,2,,,,,,,,,,,,,,734,,,12.4,,,,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,True,,,,,,,,92.4,,,12.4,,северо-западный,,,2,,,,0.6,,,,,,,,,4.0,734,,,12.6,,,,10.0,
1596265200,"Суббота, 1 августа
07:00 (UTC)",,,,,,,,,,,92.4,,,,,северо-западный,,,2,,,,,,,,,,,,,,734,,,12.6,,,,,
1596268800,"Суббота, 1 августа
08:00 (UTC)",,,,,,,,,,,91.2,,,,,северо-западный,,,2,,,,,,,,,,,,,,734,,,12.8,,,,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,True,,,,,,,,88.3,,,,,северо-западный,,,3,,,,,,,,,,,,,4.0,734,,,13.4,,,,10.0,
1596276000,"Суббота, 1 августа
10:00 (UTC)",,,,,,,,,,,83.8,,,,,северо-западный,,,2,,,,,,,,,,,,,,735,,,13.9,,,,,
1596279600,"Суббота, 1 августа
11:00 (UTC)",,,,,,,,,,,87.7,,,,,северо-западный,,,2,,,,,,,,,,,,,,735,,,13.4,,,,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,81.1,,,,,северо-западный,,,3,True,,,,,,,,,,,,10.0,735,,,14.4,,,,10.0,
1596286800,"Суббота, 1 августа
13:00 (UTC)",,,,,,,,,,,76.0,,,,,северо-западный,,,2,,,,,,,,,,,,,,735,,,15.5,,,,,
1596290400,"Суббота, 1 августа
14:00 (UTC)",,,,,,,,,,,80.1,,,,,северо-западный,,,2,,,,,,,,,,,,,,735,,,14.9,,,,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,,83.8,,,,,северо-западный,,,2,,,,1,,,,,,True,,,4.0,736,,,14.2,,,,10.0,
1596297600,"Суббота, 1 августа
16:00 (UTC)",,,,,,,,,,,80.1,,,,,северо-западный,,,1,,,,,,,,,,,,,,736,,,14.7,,,,,
1596301200,"Суббота, 1 августа
17:00 (UTC)",,,,,,,,,,,84.3,,,,,северо-западный,,,2,,,,,,,,,,,,,,736,,,13.9,,,,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,87.1,,,,,северо-западный,,16.2,2,,,,0.5,,,,,,,,,10.0,736,,,13.6,,True,,10.0,
1596308400,"Суббота, 1 августа
19:00 (UTC)",,,,,,,,,,,88.9,,,,,северо-западный,,,2,,,,,,,,,,,,,,736,,,13.5,,,,,
1596312000,"Суббота, 1 августа
20:00 (UTC)",,,,,,,,,,,89.5,,,,,северо-западный,,,2,,,,,,,,,,,,,,736,,,13.6,,,,,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,88.9,,,,,северо-западный,,,2,,,,,,,,,,,,,10.0,736,,,13.8,,,,10.0,
1596319200,"Суббота, 1 августа
22:00 (UTC)",,,,,,,,,,,89.5,,,,,северо-западный,,,2,,,,,,,,,,,,,,736,,,13.8,,,,,
1596322800,"Суббота, 1 августа
23:00 (UTC)",,,,,,,,,,,90.1,,,,,северо-западный,,,1,,,,,,,,,,,,,,736,,,13.6,,,,,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,90.0,,,,,северо-западный,,,1,,,,,,,,,,,,,10.0,737,,,13.5,,,,9.0,
1596330000,"Воскресенье, 2 августа
01:00 (UTC)",,,,,,,,,,,89.4,,,,,северо-западный,,,1,,,,,,,,,,,,,,737,,,13.4,,,,,
1596333600,"Воскресенье, 2 августа
02:00 (UTC)",,,,,,,,,,,88.8,,,,,северо-западный,,,1,,,,,,,,,,,,,,737,,,13.2,,,,,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,,88.8,,,12.9,,северо-западный,,,2,,,,0,,,,1,,,,,10.0,737,,,13.0,,,,9.0,
1596340800,"Воскресенье, 2 августа
04:00 (UTC)",,,,,,,,,,,83.8,,,,,северный,,,2,,,,,,,,,,,,,,737,,,13.9,,,,,
1596344400,"Воскресенье, 2 августа
05:00 (UTC)",,,,,,,,,,,82.6,,,,,северный,,,1,,,,,,,,,,,,,,738,,,13.7,,,,,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,75.0,,,12.9,,северо-западный,,,2,,,,0,,,,,,,,,10.0,738,,,15.3,,,,7.0,
1596351600,"Воскресенье, 2 августа
07:00 (UTC)",,,,,,,,,,,69.9,,,,,северный,,,1,,,,,,,,,,,,,,738,,,16.5,,,,,
1596355200,"Воскресенье, 2 августа
08:00 (UTC)",,,,,,,,,,,63.2,,,,,северный,,,1,,,,,,,,,,,,,,738,,,18.1,,,,,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,60.3,,,,,северо-западный,,,2,,,,,,,,,,,,,20.0,739,,,17.9,,,,9.0,
1596362400,"Воскресенье, 2 августа
10:00 (UTC)",,,,,,,,,,,55.6,,,,,северо-западный,,,2,,,,,,,,,,,,,,739,,,19.2,,,,,
1596366000,"Воскресенье, 2 августа
11:00 (UTC)",,,,,,,,,,,55.8,,,,,северо-западный,,,2,,,,,,,,,,,,,,739,,,18.5,,,,,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,47.4,,,,,северо-западный,,,2,,,,,,,,,,,,,20.0,739,,,19.9,,,,9.0,
1596373200,"Воскресенье, 2 августа
13:00 (UTC)",,,,,,,,,,,54.2,,,,,северо-западный,,,1,,,,,,,,,,,,,,739,,,18.2,,,,,
1596376800,"Воскресенье, 2 августа
14:00 (UTC)",,,,,,,,,,,54.7,,,,,северо-западный,,,2,,,,,,,,,,,,,,739,,,18.6,,,,,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,,,,,53.4,,,,,северо-западный,,,1,,,,0,,,,,,,,,20.0,739,,,19.2,,,,5.0,
1596384000,"Воскресенье, 2 августа
16:00 (UTC)",,,,,,,,,,,54.2,,,,,северо-западный,,,2,,,,,,,,,,,,,,739,,,18.1,,,,,
1596387600,"Воскресенье, 2 августа
17:00 (UTC)",,,,,,,,,,,68.7,,,,,северо-западный,,,1,,,,,,,,,,,,,,739,,,15.0,,,,,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,87.0,,,,,,,20.2,0,,,,0,,,,,,,,,20.0,740,,,12.2,,,,5.0,
1596394800,"Воскресенье, 2 августа
19:00 (UTC)",,,,,,,,,,,89.9,,,,,,,,0,,,,,,,,,,,,,,740,,,11.1,,,,,
1596398400,"Воскресенье, 2 августа
20:00 (UTC)",,,,,,,,,,,93.5,,,,,,,,0,,,,,,,,,,,,,,740,,,10.4,,,,,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,94.7,,,,,,,,0,,,,,,,,,,,,,10.0,740,,,9.4,,,,4.0,
1596405600,"Воскресенье, 2 августа
22:00 (UTC)",,,,,,,,,,,95.4,,,,,,,,0,,,,,,,,,,,,,,740,,,9.0,,,,,
1596409200,"Воскресенье, 2 августа
23:00 (UTC)",,,,,,,,,,,95.4,,,,,,,,0,,,,,,,,,,,,,,741,,,9.0,,,,,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,96.7,,,,,,,,0,,,,,,,,,True,,,,4.0,741,,,8.4,,,,0.0,
1596416400,"Понедельник, 3 августа
01:00 (UTC)",,,,,,,,,,,96.0,,,,,,,,0,,,,,,,,,,,,,,741,,,8.6,,,,,
1596420000,"Понедельник, 3 августа
02:00 (UTC)",,,,,,,,,,,96.7,,,,,,,,0,,,,,,,,,,,,,,741,,,8.3,,,,,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,,,,,96.7,,,7.9,,,,,0,,,,0,,,,0,True,,,,4.0,741,,,8.2,,,,0.0,
1596427200,"Понедельник, 3 августа
04:00 (UTC)",,,,,,,,,,,94.9,,,,,,,,0,,,,,,,,,,,,,,741,,,12.2,,,,,
1596430800,"Понедельник, 3 августа
05:00 (UTC)",,,,,,,,,,,73.5,,,,,южный,,,1,,,,,,,,,,,,,,741,,,15.3,,,,,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,68.3,,,7.9,,южный,,,1,,,,0,,,,,,,,,20.0,741,,,17.4,,,,0.0,
1596438000,"Понедельник, 3 августа
07:00 (UTC)",,,,,,,,,,,59.8,,,,,юго-западный,,,2,,,,,,,,,,,,,,741,,,19.1,,,,,
1596441600,"Понедельник, 3 августа
08:00 (UTC)",,,,,,,,,,,55.7,,,,,юго-западный,,,1,,,,,,,,,,,,,,741,,,19.8,,,,,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,53.0,,,,,юго-западный,,,2,,,,,,,,,,,,,20.0,741,,,20.7,,,,6.0,
1596448800,"Понедельник, 3 августа
10:00 (UTC)",,,,,,,,,,,51.8,,,,,юго-западный,,,2,,,,,,,,,,,,,,741,,,21.3,,,,,
1596452400,"Понедельник, 3 августа
11:00 (UTC)",,,,,,,,,,,49.4,,,,,юго-западный,,,2,,,,,,,,,,,,,,741,,,22.3,,,,,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,49.9,,,,,юго-западный,,,2,,,,,,,,,,,,,20.0,740,,,22.9,,,,4.0,
1596459600,"Понедельник, 3 августа
13:00 (UTC)",,,,,,,,,,,51.3,,,,,южный,,,1,,,,,,,,,,,,,,740,,,22.0,,,,,
1596463200,"Понедельник, 3 августа
14:00 (UTC)",,,,,,,,,,,46.5,,,,,южный,,,1,,,,,,,,,,,,,,740,,,23.5,,,,,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,,53.1,,,,,южный,,,1,,,,0,,,,,,,,,20.0,740,,,22.2,,,,9.0,
1596470400,"Понедельник, 3 августа
16:00 (UTC)",,,,,,,,,,,66.6,,,,,юго-восточный,,,1,,,,,,,,,,,,,,740,,,20.2,,,,,
1596474000,"Понедельник, 3 августа
17:00 (UTC)",,,,,,,,,,,68.2,,,,,южный,,,1,,,,,,,,,,,,,,740,,,19.4,,,,,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,77.3,,,,,южный,,23.6,1,,,,0,,,,,,,,,10.0,740,,,17.1,,,,9.0,
1596481200,"Понедельник, 3 августа
19:00 (UTC)",,,,,,,,,,,83.4,,,,,,,,0,,,,,,,,,,,,,,741,,,15.4,,,,,
1596484800,"Понедельник, 3 августа
20:00 (UTC)",,,,,,,,,,,87.2,,,,,,,,0,,,,,,,,,,,,,,741,,,14.1,,,,,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,86.6,,,,,южный,,,1,,,,,,,,,,,,,10.0,741,,,13.8,,,,2.0,
1596492000,"Понедельник, 3 августа
22:00 (UTC)",,,,,,,,,,,88.2,,,,,южный,,,1,,,,,,,,,,,,,,741,,,12.8,,,,,
1596495600,"Понедельник, 3 августа
23:00 (UTC)",,,,,,,,,,,87.1,,,,,,,,0,,,,,,,,,,,,,,741,,,12.8,,,,,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,90.5,,,,,южный,,,1,,,,,,,,,,,,,10.0,741,,,11.7,,,,0.0,
1596502800,"Вторник, 4 августа
01:00 (UTC)",,,,,,,,,,,89.3,,,,,южный,,,1,,,,,,,,,,,,,,741,,,11.4,,,,,
1596506400,"Вторник, 4 августа
02:00 (UTC)",,,,,,,,,,,88.1,,,,,,,,0,,,,,,,,,,,,,,742,,,11.7,,,,,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,,,,88.1,,,11.3,,юго-восточный,,,1,,,,0,,,,0,,,,,10.0,741,,,11.8,,,,6.0,
1596513600,"Вторник, 4 августа
04:00 (UTC)",,,,,,,,,,,77.4,,,,,юго-восточный,,,1,,,,,,,,,,,,,,742,,,14.7,,,,,
1596517200,"Вторник, 4 августа
05:00 (UTC)",,,,,,,,,,,75.1,,,,,юго-восточный,,,1,,,,,,,,,,,,,,742,,,16.1,,,,,
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,69.8,,,11.3,,юго-восточный,,,1,,,,0,,,,,,,,,20.0,742,,,18.3,,,,9.0,
1596524400,"Вторник, 4 августа
07:00 (UTC)",,,,,,,,,,,62.9,,,,,юго-восточный,,,2,,,,,,,,,,,,,,742,,,20.4,,,,,
1596528000,"Вторник, 4 августа
08:00 (UTC)",,,,,,,,,,,57.4,,,,,южный,,,2,,,,,,,,,,,,,,742,,,22.2,,,,,
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,55.7,,,,,южный,,,2,,,,,,,,,,,,,20.0,742,,,22.5,,,,9.0,
1596535200,"Вторник, 4 августа
10:00 (UTC)",,,,,,,,,,,52.3,,,,,южный,,,2,,,,,,,,,,,,,,742,,,23.1,,,,,
1596538800,"Вторник, 4 августа
11:00 (UTC)",,,,,,,,,,,49.1,,,,,южный,,,2,,,,,,,,,,,,,,742,,,23.5,,,,,
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,44.0,,,,,южный,,,3,,,,,,,,,,,,,20.0,742,,,23.9,,,,7.0,
1596546000,"Вторник, 4 августа
13:00 (UTC)",,,,,,,,,,,48.8,,,,,южный,,,2,,,,,,,,,,,,,,741,,,23.8,,,,,
1596549600,"Вторник, 4 августа
14:00 (UTC)",,,,,,,,,,,46.4,,,,,юго-восточный,,,2,,,,,,,,,,,,,,741,,,24.2,,,,,
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,,,,49.7,,,,,юго-восточный,,,2,,,,0,,,,,,,,,20.0,741,,,23.6,,,,2.0,
1596556800,"Вторник, 4 августа
16:00 (UTC)",,,,,,,,,,,54.3,,,,,юго-восточный,,,2,,,,,,,,,,,,,,741,,,22.7,,,,,
1596560400,"Вторник, 4 августа
17:00 (UTC)",,,,,,,,,,,61.8,,,,,юго-восточный,,,2,,,,,,,,,,,,,,741,,,20.8,,,,,
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,69.0,,,,,юго-восточный,,24.5,2,,,,0,,,,,,,,,10.0,741,,,18.9,,,,2.0,
1596567600,"Вторник, 4 августа
19:00 (UTC)",,,,,,,,,,,72.1,,,,,юго-восточный,,,2,,,,,,,,,,,,,,741,,,18.0,,,,,
1596571200,"Вторник, 4 августа
20:00 (UTC)",,,,,,,,,,,75.3,,,,,юго-восточный,,,2,,,,,,,,,,,,,,741,,,16.8,,,,,
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,73.3,,,,,юго-восточный,,,2,,,,,,,,,,,,,10.0,742,,,16.9,,,,0.0,
1596578400,"Вторник, 4 августа
22:00 (UTC)",,,,,,,,,,,77.1,,,,,юго-восточный,,,1,,,,,,,,,,,,,,742,,,15.9,,,,,
1596582000,"Вторник, 4 августа
23:00 (UTC)",,,,,,,,,,,81.1,,,,,юго-восточный,,,1,,,,,,,,,,,,,,741,,,14.8,,,,,
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,80.6,,,,,юго-восточный,,,1,,,,,,,,,,,,,10.0,741,,,14.8,,,,0.0,
1596589200,"Среда, 5 августа
01:00 (UTC)",,,,,,,,,,,82.2,,,,,юго-восточный,,,1,,,,,,,,,,,,,,741,,,14.4,,,,,
1596592800,"Среда, 5 августа
02:00 (UTC)",,,,,,,,,,,84.3,,,,,юго-восточный,,,1,,,,,,,,,,,,,,742,,,14.0,,,,,
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,,,,,,,82.7,,,13.9,,юго-восточный,,,1,,,,0,,,,0,,,,,10.0,742,,,14.4,,,,6.0,
1596600000,"Среда, 5 августа
04:00 (UTC)",,,,,,,,,,,75.2,,,,,южный,,,1,,,,,,,,,,,,,,742,,,16.4,,,,,
1596603600,"Среда, 5 августа
05:00 (UTC)",,,,,,,,,,,70.3,,,,,южный,,,1,,,,,,,,,,,,,,742,,,18.5,,,,,
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,65.4,,,13.9,,южный,,,1,,,,0,,,,,,,,,10.0,742,,,20.3,,,,9.0,
1596610800,"Среда, 5 августа
07:00 (UTC)",,,,,,,,,,,57.9,,,,,южный,,,2,,,,,,,,,,,,,,742,,,22.5,,,,,
1596614400,"Среда, 5 августа
08:00 (UTC)",,,,,,,,,,,56.2,,,,,южный,,,2,,,,,,,,,,,,,,742,,,23.4,,,,,
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,53.0,,,,,южный,,,2,,,,,,,,,,,,,10.0,742,,,24.6,,,,7.0,
1596621600,"Среда, 5 августа
10:00 (UTC)",,,,,,,,,,,51.0,,,,,южный,,,2,,,,,,,,,,,,,,742,,,26.0,,,,,
1596625200,"Среда, 5 августа
11:00 (UTC)",,,,,,,,,,,45.3,,,,,южный,,,2,,,,,,,,,,,,,,742,,,26.7,,,,,
1596628800,"Среда, 5 августа
12:00 (UTC)",,,,,,,,,,,46.7,,,,,южный,,,2,,,,,,,,,,,,,10.0,742,,,26.5,,,,7.0,
