timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Поземок (слабый или умеренный),Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый,Туман (с отложением изморози). Небо не видно
1594134000,"Вторник, 7 июля
15:00 (UTC)",,8.0,,,,,,,,47.1,,,южный,,35.1,3.0,,0,,,,,,20,740,,,32.3,,,,,0.0,,,
1594144800,"Вторник, 7 июля
18:00 (UTC)",,5.0,,,,,,,,60.1,,,южный,,,3.0,,,,,,,,10,740,,,24.0,,,,,0.0,,,
1594155600,"Вторник, 7 июля
21:00 (UTC)",,4.0,,,,,,,,58.0,,,юго-восточный,,,2.0,,,,,,,,10,740,,,22.9,,,,,0.0,,,
1594166400,"Среда, 8 июля
00:00 (UTC)",,6.0,,,,,,,,60.3,,,южный,,,1.0,,,,,,,,10,740,,,21.4,,,,,0.0,,,
1594177200,"Среда, 8 июля
03:00 (UTC)",,4.0,,,,,,,,54.8,21.0,,южный,,,3.0,,0,,0,,,,10,740,,,23.4,,,,,2.0,,,
1594188000,"Среда, 8 июля
06:00 (UTC)",,7.0,,,,,,,,49.7,,,юго-восточный,,,4.0,,,,,,,,10,740,,,29.4,,,,,2.0,,,
1594198800,"Среда, 8 июля
09:00 (UTC)",,10.0,,,,,,,,35.9,,,южный,,,6.0,,,,,,,,20,740,,,34.1,,,,,2.0,,,
1594209600,"Среда, 8 июля
12:00 (UTC)",,11.0,,,,,,,,32.3,,,южный,,,6.0,,,,,,,,20,740,,,34.9,,,,,2.0,,,
1594220400,"Среда, 8 июля
15:00 (UTC)",,9.0,,,,,,,,42.2,,,южный,,35.1,4.0,,0,,,,,,10,740,,,32.6,,,,,2.0,,,
1594231200,"Среда, 8 июля
18:00 (UTC)",,7.0,,,,,,,,49.5,,,юго-восточный,,,5.0,,,,,,,,10,740,,,26.5,,,,,2.0,,,
1594242000,"Среда, 8 июля
21:00 (UTC)",,8.0,,,,,,,,63.1,,,южный,,,3.0,,,,,,,,10,740,,,23.2,,,,,4.0,,,
1594252800,"Четверг, 9 июля
00:00 (UTC)",,7.0,,,,,,,,63.7,,,юго-восточный,,,5.0,,,,,,,,10,739,,,22.3,,,,,6.0,,,
1594263600,"Четверг, 9 июля
03:00 (UTC)",,9.0,,,,,,,,59.4,21.0,,юго-восточный,,,5.0,,0,,0,,,,10,739,,,24.0,,,,,4.0,,,
1594274400,"Четверг, 9 июля
06:00 (UTC)",,11.0,,,,,,,,48.0,,,южный,,,6.0,,,,,,,,10,739,,,27.8,,,,,9.0,,,
1594285200,"Четверг, 9 июля
09:00 (UTC)",,11.0,,,,,,,,47.2,,,южный,,,5.0,,,,,,,,10,739,,,29.2,,,,,9.0,,,
1594296000,"Четверг, 9 июля
12:00 (UTC)",,14.0,,,,,,,,55.0,,,южный,,,8.0,,,,,True,,,4,740,,,24.2,,,,,10.0,,,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,10.0,,,,,,,,64.4,,,северо-западный,,31.5,3.0,,0.4,,,,,,10,740,,,25.5,,,,True,10.0,,,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,7.0,,,,,,,,85.1,,,западный,,,5.0,,,,,,,,10,741,,,20.8,,,,True,10.0,,,
1594328400,"Четверг, 9 июля
21:00 (UTC)",True,8.0,,,,,,,,95.7,,,северо-западный,,,5.0,,,,,,,,4,743,,,17.4,,,,,10.0,,,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,8.0,,,,,,,,91.4,,,северный,,,5.0,,,,,,True,,4,743,,,15.7,,,,,10.0,,,
1594350000,"Пятница, 10 июля
03:00 (UTC)",True,8.0,,,,,,,,97.4,14.2,,северный,,,4.0,,12,,13,,,,4,744,,,14.3,,,,,10.0,,,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,7.0,,,,,,,,96.8,,,северный,,,4.0,,,,,,,,4,746,,,14.9,True,,,,10.0,,,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,9.0,,,,,,,,74.7,,,северо-восточный,,,5.0,,,,,,,,10,746,,,19.2,,,,,7.0,,,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,11.0,,,,,,,,55.8,,,северный,,,7.0,,,,,,,,20,746,,,21.7,,,,,6.0,,,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,9.0,,,,,,,,55.0,,,северо-восточный,,22.8,6.0,,4,,,,,,20,747,,,21.3,,,,,2.0,,,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,6.0,,,,,,,,73.5,,,,,,0.0,,,,,,,,10,747,,,17.7,,,,,4.0,,,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,2.0,,,,,,,,90.7,,,западный,,,1.0,,,,,,True,,4,748,,,13.8,,,,,2.0,,,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,2.0,,,,,,,,94.8,,,,,,0.0,,,,,,True,,4,749,,,11.4,,,,,0.0,,,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,2.0,,,,,,,,86.7,10.7,,,,,0.0,,0,,4,,True,,4,749,,,15.6,,,,,0.0,,,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,6.0,,,,,,,,59.5,,,северо-восточный,,,4.0,,,,,,,,10,749,,,21.2,,,,,0.0,,,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,8.0,,,,,,,,45.3,,,северо-восточный,,,4.0,,,,,,,,10,749,,,23.5,,,,,2.0,,,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,7.0,,,,,,,,44.0,,,северо-восточный,,,4.0,,,,,,,,10,748,,,24.2,,,,,0.0,,,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,6.0,,,,,,,,50.7,,,восточный,,24.5,2.0,,0,,,,,,10,748,,,23.3,,,,,10.0,,,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,4.0,,,,,,,,69.7,,,,,,0.0,,,,,,,,10,748,,,17.8,,,,,0.0,,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,2.0,,,,,,,,85.5,,,,,,0.0,,,,,,,,10,748,,,14.5,,,,,0.0,,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,2.0,,,,,,,,90.6,,,,,,0.0,,,,,,True,,4,747,,,13.4,,,,,0.0,,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,0.0,,,,,,,,86.3,11.8,,,,,0.0,,0,,0,,True,,4,748,,,16.6,,,,,0.0,,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,4.0,,,,,,,,54.8,,,восточный,,,2.0,,,,,,,,10,747,,,23.3,,,,,0.0,,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,11.0,,,,,,,,45.5,,,восточный,,,3.0,,,,,,,,10,746,,,25.2,,,,,0.0,,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,8.0,,,,,,,,43.0,,,юго-восточный,,,4.0,,,,,,,,10,745,,,26.7,,,,,0.0,,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,6.0,,,,,,,,49.1,,,восточный,,27.2,3.0,,0,,,,,,10,744,,,26.1,,,,,0.0,,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,4.0,,,,,,,,66.9,,,восточный,,,2.0,,,,,,,,10,744,,,21.3,,,,,0.0,,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,4.0,,,,,,,,77.8,,,юго-восточный,,,2.0,,,,,,,,10,743,,,17.3,,,,,2.0,,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,3.0,,,,,,,,89.0,,,восточный,,,2.0,,,,,,True,,4,742,,,15.5,,,,,10.0,,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,3.0,,,,,,,,81.7,15.1,,южный,,,1.0,,0,,0,,,,10,742,,,18.9,,,,,10.0,,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,6.0,,,,,,,,67.1,,,восточный,,,4.0,,,,,,,,10,741,,,24.4,,,,,7.0,,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,6.0,,,,,,,,64.1,,,восточный,,,5.0,,,,,,,,10,740,,,27.9,,,,,7.0,,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,7.0,,,,,,,,54.0,,,юго-восточный,,,3.0,,,,,,,,10,740,,,31.2,,,,,4.0,,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,8.0,,,,,,,,57.2,,,юго-восточный,,31.4,2.0,,0,,,,,,10,738,,,30.4,,,,,2.0,,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,4.0,,,,,,,,75.7,,,южный,,,2.0,,,,,,,,10,738,,,25.1,,,,,7.0,,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,7.0,,,,,,,,68.1,,,западный,,,3.0,,,,,,,,10,739,,,23.3,,,,,7.0,,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,5.0,,,,,,,,79.7,,,юго-восточный,,,1.0,,,,,,,,10,739,,,19.5,,,,,7.0,,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,4.0,,,,,,,,75.0,18.3,,северо-восточный,,,1.0,,0,,0,,,,10,738,,,21.3,,,,,2.0,,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,10.0,,,,,,,,47.6,,,юго-восточный,,,7.0,,,,,,,,10,737,,,28.6,,,,,2.0,,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,11.0,,,,,,,,33.9,,,южный,,,7.0,,,,,,,,20,737,,,33.8,,,,,2.0,,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,11.0,,,,,,,,46.2,,,юго-восточный,,,4.0,,,,,,,,20,736,,,30.9,,,,,7.0,,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,17.0,,,,,,,,53.0,,,юго-восточный,,34.9,8.0,,0.8,,,,,,10,736,,,25.9,,,,True,10.0,,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,15.0,,,,,,,,61.3,,,южный,,,9.0,,,,,True,,,4,738,,,23.9,,,,,10.0,,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,10.0,,,,,,,,92.2,,,южный,,,2.0,,,,,,True,,4,737,,,19.2,,,,,10.0,,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,7.0,,,,,,,,93.9,,,южный,,,3.0,,,,,,True,,4,739,,,18.4,,,,,9.0,,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,7.0,,,,,,,,88.9,17.9,,юго-восточный,,,3.0,,2,,2,,True,,4,739,,,20.4,,,,,10.0,,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,11.0,,,,,,,,70.1,,,южный,,,8.0,,,,,,,,10,739,,,24.4,,,,,7.0,,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,13.0,,,,,,,,53.9,,,юго-западный,,,8.0,,,,,,,,10,739,,,25.5,,,,,9.0,,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,16.0,,,,,,,,49.5,,,южный,,,8.0,,,,,,,,10,739,,,26.2,,,,,9.0,,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,15.0,,,,,,,,47.5,,,юго-западный,,26.7,9.0,,0,,,,,,10,740,,,22.6,,,,,5.0,,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,13.0,,,,,,,,77.2,,,юго-западный,,,4.0,,,,,,,,10,741,,,16.7,,,,,5.0,,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,9.0,,,,,,,,82.7,,,юго-западный,,,4.0,,,,,,,,10,741,,,14.6,,,,,4.0,,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,5.0,,,,,,,,85.9,,,южный,,,5.0,,,,,,,,10,741,,,12.7,,,,,2.0,,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,8.0,,,,,,,,79.2,11.6,,южный,,,6.0,,0,,0,,,,10,742,,,15.8,,,,,2.0,,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,10.0,,,,,,,,51.7,,,юго-западный,,,6.0,,,,,,,,10,741,,,20.9,,,,,2.0,,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,14.0,,,,,,,,42.3,,,юго-западный,,,9.0,,,,,,,,20,741,,,23.3,,,,,6.0,,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,15.0,,,,,,,,45.0,,,юго-западный,,,8.0,,,,,,,,20,741,,,22.3,,,,,7.0,,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,12.0,,,,,,,,50.7,,,западный,,24.3,5.0,,0,,,,,,20,742,,,21.1,,,,,6.0,,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,9.0,,,,,,,,74.8,,,юго-западный,,,3.0,,,,,,,,10,742,,,14.2,,,,,4.0,,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,4.0,,,,,,,,81.4,,,юго-западный,,,3.0,,,,,,,,10,742,,,13.0,,,,,2.0,,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,4.0,,,,,,,,88.2,,,юго-западный,,,2.0,,,,,,True,,4,742,,,12.8,,,,,7.0,,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,4.0,,,,,,,,86.6,10.1,,юго-западный,,,2.0,,0,,0,,True,,4,742,,,14.3,,,,,10.0,,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,6.0,,,,,,,,62.2,,,западный,,,2.0,,,,,,,,10,742,,,19.3,,,,,4.0,,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,7.0,,,,,,,,58.2,,,западный,,,4.0,,,,,,,,10,743,,,20.6,,,,,7.0,,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,8.0,,,,,,,,54.3,,,западный,,,5.0,,,,,,,,10,743,,,21.3,,,,,7.0,,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,8.0,,,,,,,,54.9,,,северо-западный,,22.6,3.0,,0,,,,,,10,743,,,21.1,,,,,7.0,,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,7.0,,,,,,,,75.8,,,западный,,,3.0,,,,,,,,10,744,,,16.8,,,,,7.0,,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,3.0,,,,,,,,84.8,,,,,,0.0,,,,,,,,10,744,,,13.0,,,,,2.0,,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,2.0,,,,,,,,93.6,,,,,,0.0,,,,,,True,,4,744,,,11.0,,,,,2.0,,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,3.0,,,,,,,,90.7,9.6,,,,,0.0,,0,,0,,True,,4,745,,,13.7,,,,,7.0,,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,4.0,,,,,,,,69.2,,,западный,,,1.0,,,,,,,,10,745,,,19.5,,,,,6.0,,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,6.0,,,,,,,,51.1,,,северный,,,2.0,,,,,,,,10,744,,,22.5,,,,,7.0,,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,5.0,,,,,,,,61.9,,,северо-западный,,,3.0,,,,,,,,10,744,,,21.3,,,,,10.0,,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,4.0,True,,,,,,,85.9,,,северный,,23.6,2.0,,2,,,,,,4,744,,,18.0,,,,,10.0,,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,4.0,True,,,,,,,95.0,,,западный,,,3.0,,,,,,,,4,661,,,16.7,,,,,10.0,,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,6.0,True,,,,,,,96.2,,,западный,,,2.0,,,,,,,,4,744,,,15.7,,,,,10.0,,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,4.0,,,,,,True,,98.1,,,северо-западный,,,2.0,,,,,,,,4,744,,,15.2,,,,,10.0,,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,5.0,,,,,,,,95.6,14.8,,северный,,,2.0,,9,,10,,True,,4,743,,,14.9,,,,,10.0,,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,5.0,,,,,,,,84.2,,,северный,,,3.0,,,,,,,,10,743,,,17.7,,,,True,10.0,,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,6.0,,,,,,,,70.2,,,восточный,,,2.0,,,,,,,,10,743,,,20.4,,,,True,7.0,,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,7.0,,,,,,,,73.0,,,северо-западный,,,3.0,,,,,,,,10,743,,,20.7,,,,True,7.0,,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,7.0,,,,,,,,62.7,,,западный,,22.0,5.0,,1,,,,,,10,743,,,21.4,,,,,6.0,,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,7.0,,,,,,,,88.5,,,западный,,,3.0,,,,,,True,,4,742,,,16.1,,,,,2.0,,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,4.0,,,,,,,,94.3,,,западный,,,3.0,,,,,,True,,4,742,,,14.4,,,,,0.0,,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,5.0,,,,,,,,96.2,,,западный,,,3.0,,,,,,True,,4,742,,,13.2,,,,,2.0,,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,4.0,,,,,,,,97.4,12.5,,западный,,,3.0,,0,,1,,True,,2,742,,,14.0,,,,,7.0,,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,8.0,,,,,,,,78.1,,,северо-западный,,,5.0,,,,,,,,10,741,,,18.8,,,,,7.0,,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,8.0,,,,,,,,66.0,,,западный,,,5.0,,,,,,,,10,741,,,21.4,,,,,7.0,,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,11.0,,,True,,,,,79.3,,,западный,,,4.0,,,,,,,,10,741,,,20.2,,,,,9.0,,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,7.0,,,,,,,,81.3,,,северо-западный,,22.6,2.0,,1,,,,,,10,740,,,20.0,,,,True,7.0,,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,7.0,,,,,,,,85.8,,,юго-западный,,,3.0,,,,,,,,10,740,,,17.0,,,,True,6.0,,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,4.0,,,,,,,,94.9,,,южный,,,1.0,,,,,,True,,4,739,,,13.9,,,,,4.0,,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,5.0,,,,,,,,94.9,,,южный,,,1.0,,,,,,True,,4,738,,,14.0,,,,,9.0,,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,6.0,,,,,,,,87.4,13.4,,юго-западный,,,3.0,,0,,1,,True,,4,738,,,16.2,,,,,7.0,,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,9.0,,,,,,,,68.1,,,западный,,,6.0,,,,,,,,10,737,,,20.7,,,,,6.0,,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,11.0,,,,,,,,54.1,,,западный,,,7.0,,,,,,,,10,737,,,23.3,,,,,7.0,,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,10.0,,,True,,,,,70.5,,,западный,,,5.0,,,,,,,,10,737,,,22.0,,,,,7.0,,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,10.0,,,,,,,,79.2,,,западный,,25.0,4.0,,2,,,,,,10,737,,,19.6,,,,True,10.0,,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,6.0,,,,,,,,89.7,,,юго-западный,,,3.0,,,,,,True,,4,737,,,16.7,,,,,6.0,,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,5.0,,,,,,,,94.4,,,юго-западный,,,4.0,,,,,,True,,4,737,,,15.6,,,,,10.0,,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,5.0,,,,,,,,95.6,,,юго-западный,,,4.0,,,,,,True,,4,738,,,15.5,,,,,10.0,,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,6.0,,,,,,,,95.6,14.7,,западный,,,2.0,,0,,2,,True,,4,738,,,15.6,,,,,10.0,,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,7.0,,,,,,,,71.7,,,западный,,,4.0,,,,,,,,10,738,,,21.0,,,,,7.0,,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,7.0,,,,,,,,55.8,,,западный,,,3.0,,,,,,,,10,737,,,24.5,,,,,6.0,,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,8.0,,,,,,,,51.0,,,западный,,,3.0,,,,,,,,10,737,,,24.8,,,,,9.0,,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,7.0,,,,,,,,72.1,,,западный,,26.3,2.0,,0,,,,,,10,737,,,20.6,,,,,10.0,,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,5.0,,,,,,,,85.9,,,северный,,,1.0,,,,,,,,10,737,,,17.9,,,,,6.0,,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,4.0,,,,,,,,94.3,,,юго-западный,,,2.0,,,,,,True,,4,737,,,14.8,,,,,6.0,,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,4.0,,,,,,,,95.6,,,западный,,,3.0,,,,,,True,,4,737,,,14.4,,,,,7.0,,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,4.0,,,,,,,,95.6,14.0,,северо-западный,,,2.0,,0,,0,,True,,4,737,,,15.3,,,,,10.0,,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,5.0,,,,,,,,83.6,,,западный,,,3.0,,,,,,,,10,738,,,17.1,,,,,10.0,,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,7.0,,,,,,,,65.0,,,западный,,,4.0,,,,,,,,10,738,,,20.6,,,,,7.0,,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,11.0,,,,,,,,53.6,,,северо-западный,,,6.0,,,,,,,,10,738,,,21.5,,,,,6.0,,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,11.0,,,,,,,,52.2,,,северо-западный,,22.2,5.0,,0,,,,,,10,739,,,20.3,,,,,4.0,,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,7.0,,,,,,,,76.9,,,западный,,,3.0,,,,,,,,10,740,,,14.5,,,,,2.0,,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,5.0,,,,,,,,81.9,,,западный,,,4.0,,,,,,,,10,740,,,12.5,,,,,0.0,,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,5.0,,,,,,,,91.1,,,западный,,,3.0,,,,,,True,,4,741,,,10.7,,,,,2.0,,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,5.0,,,,,,,,88.2,10.0,,западный,,,3.0,,0,,0,,True,,4,742,,,12.4,,,,,4.0,,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,6.0,,,,,,,,60.3,,,северо-западный,,,3.0,,,,,,,,20,742,,,18.0,,,,,5.0,,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,8.0,,,,,,,,48.3,,,северо-западный,,,3.0,,,,,,,,20,743,,,19.4,,,,,6.0,,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,8.0,,,,,,,,38.7,,,северо-западный,,,3.0,,,,,,,,20,743,,,21.1,,,,,6.0,,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,6.0,,,,,,,,41.6,,,северо-западный,,22.0,3.0,,0,,,,,,20,743,,,20.6,,,,,6.0,,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,5.0,,,,,,,,63.9,,,западный,,,2.0,,,,,,,,10,744,,,15.6,,,,,6.0,,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,3.0,,,,,,,,80.2,,,юго-восточный,,,1.0,,,,,,,,10,744,,,11.5,,,,,6.0,,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,2.0,,,,,,,,94.1,,,,,,0.0,,,,,,True,,4,745,,,9.9,,,,,6.0,,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,4.0,,,,,,,,81.5,9.0,,западный,,,3.0,,0,,0,,,,10,745,,,13.6,,,,,7.0,,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,5.0,,,,,,,,71.9,,,западный,,,1.0,,,,,,,,10,746,,,16.8,,,,,10.0,,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,8.0,,,,,,,,51.2,,,западный,,,4.0,,,,,,,,20,746,,,20.1,,,,,6.0,,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,8.0,,,,,,,,43.4,,,западный,,,5.0,,,,,,,,20,746,,,22.8,,,,,6.0,,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,7.0,,,,,,,,47.9,,,северный,,23.1,5.0,,0,,,,,,10,746,,,21.4,,,,,4.0,,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,5.0,,,,,,,,66.2,,,,,,0.0,,,,,,,,10,747,,,16.1,,,,,0.0,,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,4.0,,,,,,,,84.0,,,юго-западный,,,2.0,,,,,,,,10,747,,,11.5,,,,,0.0,,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,3.0,,,,,,,,92.3,,,,,,0.0,,,,,,True,,4,747,,,10.2,,,,,0.0,,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,1.0,,,,,,,,84.2,8.4,,,,,0.0,,0,,0,,,,10,748,,,12.5,,,,,2.0,,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,4.0,,,,,,,,50.1,,,северный,,,3.0,,,,,,,,10,748,,,19.9,,,,,4.0,,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,6.0,,,,,,,,40.0,,,северо-западный,,,3.0,,,,,,,,20,748,,,21.9,,,,,7.0,,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,7.0,,,,,,,,37.5,,,северный,,,4.0,,,,,,,,20,748,,,22.6,,,,,7.0,,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,10.0,,,,,,,,41.0,,,северный,,23.7,3.0,,0,,,,,,20,748,,,22.4,,,,,4.0,,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,6.0,,,,,,,,56.5,,,,,,0.0,,,,,,,,10,748,,,17.1,,,,,0.0,,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,3.0,,,,,,,,81.3,,,западный,,,1.0,,,,,,,,10,748,,,11.7,,,,,0.0,,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,1.0,,,,,,,,88.6,,,,,,0.0,,,,,,True,,4,748,,,10.7,,,,,0.0,,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,2.0,,,,,,,,83.7,9.0,,западный,,,1.0,,0,,0,,,,10,749,,,13.2,,,,,0.0,,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,4.0,,,,,,,,57.2,,,северный,,,3.0,,,,,,,,10,749,,,21.3,,,,,5.0,,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,8.0,,,,,,,,42.7,,,северо-восточный,,,3.0,,,,,,,,20,748,,,24.5,,,,,6.0,,,
