timestamp,date,Морось (незамерзающая) умеренная непрерывная,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,,,,,,,,True,,,,4.0,718.0,,,,8.3,,93.4,,,,юго-восточный,10.0,,,,1.0
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,,,0.6,,,,6,,,,,20.0,719.0,,,,11.3,,82.9,8.1,,,северо-западный,10.0,,,,1.0
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,17.7,,58.6,,,,западный,9.0,,,,1.0
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,22.2,,36.2,,,,западный,6.0,,,,2.0
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,12.0,,,,,,,,,,,50.0,717.0,,,,20.1,,45.3,,,,восточный,9.0,,,,4.0
1589889600,"Вторник, 19 мая
12:00 (UTC)",,True,,,2,,,,,,,,,10.0,718.0,,,,13.5,,83.7,,,,восточный,10.0,,,23.0,1.0
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,,,,,,,,,True,,,,719.0,,,,10.7,,86.9,,,,южный,10.0,,,,1.0
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,9.2,,83.2,,True,,юго-восточный,7.0,,,,1.0
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,8.6,,90.3,,,,юго-восточный,10.0,,,,1.0
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,2,,,,4,,,,,50.0,720.0,,,,13.5,,71.7,8.5,,,северо-западный,9.0,,,,1.0
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,17.7,,52.6,,,,западный,6.0,,,,2.0
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,True,,,50.0,720.0,,,,17.5,,45.2,,,,восточный,10.0,,,,2.0
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,18.7,,41.9,,True,,южный,7.0,,,,2.0
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,менее 0.1,,,True,,,,,,50.0,720.0,,,,15.7,,57.0,,,,западный,9.0,,,20.8,1.0
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,,,,,,,,,,721.0,,,,11.2,,75.8,,,,,0.0,,,,0.0
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,,,,720.0,,,,9.7,,82.1,,,,,7.0,,,,0.0
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,True,,,20.0,721.0,,,,10.9,,86.9,,,,северо-западный,10.0,,,,2.0
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,0.8,,,True,0.8,,,,,50.0,721.0,,,,11.4,,84.6,9.6,,,северо-западный,10.0,,,,3.0
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,10.0,,,,,True,,,,,,50.0,721.0,,,,14.4,,65.9,,,,северо-западный,7.0,,,,4.0
1590040800,"Четверг, 21 мая
06:00 (UTC)",,True,11.0,,,,,,,,,,,20.0,721.0,,,,11.7,,85.8,,,,северный,10.0,,,,1.0
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,722.0,,,,15.9,,54.3,,True,,северный,10.0,,,,2.0
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,15.0,,4,,,True,,,,,,50.0,723.0,,,,10.4,,88.0,,,,северный,10.0,,,17.3,1.0
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,,,,,,,,,,724.0,,,,9.0,,90.9,,True,,,7.0,,,,0.0
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,,,,724.0,,,,7.8,,91.5,,True,,,9.0,,,,0.0
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,,,20.0,724.0,,,,5.9,,93.3,,,,северо-восточный,6.0,,,,1.0
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,0.1,,,,5,,,,,10.0,725.0,,,,10.8,,73.2,5.7,,,,0.0,,,,0.0
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,725.0,,,,17.2,,32.3,,,,северо-западный,0.0,,,,2.0
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,725.0,,,,19.1,,25.0,,,,северо-западный,7.0,,,,2.0
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,725.0,,,,19.0,,27.6,,,,восточный,2.0,,,,2.0
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,0,,,,,,,,,50.0,726.0,,,,18.0,,31.2,,,,южный,9.0,,,20.5,2.0
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,,,,,,,,,726.0,,,,12.5,,54.6,,,,южный,7.0,,,,1.0
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,,,,,727.0,,,,10.0,,64.9,,,,юго-восточный,10.0,,,,1.0
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,727.0,,,,7.8,,75.8,,,,юго-восточный,10.0,,,,1.0
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,727.0,,,,11.3,,62.9,6.9,,,,7.0,,,,0.0
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,727.0,,,,19.3,,34.8,,,,северо-западный,4.0,,,,2.0
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,725.0,,,,23.2,,21.3,,,,северо-западный,4.0,,,,2.0
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,12.0,,,,,,,,,,,50.0,724.0,,,,23.9,,17.9,,,,северо-западный,6.0,,,,3.0
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,0,,,,,,,,,50.0,724.0,,,,20.4,,22.5,,,,западный,0.0,,,24.2,1.0
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,,,,,,,,,724.0,,,,14.5,,36.8,,,,,0.0,,,,0.0
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,,,,724.0,,,,9.1,,72.9,,,,северо-восточный,0.0,,,,1.0
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,724.0,,,,6.8,,77.3,,,,,9.0,,,,0.0
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,724.0,,,,12.0,,57.6,6.4,,,,10.0,,,,0.0
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,725.0,,,,18.4,,35.3,,,,,10.0,,,,0.0
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,724.0,,,,22.8,,31.4,,True,,западный,7.0,,,,2.0
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,723.0,,,,23.0,,28.0,,,,северный,10.0,,,,2.0
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,11.0,,1,,,True,,,,,,50.0,723.0,,,,15.8,,57.4,,,,южный,10.0,,,24.1,1.0
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,,,,,,723.0,,,,13.2,,68.8,,,,,2.0,,,,0.0
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,,,723.0,,,,9.9,,85.0,,,,северо-восточный,2.0,,,,1.0
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,723.0,,,,6.8,,89.5,,,,северо-восточный,0.0,,,,2.0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,0,,,,1,,,,,50.0,724.0,,,,13.0,,64.6,6.3,,,,4.0,,,,0.0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,724.0,,,,19.4,,45.4,,,,северный,0.0,,,,1.0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,723.0,,,,24.6,,23.8,,,,северо-западный,0.0,,,,2.0
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,27.3,,19.3,,,,северо-западный,4.0,,,,3.0
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,0,,,,,,,,,50.0,720.0,,,,25.2,,20.1,,,,северо-западный,6.0,,,27.4,2.0
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,,,,,,721.0,,,,18.3,,41.5,,,,западный,6.0,,,,2.0
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,,,,722.0,,,,17.0,,51.7,,,,северо-западный,6.0,,,,2.0
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,722.0,,,,14.6,,61.6,,,,северный,10.0,,,,1.0
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,менее 0.1,,,True,менее 0.1,,,,,50.0,722.0,,,,16.1,,66.7,14.6,,,,10.0,,,,0.0
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,722.0,,,,20.9,,51.0,,,,юго-западный,10.0,,,,1.0
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,24.4,,27.8,,,,западный,7.0,,,,2.0
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,25.3,,24.2,,,,северо-восточный,10.0,,,,1.0
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,0,,,,,,,,,50.0,716.0,,,,22.7,,32.7,,,,восточный,10.0,,,25.9,2.0
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,18.0,,50.6,,,,восточный,6.0,,,,1.0
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,15.0,,60.8,,,,южный,7.0,,,,4.0
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,708.0,,,,14.1,,57.7,,,,юго-восточный,10.0,,,,3.0
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,707.0,,,,17.3,,49.0,14.0,,,,10.0,,,,0.0
1590548400,"Среда, 27 мая
03:00 (UTC)",,,10.0,,,,,,,,,,,50.0,708.0,,,,19.4,,55.2,,,,западный,10.0,,,,1.0
1590559200,"Среда, 27 мая
06:00 (UTC)",,,13.0,,,,,,,,,,,50.0,709.0,,,,21.6,,44.5,,,,северо-западный,10.0,,,,5.0
1590570000,"Среда, 27 мая
09:00 (UTC)",,,15.0,,,,,,,,,,,50.0,714.0,,,,11.7,,42.6,,,,северо-западный,10.0,,,,4.0
1590580800,"Среда, 27 мая
12:00 (UTC)",,,13.0,,менее 0.1,,,,,,True,,,50.0,717.0,,,,9.4,,51.5,,,,северо-западный,10.0,,,22.2,3.0
1590591600,"Среда, 27 мая
15:00 (UTC)",,,10.0,,,,,,,,,,,,719.0,,,,9.0,,54.0,,True,,северо-западный,7.0,,,,3.0
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,7.5,,56.4,,True,,северо-западный,10.0,,,,2.0
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,6.1,,66.3,,,,северо-западный,10.0,,,,3.0
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,,,,50.0,721.0,,,,6.2,,68.3,5.9,,,северо-западный,10.0,,,,2.0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,7.6,,66.2,,,,северо-западный,10.0,,,,3.0
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,9.7,,54.6,,,,северо-западный,10.0,,,,2.0
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,10.9,,47.2,,,,западный,10.0,,,,3.0
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,0,,,,,,,,,50.0,720.0,,,,9.2,,58.1,,,,западный,10.0,,,11.3,2.0
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,,,,,,,,,721.0,,,,7.6,,69.1,,,,западный,10.0,,,,2.0
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,,,,721.0,,,,5.6,,77.1,,,,северо-западный,10.0,,,,1.0
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,5.4,,77.6,,,,северо-западный,10.0,,,,1.0
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,0.3,,,,0.3,,True,,,20.0,721.0,,,,5.8,,79.9,4.6,,,северо-западный,10.0,,,,1.0
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,9.6,,62.1,,True,,северо-западный,10.0,,,,2.0
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,True,,,,,,50.0,720.0,,,,12.4,,45.0,,,,северный,10.0,,,,2.0
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,10.0,,,,,,,,,,,50.0,719.0,,,,12.2,,43.3,,,,северо-западный,10.0,,,,2.0
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,0.5,,,,,,,,,50.0,719.0,,,,12.4,,37.5,,,,северо-западный,10.0,,,13.9,3.0
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,,,,,,720.0,,,,7.9,,57.0,,,,северо-западный,4.0,,,,1.0
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,,,,720.0,,,,4.9,,72.1,,,,северо-западный,0.0,,,,1.0
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,2.8,,84.2,,,,северо-восточный,6.0,,,,1.0
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,0,,,,0.5,,,,,50.0,720.0,,,,9.1,,60.7,2.5,,,северо-западный,2.0,,,,2.0
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,13.2,,44.6,,,,северо-западный,6.0,,,,3.0
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,16.5,,28.8,,,,юго-западный,6.0,,,,1.0
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,17.2,,27.5,,,,южный,2.0,,,,2.0
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,0,,,,,,,,,50.0,715.0,,,,14.1,,32.6,,,,юго-восточный,0.0,,,17.5,3.0
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,9.6,,49.0,,,,юго-восточный,0.0,,,,2.0
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,6.6,,60.5,,,,юго-восточный,0.0,,,,1.0
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,5.5,,66.7,,,,юго-восточный,10.0,,,,1.0
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,712.0,,,,10.9,,47.6,5.4,,,юго-восточный,10.0,,,,2.0
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,16.7,,37.1,,,,юго-восточный,9.0,,,,2.0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,21.6,,27.8,,,,юго-восточный,7.0,,,,2.0
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,22.1,,25.6,,,,южный,10.0,,,,1.0
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,10.0,,0,,,,,,,,,50.0,712.0,,,,16.3,,47.7,,,,западный,10.0,,,22.9,3.0
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,10.0,,,,,,,,True,,,,714.0,,,,12.1,,82.4,,,,западный,10.0,,,,1.0
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,10.2,,88.6,,True,,,10.0,,,,0.0
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,8.4,,87.8,,,,юго-восточный,10.0,,,,2.0
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,0.4,,,True,0.4,,,,,50.0,712.0,,,,10.6,,81.7,8.3,,,юго-восточный,10.0,,,,2.0
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,16.4,,57.9,,,,западный,10.0,,,,1.0
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,10.0,,,,,,,,True,,,20.0,710.0,,,,15.5,,59.7,,,,северо-западный,10.0,,,,3.0
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,10.0,,,,,,,,,,,10.0,711.0,,True,,11.8,,73.9,,,,северо-западный,10.0,,,,2.0
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,1,,,,,,,,,50.0,711.0,,,,11.3,,72.8,,True,,северо-западный,10.0,,,18.3,2.0
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,,,True,,,,,,,713.0,,,,7.1,,90.2,,,,западный,10.0,,,,1.0
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,10.0,,,,,,,,,,,,714.0,,,,7.3,,83.5,,True,,северо-западный,6.0,,,,3.0
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,6.8,,75.6,,,,северо-западный,10.0,,,,3.0
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,10.0,,4,,,,5,,,,,50.0,716.0,,,,8.5,,66.9,6.6,,,северо-западный,10.0,,,,4.0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,13.0,,,,,,,,,,,50.0,716.0,,,,13.8,,48.1,,,,северо-западный,6.0,,,,5.0
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,13.0,,,,,True,,,,,,50.0,716.0,,,,16.3,,37.0,,,,северо-западный,6.0,,,,5.0
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,12.0,,,,,,,,,,,50.0,715.0,,,,17.6,,30.8,,,,северо-западный,6.0,,,,2.0
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,715.0,,,,15.7,,30.9,,,,северный,2.0,,,17.9,1.0
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,9.5,,63.4,,,,восточный,4.0,,,,1.0
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,5.5,,81.0,,,,восточный,0.0,,,,1.0
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,,20.0,713.0,,,,3.1,,86.7,,,,восточный,10.0,,,,1.0
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,50.0,713.0,,,,11.2,,54.6,3.0,,,восточный,10.0,,,,1.0
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,16.4,,40.4,,,,южный,10.0,,,,2.0
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,True,,,50.0,713.0,,,,17.4,,44.5,,,,западный,10.0,,,,2.0
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,19.2,,40.3,,True,,южный,4.0,,,,1.0
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,713.0,,,,15.2,,49.5,,True,,юго-восточный,10.0,,,20.0,2.0
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,12.5,,57.7,,,,восточный,9.0,,,,1.0
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,10.4,,71.1,,,,,10.0,,,,0.0
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,True,,,50.0,715.0,,,,11.0,,83.4,,,,северо-западный,10.0,,,,2.0
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,1,,,,1,,True,,,20.0,717.0,,,,10.2,,89.8,10.2,,,северо-западный,10.0,,,,2.0
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,True,,,,,,50.0,718.0,,,,12.8,,76.6,10.0,,,северо-западный,10.0,,,,3.0
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,16.9,,52.8,,True,,западный,7.0,,,,1.0
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,18.8,,42.2,,,,юго-восточный,9.0,,,,2.0
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,0.4,,,,,,,,,50.0,715.0,,,,16.1,,47.0,,,,юго-восточный,10.0,,,19.5,2.0
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,12.6,,69.2,,,,юго-восточный,9.0,,,,2.0
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,11.5,,74.4,,,,,9.0,,,,0.0
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,True,,,20.0,714.0,,,,10.2,,88.0,,,,юго-восточный,10.0,,,,1.0
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,0.3,,,,0.7,,True,,,50.0,713.0,,,,10.7,,86.3,10.0,,,,10.0,,,,0.0
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,,True,,,50.0,714.0,,,,12.1,,80.8,,,,,10.0,,,,0.0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,18.7,,52.9,,True,,южный,7.0,,,,2.0
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,18.6,,51.4,,,,южный,7.0,,,,2.0
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,0.3,,,,,,,,,50.0,713.0,,,,15.1,,60.4,,,,южный,10.0,,,20.0,2.0
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,11.3,,69.9,,,,юго-восточный,7.0,,,,2.0
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,,,,711.0,,,,10.7,,72.2,,,,юго-восточный,10.0,,,,1.0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,True,,,20.0,709.0,,,,9.2,,86.1,,,,северо-восточный,10.0,,,,2.0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,0.5,,,,0.8,,True,,,20.0,707.0,,,,10.2,,83.3,8.9,,,восточный,10.0,,,,1.0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,705.0,,,,16.2,,63.2,,True,,южный,10.0,,,,1.0
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,706.0,,,,19.8,,47.4,,True,,западный,9.0,,,,2.0
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,708.0,,,,23.2,,35.7,,,,северо-западный,10.0,,,,2.0
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,709.0,,,,15.3,,69.2,,,,юго-восточный,10.0,,,23.4,3.0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,,,,,,710.0,,,,12.1,,76.5,,,,восточный,10.0,,,,1.0
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,,,,711.0,,,,12.7,,64.6,,,,западный,10.0,,,,1.0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,9.6,,79.9,,,,северо-западный,10.0,,,,2.0
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,50.0,714.0,,,,12.4,,52.3,8.8,,,северо-западный,2.0,,,,3.0
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,12.0,,,,,,,,True,,,20.0,715.0,,,,11.5,,63.0,,,,западный,10.0,,,,4.0
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,11.0,,,,,True,,,,,,50.0,715.0,,,,13.4,,66.1,,,,западный,10.0,,,,2.0
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,True,,,50.0,715.0,,,,14.3,,61.1,,,,юго-восточный,9.0,,,,2.0
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,0.4,,,,,,,,,50.0,715.0,,,,13.5,,62.1,,True,,юго-восточный,9.0,,,15.4,2.0
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,10.0,,75.6,,,,юго-восточный,4.0,,,,1.0
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,7.2,,88.3,,,,северо-восточный,0.0,,,,1.0
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,4.9,,89.4,,,,восточный,9.0,,,,1.0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,0,,,,0.4,,,,,50.0,716.0,,,,12.8,,62.8,4.9,,,западный,7.0,,,,1.0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,17.4,,41.2,,,,северо-западный,7.0,,,,2.0
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,18.9,,35.5,,,,северо-западный,7.0,,,,3.0
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,19.1,,28.7,,,,северо-западный,9.0,,,,2.0
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,715.0,,,,16.1,,40.6,,,,западный,10.0,,,20.5,2.0
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,11.3,,62.1,,,,,4.0,,,,0.0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,9.5,,75.0,,,,,10.0,,,,0.0
