timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C",Снег умеренный непрерывный,"Гроза, дождь слабый","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,,,,,10,747,,,,13.7,,,53.0,,,,южный,10,,,1
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,,,,,,,,,,10,746,,,,17.9,,,41.1,,,,западный,10,,,2
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,,10.0,,,,,,,,,10,745,,,,19.0,,,32.4,,,,западный,7,,,3
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,,,10.0,,0,,,,,,,10,744,,,,16.4,,,49.5,,,,юго-западный,7,,20.0,2
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,,,,,,,,,,10,744,,,,13.7,,,56.1,,,,западный,7,,,3
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,,,,,,,,,,,10,743,,,,12.4,,,62.3,,,,юго-западный,6,,,3
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,,,,,,,,,True,,10,742,,,,9.4,,,89.7,,,,западный,10,,,3
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,,15.0,,3,,,3,,True,,10,743,,,,7.2,,,90.8,,7.2,,северо-западный,10,,,6
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,,16.0,,,,,,,,,10,744,,,,9.0,,,68.4,,6.7,True,северо-западный,7,,,8
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,,15.0,,,,,,,,,10,745,,,,11.9,,,48.9,,,,северо-западный,7,,,7
1589889600,"Вторник, 19 мая
12:00 (UTC)",,,,15.0,,,,,,,,,10,745,,,,12.7,,,40.7,,,,северо-западный,7,,,8
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,,18.0,,менее 0.1,,True,,,,,10,746,,,,11.7,,,42.9,,,,северо-западный,7,,13.4,9
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,15.0,,,,,,,,,10,746,,,,9.2,,,57.3,,,True,западный,4,,,2
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,,10,746,,,,8.7,,,57.6,,,,западный,1,,,4
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,,10,746,,,,6.9,,,60.1,,,,западный,0,,,4
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,746,,,,9.7,,,45.2,,6.7,,западный,0,,,3
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,,,10,745,,,,13.9,,,35.3,,,,западный,5,,,4
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,11.0,,,,,,,,,10,744,,,,15.3,,,32.2,,,,западный,7,,,3
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,,,10,743,,,,16.2,,,37.3,,,,южный,9,,,2
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,0,,,,,,,10,743,,,,15.1,,,42.9,,,,южный,10,,16.7,2
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,,10,743,,,,9.0,,,73.9,,,,,2,,,0
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,,1,743,,,,10.6,,,65.0,,,,западный,7,,,1
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,,10,743,,,,5.7,,,88.2,,,,северо-западный,2,,,1
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,743,,,,12.4,,,61.9,,5.2,,северо-западный,0,,,1
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,,10,743,,,,15.1,,,51.9,,,,южный,6,,,2
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,,10,744,,,,16.5,,,49.8,,,,южный,7,,,2
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,11.0,,,,,,,,,10,744,,,,14.7,,,64.1,,,,западный,10,,,5
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,10.0,,0,,,,,,,10,745,,,,12.9,,,64.2,,,,северо-западный,9,,18.0,5
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,,10,746,,,,9.0,,,83.8,,,,юго-западный,6,,,1
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,,10,746,,,,5.6,,,88.8,,,,северо-западный,0,,,1
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,,10,747,,,,4.3,,,95.2,,,,западный,0,,,1
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,747,,,,10.3,,,62.3,,3.6,,северо-западный,6,,,1
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,,10,747,,,,13.8,,,39.3,,,,северо-западный,7,,,2
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,,10,747,,,,16.8,,,30.6,,,,южный,6,,,1
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,,10,747,,,,17.1,,,30.9,,,,восточный,4,,,3
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,0,,,,,,,10,747,,,,15.9,,,32.2,,,,восточный,7,,18.9,1
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,,,10,747,,,,12.1,,,53.7,,,,,7,,,0
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,,10,747,,,,13.3,,,44.9,,,,северо-западный,7,,,1
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,,10,747,,,,10.9,,,56.9,,,,северный,7,,,1
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,747,,,,11.2,,,57.8,,10.7,,северный,10,,,2
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,,,10,748,,,,12.2,,,59.7,,,,северный,10,,,2
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,,10,748,,,,12.9,,,60.3,,,,северный,10,,,2
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,10.0,,,,,,,True,,10,748,,,,11.0,,,77.9,,,,северо-западный,10,,,4
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,11.0,,9,,,,,True,,10,748,,,,9.2,,,96.7,,,,северо-западный,10,,13.5,5
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,11.0,,,,,,,True,,10,746,,,,8.3,,,90.9,,,,северо-западный,10,,,6
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,13.0,True,,,,,,,,10,746,,,,7.5,,,96.0,,,,западный,10,,,5
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",True,,,12.0,,,,,,,,,10,748,,,,7.7,,,90.8,,,,западный,10,,,6
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,13.0,,15,,,24,,,,10,750,,,,7.7,,,83.6,,6.8,,западный,1,,,5
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,12.0,,,,,,,,,10,752,,,,11.9,,,68.5,,,,западный,2,,,5
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,12.0,,,,,,,,,10,753,,,,14.6,,,57.9,,,,западный,10,,,3
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,10.0,,,,,,,,,10,754,,,,17.4,,,48.1,,,,западный,9,,,3
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,0,,,,,,,10,754,,,,15.8,,,50.7,,,,южный,9,,17.7,1
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,10,755,,,,14.1,,,52.7,,,,юго-западный,9,,,2
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,10,756,,,,11.7,,,69.9,,,,западный,10,,,1
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,10,756,,,,12.5,,,54.6,,,,западный,4,,,2
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,757,,,,13.3,,,61.7,,9.1,,,0,,,0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,,10,758,,,,16.3,,,51.5,,,,южный,2,,,2
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,10,758,,,,19.5,,,38.0,,,,северо-западный,4,,,3
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,,10,758,,,,19.0,,,40.0,,,,восточный,7,,,1
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,0,,,,,,,10,758,,,,18.9,,,37.3,,,,северо-восточный,6,,21.5,2
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,,10,758,,,,11.3,,,71.3,,,,юго-западный,6,,,1
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,,10,758,,,,12.9,,,70.7,,,,западный,7,,,1
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,,10,757,,,,12.6,,,63.2,,,,северо-восточный,7,,,1
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,757,,,,14.2,,,67.2,,10.5,,северо-восточный,7,,,2
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,,,10,756,,,,15.6,,,62.2,,,,северный,10,,,3
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,13.0,,,,,,,,,10,754,,,,20.5,,,43.9,,,,северо-восточный,7,,,5
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,13.0,,,,,,,,,10,752,,,,20.1,,,42.3,,,,северо-восточный,10,,,4
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,True,10.0,,1,,,,,,,10,750,,,,15.2,,,75.5,,,,северный,9,,21.3,5
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,10.0,,,,,,,,,10,749,,,,15.3,,,69.7,,,True,северо-западный,7,,,6
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,10.0,,,,,,,,,10,749,,,,14.3,,,72.4,,,,северо-западный,0,,,5
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,,10,750,,,,11.6,,,86.9,,,,северо-западный,0,,,4
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,0,,,1,,,,10,752,,,,13.0,,,82.5,,11.5,,северо-западный,0,,,3
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,,10,753,,,,18.1,,,64.9,,,,северо-западный,0,,,5
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,11.0,,,,,,,,,10,754,,,,21.3,,,54.3,,,,северо-западный,1,,,7
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,12.0,,,,,,,,,10,754,,,,22.1,,,46.2,,,,западный,1,,,5
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,10.0,,0,,,,,,,10,754,,,,21.1,,,48.1,,,,северо-западный,1,,22.6,6
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,10,755,,,,15.5,,,72.1,,,,северный,0,,,3
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,10,756,,,,13.9,,,77.3,,,,северо-западный,0,,,4
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,10,756,,,,12.4,,,85.9,,,,северо-западный,1,,,3
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,756,,,,14.6,,,78.0,,12.1,,северо-западный,1,,,2
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,,10,756,,,,19.4,,,63.1,,,,северо-восточный,1,,,3
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,10,755,,,,21.7,,,54.0,,,,восточный,0,,,2
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,,10,755,,,,24.2,,,43.7,,,,северо-восточный,2,,,2
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,0,,,,,,,10,754,,,,23.6,,,45.1,,,,северо-восточный,1,,24.6,2
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,,10,755,,,,17.6,,,67.4,,,,северо-восточный,0,,,1
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,10,755,,,,16.4,,,60.3,,,,восточный,0,,,2
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,,10,754,,,,15.1,,,67.8,,,,восточный,0,,,1
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,755,,,,16.7,,,63.7,,13.4,,восточный,0,,,1
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,,,10,754,,,,20.1,,,53.2,,,,восточный,0,,,4
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,,,10,753,,,,24.8,,,40.0,,,,восточный,0,,,3
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,10.0,,,,,,,,,10,751,,,,26.9,,,36.0,,,,северо-восточный,0,,,4
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,0,,,,,,,10,750,,,,25.8,,,36.9,,,,восточный,4,,26.9,3
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,,10,750,,,,18.2,,,59.5,,,,,4,,,0
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,10,749,,,,15.7,,,65.2,,,,,0,,,0
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,,,10,749,,,,18.3,,,48.0,,,,восточный,0,,,3
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,748,,,,18.3,,,50.3,,14.4,,восточный,6,,,2
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,,10,746,,,,22.1,,,49.7,,,,северо-восточный,4,,,3
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,,,10,745,,,,25.9,,,49.7,,,,восточный,9,,,2
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,,,,10,745,,,,26.6,,,56.3,,,True,,10,,,0
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,10.0,,менее 0.1,,,,,,,10,745,,,,24.9,,,47.2,,,,западный,4,,27.9,4
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,11.0,,,,,,,,,10,746,,,,21.0,,,63.0,,,,западный,2,,,6
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,11.0,,,,,,,,,10,747,,,,17.7,,,68.3,,,,западный,0,,,6
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,11.0,,,,,,,,,10,747,,,,14.6,,,78.5,,,,северо-западный,1,,,1
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,11.0,,0,,,0,,,,10,747,,,,16.5,,,64.6,,14.4,,западный,0,,,5
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,,,10,747,,,,20.2,,,52.9,,,,западный,2,,,3
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,13.0,,,,,,,,,10,747,,,,22.2,,,40.1,,,,юго-западный,7,,,5
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,12.0,,,,,,,,,10,746,,,,22.2,,,39.3,,,,западный,7,,,4
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,11.0,,0,,,,,,,10,746,,,,21.5,,,40.4,,,,юго-западный,2,,23.0,4
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,,10,746,,,,17.7,,,46.8,,,,юго-западный,2,,,4
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,10.0,,,,,,,,,10,746,,,,16.2,,,57.9,,,,юго-западный,0,,,3
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,,10,746,,,,14.3,,,71.4,,,,юго-западный,0,,,2
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,0,,,0,,,,10,747,,,,14.8,,,72.0,,13.9,,юго-западный,0,,,3
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,,10,748,,,,18.8,,,60.9,,,,южный,2,,,3
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,,10,748,,,,23.4,,,38.8,,,,западный,7,,,4
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,10.0,,,,,,,,,10,747,,,,24.1,,,36.0,,,,южный,9,,,2
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,0,,,,,,,10,747,,,,23.1,,,35.9,,,,южный,10,,24.8,2
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,,,10,748,,,,20.4,,,48.5,,,,южный,9,,,1
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,10.0,,,,,,,,,10,749,,,,15.2,,,88.4,,,True,южный,6,,,2
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,,,10,748,,,,14.4,,,96.2,,,,,10,,,0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,3,,,3,,,,10,748,,,,15.3,,,88.4,,14.2,,юго-восточный,10,,,2
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,,10,748,,,,15.8,,,92.0,,,True,юго-восточный,10,,,2
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,,10,748,,,,19.5,,,63.9,,,,юго-восточный,7,,,1
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,,10,748,,,,22.5,,,61.8,,,True,восточный,7,,,3
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,0.3,,,,,,,10,747,,,,21.7,,,64.8,,,,северо-восточный,7,,22.6,2
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,,10,747,,,,18.2,,,80.0,,,,северо-восточный,7,,,2
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,10,747,,,,16.2,,,86.2,,,,северо-восточный,7,,,2
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,,10,746,,,,15.8,,,90.2,,,,восточный,7,,,1
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,0.5,,,0.8,,True,,10,745,,,,15.1,,,96.2,,15.1,,северный,10,,,1
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,,10,745,,,,15.5,,,93.8,,,,северный,10,,,2
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,,10,744,,,,18.9,,,81.7,,,True,восточный,10,,,2
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,True,,,,,10,744,,,,19.0,,,80.1,,,,восточный,10,,,2
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,3,,,,,,,10,742,,,,20.7,,,71.2,,,,северо-восточный,7,,20.1,3
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,11.0,,,,,,,,,10,742,,,,20.9,,,57.9,,,True,восточный,6,,,4
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,10.0,,,,,,,,,10,742,,,,18.3,,,68.5,,,,юго-восточный,0,,,1
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,,10,741,,,,13.4,,,92.4,,,,западный,2,,,1
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,10.0,,0.3,,,3,,,,10,742,,,,15.9,,,93.2,,13.3,,юго-западный,10,,,2
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,11.0,,,,,,,True,,10,743,,,,16.3,,,85.1,,,,западный,10,,,3
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,,10,745,,,,19.4,,,67.8,,,True,западный,10,,,3
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,,,10,746,,,,23.6,,,48.5,,,True,западный,7,,,3
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10,746,,,,23.5,,,50.4,,,,южный,6,,24.6,1
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,,10,748,,,,16.5,,,83.0,,,,южный,7,,,1
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,,10,749,,,,16.0,,,84.6,,,,западный,7,,,1
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,,10,749,,,,14.3,,,90.7,,,,западный,6,,,1
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,0,,,0,,,,10,750,,,,19.2,,,72.3,,12.8,,северный,7,,,1
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,,10,750,,,,22.8,,,56.5,,,,южный,7,,,2
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,,10,750,,,,20.8,,,58.2,,,True,северо-западный,10,,,5
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,,10,751,,,,20.5,,,64.2,,,True,северо-западный,10,,,2
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10,750,,,,21.0,,,57.1,,,True,северо-западный,7,,22.9,2
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,True,,,10,751,,,,14.7,,,90.7,,,,южный,5,,,1
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,,10,751,,,,15.5,,,90.2,,,,южный,0,,,2
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,True,10,751,,,,11.7,,,91.1,,,,,0,,,0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,0,,,0,,,,10,752,,,,16.9,,,78.3,,11.3,,юго-восточный,4,,,1
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,,10,751,,,,23.3,,,45.9,,,,западный,4,,,2
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,,10,752,,,,24.6,,,40.5,,,,юго-западный,7,,,3
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,,10,751,,,,25.1,,,40.4,,,,юго-западный,7,,,4
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,0,,,,,,,10,751,,,,24.6,,,45.0,,,,юго-западный,7,,25.5,2
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,,10,751,,,,17.4,,,96.9,,,,южный,10,True,,1
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,10,751,,,,17.2,,,96.3,,,,северный,10,,,2
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,,10,751,,,,15.3,,,92.6,,,,южный,9,,,1
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,3,,,3,,,,10,751,,,,19.6,,,69.6,,15.3,,западный,7,,,2
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,,10,752,,,,20.2,,,75.8,,,,северо-западный,10,,,1
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,,10,752,,,,23.8,,,62.4,,,,юго-восточный,7,,,2
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,,10,752,True,,,18.1,,,96.3,,,,южный,10,,,2
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,4,,,,,,,10,752,,,,20.8,,,83.0,,,True,южный,9,,24.1,2
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,10,753,,,,19.0,,,89.9,,,True,северо-западный,7,,,3
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,15.8,,,92.0,,,,юго-восточный,0,,,1
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,10,752,,,,15.1,,,93.1,,,,северо-западный,0,,,1
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,менее 0.1,,,4,,,,10,752,,,,17.4,,,92.7,,14.7,,северо-западный,0,,,2
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,,10,752,,,,23.5,,,70.4,,,,северный,4,,,1
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,,10,752,,,,25.4,,,55.3,,,,северо-восточный,7,,,2
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,,10,752,,,,26.5,,,45.6,,,,северный,6,,,1
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,0,,,,,,,10,751,,,,25.9,,,45.4,,,,,6,,27.7,0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,10,752,,,,19.1,,,80.7,,,,северо-восточный,2,,,1
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,15.0,,,94.4,,,,,1,,,0
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,,10,752,,,,14.2,,,91.3,,,,северный,2,,,1
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,0,,,0,,,,10,753,,,,17.7,,,83.1,,14.0,,северный,2,,,2
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,10,753,,,,21.7,,,67.0,,,,северо-восточный,1,,,2
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,10,753,,,,25.4,,,48.3,,,,северо-восточный,2,,,2
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,,,10,753,,,,24.2,,,52.9,,,,северо-восточный,7,,,2
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,0,,,,,,,10,752,,,,24.4,,,47.1,,,,северо-восточный,2,,26.3,2
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,,10,752,,,,17.3,,,79.4,,,,западный,0,,,1
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,16.2,,,84.6,,,,северо-западный,2,,,1
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,10,753,,,,14.7,,,95.0,,,,северо-западный,0,,,1
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,0,,,0,,,,10,753,,,,20.3,,,70.7,,14.5,,северный,2,,,1
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,,10,753,,,,24.6,,,60.7,,,,северо-восточный,6,,,2
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,10,753,,,,27.7,,,40.6,,,,северо-восточный,6,,,2
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,,10,752,,,,28.9,,,36.6,,,,западный,4,,,1
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,0,,,,,,,10,752,,,,27.4,,,44.3,,,,северо-восточный,2,,29.7,2
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,10,752,,,,20.4,,,72.5,,,,северо-западный,2,,,1
