timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман ослабел (небо не видно)
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,,,0,,,,,,,10.0,727,,,19.7,,39.6,,,восточный,10.0,,22.8,1,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,,,,,,,,,10.0,728,,,16.6,,60.0,,,северный,10.0,,,1,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,10.0,728,,,16.2,,58.7,,,юго-западный,10.0,,,1,
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,10.0,727,,,11.9,,73.9,,,юго-западный,0.0,,,2,
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,0,,,0,,,,20.0,726,,,14.2,,60.6,11.0,,юго-западный,7.0,,,2,
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,,20.0,725,,,20.5,,41.5,,,восточный,2.0,,,2,
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,23.2,,38.5,,,восточный,7.0,,,3,
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,,20.0,722,,,24.6,,36.4,,,восточный,7.0,,,3,
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,0,,,,,,,20.0,722,,,23.3,,39.9,,,северо-восточный,6.0,,25.2,2,
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,18.6,,60.8,,,южный,2.0,,,3,
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,10.0,721,,,16.9,,62.1,,,юго-западный,0.0,,,3,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,10.0,720,,,13.1,,76.2,,,юго-западный,0.0,,,2,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,0,,,0,,,,20.0,721,,,14.6,,66.8,11.9,,юго-западный,7.0,,,2,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,20.0,720,,,20.1,,49.1,,,северный,7.0,,,2,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,20.0,720,,,23.9,,42.2,,,восточный,6.0,,,2,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,,,20.0,719,,,24.6,,46.2,,,восточный,10.0,,,2,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,0,,,,,,,20.0,718,,,24.1,,55.0,,,юго-восточный,10.0,,26.1,3,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,10.0,719,,,18.1,,78.5,,,западный,6.0,,,3,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,10.0,719,,,18.7,,70.4,,,южный,7.0,,,1,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,10.0,718,,,18.9,,65.9,,,юго-западный,7.0,,,4,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,0,,,0,,,,20.0,718,,,18.4,,73.6,16.6,,западный,9.0,,,2,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,11.0,,,,,,,,,20.0,719,,,21.6,,57.3,,,северный,9.0,,,4,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,20.0,717,,,25.0,,51.1,,,северо-восточный,6.0,,,2,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,20.0,718,,,24.9,,53.1,,,северный,6.0,True,,4,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,0,,,,,,,10.0,718,,,22.7,,57.6,,,северо-восточный,10.0,,26.3,2,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,True,,,10.0,720,,,17.4,,86.9,,,северо-западный,10.0,,,4,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,10.0,719,,,15.9,,96.2,,True,южный,10.0,,,1,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,10.0,719,,,14.6,,88.4,,True,северный,10.0,,,2,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,10,,,10,True,,,4.0,720,,,10.8,,90.5,10.8,,северный,10.0,,,3,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,13.0,,,,,,,,,10.0,723,,,10.5,,74.2,10.4,True,северо-западный,10.0,,,6,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,13.0,,,,,,,,,10.0,725,,,10.8,,67.8,,,северный,10.0,,,7,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,13.0,,,,,,,,,10.0,726,,,11.9,,58.4,,,северо-западный,10.0,,,7,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,10.0,,1,,,,,,,10.0,727,,,11.5,,63.4,,,северный,10.0,,12.5,2,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,10.0,729,,,10.1,,78.3,,,юго-западный,10.0,,,2,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,10.0,729,,,10.0,,77.2,,,юго-западный,9.0,,,2,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,10.0,728,,,9.8,,77.2,,,юго-западный,10.0,,,1,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,2,,,3,True,,,10.0,729,,,9.1,,84.9,8.7,,южный,10.0,,,1,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,10.0,730,,,11.8,,62.2,,True,юго-восточный,10.0,,,2,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,10.0,729,,,13.0,,59.5,,,юго-восточный,10.0,,,2,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,10.0,730,,,13.3,,61.7,,,юго-восточный,10.0,,,2,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,менее 0.1,,,,,,,10.0,730,,,12.3,,66.8,,,восточный,10.0,,13.6,2,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,10.0,731,,,10.1,,83.3,,,юго-восточный,10.0,,,1,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,10.0,731,,,8.7,,85.5,,,юго-западный,2.0,,,1,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,10.0,731,,,8.8,,82.0,,,южный,4.0,,,1,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,0.5,,,0.5,True,,,20.0,730,,,9.6,,87.9,7.8,,южный,10.0,,,1,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,20.0,729,,,12.6,,72.1,,True,южный,10.0,,,2,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,20.0,728,,,14.2,,62.7,,,юго-восточный,10.0,,,3,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,True,,,10.0,727,,,12.1,,84.7,,,юго-западный,10.0,,,2,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,3,,,,,,,10.0,725,,,13.0,,77.7,,True,юго-западный,10.0,,16.1,2,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,10.0,725,,,12.2,,82.4,,True,южный,10.0,,,1,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,10.0,725,,,10.2,,88.0,,,юго-западный,7.0,,,2,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,10.0,726,,,10.1,,85.0,,,юго-западный,6.0,,,2,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,0,,,3,,,,20.0,726,,,11.7,,80.7,9.0,,юго-западный,0.0,,,2,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,,20.0,727,,,17.3,,64.3,,,северо-восточный,1.0,,,2,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,,20.0,728,,,20.5,,54.8,,,северо-восточный,6.0,,,2,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,,20.0,728,,,21.5,,47.6,,,восточный,4.0,,,3,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,0,,,,,,,10.0,728,,,20.3,,51.9,,,восточный,6.0,,22.4,3,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,10.0,729,,,18.7,,60.9,,,юго-восточный,7.0,,,1,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,10.0,729,,,17.3,,72.4,,,юго-западный,10.0,,,2,
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,10.0,729,,,13.3,,84.3,,,северный,7.0,,,1,
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,0,,,0,,,,10.0,729,,,14.4,,82.2,12.8,,северо-восточный,7.0,,,1,
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,20.0,729,,,17.3,,65.2,,,юго-восточный,9.0,,,3,
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,20.0,728,,,20.5,,56.6,,,восточный,9.0,,,3,
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,10.0,728,,,22.2,,53.4,,,восточный,9.0,,,2,
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,0,,,,,,,10.0,727,,,21.1,,59.1,,,восточный,9.0,,23.1,3,
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,10.0,727,,,19.1,,67.7,,,,9.0,,,0,
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,10.0,726,,,17.1,,79.4,,,северный,7.0,,,1,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,10.0,725,,,13.4,,85.4,,,западный,0.0,,,2,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,0,,,0,,,,20.0,725,,,14.7,,86.1,11.7,,северо-западный,0.0,,,1,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,20.0,725,,,21.2,,63.1,,,восточный,0.0,,,1,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,20.0,724,,,24.5,,56.2,,,восточный,2.0,,,3,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,20.0,723,,,26.3,,53.1,,,северо-восточный,6.0,,,3,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,0,,,,,,,20.0,723,,,24.6,,58.8,,,северо-восточный,2.0,,26.4,3,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,10.0,723,,,19.6,,70.1,,,западный,6.0,,,1,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,17.5,,86.4,,,западный,10.0,,,1,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,10.0,721,,,15.4,,90.2,,,западный,10.0,,,3,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,0,,,0,,,,20.0,721,,,18.3,,80.6,14.4,,юго-восточный,10.0,,,1,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,,20.0,720,,,21.4,,65.2,,True,северо-западный,7.0,,,2,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,,20.0,719,,,24.2,,57.9,,,северо-восточный,7.0,,,1,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,,,20.0,717,,,26.9,,52.3,,,восточный,6.0,,,2,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,менее 0.1,,,,,,,10.0,716,,,25.6,,60.5,,,северный,10.0,,27.8,1,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,10.0,718,,,21.9,,68.7,,,северо-западный,6.0,,,5,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,12.0,,,,,,,,,10.0,719,,,19.4,,70.5,,,северный,10.0,,,6,
1590796800,"Суббота, 30 мая
00:00 (UTC)",True,,11.0,,,,,,,,,10.0,721,,,16.6,,64.1,,,северо-восточный,10.0,,,3,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,0,,,0,,,,10.0,724,,,14.9,,80.1,14.9,,восточный,10.0,,,2,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,10.0,725,,,13.6,,86.6,13.4,True,северо-восточный,10.0,,,1,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,,10.0,726,,,14.2,,81.6,,True,западный,10.0,,,1,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,,,10.0,726,,,16.0,,73.2,,True,западный,10.0,,,1,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,менее 0.1,,,,,,,10.0,726,,,16.8,,73.8,,,северо-западный,9.0,,17.5,1,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,,10.0,727,,,15.7,,80.7,,,юго-восточный,10.0,,,1,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,10.0,726,,,15.1,,83.9,,,юго-западный,9.0,,,2,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,10.0,726,,,14.4,,80.6,,,юго-западный,7.0,,,2,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,0,,,0,,,,20.0,727,,,15.6,,72.6,14.0,,южный,10.0,,,2,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,,20.0,727,,,19.8,,66.6,,,северный,9.0,,,1,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,,20.0,725,,,22.5,,50.8,,,восточный,4.0,,,3,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,,,20.0,725,,,22.5,,46.6,,,северо-восточный,7.0,,,2,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,0,,,,,,,20.0,724,,,21.0,,54.9,,,восточный,7.0,,24.5,3,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,10.0,725,,,17.4,,69.6,,,юго-восточный,6.0,,,1,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,10.0,724,,,15.4,,79.6,,,юго-западный,0.0,,,2,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,10.0,723,,,13.6,,87.7,,,юго-западный,7.0,,,1,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,0,,,0,,,,20.0,722,,,16.3,,78.2,12.3,,западный,4.0,,,1,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,20.0,721,,,21.2,,55.7,,,северо-восточный,1.0,,,2,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,20.0,721,,,23.5,,42.7,,,северный,2.0,,,4,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,20.0,720,,,25.1,,38.3,,,северный,6.0,,,5,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,0,,,,,,,20.0,719,,,24.9,,38.7,,,северный,2.0,,26.0,3,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,,10.0,720,,,17.9,,67.9,,,северный,0.0,,,2,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,10.0,721,,,16.4,,72.3,,,юго-западный,2.0,,,3,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,,10.0,720,,,13.4,,84.3,,,западный,0.0,,,2,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,0,,,0,,,,20.0,720,,,16.0,,76.1,12.9,,юго-восточный,9.0,,,2,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,20.0,719,,,21.2,,57.9,,,восточный,10.0,,,1,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,20.0,718,,,24.1,,52.5,,,северо-восточный,7.0,,,2,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,20.0,717,,,26.3,,45.2,,,восточный,6.0,,,2,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,0,,,,,,,20.0,716,,,26.3,,46.7,,,северный,4.0,,27.0,2,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,10.0,717,,,21.1,,65.1,,,юго-западный,6.0,,,2,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,10.0,716,,,17.7,,75.9,,,западный,0.0,,,2,
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,10.0,716,,,17.1,,73.4,,,юго-западный,0.0,,,1,
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,0,,,0,,,,20.0,716,,,18.5,,70.8,15.4,,западный,0.0,,,1,
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,20.0,717,,,22.8,,57.6,,,северный,2.0,,,4,
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,20.0,718,,,24.8,,51.7,,,северо-восточный,10.0,,,2,
1591185600,"Среда, 3 июня
12:00 (UTC)",,True,,,,,,,,,,10.0,718,,,21.9,,61.6,,,северо-восточный,10.0,,,2,
1591196400,"Среда, 3 июня
15:00 (UTC)",,True,20.0,,29,,,,,,,10.0,720,,,15.5,,96.8,,,северный,10.0,,25.3,2,
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,15.5,,96.2,,True,,10.0,,,0,
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,14.5,,96.2,,,южный,2.0,,,1,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,13.8,,93.7,,,западный,4.0,,,3,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,менее 0.1,,,29,,,,20.0,723,,,16.4,,80.8,12.8,,юго-западный,7.0,,,2,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,19.8,,67.4,,,северо-восточный,4.0,,,2,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,10.0,723,,,20.2,,64.1,,,восточный,9.0,,,2,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,,10.0,722,,,22.2,,56.3,,,восточный,10.0,,,2,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,0,,,,,,,10.0,722,,,22.0,,56.3,,,восточный,7.0,,23.4,3,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,10.0,723,,,19.2,,70.5,,,южный,7.0,,,1,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,10.0,723,,,16.3,,90.3,,,западный,9.0,,,2,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,True,,,10.0,726,,,15.0,,86.7,,,,10.0,,,0,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,11,,,11,True,,,2.0,727,,,14.2,,96.2,13.9,,юго-западный,10.0,,,1,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,10.0,728,,,18.0,,69.3,,True,юго-западный,7.0,,,1,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,True,,,,,10.0,728,,,18.0,,69.8,,,северо-западный,10.0,,,2,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,True,,,,,,20.0,728,,,21.9,,54.8,,,восточный,6.0,,,2,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,3,,,,,,,10.0,728,,,21.0,,59.8,,,юго-восточный,7.0,,22.8,2,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,10.0,729,,,17.0,,78.3,,,юго-западный,0.0,,,2,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,10.0,728,,,15.5,,77.6,,,юго-западный,0.0,,,3,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,10.0,728,,,12.9,,83.6,,,западный,0.0,,,3,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,0,,,3,,,,20.0,728,,,15.2,,76.0,11.7,,западный,0.0,,,1,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,20.0,729,,,22.0,,57.0,,,восточный,0.0,,,2,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,20.0,728,,,24.3,,50.6,,,восточный,4.0,,,3,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,20.0,727,,,26.5,,36.9,,,восточный,7.0,,,2,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,0,,,,,,,20.0,727,,,25.2,,36.3,,,восточный,10.0,,26.8,2,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,10.0,727,,,19.2,,65.1,,,южный,6.0,,,1,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,10.0,727,,,15.1,,82.3,,,юго-западный,2.0,,,2,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,10.0,726,,,16.5,,74.7,,,южный,7.0,,,2,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,0,,,0,,,,20.0,726,,,17.2,,78.3,14.2,,западный,4.0,,,2,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,20.0,726,,,23.7,,50.8,,,северо-восточный,1.0,,,3,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,20.0,726,,,25.3,,43.8,,,восточный,0.0,,,3,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,20.0,725,,,27.4,,36.9,,,восточный,0.0,,,4,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,0,,,,,,,20.0,724,,,26.0,,36.8,,,северо-восточный,0.0,,27.7,4,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,10.0,725,,,20.0,,52.2,,,,0.0,,,0,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,10.0,724,,,15.5,,77.1,,,западный,0.0,,,3,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,10.0,724,,,13.6,,84.8,,,западный,0.0,,,3,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,0,,,0,,,,20.0,723,,,17.2,,76.3,13.1,,западный,0.0,,,1,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,21.0,,62.6,,,северный,0.0,,,1,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,24.0,,56.4,,,северный,0.0,,,3,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,20.0,722,,,27.3,,45.5,,,северный,0.0,,,1,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,0,,,,,,,20.0,722,,,27.3,,44.3,,,восточный,2.0,,28.0,1,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,20.6,,72.6,,,юго-западный,2.0,,,2,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,17.4,,83.6,,,западный,0.0,,,2,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,16.4,,84.1,,,юго-западный,2.0,,,2,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,0,,,0,,,,20.0,722,,,18.6,,76.1,14.6,,северо-восточный,2.0,,,1,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,23.5,,60.0,,,северо-восточный,6.0,,,1,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,27.1,,53.0,,,северный,2.0,,,2,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,,10.0,723,,,28.6,,47.0,,,восточный,7.0,,,1,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,0,,,,,,,20.0,722,,,28.3,,47.8,,,юго-восточный,7.0,,30.2,1,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,10.0,723,,,23.9,,70.9,,,юго-западный,6.0,,,2,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,19.8,,80.2,,,северный,0.0,,,1,
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,17.5,,81.0,,,западный,4.0,,,3,
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,0,,,0,,,,20.0,722,,,21.7,,69.1,16.5,,,7.0,,,0,
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,20.0,722,,,25.2,,57.4,,,северо-восточный,7.0,,,1,
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,20.0,722,,,28.8,,47.7,,,восточный,6.0,,,2,
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,20.0,721,,,30.9,,41.7,,,северо-восточный,4.0,,,2,
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,0,,,,,,,10.0,721,,,26.5,,60.3,,,западный,10.0,,31.1,4,
1591812000,"Среда, 10 июня
18:00 (UTC)",,True,15.0,,,,,,,,,10.0,722,,,20.2,,74.4,,,южный,10.0,,,5,
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,10.0,720,,,18.6,,75.6,,True,юго-западный,5.0,,,2,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,10.0,720,,,18.4,,70.8,,True,юго-западный,6.0,,,3,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,1,,,1,,,,20.0,720,,,20.8,,66.8,16.6,,юго-западный,7.0,,,2,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,20.0,720,,,26.3,,52.4,,,восточный,10.0,,,2,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,20.0,719,,,30.2,,48.0,,,северо-восточный,4.0,,,2,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,,20.0,718,,,31.7,,41.9,,,северо-восточный,7.0,,,2,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,0,,,,,,,20.0,717,,,29.3,,44.9,,,юго-западный,10.0,,32.4,2,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,10.0,717,,,23.4,,51.7,,,юго-западный,10.0,,,2,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,10.0,717,,,20.2,,58.1,,,западный,4.0,,,2,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,10.0,717,,,18.0,,67.1,,,юго-западный,0.0,,,1,
