timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,Мгла,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,Зарница,Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,,,,,,,,,,93.3,,,,,,,0,,,,,,,,,,,,,50,752,,,,5.7,,,,,,,0.0,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,,,,,,,,,93.9,,,,северо-западный,,,1,,,,,,,,,,,,,50,753,,,,4.1,,,,,,,0.0,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,77.5,,,3.8,,,,0,,,,,0,,,,,0,,,50,753,,,,8.3,,,,,,,4.0,
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,51.8,,,,восточный,,,1,,,,,,,,,,,,,50,753,,,,15.9,,,,,,,7.0,
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,,,,,,,,41.0,,,,юго-восточный,,,2,,,,,,,,,,,,,50,753,,,,19.7,,,,,,,10.0,
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,,35.0,,,,южный,,,2,,,,,,,,,,,,,50,752,,,,21.6,,,,,,,10.0,
1589965200,"Среда, 20 мая
09:00 (UTC)",,11.0,,,,,,,,,,37.3,,,,южный,,22.2,3,,,,,0,,,,,,,,50,751,,,,20.7,,,,,,,10.0,
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,,53.8,,,,юго-западный,,,2,,,,,,,,,,,,,50,752,,,,15.1,,,,,,,10.0,
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,,,,,,,74.7,,,,,,,0,,,,,,,,,,,,,50,752,,,,10.3,,,,,,,4.0,
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,89.6,,,,,,,0,,,,,,,,,,,,,50,752,,,,7.7,,,,,,,9.0,
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,83.2,,,6.9,,,,0,,,,,0,,,,,0,,,50,753,,,,9.5,,,,,,,10.0,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,35.5,,,,юго-западный,,,4,,,,,,,,,,,,,50,753,,,,17.2,,,,,,,10.0,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,,,,,,25.0,,,,южный,,,4,,,,,,,,,,,,,50,753,,,,21.3,,,,,,,10.0,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,19.9,,,,южный,,,5,,,,,,,,,,,,,50,752,,,,23.0,,,,,,,9.0,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,24.4,,,,юго-западный,,23.4,3,,,,,0,,,,,,,,50,752,,,,21.5,,,,,,,9.0,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,,,51.7,,,,южный,,,2,,,,,,,,,,,,,50,753,,,,14.2,,,,,,,5.0,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,,,,,,,83.5,,,,южный,,,1,,,,,,,,,,,,,50,753,,,,7.3,,,,,,,5.0,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,92.6,,,,,,,0,,,,,,,,,,,,,50,754,,,,5.6,,,,,,,4.0,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,90.2,,,4.2,,,,0,,,,,0,,,,,0,,,50,754,,,,7.5,,,,,,,7.0,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,33.5,,,,юго-западный,,,3,,,,,,,,,,,,,50,754,,,,18.8,,,,,,,0.0,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,,,,,,27.2,,,,юго-западный,,,5,,,,,,,,,,,,,50,753,,,,21.8,,,,,,,2.0,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,10.0,,,,,,,,,,27.5,,,,южный,,,4,,,,,,,,,,,,,50,752,,,,22.9,,,,,,,4.0,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,31.6,,,,южный,,23.0,4,,,,,0,,,,,,,,50,751,,,,21.2,,,,,,,2.0,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,56.6,,,,южный,,,2,,,,,,,,,,,,,50,751,,,,14.4,,,,,,,2.0,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,,,,,,86.6,,,,северо-западный,,,1,,,,,,,,,,,,,50,751,,,,7.8,,,,,,,0.0,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,,89.4,,,,,,,0,,,,,,,,,,,,,50,751,,,,5.2,,,,,,,2.0,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,84.3,,,4.5,северный,,,1,,,,,0,,,,,0,,,50,750,,,,8.6,,,,,,,7.0,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,49.5,,,,северо-восточный,,,1,,,,,,,,,,,,,50,750,,,,17.7,,,,,,,5.0,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,,,41.6,,,,юго-восточный,,,3,,,,,,,,,,,,,50,749,,,,20.7,,,,,,,9.0,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,,34.2,,,,южный,,,3,,,,,,,,,,,,,50,748,,,,22.9,,,,,,,9.0,
1590224400,"Суббота, 23 мая
09:00 (UTC)",True,,,,,,,,,,,82.2,,,,восточный,,23.5,4,,,,,2,,,,,,,,50,749,,,,14.5,,,,,,,9.0,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,,79.9,,,,северный,,,1,,,,,,,,,,,,,50,750,,,,13.3,,,,True,,,10.0,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,,,,,,90.5,,,,северо-восточный,,,1,,,,,,,,,,,,,50,750,,,,11.4,,,,True,,,10.0,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,88.1,,,,северный,,,2,,,,,,,,,,,,,50,750,,,,11.1,,,,True,,,10.0,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,True,,,,81.2,,,10.9,северо-восточный,,,1,,,,,0.5,,,,,2,,,50,750,,,,11.0,,,,,,,10.0,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,71.5,,,,восточный,,,2,,,,,,,,,,,,,50,750,,,,12.5,,,,True,,,10.0,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,,,53.8,,,,восточный,,,3,,,,,,,,,,,,,50,749,,,,16.7,,,,,,,9.0,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,52.9,,,,восточный,,,3,,,,,,,,,,,,,50,748,,,,16.0,,,,,,,10.0,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,59.2,,,,восточный,,17.5,2,,,,,менее 0.1,,,,,,,,50,747,,,,16.6,,,,,,,7.0,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,67.6,,,,восточный,,,2,,,,,,,,,,,,,50,748,,,,14.3,,,,,,,10.0,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,,,72.5,,,,северо-восточный,,,1,,,,,,,,,,,,,50,748,,,,12.6,,,,True,,,10.0,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,60.4,,,,северо-восточный,,,2,,,,,,,,,,,,,50,747,,,,11.6,,,,True,,,10.0,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,60.8,,,10.6,северо-восточный,,,4,,,,,менее 0.1,,,,,менее 0.1,,,50,747,,,,11.4,,,,,,,10.0,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,11.0,,,,,,,,,,63.6,,,,восточный,,,4,,,,,,,,,,,True,,10,747,,,,12.1,,,,,,,10.0,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,11.0,,,,,,,,,,88.6,,,,,,,0,,,,,,,,,,,True,,10,748,,,,10.7,,,,,,,10.0,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,86.3,,,,северо-восточный,,,1,,,,,,,,,,,True,,10,747,,,,11.4,,,,,,,10.0,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,79.8,,,,северный,,13.2,1,,,,,8,,,,,,,,10,747,,,,12.6,,,,True,,,9.0,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,91.6,,,,,,,0,,,,,,,,,,,,,20,748,,,,9.8,,,,True,,,9.0,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,,,94.0,,,,северо-западный,,,1,,,,,,,,,,,,,20,747,,,,7.4,,,,,,,4.0,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,94.1,,,,северный,,,1,,,,,,,,,,,,,20,747,,,,8.8,,,,,,,10.0,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,89.8,,,6.8,северный,,,1,,,,,0,,,,,8,,,50,746,,,,9.8,,,,,,,10.0,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,84.1,,,,северо-восточный,,,2,,,,,,,,,,,,,50,746,,,,12.2,,,,,,,10.0,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,,,61.0,,,,восточный,,,2,,,,,,,,,,,,,50,746,,,,17.7,,,,,,,7.0,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,,85.3,,,,южный,,,1,,,,,,,,,,,True,,50,745,,,,12.9,,,,,,,9.0,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,,63.1,,,,западный,,18.4,1,,,,,3,,,,,,,,50,745,,,,17.6,,,,True,,,9.0,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,,92.3,,,,юго-западный,,,1,,,,,,,,,,,,,50,745,,,,10.7,,,,True,,,7.0,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,,,,,,95.4,,,,,,,0,,,,,,,,,,,,,50,745,,,,8.3,,,,,,,0.0,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,95.9,,,,юго-западный,,,1,,,,,,,,,,,,,50,745,,,,6.2,,,,,True,,4.0,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,96.0,,,4.4,западный,,,1,,,,,0,,,,,3,,,50,745,,,,8.0,,,,,True,,6.0,
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,68.5,,,,юго-западный,,,1,,,,,,,,,,,,,50,745,,,,16.1,,,,,,,9.0,
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,,,,,,43.7,,,,южный,,,1,,,,,,,,,,,,,50,744,,,,20.9,,,,,,,4.0,
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,34.7,,,,южный,,,2,,,,,,,,,,,,,50,743,,,,23.2,,,,,,,7.0,
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,40.3,,,,юго-восточный,,24.1,1,,,,,0,,,,,,,,50,743,,,,21.2,,,,,,,9.0,
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,75.3,,,,западный,,,2,,,,,,,,,,,,,50,744,,,,14.2,,,,,,,6.0,
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,,,,,,82.4,,,,юго-западный,,,1,,,,,,,,,,,,,50,744,,,,11.7,,,,,,,6.0,
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,94.7,,,,,,,0,,,,,,,,,,,,,50,744,,,,7.8,,,,,,,7.0,
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,86.9,,,7.5,,,,0,,,,,0,,,,,0,,,50,745,,,,11.7,,,,,,,7.0,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,46.4,,,,северо-западный,,,2,,,,,,,,,,,,,50,745,,,,21.9,,,,,,,9.0,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,,,,,,20.8,,,,северо-западный,,,3,,,,,,,,,,,,,50,744,,,,28.1,,,,,,,2.0,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,20.4,,,,западный,,,5,,,,,,,,,,,,,50,744,,,,29.0,,,,,,,1.0,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,11.0,,,,,,,,,,23.9,,,,западный,,29.4,5,,,,,0,,,,,,,,50,744,,,,26.9,,,,,,,1.0,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,49.4,,,,юго-западный,,,2,,,,,,,,,,,,,50,745,,,,17.5,,,,,,,0.0,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,,,,,,68.7,,,,,,,0,,,,,,,,,,,,,50,746,,,,12.8,,,,,,,0.0,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,87.8,,,,,,,0,,,,,,,,,,,,,50,747,,,,8.4,,,,,,,0.0,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,72.3,,,7.3,,,,0,,,,,0,,,,,0,,,50,748,,,,13.8,,,,,,,0.0,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,25.3,,,,северо-западный,,,4,,,,,,,,,,,,,50,749,,,,26.2,,,,,,,5.0,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,,,21.3,,,,западный,,,4,,,,,,,,,,,,,50,748,,,,28.3,,,,,,,2.0,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,11.0,,,,,,,,,,20.9,,,,юго-западный,,,4,,,,,,,,,,,,,50,747,,,,28.6,,,,,,,9.0,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,11.0,,,,,,,,,,25.0,,,,западный,,29.9,4,,,,,0,,,,,,,,50,748,,,,27.9,,,,,,,9.0,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,,,58.6,,,,юго-западный,,,2,,,,,,,,,,,,,50,748,,,,19.1,,,,,,,2.0,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,,,77.4,,,,,,,0,,,,,,,,,,,,,50,749,,,,14.6,,,,,,,0.0,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,78.9,,,,юго-западный,,,3,,,,,,,,,,,,,50,750,,,,14.0,,,,,,,2.0,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,72.1,,,10.9,,,,0,,,,,0,,,,,0,,,50,750,,,,15.5,,,,,,,0.0,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,,41.1,,,,южный,,,4,,,,,,,,,,,,,50,750,,,,24.8,,,,,,,0.0,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,,,,,,30.9,,,,юго-западный,,,6,,,,,,,,,,,,,50,749,,,,28.5,,,,,,,1.0,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,14.0,,,,,,,,,,30.4,,,,юго-западный,,,5,,,,,,,,,,,,,50,748,,,,29.6,,,,,,,2.0,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,12.0,,,,,,,,,,34.2,,,,юго-западный,,29.9,3,,,,,0,,,,,,,,50,747,,,,28.6,,,,,,,1.0,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,,,61.9,,,,южный,,,1,,,,,,,,,,,,,20,747,,,,21.3,,,,,,,1.0,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,,,,,,66.5,,,,южный,,,1,,,,,,,,,,,,,20,747,,,,19.5,,,,,,,0.0,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,,82.9,,,,,,,0,,,,,,,,,,,,,20,747,,,,16.0,,,,,,,0.0,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,71.5,,,16.0,южный,,,2,,,,,0,,,,,0,,,20,748,,,,19.7,,,,,,,2.0,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,12.0,,,,,,,,,,50.8,,,,юго-западный,,,5,,,,,,,,,,,,,20,747,,,,25.0,,,,,,,7.0,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,,,43.3,,,,юго-западный,,,4,,,,,,,,,,,,,20,747,,,,27.6,,,,,,,9.0,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,11.0,,,,,,,,,,40.9,,,,юго-западный,,,6,,,,,,,,,,,,,20,746,,,,28.9,,,,,,,10.0,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,11.0,,,,,,,,,,48.3,,,,юго-западный,True,29.6,4,,,,,0,,,,,,,,10,745,,,,26.5,,,,,,,9.0,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,13.0,,,,True,,,,,,52.1,,,,юго-западный,,,2,,,,,,,,,,,,,10,747,,,,21.2,,,,,,,5.0,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,,,,,,,True,78.5,,,,южный,,,2,,,,,,,,,,,,,10,745,,,,18.4,,,,,,,9.0,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,93.8,,,,западный,,,2,,,,,,,,,,,True,,10,746,,,,16.2,,,,,,,10.0,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,91.4,,,15.4,,,,0,,,,,1,,,,,1,,,10,745,,,,15.8,,,,True,,,10.0,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,49.0,,,,юго-восточный,,,3,,,,,,,,,,,,,20,744,,,,19.5,,,,True,,,4.0,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,,,40.0,,,,юго-восточный,,,4,,,,,,,,,,,,,50,743,,,,22.8,,,,,,,7.0,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,43.7,,,,юго-восточный,,,2,,,,,,,,,,,,,50,741,,,,23.9,,,,,,,9.0,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,62.5,,,,южный,,24.5,1,,,,,0,,,,,,,,50,740,,,,20.5,,,,,,,9.0,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,75.3,,,,восточный,,,1,,,,,,,,,,,True,,10,741,,,,17.1,,,,,,,10.0,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,,,,,,,91.3,,,,восточный,,,2,,,,,,,,,,,True,,10,740,,,,14.5,,,,,,,10.0,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,True,,,,,,,94.9,,,,северо-восточный,,,1,,,,,,,,,,,,,20,739,,,,13.5,,,,,,,10.0,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,95.5,,,13.1,восточный,,,2,,,,,10,,,,,10,,,4,740,True,,,13.4,,,,,,,10.0,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,10.0,,,,,,,,,,88.8,,,12.6,восточный,,,4,,,,,,,,,,,True,,10,740,,,,12.7,,,,,,,10.0,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,10.0,,,,,,,,,,90.0,,,,северо-восточный,,,2,,,,,,,,,,,True,,10,740,,,,12.7,,,,,,,10.0,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,81.6,,,,северо-восточный,,,3,,,,,,,,,,,,,10,741,,,,14.1,,,,True,,,10.0,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,91.8,True,,,северо-восточный,,14.4,2,,,,,7,,,,,,,,4,741,,,,12.4,,,,,,,10.0,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,94.8,,,,северо-восточный,,,1,,,,,,,,,,,True,,2,742,,,,11.5,,,,,,,10.0,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,True,,,,,,,94.2,,,,северо-восточный,,,2,,,,,,,,,,,,,10,742,,,,11.1,,,,,,,10.0,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,94.8,,,,,,,0,,,,,,,,,,,True,,10,743,,,,10.6,,,,,,,10.0,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,93.5,,,10.2,,,,0,,,,,6,,,,,12,,,10,743,,,,10.4,,,,True,,,10.0,
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,87.5,True,,,северо-восточный,,,2,,,,,,,,,,,,,10,744,,,,11.5,,,,,,,10.0,
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,,,,,,79.9,,,,восточный,,,2,,,,,,,,,,,,,10,744,,,,13.6,,,,True,,,10.0,
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,75.4,,,,восточный,,,2,,,,,,,,,,,,,20,744,,,,14.5,,,,True,,,10.0,
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,77.9,,,,восточный,,14.6,3,,,,,0.1,,,,,,,,20,744,,,,14.1,,,,,,,10.0,
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,,85.3,,,,восточный,,,2,,,,,,,,,,,,,20,745,,,,12.7,,,,,,,9.0,
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,,,,,,86.9,,,,северо-восточный,,,1,,,,,,,,,,,,,20,745,,,,10.8,,,,,,,10.0,
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,,83.9,,,,северо-восточный,,,2,,,,,,,,,,,,,20,745,,,,10.1,,,,,,,10.0,
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,86.8,,,9.5,северо-восточный,,,1,,,,,менее 0.1,,,,,0.1,,,10,745,,,,9.8,,,,True,,,10.0,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,87.4,,,,восточный,,,1,,,,,,,,,,,True,,10,745,,,,10.5,,,,,,,10.0,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,,,73.8,,,,северо-восточный,,,3,,,,,,,,,,,True,,50,745,,,,14.2,,,,,,,10.0,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,64.4,,,,северо-восточный,,,3,,,,,,,,,,,,,50,744,,,,17.6,,,,True,,,9.0,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,65.6,,,,северо-восточный,,18.1,3,,,,,менее 0.1,,,,,,,,50,745,,,,17.2,,,,,,,9.0,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,,73.9,,,,северо-восточный,,,1,,,,,,,,,,,,,50,746,,,,14.5,,,,True,,,10.0,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,,,,,,79.8,,,,,,,0,,,,,,,,,,,,,50,747,,,,13.0,,,,,,,10.0,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,,,,,,,,,81.3,,,,северо-восточный,,,1,,,,,,,,,,,,,50,747,,,,12.0,,,,,,,10.0,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,78.6,,,11.8,северный,,,1,,,,,0,,,,,менее 0.1,,,50,748,,,,12.0,,,,,,,10.0,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,72.3,,,,северо-восточный,,,2,,,,,,,,,,,,,50,749,,,,13.7,,,,,,,10.0,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,,,,,,67.4,,,,северо-восточный,,,1,,,,,,,,,,,,,50,749,,,,15.2,,,,,,,9.0,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,57.6,,,,северо-восточный,,,2,,,,,,,,,,,,,50,749,,,,19.8,,,,,,,7.0,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,59.7,,,,юго-восточный,,19.8,2,,,,,0,,,,,,,,50,749,,,,18.8,,,,,,,7.0,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,82.0,,,,южный,,,1,,,,,,,,,,,,,50,751,,,,13.4,,,,,,,5.0,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,,,,,,90.5,,,,,,,0,,,,,,,,,,,,,50,751,,,,12.1,,,,,,,10.0,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,92.9,,,,,,,0,,,,,,,,,,,,,50,752,,,,10.7,,,,,,,4.0,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,94.8,,,8.9,северный,,,1,,,,,0,,,,,0,,,50,752,,,,11.4,,,,,,,7.0,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,70.0,,,,юго-западный,,,3,,,,,,,,,,,,,50,753,,,,16.7,,,,,,,9.0,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,,,,,,59.6,,,,восточный,,,1,,,,,,,,,,,,,50,752,,,,19.9,,,,,,,9.0,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,59.1,,,,южный,,,2,,,,,,,,,,,,,50,750,,,,21.1,,,,,,,9.0,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,59.2,,,,южный,,21.6,3,,,,,0,,,,,,,,50,750,,,,21.5,,,,,,,9.0,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,85.0,,,,,,,0,,,,,,,,,,,,,50,750,,,,15.1,,,,,,,10.0,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,,,,,,93.6,,,,,,,0,,,,,,,,,,,,,50,750,,,,12.1,,,,,,,9.0,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,94.2,,,,северо-восточный,,,1,,,,,,,,,,,,,50,750,,,,12.3,,,,,,,10.0,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,95.5,,,11.7,восточный,,,1,,,,,14,,,,,14,,,2,751,True,,,13.0,,,,,,,10.0,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,True,,,,,,,95.0,,,,восточный,,,1,,,,,,,,,,,,,20,751,,,,15.2,,,,,,,10.0,
