timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,735,,,,22.4,52.4,,,восточный,0.0,,24.7,1.0
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,16.8,72.8,,,восточный,0.0,,,2.0
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,13.3,90.6,,,,0.0,,,0.0
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,12.2,91.8,,,юго-восточный,0.0,,,1.0
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,735,,,,13.4,85.4,11.6,,юго-западный,0.0,,,1.0
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,21.7,60.4,,,северо-западный,2.0,,,1.0
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,24.9,52.4,,,восточный,7.0,,,3.0
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,25.9,54.4,,,восточный,2.0,,,2.0
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,732,,,,23.5,53.8,,,восточный,4.0,,26.7,2.0
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,17.5,76.9,,,восточный,0.0,,,1.0
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,15.5,88.5,,,восточный,0.0,,,1.0
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,15.7,86.8,,,,2.0,,,0.0
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,732,,,,16.9,88.0,14.3,,,7.0,,,0.0
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,23.3,55.5,,,северо-западный,6.0,,,1.0
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,24.7,53.0,,,северо-западный,7.0,,,2.0
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,24.5,53.0,,,восточный,10.0,,,1.0
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,731,,,,23.7,56.7,,,восточный,10.0,,26.7,2.0
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,True,,,,,10,730,,,,19.1,81.2,,,восточный,9.0,,,2.0
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,12.0,,,,,,,,,,,,10,734,,,,16.8,85.7,,,западный,5.0,,,4.0
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,15.4,90.8,,,восточный,2.0,,,1.0
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,менее 0.1,,,менее 0.1,,,,,,20,733,,,,16.7,86.9,14.4,,юго-западный,9.0,,,1.0
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,11.0,,,,,,,,,,,,20,735,,,,12.7,94.3,12.5,,западный,10.0,,,5.0
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,10.0,,,,,True,,,,,,,10,737,,,,11.3,91.1,,,западный,10.0,,,5.0
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,11.0,,,,,,,,,,,,20,741,,,,11.8,77.0,,True,западный,10.0,,,4.0
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,4,,,,,,,,,20,742,,,,11.9,79.7,,,западный,10.0,,17.4,2.0
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,10.5,89.2,,,юго-западный,7.0,,,1.0
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,744,,,,10.6,87.4,,,юго-западный,10.0,,,1.0
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,10.1,92.3,,,западный,10.0,,,1.0
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,0,,,4,,,,,,20,744,,,,10.6,86.3,10.0,,,10.0,,,0.0
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,,12.8,72.6,,,восточный,10.0,,,1.0
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,,15.4,61.7,,,юго-восточный,10.0,,,2.0
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,,14.4,67.7,,,юго-восточный,10.0,,,1.0
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,744,,,,13.4,79.3,,,южный,10.0,,16.4,1.0
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,746,,,,12.2,87.6,,,,10.0,,,0.0
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,745,,,,11.5,90.5,,,,10.0,,,0.0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,746,,,,11.1,94.2,,,,10.0,,,0.0
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,745,,,,11.7,91.1,10.7,,,10.0,,,0.0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,,,,,10,744,,,,15.8,66.6,,,восточный,2.0,,,2.0
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,17.5,51.5,,,восточный,10.0,,,2.0
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,17.8,49.2,,,юго-восточный,10.0,,,2.0
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,1,,True,,,,,,,10,739,,,,13.6,88.3,,,южный,9.0,,19.5,1.0
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,True,,,,,10,739,,,,11.0,96.7,,,юго-восточный,0.0,,,1.0
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,True,,,,,,,10,739,,,,10.8,96.1,,,южный,6.0,,,1.0
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,True,,,,,10,740,,,,10.6,96.1,,,западный,0.0,,,2.0
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,0.3,,,2,,,,,,20,740,,,,11.4,92.3,9.9,,юго-западный,0.0,,,2.0
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,18.0,67.1,,,западный,0.0,,,4.0
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,,20,742,,,,19.8,61.1,,,западный,2.0,,,5.0
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,22.5,56.4,,,западный,2.0,,,3.0
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,743,,,,22.4,54.2,,,юго-восточный,0.0,,23.6,1.0
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,16.4,84.1,,,восточный,10.0,,,2.0
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,16.8,70.9,,,восточный,0.0,,,2.0
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,14.8,74.4,,,восточный,0.0,,,2.0
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,743,,,,16.6,66.8,14.1,,восточный,7.0,,,2.0
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,,20.3,60.8,,,восточный,4.0,,,4.0
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,22.6,57.5,,,восточный,10.0,,,3.0
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,23.3,55.1,,,восточный,7.0,,,3.0
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,741,,,,21.1,57.9,,,восточный,2.0,,24.3,3.0
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,16.0,78.2,,,южный,0.0,,,1.0
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,13.0,93.6,,,восточный,0.0,,,1.0
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,12.2,96.1,,,,0.0,,,0.0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,739,,,,13.4,96.2,11.5,,,0.0,,,0.0
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,20.2,69.3,,,восточный,0.0,,,2.0
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,23.7,60.1,,,восточный,1.0,,,3.0
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,25.5,52.9,,,северо-восточный,2.0,,,3.0
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,737,,,,24.0,54.6,,,восточный,5.0,,26.4,2.0
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,19.5,65.2,,,юго-восточный,1.0,,,3.0
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,15.9,77.1,,,восточный,0.0,,,1.0
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,13.7,89.5,,,,0.0,,,0.0
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,735,,,,16.6,79.3,13.0,,,7.0,,,0.0
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,23.4,64.0,,,юго-восточный,4.0,,,1.0
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,25.6,60.5,,,восточный,10.0,,,2.0
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,27.3,57.9,,,восточный,5.0,,,2.0
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,4,,,,,,,,,10,730,,,True,22.3,84.7,,,юго-западный,10.0,,28.1,3.0
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,730,,,,23.8,60.1,,True,юго-восточный,10.0,,,3.0
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,11.0,,,,,,,,,,,,10,731,,,,23.2,72.6,,,западный,9.0,,,5.0
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,14.0,,,,,,,,,,,,10,736,,,,18.6,75.6,,,западный,10.0,,,5.0
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,0.7,,,5,,,,,,20,738,,,,17.3,69.6,17.1,,западный,10.0,,,3.0
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,17.7,71.1,17.0,,западный,10.0,,,3.0
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,20.4,59.3,,,западный,10.0,,,2.0
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,22.5,51.8,,,северный,5.0,,,2.0
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,739,,,,21.0,62.6,,,южный,10.0,,23.0,1.0
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,19.4,66.0,,,южный,10.0,,,1.0
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,17.4,81.0,,,,10.0,,,0.0
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,15.7,92.0,,,,10.0,,,0.0
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,4,,,4,,True,,,,4,741,,,,14.6,96.2,14.5,,,10.0,,,0.0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,True,,,,,20,741,,,,18.8,70.8,,,восточный,2.0,,,2.0
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,22.0,53.4,,,восточный,2.0,,,4.0
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,22.8,57.2,,,восточный,7.0,,,3.0
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,,,0.1,,,,,,,,,20,739,,,,21.6,60.4,,,южный,9.0,,23.4,1.0
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,18.1,64.5,,,восточный,0.0,,,2.0
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,13.3,90.6,,,восточный,0.0,,,1.0
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,11.7,94.2,,,восточный,0.0,,,1.0
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,0.2,True,,0.3,,,,,,20,736,,,,14.1,87.8,11.4,,южный,5.0,,,1.0
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,True,,,,,20,735,,,,19.2,70.9,,,восточный,2.0,,,2.0
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,24.6,50.0,,,северо-восточный,0.0,,,1.0
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,26.8,47.1,,,западный,2.0,,,2.0
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,24.8,54.8,,,восточный,7.0,,27.4,3.0
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,19.2,72.3,,,восточный,0.0,,,2.0
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,17.0,84.7,,,юго-западный,0.0,,,1.0
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,16.3,89.1,,,,0.0,,,0.0
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,733,,,,15.0,93.1,14.0,,,0.0,,,0.0
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,21.7,67.0,,,западный,4.0,,,3.0
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,25.1,56.3,,,северный,6.0,,,2.0
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,24.7,61.1,,,,10.0,,,0.0
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,730,,,,23.0,73.0,,,восточный,10.0,,25.9,2.0
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,10.0,,,,,,,,,,,,10,730,,,,27.6,33.2,,,южный,10.0,,,4.0
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,11.0,,,,,,,,,,,,10,729,,,,18.8,70.8,,,южный,2.0,,,1.0
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,729,,,,17.9,76.4,,,,0.0,,,0.0
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,730,,,,18.5,79.0,15.8,,западный,0.0,,,1.0
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,22.9,66.8,,,западный,0.0,,,4.0
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,26.1,56.6,,,западный,7.0,,,4.0
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,27.9,47.4,,,западный,9.0,,,4.0
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,731,,,,24.7,67.6,,,южный,7.0,,28.8,1.0
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,19.0,,,,,,,,,,,,10,736,,,,16.5,95.6,,,юго-западный,10.0,True,,2.0
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,15.5,96.2,,,западный,2.0,,,1.0
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,14.6,96.8,,,,0.0,,,0.0
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,3,,,3,,,,,,20,737,,,,16.0,92.6,13.7,,юго-западный,0.0,,,1.0
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,20.6,65.9,,,восточный,2.0,,,2.0
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,23.5,57.0,,,восточный,2.0,,,2.0
1591272000,"Четверг, 4 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,23.1,59.5,,,восточный,10.0,,,2.0
1591282800,"Четверг, 4 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,21.4,74.6,,,,10.0,,24.3,0.0
1591293600,"Четверг, 4 июня
18:00 (UTC)",,,,10.0,,,,,,,,,,,,10,736,,,,19.2,69.1,,True,восточный,10.0,,,2.0
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,16.5,89.1,,,,10.0,,,0.0
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,16.1,90.2,,,,2.0,,,0.0
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,,,,1,,,1,,,,,,20,741,,,,16.1,87.9,15.6,,западный,5.0,,,1.0
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,17.3,84.2,,,западный,10.0,,,3.0
1591347600,"Пятница, 5 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,18.7,79.6,,,западный,10.0,,,2.0
1591358400,"Пятница, 5 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,20.0,73.4,,,юго-западный,10.0,,,2.0
1591369200,"Пятница, 5 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,742,,,,18.7,77.1,,,юго-восточный,10.0,,20.5,2.0
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,16.3,90.3,,,,9.0,,,0.0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,15.2,87.8,,,,0.0,,,0.0
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,12.5,96.1,,,юго-восточный,0.0,,,1.0
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,743,,,,15.0,90.7,11.9,,,0.0,,,0.0
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,,21.6,63.6,,,восточный,0.0,,,2.0
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,25.8,40.6,,,юго-восточный,0.0,,,3.0
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,27.1,38.8,,,восточный,0.0,,,3.0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,741,,,,25.8,44.5,,,восточный,0.0,,27.5,2.0
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,20.1,55.8,,,восточный,0.0,,,4.0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,15.2,81.2,,,,2.0,,,0.0
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,12.5,94.2,,,,0.0,,,0.0
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,740,,,,15.1,87.8,11.7,,юго-западный,0.0,,,1.0
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,21.8,59.6,,,восточный,2.0,,,2.0
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,25.7,45.9,,,восточный,2.0,,,3.0
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,27.0,39.6,,,восточный,0.0,,,3.0
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,738,,,,24.4,45.3,,,восточный,0.0,,27.5,3.0
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,18.3,62.4,,,,0.0,,,0.0
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,14.0,83.8,,,восточный,0.0,,,1.0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,13.0,91.8,,,восточный,0.0,,,1.0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,737,,,,15.4,86.7,12.3,,,0.0,,,0.0
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,22.5,58.6,,,северный,0.0,,,1.0
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,26.0,52.7,,,восточный,0.0,,,2.0
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,29.2,43.1,,,северо-восточный,0.0,,,2.0
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,735,,,,27.2,46.3,,,восточный,0.0,,30.0,2.0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,20.5,68.9,,,южный,0.0,,,2.0
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,16.8,88.0,,,восточный,0.0,,,1.0
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,15.7,93.8,,,,0.0,,,0.0
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,17.4,89.8,14.9,,западный,0.0,,,1.0
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,25.1,62.3,,,северный,0.0,,,2.0
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,28.6,52.0,,,восточный,0.0,,,2.0
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,30.2,47.4,,,восточный,0.0,,,2.0
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,29.4,51.6,,,восточный,5.0,,31.3,2.0
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,22.8,64.2,,,восточный,9.0,,,2.0
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,19.2,87.6,,,,0.0,,,0.0
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,18.4,91.6,,,восточный,0.0,,,1.0
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,20.9,85.1,17.6,,,0.0,,,0.0
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,27.4,58.0,,,восточный,0.0,,,2.0
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,30.2,53.4,,,северо-восточный,0.0,,,2.0
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,33.4,36.0,,,восточный,0.0,,,1.0
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,734,,,,29.4,41.8,,,юго-восточный,7.0,,34.0,1.0
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,23.1,61.9,,,восточный,10.0,,,1.0
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,20.7,76.4,,,,9.0,,,0.0
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,19.6,85.5,,,,0.0,,,0.0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,734,,,,20.9,78.9,17.8,,западный,0.0,,,2.0
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,27.0,60.5,,,северо-западный,0.0,,,1.0
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,30.5,49.3,,,северо-восточный,0.0,,,3.0
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,32.4,42.4,,,восточный,9.0,,,2.0
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,20,730,,,,30.5,45.2,,,северо-восточный,10.0,,33.0,1.0
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,25.8,56.8,,,восточный,10.0,,,2.0
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,,,,10,730,,,,21.5,73.7,,,западный,0.0,,,1.0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,,,,10,730,,,,19.9,85.0,,,юго-восточный,0.0,,,1.0
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,731,,,,21.2,74.5,18.2,,,0.0,,,0.0
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,27.1,54.0,,,западный,2.0,,,2.0
