timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),Дождь (незамерзающий) сильный непрерывный,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм",Ливневой дождь очень сильный,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1587488400,"Вторник, 21 апреля
17:00 (UTC)",,,,,,,,,,,39.8,,,,северный,,,3,,,,,,,10.0,748,,,7.4,,,10.0,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,,10.0,,,,,,,,42.7,,,,северный,,10.2,4,,0,,,,,,748,,,6.9,,,10.0,
1587495600,"Вторник, 21 апреля
19:00 (UTC)",,,,,,,,,,,43.9,,,,северный,,,3,,,,,,,,747,,,6.4,,,,
1587499200,"Вторник, 21 апреля
20:00 (UTC)",,,,,,,,,,,46.2,,,,северный,,,3,,,,,,,,747,,,6.1,,,,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,,10.0,,,,,,,,49.4,,,,северо-западный,,,3,,,,,,,,746,,,5.9,,,10.0,
1587506400,"Вторник, 21 апреля
22:00 (UTC)",,,,,,,,,,,50.8,,,,северо-западный,,,2,,,,,,,,746,,,5.8,,,,
1587510000,"Вторник, 21 апреля
23:00 (UTC)",,,,,,,,,,,53.5,,,,северо-западный,,,2,,,,,,,,745,,,5.7,,,,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,,,,,,,,,,54.7,,,,северный,,,3,,,,,,,,745,,,5.6,,,10.0,
1587517200,"Среда, 22 апреля
01:00 (UTC)",,,,,,,,,,,57.6,,,,северо-западный,,,3,,,,,,,,745,,,5.4,,,,
1587520800,"Среда, 22 апреля
02:00 (UTC)",,,,,,,,,,,58.8,,,,северный,,,4,,,,,,,,745,,,5.1,,,,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,,,,,,,,,,59.6,,,5.0,северо-западный,,,3,,0,,0,,,10.0,744,,,5.0,,,9.0,
1587528000,"Среда, 22 апреля
04:00 (UTC)",,,,,,,,,,,56.6,,,,северный,,,4,,,,,,,10.0,745,,,4.9,,,10.0,
1587531600,"Среда, 22 апреля
05:00 (UTC)",,,,,,,,,,,50.4,,,,северный,,,5,,,,,,,10.0,744,,,5.6,,,4.0,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,,12.0,,,,,,,,44.8,,,4.8,северный,,,4,,0,,,,,10.0,745,,,6.0,,,7.0,
1587538800,"Среда, 22 апреля
07:00 (UTC)",,,,,,,,,,,45.9,,,,северный,,,4,,,,,,,10.0,745,,,5.3,,,7.0,
1587542400,"Среда, 22 апреля
08:00 (UTC)",,,,,,,,,,,59.5,,True,,северный,,,4,,,,,,,10.0,746,,,2.8,,,9.0,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,,18.0,,,,,,,,42.0,,True,,северный,,,5,,,,,,,10.0,746,,,4.6,,,4.0,
1587549600,"Среда, 22 апреля
10:00 (UTC)",,,,,,,,,,,32.8,,,,северный,,,5,,,,,,,10.0,746,,,5.6,,,6.0,
1587553200,"Среда, 22 апреля
11:00 (UTC)",,,,,,,,,,,26.2,,,,северный,,,6,,,,,,,10.0,746,,,6.2,,,4.0,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,,16.0,,,,,,,,24.9,,,,северный,,,5,,,,,,,10.0,746,,,6.8,,True,4.0,
1587560400,"Среда, 22 апреля
13:00 (UTC)",,,,,,,,,,,24.6,,,,северный,,,5,,,,,,,10.0,746,,,6.9,,,4.0,
1587564000,"Среда, 22 апреля
14:00 (UTC)",,,,,,,,,,,23.8,,,,северный,,,4,,,,,,,10.0,746,,,6.9,,,2.0,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,,19.0,,,,,,,,24.8,,,,северный,,,5,,менее 0.1,,,,,10.0,746,,,6.3,,,2.0,
1587571200,"Среда, 22 апреля
16:00 (UTC)",,,,,,,,,,,25.0,,,,северный,,,4,,,,,,,10.0,746,,,6.3,,,2.0,
1587574800,"Среда, 22 апреля
17:00 (UTC)",,,,,,,,,,,26.6,,,,северо-западный,,,3,,,,,,,10.0,746,,,6.2,,,2.0,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,13.0,,,,,,,,28.1,,,,северо-западный,,7.0,2,,менее 0.1,,,,,10.0,746,,,5.4,,,2.0,
1587582000,"Среда, 22 апреля
19:00 (UTC)",,,,,,,,,,,31.0,,,,северо-западный,,,1,,,,,,,,746,,,4.6,,,,
1587585600,"Среда, 22 апреля
20:00 (UTC)",,,,,,,,,,,32.9,,,,северо-западный,,,1,,,,,,,,746,,,4.3,,,,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,,,,,,,,,34.2,,,,северо-западный,,,2,,,,,,,,746,,,4.2,,,4.0,
1587592800,"Среда, 22 апреля
22:00 (UTC)",,,,,,,,,,,38.1,,,,северо-западный,,,2,,,,,,,,746,,,3.8,,,,
1587596400,"Среда, 22 апреля
23:00 (UTC)",,,,,,,,,,,40.1,,,,северо-западный,,,1,,,,,,,,746,,,3.4,,,,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,,42.2,,,,северо-западный,,,1,,,,,,,,746,,,3.1,,,10.0,
1587603600,"Четверг, 23 апреля
01:00 (UTC)",,,,,,,,,,,43.8,,,,западный,,,1,,,,,,,,745,,,2.8,,,,
1587607200,"Четверг, 23 апреля
02:00 (UTC)",,,,,,,,,,,45.8,,,,западный,,,1,,,,,,,,745,,,2.4,,,,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,,46.1,,,2.1,западный,,,1,,0,,менее 0.1,,,10.0,745,,,2.2,,,7.0,
1587614400,"Четверг, 23 апреля
04:00 (UTC)",,,,,,,,,,,40.3,,,,северо-западный,,,2,,,,,,,10.0,745,,,3.1,,,9.0,
1587618000,"Четверг, 23 апреля
05:00 (UTC)",,,,,,,,,,,35.7,,,,западный,,,1,,,,,,,10.0,744,,,4.7,,,9.0,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,,,31.9,,,2.1,западный,,,2,,0,,,,,10.0,744,,,6.1,,,7.0,
1587625200,"Четверг, 23 апреля
07:00 (UTC)",,,,,,,,,,,26.2,,,,западный,,,2,,,,,,,10.0,743,,,7.6,,,6.0,
1587628800,"Четверг, 23 апреля
08:00 (UTC)",,,,,,,,,,,24.1,,,,северо-западный,,,3,,,,,,,10.0,743,,,8.0,,,7.0,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,10.0,,,,,,,,21.4,,,,северо-западный,,,4,,,,,,,10.0,743,,,8.6,,,7.0,
1587636000,"Четверг, 23 апреля
10:00 (UTC)",,,,,,,,,,,19.7,,,,северо-западный,,,3,,,,,,,10.0,742,,,9.3,,,6.0,
1587639600,"Четверг, 23 апреля
11:00 (UTC)",,,,,,,,,,,21.2,,,,северо-западный,,,3,,,,,,,10.0,742,,,9.3,,,6.0,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,11.0,,,,,,,,18.2,,,,северо-западный,,,3,,,,,,,10.0,741,,,10.4,,,6.0,
1587646800,"Четверг, 23 апреля
13:00 (UTC)",,,,,,,,,,,18.5,,,,северо-западный,,,3,,,,,,,10.0,741,,,9.4,,,7.0,
1587650400,"Четверг, 23 апреля
14:00 (UTC)",,,,,,,,,,,20.1,,,,северо-западный,,,3,,,,,,,10.0,741,,,9.6,,,5.0,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,11.0,,,,,,,,20.3,,,,северный,,,4,,0,,,,,10.0,741,,,9.1,,,5.0,
1587657600,"Четверг, 23 апреля
16:00 (UTC)",,,,,,,,,,,21.2,,,,северо-западный,,,2,,,,,,,10.0,741,,,8.5,,,5.0,
1587661200,"Четверг, 23 апреля
17:00 (UTC)",,,,,,,,,,,22.9,,,,северный,,,4,,,,,,,10.0,741,,,7.9,,,4.0,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,,40.5,,,,северо-восточный,,10.5,1,,0,,,,,,742,,,4.8,,,2.0,
1587668400,"Четверг, 23 апреля
19:00 (UTC)",,,,,,,,,,,46.2,,,,,,,0,,,,,,,,742,,,3.7,,,,
1587672000,"Четверг, 23 апреля
20:00 (UTC)",,,,,,,,,,,60.2,,,,,,,0,,,,,,,,742,,,2.0,,,,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,62.7,,,,,,,0,,,,,,,,741,,,0.6,,,5.0,
1587679200,"Четверг, 23 апреля
22:00 (UTC)",,,,,,,,,,,66.0,,,,,,,0,,,,,,,,741,,,0.2,,,,
1587682800,"Четверг, 23 апреля
23:00 (UTC)",,,,,,,,,,,63.1,,,,северо-восточный,,,1,,,,,,,,741,,,0.5,,,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,69.9,,,,,,,0,,,,,,,,741,,,-0.9,,,0.0,
1587690000,"Пятница, 24 апреля
01:00 (UTC)",,,,,,,,,,,72.0,,,,,,,0,,,,,,,,741,,,-1.3,,,,
1587693600,"Пятница, 24 апреля
02:00 (UTC)",,,,,,,,,,,68.4,,,,юго-восточный,,,1,,,,,,,,741,,,-0.5,,,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,62.6,,,-1.6,юго-восточный,,,1,,0,,0,,,10.0,741,,,0.3,,,7.0,
1587700800,"Пятница, 24 апреля
04:00 (UTC)",,,,,,,,,,,53.9,,,,юго-восточный,,,2,,,,,,,10.0,741,,,1.2,,,5.0,
1587704400,"Пятница, 24 апреля
05:00 (UTC)",,,,,,,,,,,52.6,,,,юго-восточный,,,2,,,,,,,10.0,740,,,2.5,,,10.0,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,47.8,,,-1.6,юго-восточный,,,1,,0,,,,,10.0,740,,,4.3,,,6.0,
1587711600,"Пятница, 24 апреля
07:00 (UTC)",,,,,,,,,,,43.0,,,,южный,,,1,,,,,,,10.0,740,,,5.6,,,10.0,
1587715200,"Пятница, 24 апреля
08:00 (UTC)",,,,,,,,,,,37.6,,,,юго-восточный,,,1,,,,,,,10.0,739,,,7.0,,,10.0,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,36.8,,,,южный,,,1,,,,,,,10.0,738,,,8.2,,,10.0,
1587722400,"Пятница, 24 апреля
10:00 (UTC)",,,,,,,,,,,43.6,,,,западный,,,1,,,,,,,10.0,738,,,7.8,,,10.0,
1587726000,"Пятница, 24 апреля
11:00 (UTC)",,,,,,,,,,,51.3,,,,западный,,,1,,,,,,,10.0,738,,,7.6,,,10.0,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,54.4,,,,юго-западный,,,1,,,,,,,10.0,737,,,7.6,,,10.0,
1587733200,"Пятница, 24 апреля
13:00 (UTC)",,,,True,,,,,,,70.9,,,,юго-западный,,,1,,,,,,,4.0,736,,,6.7,,,10.0,
1587736800,"Пятница, 24 апреля
14:00 (UTC)",,,,True,,,,,,,79.9,,,,западный,,,1,,,,,,,4.0,736,,,6.1,,,10.0,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,,,,80.0,,,,западный,,,1,True,0.5,,,,,10.0,736,,,6.3,,,10.0,
1587744000,"Пятница, 24 апреля
16:00 (UTC)",,,,,,,,,,,78.3,,,,западный,,,1,,,,,,,10.0,735,,,6.4,,,9.0,
1587747600,"Пятница, 24 апреля
17:00 (UTC)",,,,,,,,,,,82.8,,,,,,,0,,,,,,,10.0,735,,,5.7,,,9.0,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,83.3,,,,,,8.8,0,,0.5,,,,,,735,,,5.6,,True,9.0,
1587754800,"Пятница, 24 апреля
19:00 (UTC)",,,,,,,,,,,86.3,,,,,,,0,,,,,,,,734,,,5.0,,,,
1587758400,"Пятница, 24 апреля
20:00 (UTC)",,,,,,,,,,,83.9,,,,,,,0,,,,,,,,734,,,5.3,,,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,85.7,,,,юго-западный,,,1,,,,,,,,734,,,5.6,,,10.0,
1587765600,"Пятница, 24 апреля
22:00 (UTC)",,,,,,,,,,,85.2,,,,,,,0,,,,,,,,733,,,6.1,,,,
1587769200,"Пятница, 24 апреля
23:00 (UTC)",,,,,,,,,,,91.3,,,,северо-западный,,,2,,,,,,,,733,,,5.5,,,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,True,,,,93.8,,,,,,,0,,,,,,,,733,,,3.6,,,9.0,
1587776400,"Суббота, 25 апреля
01:00 (UTC)",,,,,,,,,,,95.8,,,,,,,0,,,,,,,,733,,,3.2,,,,
1587780000,"Суббота, 25 апреля
02:00 (UTC)",,,,,,,,,,,94.5,,,,,,,0,,,,,,,,733,,,3.5,,,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,,93.2,,,3.1,,,,0,,4,,4,,True,4.0,733,,,3.7,,,9.0,
1587787200,"Суббота, 25 апреля
04:00 (UTC)",,,,,,,,,,,90.6,,,,,,,0,,,,,,True,4.0,733,,,4.1,,,7.0,
1587790800,"Суббота, 25 апреля
05:00 (UTC)",,,,,,,,,,,82.1,,,,,,,0,,,,,,,10.0,734,,,5.4,,,7.0,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,75.5,,,3.1,,,,0,,4,,,,,10.0,733,,,6.2,,,9.0,
1587798000,"Суббота, 25 апреля
07:00 (UTC)",,,,,,,,,,,68.9,,,,северо-западный,,,2,,,,,,,10.0,734,,,6.8,,,9.0,
1587801600,"Суббота, 25 апреля
08:00 (UTC)",,,,,,,,,,,61.6,,,,западный,,,1,,,,,,,10.0,734,,,7.7,,,10.0,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,63.0,,,,северо-западный,,,1,,,,,,,10.0,734,,,7.6,,,10.0,
1587808800,"Суббота, 25 апреля
10:00 (UTC)",,,,,,,,,,,60.5,,,,западный,,,1,,,,,,,10.0,734,,,8.3,,,10.0,
1587812400,"Суббота, 25 апреля
11:00 (UTC)",,,,,,,,,,,61.8,,,,западный,,,1,,,,,,,10.0,734,,,8.6,,,10.0,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,,,,62.1,,,,юго-западный,,,1,,,,,,,10.0,734,,,8.0,,,10.0,
1587819600,"Суббота, 25 апреля
13:00 (UTC)",,,,,,,,,,,67.1,,,,западный,,,1,,,,,,,10.0,734,,,7.3,,,10.0,
1587823200,"Суббота, 25 апреля
14:00 (UTC)",,,,,,,True,,,,81.0,,,,,,,0,,,,,,,10.0,734,,,5.5,,,10.0,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,,,,71.9,,,,,,,0,,0.5,,,,,10.0,734,,,6.3,,True,9.0,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,78.2,,,,,,8.6,0,,0.5,,,,,,735,,,5.5,,True,7.0,
1587841200,"Суббота, 25 апреля
19:00 (UTC)",,,,,,,,,,,78.7,,,,,,,0,,,,,,,,735,,,5.2,,,,
1587844800,"Суббота, 25 апреля
20:00 (UTC)",,,,,,,,,,,63.8,,,,северный,,,1,,,,,,,,736,,,5.2,,,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,70.3,,,,,,,0,,,,,,,,736,,,3.5,,,0.0,
1587852000,"Суббота, 25 апреля
22:00 (UTC)",,,,,,,,,,,81.0,,,,,,,0,,,,,,,,736,,,1.5,,,,
1587855600,"Суббота, 25 апреля
23:00 (UTC)",,,,,,,,,,,86.4,,,,,,,0,,,,,,,,736,,,0.0,,,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,92.3,,,,,,,0,,,,,,True,,736,,,-0.6,,,0.0,
1587862800,"Воскресенье, 26 апреля
01:00 (UTC)",,,,,,,,,,,91.5,,,,,,,0,,,,,,,,737,,,-1.1,,,,
1587866400,"Воскресенье, 26 апреля
02:00 (UTC)",,,,,,,,,,,92.2,,,,,,,0,,,,,,,,736,,,-1.3,,,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,92.2,,,-1.4,,,,0,,0,,0.5,,True,4.0,737,,,-1.1,,,2.0,
1587873600,"Воскресенье, 26 апреля
04:00 (UTC)",,,,,,,,,,,81.0,,,,,,,0,,,,,,,10.0,737,,,1.1,,,4.0,
1587877200,"Воскресенье, 26 апреля
05:00 (UTC)",,,,,,,,,,,62.5,,,,северо-восточный,,,1,,,,,,,10.0,737,,,3.7,,,5.0,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,49.6,,,-1.4,северный,,,1,,0,,,,,10.0,738,,,5.6,,,6.0,
1587884400,"Воскресенье, 26 апреля
07:00 (UTC)",,,,,,,,,,,40.1,,,,северный,,,2,,,,,,,10.0,738,,,6.6,,,7.0,
1587888000,"Воскресенье, 26 апреля
08:00 (UTC)",,,,,,,,,,,39.3,,,,северный,,,2,,,,,,,10.0,738,,,7.0,,,7.0,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,35.1,,,,северо-западный,,,2,,,,,,,10.0,738,,,8.0,,,7.0,
1587895200,"Воскресенье, 26 апреля
10:00 (UTC)",,,,,,,,,,,33.1,,,,северный,,,3,,,,,,,10.0,738,,,8.2,,,7.0,
1587898800,"Воскресенье, 26 апреля
11:00 (UTC)",,,,,,,,,,,31.4,,,,западный,,,1,,,,,,,10.0,738,,,9.3,,,4.0,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,30.2,,,,юго-западный,,,2,,,,,,,10.0,738,,,9.3,,,2.0,
1587906000,"Воскресенье, 26 апреля
13:00 (UTC)",,,,,,,,,,,30.1,,,,северный,,,1,,,,,,,10.0,738,,,8.9,,,2.0,
1587909600,"Воскресенье, 26 апреля
14:00 (UTC)",,,,,,,,,,,28.2,,,,северо-восточный,,,1,,,,,,,10.0,738,,,10.0,,,4.0,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,28.4,,,,западный,,,1,,0,,,,,10.0,738,,,9.4,,,4.0,
1587916800,"Воскресенье, 26 апреля
16:00 (UTC)",,,,,,,,,,,30.9,,,,,,,0,,,,,,,10.0,738,,,8.6,,,2.0,
1587920400,"Воскресенье, 26 апреля
17:00 (UTC)",,,,,,,,,,,34.1,,,,,,,0,,,,,,,10.0,738,,,7.4,,,2.0,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,48.7,,,,,,10.5,0,,0,,,,,,739,,,5.0,,,1.0,
1587927600,"Воскресенье, 26 апреля
19:00 (UTC)",,,,,,,,,,,54.5,,,,,,,0,,,,,,,,739,,,3.4,,,,
1587931200,"Воскресенье, 26 апреля
20:00 (UTC)",,,,,,,,,,,56.0,,,,,,,0,,,,,,,,739,,,2.7,,,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,61.0,,,,,,,0,,,,,,,,739,,,1.6,,,0.0,
1587938400,"Воскресенье, 26 апреля
22:00 (UTC)",,,,,,,,,,,67.1,,,,,,,0,,,,,,,,739,,,0.7,,,,
1587942000,"Воскресенье, 26 апреля
23:00 (UTC)",,,,,,,,,,,68.0,,,,,,,0,,,,,,,,739,,,0.0,,,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,69.5,,,,,,,0,,,,,,,,739,,,-0.4,,,0.0,
1587949200,"Понедельник, 27 апреля
01:00 (UTC)",,,,,,,,,,,76.5,,,,,,,0,,,,,,,,739,,,-1.0,,,,
1587952800,"Понедельник, 27 апреля
02:00 (UTC)",,,,,,,,,,,78.3,,,,,,,0,,,,,,,,739,,,-1.1,,,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,79.5,,,-1.3,,,,0,,0,,0,,,10.0,739,,,-0.6,,,2.0,
1587960000,"Понедельник, 27 апреля
04:00 (UTC)",,,,,,,,,,,57.4,,,,,,,0,,,,,,,10.0,739,,,4.7,,,7.0,
1587963600,"Понедельник, 27 апреля
05:00 (UTC)",,,,,,,,,,,40.4,,,,северо-западный,,,1,,,,,,,10.0,739,,,7.4,,,4.0,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,26.5,,,-1.3,юго-восточный,,,1,,0,,,,,10.0,739,,,10.1,,,1.0,
1587970800,"Понедельник, 27 апреля
07:00 (UTC)",,,,,,,,,,,24.4,,,,северо-восточный,,,1,,,,,,,10.0,739,,,10.4,,,5.0,
1587974400,"Понедельник, 27 апреля
08:00 (UTC)",,,,,,,,,,,23.6,,,,северный,,,1,,,,,,,10.0,739,,,10.8,,,7.0,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,22.3,,,,северо-восточный,,,1,,,,,,,10.0,739,,,10.6,,,7.0,
1587981600,"Понедельник, 27 апреля
10:00 (UTC)",,,,,,,,,,,22.0,,,,северо-западный,,,1,,,,,,,10.0,739,,,11.1,,,7.0,
1587985200,"Понедельник, 27 апреля
11:00 (UTC)",,,,,,,,,,,24.0,,,,северо-западный,,,2,,,,,,,10.0,739,,,11.1,,,10.0,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,31.4,,,,северо-западный,,,2,,,,,,,10.0,739,,,10.1,,,10.0,
1587992400,"Понедельник, 27 апреля
13:00 (UTC)",,,,,,,,,,,30.7,,,,северо-западный,,,2,,,,,,,10.0,739,,,10.0,,,9.0,
1587996000,"Понедельник, 27 апреля
14:00 (UTC)",,,,,,,,,,,35.5,,,,северо-западный,,,3,,,,,,,10.0,739,,,9.4,,,10.0,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,35.2,,,,северный,,,2,,0,,,,,10.0,739,,,9.2,,,7.0,
1588003200,"Понедельник, 27 апреля
16:00 (UTC)",,,,,,,,,,,35.1,,,,северо-западный,,,1,,,,,,,10.0,740,,,9.0,,,7.0,
1588006800,"Понедельник, 27 апреля
17:00 (UTC)",,,,,,,,,,,41.2,,,,северный,,,2,,,,,,,10.0,740,,,8.3,,,7.0,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,50.4,,,,,,11.3,0,,0,,,,,,740,,,6.9,,,6.0,
1588014000,"Понедельник, 27 апреля
19:00 (UTC)",,,,,,,,,,,55.6,,,,,,,0,,,,,,,,741,,,5.8,,,,
1588017600,"Понедельник, 27 апреля
20:00 (UTC)",,,,,,,,,,,51.2,,,,северо-западный,,,1,,,,,,,,741,,,5.8,,,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,53.4,,,,северо-западный,,,2,,,,,,,,741,,,5.2,,,2.0,
1588024800,"Понедельник, 27 апреля
22:00 (UTC)",,,,,,,,,,,63.5,,,,западный,,,1,,,,,,,,741,,,3.9,,,,
1588028400,"Понедельник, 27 апреля
23:00 (UTC)",,,,,,,,,,,70.3,,,,северо-западный,,,1,,,,,,,,741,,,3.5,,,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,75.0,,,,северо-западный,,,2,,,,,,,,741,,,3.4,,,7.0,
1588035600,"Вторник, 28 апреля
01:00 (UTC)",,,,,,,,,,,78.4,,,,северо-западный,,,1,,,,,,,,741,,,3.2,,,,
1588039200,"Вторник, 28 апреля
02:00 (UTC)",,,,,,,,,,,81.2,,,,северо-западный,,,3,,,,,,,,742,,,2.9,,,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,79.5,,,2.9,северо-западный,,,2,,0,,0,,,10.0,742,,,2.9,,,7.0,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,68.9,,,2.9,западный,,,2,,0,,,,,10.0,743,,,4.4,,,7.0,
1588057200,"Вторник, 28 апреля
07:00 (UTC)",,,,,,,,,,,62.0,,,,северо-западный,,,2,,,,,,,10.0,743,,,5.6,,,7.0,
1588060800,"Вторник, 28 апреля
08:00 (UTC)",,,,,,,,,,,52.6,,,,западный,,,2,,,,,,,10.0,743,,,6.7,,,7.0,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,41.6,,,,северо-западный,,,2,,,,,,,10.0,743,,,7.5,,,9.0,
1588068000,"Вторник, 28 апреля
10:00 (UTC)",,,,,,,,,,,41.7,,,,северо-западный,,,1,,,,,,,10.0,743,,,7.6,,,7.0,
1588071600,"Вторник, 28 апреля
11:00 (UTC)",,,,,,,,,,,33.7,,,,западный,,,2,,,,,,,10.0,743,,,8.5,,,9.0,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,31.2,,,,северо-западный,,,1,,,,,,,10.0,743,,,9.6,,,7.0,
1588078800,"Вторник, 28 апреля
13:00 (UTC)",,,,,,,,,,,28.6,,,,западный,,,1,,,,,,,10.0,742,,,10.1,,,7.0,
1588082400,"Вторник, 28 апреля
14:00 (UTC)",,,,,,,,,,,28.8,,,,южный,,,1,,,,,,,10.0,742,,,10.8,,,7.0,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,,28.3,,,,западный,,,1,,0,,,,,10.0,742,,,9.8,,,6.0,
1588089600,"Вторник, 28 апреля
16:00 (UTC)",,,,,,,,,,,29.1,,,,,,,0,,,,,,,10.0,742,,,9.4,,,7.0,
1588093200,"Вторник, 28 апреля
17:00 (UTC)",,,,,,,,,,,30.8,,,,,,,0,,,,,,,10.0,742,,,8.8,,,9.0,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,35.1,,,,юго-западный,,11.0,1,,0,,,,,,742,,,9.0,,,9.0,
1588100400,"Вторник, 28 апреля
19:00 (UTC)",,,,,,,,,,,42.8,,,,,,,0,,,,,,,,742,,,8.1,,,,
1588104000,"Вторник, 28 апреля
20:00 (UTC)",,,,,,,,,,,40.4,,,,,,,0,,,,,,,,741,,,8.6,,,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,39.6,,,,юго-восточный,,,1,,,,,,,,740,,,9.0,,,10.0,
1588111200,"Вторник, 28 апреля
22:00 (UTC)",,,,,,,,,,,35.9,,,,юго-восточный,,,3,,,,,,,,739,,,8.8,,,,
1588114800,"Вторник, 28 апреля
23:00 (UTC)",,,,,,,,,,,35.2,,,,южный,,,2,,,,,,,,738,,,8.3,,,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,37.6,,,,южный,,,2,,,,,,,,737,,,8.1,,,7.0,
1588122000,"Среда, 29 апреля
01:00 (UTC)",,,,,,,,,,,41.6,,,,юго-восточный,,,1,,,,,,,,736,,,8.3,,,,
1588125600,"Среда, 29 апреля
02:00 (UTC)",,,,,,,,,,,47.7,,,,,,,0,,,,,,,,736,,,7.7,,,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,True,,,,,,,74.1,,,7.3,,,,0,,1,,1,,,4.0,735,,,7.3,,,10.0,
